,LAMA1 (284217)
ACH-000004,0.2229176392760528
ACH-000005,-0.04040826065077941
ACH-000007,0.12037701622172035
ACH-000009,0.03355970166182312
ACH-000011,0.1820076537997968
ACH-000012,0.05710554704378513
ACH-000013,0.1596031315386773
ACH-000014,0.0957891934444651
ACH-000015,0.11650073752545695
ACH-000017,0.16165139382468466
ACH-000018,0.16891479833096454
ACH-000019,0.05261971429526308
ACH-000021,0.07864138826510379
ACH-000022,-0.02596229369696729
ACH-000025,0.14993786412543256
ACH-000028,0.07846268586828466
ACH-000030,0.024250310478762624
ACH-000035,-0.009549505976121466
ACH-000036,0.06148852148402969
ACH-000037,-0.11237199589184683
ACH-000039,-0.18914018582076048
ACH-000040,0.08792080988085928
ACH-000041,0.04360849703369804
ACH-000042,-0.05178410780522616
ACH-000045,0.1519502268933231
ACH-000047,0.19340836228480485
ACH-000052,0.3095181941176179
ACH-000053,0.02107071970290815
ACH-000054,0.1004672077770432
ACH-000055,0.1164358285290653
ACH-000060,0.005082038802501149
ACH-000067,0.11813286779593105
ACH-000070,0.09623365642571828
ACH-000075,-0.031706272730857125
ACH-000078,0.08508106738907054
ACH-000082,0.13524642174627996
ACH-000085,-0.02807167261339325
ACH-000086,0.2535295370719026
ACH-000087,0.3013614674179209
ACH-000092,0.05057878378119551
ACH-000095,0.04582933150254586
ACH-000097,0.09664018263786596
ACH-000098,0.08621720543121009
ACH-000099,0.021166351122667987
ACH-000108,0.0622389050776586
ACH-000113,0.027364041393388924
ACH-000116,0.1336981484436782
ACH-000118,0.03375236469378224
ACH-000120,0.10049830305058596
ACH-000123,0.04640964656327882
ACH-000127,0.05936035961112642
ACH-000128,0.11781934802711705
ACH-000132,0.019316582019484302
ACH-000133,0.14223607274807668
ACH-000137,0.06543595831543296
ACH-000138,-0.014060835021073527
ACH-000142,0.0015506447642345475
ACH-000143,0.09530778707067472
ACH-000146,0.07838967585754587
ACH-000148,0.11242472523653366
ACH-000150,-0.02024420081116389
ACH-000152,0.13658138682936066
ACH-000153,-0.020065037967334626
ACH-000159,0.03858238251320454
ACH-000160,0.027092301324040727
ACH-000163,0.08066067495381762
ACH-000167,0.3499531779284512
ACH-000168,0.0514279991555921
ACH-000169,0.14295204276764226
ACH-000178,0.16465573140446715
ACH-000183,-0.010974307236288748
ACH-000188,0.08097290226828657
ACH-000189,0.21791471849662025
ACH-000190,-0.15450663865321784
ACH-000198,0.06469585944807447
ACH-000203,0.056292657880264656
ACH-000204,0.05017572174675241
ACH-000206,0.124504475960042
ACH-000207,-0.12962093021169285
ACH-000208,0.3303511224005373
ACH-000210,0.1894035615440964
ACH-000211,0.04524443503162099
ACH-000215,0.16361814965683366
ACH-000221,0.1985547806710324
ACH-000222,0.1717158232254304
ACH-000223,0.025136286525857688
ACH-000226,0.007608209832645986
ACH-000227,0.1363248930714884
ACH-000228,-0.09915451031150067
ACH-000231,0.025349293441908487
ACH-000232,0.015341669046291062
ACH-000233,0.1493002495847837
ACH-000234,0.2133409382642949
ACH-000235,0.09528818284660083
ACH-000237,0.031663367508854366
ACH-000238,-0.036392220919241436
ACH-000242,0.11361367295789128
ACH-000243,0.11503097309153965
ACH-000244,0.0461923890616383
ACH-000246,0.07270355359305701
ACH-000248,0.10765532353043132
ACH-000250,0.07747091554041335
ACH-000251,0.011604866089753096
ACH-000252,0.10458358660104217
ACH-000253,0.12668630531332267
ACH-000255,0.06790038437090927
ACH-000256,-0.10399882911962144
ACH-000257,0.07904558089927312
ACH-000258,0.047874588674958495
ACH-000259,0.12379104835056462
ACH-000260,0.0377985159712356
ACH-000261,0.11689527468108915
ACH-000262,0.011861091528053277
ACH-000263,0.02595870711089399
ACH-000264,0.03781172340685145
ACH-000265,0.2288249860447672
ACH-000266,0.13062760350976382
ACH-000272,0.05962517735255313
ACH-000274,0.08143199064398514
ACH-000277,0.036032921161576456
ACH-000278,-0.02869199383846205
ACH-000279,0.08539557916866382
ACH-000280,-0.06188782553949804
ACH-000281,-0.0919299786565144
ACH-000288,0.09671979002277636
ACH-000291,0.0497199437834089
ACH-000293,0.09878886849463052
ACH-000294,0.04161499590353397
ACH-000295,-0.20651917854059315
