,RAD54L (8438)
ACH-000279,-0.2765827477135925
ACH-000280,-0.35647361689121804
ACH-000281,-0.04088957891203211
ACH-000288,-0.3344028953527205
ACH-000291,-0.0643337528034033
ACH-000293,-0.2403877809068539
ACH-000294,-0.09746445430387572
ACH-000295,-0.18562511870627185
ACH-000296,-0.22174318110687796
ACH-000302,-0.3345425380315465
ACH-000304,-0.3714972889108071
ACH-000307,-0.07809398429246188
ACH-000308,-0.09264740992583304
ACH-000310,-0.1302712728919301
ACH-000311,-0.08166159823726397
ACH-000312,-0.15878866712859713
ACH-000315,-0.0842034749753856
ACH-000316,-0.2525872535371061
ACH-000317,-0.2883390379662963
ACH-000318,-0.18928635539775485
ACH-000319,-0.16684217246799934
ACH-000320,-0.1196127086947641
ACH-000322,-0.4195221700195328
ACH-000323,-0.4507571984076487
ACH-000324,-0.2736260794949995
ACH-000329,-0.23793829927215646
ACH-000330,-0.3974094913720144
ACH-000331,-0.3095312924002803
ACH-000332,-0.12507892547188515
ACH-000334,-0.1052074088350476
ACH-000335,-0.4803858821524261
ACH-000336,-0.2349072565459897
ACH-000337,-0.3110675920132806
ACH-000338,-0.6558098773619048
ACH-000339,-0.16380661310449554
ACH-000341,-0.07565843675454538
ACH-000348,-0.2889300999592607
ACH-000350,-0.12999120269727465
ACH-000352,-0.19379588100967268
ACH-000356,-0.4112601090255379
ACH-000361,-0.2699409095751707
ACH-000362,-0.03834874250669079
ACH-000363,-0.11402870115190025
ACH-000364,-0.4093570287703279
ACH-000365,-0.1585530952339965
ACH-000366,-0.218096764713043
ACH-000368,-0.3848788240042692
ACH-000374,-0.40871952541451856
ACH-000375,-0.2785994047606939
ACH-000376,-0.2916886859468228
ACH-000381,-0.1768082951604084
ACH-000383,-0.13350393769885902
ACH-000387,-0.3050707550717538
ACH-000389,-0.4780678222912269
ACH-000390,-0.11870007188093415
ACH-000393,-0.2061024423637097
ACH-000395,-0.20361462809407527
ACH-000396,-0.32377930555210355
ACH-000397,-0.12468621039810185
ACH-000401,-0.33192087436772577
ACH-000402,-0.2503643966496656
ACH-000403,-0.1595981814944652
ACH-000404,-0.23585379031126905
ACH-000406,-0.1689297086981382
ACH-000407,-0.24258761845268595
ACH-000408,-0.16448705408593067
ACH-000410,-0.2653330729274527
ACH-000411,-0.3311652337673265
ACH-000414,-0.10352929208841767
ACH-000415,-0.4793066392613217
ACH-000416,-0.15468288602387384
ACH-000420,-0.15062416162915146
ACH-000421,-0.10781517171628048
ACH-000424,-0.4174916623986744
ACH-000425,-0.27654498286758394
ACH-000426,-0.3362717037845865
ACH-000427,-0.3841041353595819
ACH-000433,-0.6266768472802798
ACH-000435,-0.07971650086235231
ACH-000436,-0.3119575303904337
ACH-000444,-0.29307976474329817
ACH-000445,-0.4407643545271422
ACH-000448,-0.5214662804374917
ACH-000450,-0.21533503118148786
ACH-000452,-0.06761901952233687
ACH-000454,-0.11548742708642422
ACH-000458,-0.1938964626806282
ACH-000459,-0.13962604685437766
ACH-000460,-0.32737978339782425
ACH-000461,-0.4195892844633821
ACH-000463,-0.330180395248234
ACH-000464,-0.3660121153654664
ACH-000466,-0.10735886495341647
ACH-000467,-0.1591282348110831
ACH-000468,-0.17646747574030242
ACH-000469,-0.2617279138860896
ACH-000470,-0.2084804305033307
ACH-000471,-0.11257563682629823
ACH-000472,-0.15250072342817556
ACH-000473,-0.21774424262187164
ACH-000475,-0.2496987356165671
ACH-000476,-0.2510660109825215
ACH-000477,0.0979364521618315
ACH-000479,-0.25205846721307035
ACH-000480,-0.37698715030785096
ACH-000481,-0.2491012427840492
ACH-000483,-0.17441618802568468
ACH-000484,-0.24448934780747014
ACH-000485,-0.07556685048939793
ACH-000486,-0.35208073859808925
ACH-000487,-0.22059071251046425
ACH-000488,-0.1980370918818404
ACH-000490,-0.13691070902318114
ACH-000491,-0.18703261264651408
ACH-000495,-0.3905392773719454
ACH-000496,-0.3739515078897252
ACH-000499,-0.30081941006018564
ACH-000500,-0.1873286373417227
ACH-000502,-0.1433181310074673
ACH-000503,-0.34431831363127363
ACH-000505,-0.08608359311534844
ACH-000507,-0.2676157087696437
ACH-000510,-0.11228316868293486
ACH-000511,-0.11082257178457616
ACH-000512,-0.09214344012066836
ACH-000516,-0.0940821583459496
ACH-000517,-0.19544140978649527
ACH-000518,-0.1750375252519384
ACH-000520,-0.37530056939484224
ACH-000521,-0.3091083745948999
ACH-000522,-0.31475813295191474
ACH-000524,-0.2380739087697983
ACH-000527,-0.2630774352305866
ACH-000528,-0.1956348059186464
ACH-000537,-0.1962249063066888
ACH-000541,-0.15295945210347034
ACH-000542,-0.17513258048504704
ACH-000544,-0.3905605463382582
ACH-000545,-0.4365973237829172
ACH-000547,-0.31449238495034204
ACH-000548,-0.12433030625298384
ACH-000549,-0.11847638254980028
ACH-000550,-0.4262252607080999
ACH-000552,-0.07192358046197216
ACH-000556,-0.2305123961219897
ACH-000557,-0.06219168463875763
ACH-000569,-0.5585043478862888
ACH-000570,-0.2219780566537314
ACH-000571,-0.14094776370685969
ACH-000573,-0.2478893851917907
ACH-000576,-0.1899787646353003
ACH-000579,-0.20855572040584616
ACH-000580,-0.13444652836530332
ACH-000584,-0.33629492922909804
ACH-000585,-0.3685922740882517
ACH-000588,-0.1374583313865463
ACH-000589,-0.16723207747968494
ACH-000591,-0.1694808396314851
ACH-000593,-0.18884116400825174
ACH-000600,-0.3143649098260661
ACH-000601,-0.3142502043949429
ACH-000605,-0.2585472276216316
ACH-000606,-0.3145920387149794
ACH-000608,-0.18861285744198134
ACH-000614,-0.1972890093858092
ACH-000616,-0.09475895537765937
ACH-000618,-0.2203059940888364
ACH-000619,-0.2838852155162038
ACH-000620,-0.276917613963972
ACH-000621,-0.4343042479883537
ACH-000622,-0.06296489960416303
ACH-000623,-0.2149166396078128
ACH-000624,-0.25843859218216586
ACH-000627,-0.31144337541459044
ACH-000630,-0.3945161171830949
ACH-000631,-0.3045998646318947
ACH-000632,-0.2918438478948554
ACH-000633,-0.34470278752926664
ACH-000637,-0.35035558735266603
ACH-000638,-0.28021513025408656
ACH-000646,-0.1642973090148825
ACH-000647,-0.23806498665496495
ACH-000648,-0.24923003498893914
ACH-000649,-0.17129589648277732
ACH-000651,-0.2647470435000589
ACH-000652,-0.12934254560930206
ACH-000653,-0.13719221885165164
ACH-000657,-0.3047804485232699
ACH-000658,-0.020629054542934837
ACH-000661,-0.07791463702320686
ACH-000662,-0.3178676432112477
ACH-000663,0.02171273803691106
ACH-000665,-0.2937389592646341
ACH-000671,-0.044614724928991815
ACH-000672,-0.2199619457505512
ACH-000673,-0.20731137055276305
ACH-000676,-0.23959686777145406
ACH-000677,-0.31490229307173456
ACH-000681,-0.3099252306471002
ACH-000683,-0.2405555856712181
ACH-000684,-0.21035091778499476
ACH-000688,-0.4684200231296477
ACH-000693,-0.3291022765361141
ACH-000694,-0.4388705543756928
ACH-000695,-0.1338354886063136
ACH-000696,-0.2757962054214449
ACH-000697,-0.6099929391331089
ACH-000699,-0.13428936313061896
ACH-000701,-0.27609486565028685
ACH-000706,-0.29485526114762195
ACH-000711,-0.23909991910846384
ACH-000713,-0.4407937237586437
ACH-000714,-0.15565662862510726
ACH-000718,-0.22012229757916105
ACH-000720,-0.43329138593255534
ACH-000721,-0.2172737318342447
ACH-000724,-0.2966273758505653
ACH-000725,-0.3075120311250626
ACH-000732,-0.4718202019332769
ACH-000734,-0.2441372784543793
ACH-000735,-0.2028519883944606
ACH-000736,-0.30364273457185503
ACH-000738,-0.2657720107149838
ACH-000746,-0.21305713379181807
ACH-000747,-0.2168156759096113
ACH-000748,-0.4483632572883319
ACH-000753,-0.20358147526606216
ACH-000756,-0.3922361648603092
ACH-000757,-0.2542692032830878
ACH-000758,-0.22243299681996825
ACH-000760,-0.2409980064699876
ACH-000762,-0.2518797681016102
ACH-000763,-0.10380504422216197
ACH-000764,-0.21191378104526248
ACH-000765,-0.19587501909005767
ACH-000766,-0.2287155585816095
ACH-000767,-0.16785284899676134
ACH-000768,-0.1563285061313711
ACH-000769,-0.2578373242272953
ACH-000770,-0.1807018641673961
ACH-000771,-0.2124606968162034
ACH-000773,-0.20417018744723836
ACH-000776,-0.3842620700659336
ACH-000777,-0.3475242919300014
ACH-000778,-0.13013596076212475
ACH-000781,-0.1547892891883676
ACH-000782,-0.1625915714272747
ACH-000783,-0.2728538597572065
ACH-000784,-0.1425048016592196
ACH-000785,-0.4238866662919392
ACH-000787,-0.1724906733643378
ACH-000788,-0.22171791321727294
ACH-000791,-0.15277840478940993
ACH-000792,-0.3838906074825629
ACH-000794,-0.1289688001183722
ACH-000796,-0.1813579248637486
ACH-000798,-0.1881792178733715
ACH-000799,-0.6080852207491825
ACH-000800,-0.1945933434079907
ACH-000802,-0.1953243524520974
ACH-000804,-0.3032128011983453
ACH-000805,-0.3458484231799881
ACH-000809,-0.139614421994876
ACH-000810,-0.5384658699543742
ACH-000811,-0.30509606516262844
ACH-000817,-0.03040544506868272
ACH-000819,-0.2723194492012347
ACH-000820,-0.42150406286082265
ACH-000821,-0.16981175189813652
ACH-000822,-0.1305865795698432
ACH-000823,-0.3365321610888877
ACH-000824,-0.17951673838566928
ACH-000827,-0.26301690214760914
ACH-000829,-0.2303712589323505
ACH-000831,-0.34638100978384256
ACH-000832,-0.3544274948932675
ACH-000833,-0.2737506464524743
ACH-000834,-0.2203911340515801
ACH-000835,-0.2115126375859057
ACH-000836,0.07056057200944209
ACH-000837,-0.3229507508135249
ACH-000838,-0.22503536207313335
ACH-000839,-0.2381260465600055
ACH-000840,-0.11246130755664896
ACH-000841,-0.22497439133258632
ACH-000843,-0.19740597122796336
ACH-000846,-0.1390465523396341
ACH-000847,-0.20636851887908905
ACH-000848,-0.2414094190158136
ACH-000849,-0.29377456161780285
ACH-000851,-0.2578686407838097
ACH-000855,-0.15795203987809195
ACH-000856,-0.2741271941102093
ACH-000858,-0.11576157993852275
ACH-000859,-0.2505343927015383
ACH-000861,-0.3472727600499426
ACH-000862,-0.102680401751729
ACH-000865,-0.24405514117466806
ACH-000866,-0.2320978758459424
ACH-000867,-0.3462796852908863
ACH-000869,-0.23281257334567465
ACH-000872,-0.4320302107055093
ACH-000873,-0.09988342215886004
ACH-000876,-0.2724718739168487
ACH-000878,-0.1946926438382113
ACH-000880,-0.11756751235723945
ACH-000881,-0.16592414783081338
ACH-000882,-0.2365173808844063
ACH-000884,-0.2427199896621733
ACH-000885,-0.34019194269981035
ACH-000887,-0.3134069708594968
ACH-000889,-0.24423312496971
ACH-000896,-0.1748697376113383
ACH-000898,-0.18117580221413254
ACH-000900,-0.4160963644929246
ACH-000901,-0.2676050415928032
ACH-000905,-0.3805619962969999
ACH-000906,-0.3236793054285814
ACH-000907,-0.2561091308050504
ACH-000910,-0.11933483290194476
ACH-000911,-0.25770099755207737
ACH-000912,-0.3125215391131795
ACH-000913,-0.15482239938462267
ACH-000915,-0.1416485815651919
ACH-000916,0.02943989793200712
ACH-000917,-0.2486288476716671
ACH-000920,-0.4299823151554755
ACH-000921,-0.26562512982907416
ACH-000924,-0.2115997255537318
ACH-000926,-0.2770144949207429
ACH-000928,-0.30326403983240874
ACH-000929,-0.26813268064580625
ACH-000932,-0.13546219287524336
ACH-000935,-0.2923210899733141
ACH-000936,-0.2246131856519052
ACH-000937,-0.1670930313603352
ACH-000938,-0.12508092779198468
ACH-000939,0.030534812588576432
ACH-000941,-0.1514758687851757
ACH-000943,-0.1774433859722461
ACH-000946,-0.3353678355972443
ACH-000947,-0.2345577562231177
ACH-000948,-0.25561348397296124
ACH-000950,-0.04769325284217709
ACH-000953,-0.21702378817722265
ACH-000954,-0.2496502865373417
ACH-000957,-0.12149733828009075
ACH-000958,-0.21692989047437572
ACH-000960,-0.14553583683253785
ACH-000963,-0.20706514262645706
ACH-000968,-0.20029297276431413
ACH-000969,-0.2609738593669906
ACH-000972,-0.18312487816476716
ACH-000973,-0.2759103956655961
ACH-000974,-0.009922047730776231
ACH-000978,-0.3251278795745168
ACH-000984,-0.26580111578819193
ACH-000986,-0.2727570884982048
ACH-000988,-0.13591356552238198
ACH-000993,-0.4661780296473461
ACH-000994,-0.1381897624708491
ACH-000996,-0.5024296081331947
ACH-001001,-0.1781236022878488
ACH-001020,-0.09143283019423304
ACH-001028,-0.18113233508484544
ACH-001031,-0.15419971549602338
ACH-001038,-0.17091417070981124
ACH-001048,-0.3659366327167081
ACH-001050,-0.27726021695886793
ACH-001053,-0.2739689947059612
ACH-001054,-0.4223791003245146
ACH-001061,-0.20873925958894787
ACH-001067,-0.4535886660818915
ACH-001075,-0.14598945551710674
ACH-001096,-0.14012942915753854
ACH-001111,0.022062093031579053
ACH-001119,-0.17572648044843078
ACH-001128,0.437382761052616
ACH-001134,-0.2169504862206442
ACH-001151,-0.1792287427106805
ACH-001163,-0.22089582121182896
ACH-001164,-0.004770432488523924
ACH-001183,-0.18636971080782094
ACH-001192,-0.16590854093111562
ACH-001193,-0.2805690624852781
ACH-001196,-0.4277949985845056
ACH-001197,-0.3159112312990226
ACH-001205,-0.196610236904186
ACH-001211,-0.3388910784631328
ACH-001212,-0.2803790407916021
ACH-001228,-0.20591655532978384
ACH-001232,-0.2819797274678818
ACH-001239,-0.35698021293099075
ACH-001270,-0.5166068549205128
ACH-001274,-0.13382609052394173
ACH-001275,-0.647857890689037
ACH-001277,-0.17337446076544466
ACH-001278,-0.17093112845781305
ACH-001280,-0.3414766918131804
ACH-001283,-0.2667259488896908
ACH-001289,-0.2691475249647757
ACH-001300,-0.08164405736217903
ACH-001301,-0.34106771912596257
ACH-001302,0.0009381274994738175
ACH-001306,-0.2111337254317774
ACH-001318,-0.3238792242486703
ACH-001322,-0.474764553861379
ACH-001328,-0.3366497286955884
ACH-001332,-0.42435052378085597
ACH-001336,-0.2257657175246417
ACH-001346,-0.23258614102102526
ACH-001353,-0.17861258790004442
ACH-001354,-0.4565946583148459
ACH-001367,-0.324684863816135
ACH-001368,-0.2925955203859056
ACH-001374,-0.1825106435317384
ACH-001377,-0.16303980226157694
ACH-001380,-0.27577969546524306
ACH-001391,-0.14290121468075095
ACH-001408,-0.5545777955658249
ACH-001430,-0.30445372120660563
ACH-001431,-0.2889234537421672
ACH-001450,-0.2703099052232884
ACH-001496,-0.1523032133418598
ACH-001500,-0.20610083994777198
ACH-001523,-0.1931647788320013
ACH-001532,-0.3201369108888079
ACH-001550,-0.12773329938189354
ACH-001552,-0.2554007751401717
ACH-001554,-0.217119408595041
ACH-001654,-0.30265606154585784
ACH-001735,-0.06323968349120691
ACH-001736,-0.4255459510490923
ACH-001737,0.026627139732379727
ACH-001740,-0.09607462046449908
ACH-001745,-0.17941506893154022
ACH-001765,-0.15712117330756797
