,BIN1 (274)
ACH-000004,-0.4919948044071481
ACH-000005,0.06559269586449168
ACH-000007,-0.3082036233042028
ACH-000009,-0.3301139362019528
ACH-000011,-0.19041734267541024
ACH-000012,-0.16434925252202373
ACH-000013,-0.11790715409720537
ACH-000014,-0.2827564291336079
ACH-000015,-0.21152839286532094
ACH-000017,-0.20703336420817214
ACH-000018,-0.17092558436667382
ACH-000019,-0.16052671577291314
ACH-000021,-0.08194239917271938
ACH-000022,-0.14405066600170394
ACH-000025,-0.15981297689542565
ACH-000028,-0.2113098527311412
ACH-000030,-0.274308822423016
ACH-000035,-0.2300286878107159
ACH-000036,-0.030159781898100837
ACH-000037,-0.2670607819139221
ACH-000039,-0.185941483938502
ACH-000040,-0.16613353016384225
ACH-000041,-0.2337508800307503
ACH-000042,-0.03640290257400409
ACH-000045,-0.12908489831254705
ACH-000047,-0.1449018517023061
ACH-000052,-0.19426444553707028
ACH-000053,-0.2074721472158336
ACH-000054,-0.2260602432853473
ACH-000055,-0.18006420313438815
ACH-000060,-0.15264701271417935
ACH-000067,-0.09205346463940553
ACH-000070,-0.06524411440362006
ACH-000075,-0.22392814225507232
ACH-000078,-0.2193127512668843
ACH-000082,-0.20670608442748176
ACH-000085,-0.14570331847525514
ACH-000086,-0.2581115391184914
ACH-000087,-0.2714399869391808
ACH-000092,-0.2959855243679783
ACH-000095,-0.19278170281865764
ACH-000097,-0.22636775915833215
ACH-000098,-0.3076162552555308
ACH-000099,-0.21423124564140075
ACH-000108,-0.21639954933377106
ACH-000113,-0.06213447678828135
ACH-000116,-0.09688595268468164
ACH-000118,-0.08703902178468423
ACH-000120,-0.20614556513844992
ACH-000123,-0.2081053590478886
ACH-000127,-0.2562241159483311
ACH-000128,-0.3146494126832979
ACH-000132,-0.18978303901672985
ACH-000133,-0.17930253963501555
ACH-000137,0.02742565533245249
ACH-000138,-0.13050492564061772
ACH-000142,-0.13719480888326313
ACH-000143,-0.3220275874447512
ACH-000146,-0.18305992013618688
ACH-000148,-0.18288003835778935
ACH-000150,-0.15483015350435872
ACH-000152,-0.2664824525913712
ACH-000153,-0.08540203607575586
ACH-000159,-0.13093563463988156
ACH-000160,0.046200433965438166
ACH-000163,-0.21680577816853736
ACH-000167,-0.2047279533455925
ACH-000168,-0.20243650033872426
ACH-000169,-0.19533531315043734
ACH-000178,-0.23314437612375666
ACH-000183,-0.15894740280665226
ACH-000188,-0.133720020022368
ACH-000189,-0.3340488368482737
ACH-000190,0.08124461649976586
ACH-000198,-0.11396997462550025
ACH-000203,0.14862523871241695
ACH-000204,-0.08783795311899753
ACH-000206,-0.16810397941102567
ACH-000207,-0.3029025580296787
ACH-000208,-0.19586691426849948
ACH-000210,-0.4352428409907255
ACH-000211,-0.07280164512595742
ACH-000215,-0.14994078038151984
ACH-000221,-0.30027583058045365
ACH-000222,-0.062182357376090576
ACH-000223,-0.21121196441860787
ACH-000226,-0.4464416784923233
ACH-000227,-0.10142828008141568
ACH-000228,-0.22301425804106464
ACH-000231,-0.19450768980334493
ACH-000232,-0.33223914454876874
ACH-000233,-0.2300865703753569
ACH-000234,-0.030401208071428588
ACH-000235,-0.05386485271528621
ACH-000237,-0.1515445249881927
ACH-000238,-0.3329509770216449
ACH-000242,0.05399653886637616
ACH-000243,-0.2546815389912219
ACH-000244,-0.02888489210228558
ACH-000246,-0.13514211687363795
ACH-000248,-0.15611335255677494
ACH-000250,-0.17730216718756928
