,CYP4Z1 (199974)
ACH-000004,-0.0744160032481048
ACH-000005,-0.3313095983986452
ACH-000007,0.18629156941996386
ACH-000009,-0.09748716868812517
ACH-000011,0.14956445921970452
ACH-000012,0.05761949522993251
ACH-000013,-0.033103462611818936
ACH-000014,0.008510166550276097
ACH-000015,-0.053029396434889166
ACH-000017,0.07098506868888455
ACH-000018,-0.09636920861432034
ACH-000019,-0.1767046029393031
ACH-000021,-0.02969254250770828
ACH-000022,-0.07117527363481778
ACH-000025,-0.08420625129998263
ACH-000028,0.0019399806352405288
ACH-000030,-0.007289894946581696
ACH-000035,-0.0045293973139656895
ACH-000036,-0.08608466126990337
ACH-000037,0.09602472474914453
ACH-000039,-0.00012068143369260092
ACH-000040,0.05566769876225662
ACH-000041,0.1033966519430536
ACH-000042,0.09099926646267653
ACH-000045,-0.1367882112871761
ACH-000047,0.13540292158394282
ACH-000052,-0.10401246138986084
ACH-000053,-0.022355132024341185
ACH-000054,0.01875310632966216
ACH-000055,0.07965352076872208
ACH-000060,0.024309814847592526
ACH-000067,0.061780353684188785
ACH-000070,-0.053853669168520864
ACH-000075,0.03715573210305135
ACH-000078,0.005540914912663347
ACH-000082,0.15691873658658706
ACH-000085,-0.02098994626330522
ACH-000086,0.054546579072292524
ACH-000087,-0.020379386239657845
ACH-000092,-0.11927667188468115
ACH-000095,-0.04348328641276223
ACH-000097,0.11349701916438347
ACH-000098,-0.033527032625054125
ACH-000099,0.056429145116145
ACH-000108,-0.012745677054968315
ACH-000113,-0.14404057839328235
ACH-000116,-0.0567896438704486
ACH-000118,0.014732877445002271
ACH-000120,0.023937293311347637
ACH-000123,0.014896868280541127
ACH-000127,0.010084467070784552
ACH-000128,-0.19947815965758928
ACH-000132,0.15687301142275284
ACH-000133,0.09849066615606232
ACH-000137,-0.09868261899278694
ACH-000138,-0.07404582601334345
ACH-000142,0.038685846696904315
ACH-000143,0.15530142257064716
ACH-000146,0.04528829105126695
ACH-000148,-0.00023840300599088892
ACH-000150,-0.24823676671712006
ACH-000152,-0.23922507016683536
ACH-000153,-0.08487455874298565
ACH-000159,-0.0213690599043307
ACH-000160,-0.031949063764000044
ACH-000163,0.08951529906401076
ACH-000167,-0.3402443498586173
ACH-000168,-0.07272738763667377
ACH-000169,-0.018422478472561944
ACH-000178,-0.022900361838127964
ACH-000183,-0.1227536861661592
ACH-000188,-0.0008761916558579706
ACH-000189,0.20519478650769027
ACH-000190,0.09160639463645873
ACH-000198,-0.049114052521025714
ACH-000203,0.016225446429843644
ACH-000204,0.22366678333042606
ACH-000206,-0.08071515761463509
ACH-000207,-0.0625964072908947
ACH-000208,0.15825671662571567
ACH-000210,-0.1480069239140063
ACH-000211,0.1376691210043414
ACH-000215,-0.11211923257761174
ACH-000221,-0.042510175261465104
ACH-000222,-0.14622286415434405
ACH-000223,0.09743088461111404
ACH-000226,-0.12441932123437505
ACH-000227,0.040375364501368936
ACH-000228,-0.10203044304666722
ACH-000231,-0.018412696061856502
ACH-000232,0.04006637058245035
ACH-000233,0.02641309541738011
ACH-000234,0.033434511033782185
ACH-000235,0.00598149227478815
ACH-000237,-0.0648489146513524
ACH-000238,0.1054047478541145
ACH-000242,-0.2702182604373701
ACH-000243,-0.0323914685817831
ACH-000244,0.03147771698811665
ACH-000246,-0.0666855068935844
ACH-000248,0.14415920838188612
ACH-000250,-0.02811409471201929
ACH-000251,0.18809465021002614
ACH-000252,-0.06889892316713317
ACH-000253,-0.047611291737686516
ACH-000255,-0.029170533292737343
ACH-000256,0.11017345694717913
ACH-000257,0.1831556607060487
ACH-000258,-0.08767920749624088
ACH-000259,0.0038000486095606492
ACH-000260,0.06708216111692264
ACH-000261,-0.08027468922823337
ACH-000262,-0.05962386504955094
ACH-000263,-0.30514041173658496
ACH-000264,-0.05335716649073879
ACH-000265,0.035791081859853524
ACH-000266,0.052596184550858335
ACH-000272,-0.16073592406963527
ACH-000274,0.12226595941740255
ACH-000277,0.08212097683420813
ACH-000278,-0.045754494866127114
ACH-000279,0.043099490165595326
ACH-000280,-0.13027243582309914
ACH-000281,0.14813036499201024
ACH-000288,-0.042246998695745684
ACH-000291,-0.07391433958396476
ACH-000293,0.010169518103279498
ACH-000294,-0.04743435839576253
ACH-000295,-0.12935238049242326
ACH-000296,0.05250539071412598
ACH-000302,-0.04540605772781233
ACH-000304,0.1711515519781911
ACH-000307,-0.07068677119014374
ACH-000308,0.020116238188560304
ACH-000310,0.1786771236934982
ACH-000311,-0.07804769524960847
ACH-000312,-0.046355312612131216
ACH-000315,-0.03517693129790893
