,AMDHD2 (51005)
ACH-000004,-0.030991836106143686
ACH-000005,0.04736959460371416
ACH-000007,0.12325045065951165
ACH-000009,0.06613850550066447
ACH-000011,0.04144225909300424
ACH-000012,-0.04498457038834296
ACH-000013,-0.04484814304454179
ACH-000014,0.06024222560564242
ACH-000015,-0.03620688986310837
ACH-000017,0.03568053773342365
ACH-000018,-0.11725646703374824
ACH-000019,-0.028768593136586626
ACH-000021,0.030912253047754176
ACH-000022,-0.0030438316698560204
ACH-000025,0.037199699351787435
ACH-000028,0.04348367093575879
ACH-000030,0.03499592570331704
ACH-000035,-0.00048627863901038934
ACH-000036,-0.2216904391397814
ACH-000037,0.02750297740840594
ACH-000039,-0.008737946173462893
ACH-000040,-0.028655922456598176
ACH-000041,0.008331562377283873
ACH-000042,0.09191396859344383
ACH-000045,0.12585260551507824
ACH-000047,0.02065536423033333
ACH-000052,-0.10094455361021476
ACH-000053,-0.093773251887372
ACH-000054,0.02003074052045031
ACH-000055,0.26119732112926325
ACH-000060,-0.03359840938560852
ACH-000067,0.03837485934499752
ACH-000070,0.17517400214444007
ACH-000075,-0.03287043215359837
ACH-000078,0.014877185605339578
ACH-000082,0.020082031435340982
ACH-000085,0.12682626739924507
ACH-000086,0.03315749241172166
ACH-000087,-0.022357859896001468
ACH-000092,-0.01579975220258862
ACH-000095,-0.06609506792890242
ACH-000097,-0.041201399408681616
ACH-000098,7.395295532964063e-05
ACH-000099,-0.04418016224934833
ACH-000108,-0.014531324428947045
ACH-000113,-0.013562079904534572
ACH-000116,-0.021307416084982395
ACH-000118,-0.103404228866758
ACH-000120,-0.09356750921826162
ACH-000123,-0.011010387277418229
ACH-000127,-0.0080927361561017
ACH-000128,-0.01593998115038425
ACH-000132,0.011401112610264864
ACH-000133,-0.09511374966610904
ACH-000137,0.02799770939815813
ACH-000138,-0.0017413583314125696
ACH-000142,-0.06274911596674154
ACH-000143,0.19239667351560588
ACH-000146,-0.06999560700715336
ACH-000148,0.061906098684408876
ACH-000150,-0.05022686548803445
ACH-000152,-0.01470920915909192
ACH-000153,0.1927159934502836
ACH-000159,-0.02495262389137917
ACH-000160,0.04318136501055602
ACH-000163,-0.03449063987990145
ACH-000167,-0.1408229464385563
ACH-000168,0.05482360626848338
ACH-000169,-0.06817979995112965
ACH-000178,-0.042986191421083744
ACH-000183,0.02043203776227643
ACH-000188,0.08847116719155011
ACH-000189,-0.014096168698941494
ACH-000190,0.16126115104762076
ACH-000198,0.11770888944671215
ACH-000203,-0.06058862974899189
ACH-000204,-0.04472636048850074
ACH-000206,0.03527622676533266
ACH-000207,-0.01565369519601682
ACH-000208,0.03525663363428986
ACH-000210,-0.01444274747285568
ACH-000211,-0.03279967050324493
ACH-000215,-0.07462755356599528
ACH-000221,0.02490985732234882
ACH-000222,0.05275493781618616
ACH-000223,0.13072852527075607
ACH-000226,-0.044590102479978
ACH-000227,0.14364656476395862
ACH-000228,0.05363534297456311
ACH-000231,-0.02365993427500776
ACH-000232,0.017875875761098618
ACH-000233,0.0265680914055464
ACH-000234,0.00270121585170486
ACH-000235,0.00425119412789565
ACH-000237,-0.004318044329267439
ACH-000238,-0.09008509208118837
ACH-000242,0.18978795921041008
ACH-000243,0.0716563312038826
ACH-000244,-0.16395795767381044
ACH-000246,-0.014492175554143656
ACH-000248,-0.4076267411804089
ACH-000250,0.03974790005692177
ACH-000251,-0.05156647959304598
ACH-000252,-0.005474464356461538
ACH-000253,-0.011666322674251214
ACH-000255,0.05181482624777877
ACH-000256,-0.03500301419217535
ACH-000257,-0.024621200872199937
ACH-000258,0.11691451782791618
ACH-000259,0.0989344124531025
ACH-000260,-0.07366482094333618
ACH-000261,-0.014272332095408985
ACH-000262,0.08618289154301333
ACH-000263,-0.11126691946676157
ACH-000264,0.02426059415919512
ACH-000265,-0.0172331083984098
ACH-000266,-0.003809589972931407
ACH-000272,-0.15222899014703764
ACH-000274,0.018510161841115192
ACH-000277,-0.22245366072575026
ACH-000278,-0.05173727437446927
ACH-000279,0.12230379899225875
ACH-000280,0.0018001766324587944
ACH-000281,0.077438893456911
ACH-000288,-0.039253703791566515
ACH-000291,-0.004996391504370833
ACH-000293,-0.10484001755232968
ACH-000294,-0.023901386527370932
ACH-000295,0.003648011332677749
ACH-000296,-0.14018528231129354
ACH-000302,-0.011525711096941085
ACH-000304,0.170212265127783
ACH-000307,-0.006198952315719443
ACH-000308,-0.035878648690450717
ACH-000310,0.05751556554720511
ACH-000311,-0.06266576051819941
ACH-000312,0.048308195129614866
ACH-000315,-0.09442074264862878
ACH-000316,-0.10464041015995797
