,CTIF (9811)
ACH-000004,0.12067626320826695
ACH-000005,0.18287881319214602
ACH-000007,0.1217475018038228
ACH-000009,-0.015935340694541417
ACH-000011,0.14304011799178784
ACH-000012,-0.015617957866897519
ACH-000013,-0.07120210622383888
ACH-000014,0.023797922450657438
ACH-000015,-0.0043042208119699575
ACH-000017,0.1487336724861319
ACH-000018,0.04999082780343452
ACH-000019,-0.006902019580340426
ACH-000021,0.16435191174305422
ACH-000022,0.07658669587663076
ACH-000025,0.00015794621359037654
ACH-000028,-0.08224087201085319
ACH-000030,0.012222601380341999
ACH-000035,0.13416116540048387
ACH-000036,0.17998189785655466
ACH-000037,0.16708901990219874
ACH-000039,0.14022831383674186
ACH-000040,0.06508284426177029
ACH-000041,0.14974490278937536
ACH-000042,-0.0022324110117012724
ACH-000045,0.06294760141904847
ACH-000047,0.05515289195303477
ACH-000052,-0.042861984139127764
ACH-000053,0.0005058183283656398
ACH-000054,0.11163684718056624
ACH-000055,0.03586785824857935
ACH-000060,0.10718303364068356
ACH-000067,0.2997746325983359
ACH-000070,-0.06185695312782333
ACH-000075,0.23753057248755166
ACH-000078,0.11697601689691688
ACH-000082,0.00010548033583866623
ACH-000085,0.012204167063973963
ACH-000086,0.28005601075836706
ACH-000087,0.21432268713259345
ACH-000092,0.3149913910972782
ACH-000095,0.04965391473008414
ACH-000097,0.07624194380480362
ACH-000098,-0.04238150295311146
ACH-000099,0.040160486684510714
ACH-000108,0.11107952420631917
ACH-000113,0.014189724473784278
ACH-000116,-0.001400956803617135
ACH-000118,0.027346628549903367
ACH-000120,0.0003674803991642781
ACH-000123,0.14357939747160287
ACH-000127,-0.047965598415767294
ACH-000128,0.17722731770702935
ACH-000132,0.014977861545724612
ACH-000133,0.12948363870623714
ACH-000137,0.18301642740225496
ACH-000138,0.02150140462040144
ACH-000142,-0.052294276461057006
ACH-000143,-0.1366413903322693
ACH-000146,0.04712217332028569
ACH-000148,0.03066521417095149
ACH-000150,0.17226766636504748
ACH-000152,0.1592334286620016
ACH-000153,0.06071976009146195
ACH-000159,0.027981969484643317
ACH-000160,0.04732321020421717
ACH-000163,0.009889022427964831
ACH-000167,0.11175682795723307
ACH-000168,-0.2004117193897418
ACH-000169,-0.030256757909274564
ACH-000178,-0.06870676510889251
ACH-000183,0.025694247244012074
ACH-000188,0.058174433699359415
ACH-000189,0.141908722975522
ACH-000190,0.02387930628036069
ACH-000198,0.1473348243767643
ACH-000203,-0.14870464867534486
ACH-000204,-0.05605185270453317
ACH-000206,-0.11875354807462132
ACH-000207,0.17258332385679112
ACH-000208,0.08475894570806214
ACH-000210,-0.06650350330637418
ACH-000211,0.06222374793667025
ACH-000215,-0.022315820304122148
ACH-000221,0.18526663474526414
ACH-000222,-0.08660140341652324
ACH-000223,0.011791976731581442
ACH-000226,0.2282529850503625
ACH-000227,0.05527967861696221
ACH-000228,0.009968122748093696
ACH-000231,0.05393534036424711
ACH-000232,0.11153180503246304
ACH-000233,0.08241562524612522
ACH-000234,0.23969460195253825
ACH-000235,0.038335026452584534
ACH-000237,0.1618792460391683
ACH-000238,0.08768436974935348
ACH-000242,0.11022564816385673
ACH-000243,0.052883786621403306
ACH-000244,-0.013885144545891232
ACH-000246,-0.08791039303831537
ACH-000248,0.11427540846917172
ACH-000250,0.04167766871396225
ACH-000251,0.18999587392419046
ACH-000252,-0.05462890886207696
ACH-000253,0.05160609640613414
ACH-000255,0.03735266497344092
ACH-000256,0.16727432999479436
ACH-000257,0.2288343313338086
ACH-000258,-0.17675890985025347
ACH-000259,-0.041805896484236174
ACH-000260,0.09222743725316042
ACH-000261,0.05850945862478145
ACH-000262,-0.08409620794434948
ACH-000263,0.057941286350956016
ACH-000264,0.0844390645035918
ACH-000265,0.009050539353428724
ACH-000266,0.05713683440569805
ACH-000272,0.009123228186904706
ACH-000274,-0.02006381795865237
ACH-000277,0.037714958579861325
ACH-000278,0.18652463974119524
ACH-000279,0.1103020229186905
ACH-000280,0.15487569182522815
ACH-000281,-0.10155637191820492
ACH-000288,0.18343264696988332
