,GPC1 (2817)
ACH-000004,-0.06054592942700334
ACH-000005,-0.1485114012611895
ACH-000007,-0.044704045303651116
ACH-000009,-0.10312994718844556
ACH-000011,0.03230341486578175
ACH-000012,-0.1130952528248118
ACH-000013,-0.11261086139705227
ACH-000014,-0.2334924546194972
ACH-000015,-0.08446070604869332
ACH-000017,-0.0636342562424066
ACH-000018,-0.4009744771154046
ACH-000019,-0.06848811957221128
ACH-000021,-0.07803774218950092
ACH-000022,-0.1727036654965923
ACH-000025,-0.07487345966768799
ACH-000028,-0.18256676872416727
ACH-000030,0.04213176796735359
ACH-000035,0.030425962272294806
ACH-000036,-0.2287257642463081
ACH-000037,-0.16759707055081005
ACH-000039,-0.16800722793722722
ACH-000040,-0.09400489317438046
ACH-000041,-0.2904144284532568
ACH-000042,-0.2289000495853295
ACH-000045,-0.18052078109241307
ACH-000047,-0.15122670148587278
ACH-000052,-0.11645248707839695
ACH-000053,-0.09464172112905857
ACH-000054,-0.0630599373293344
ACH-000055,0.08678891210820926
ACH-000060,-0.06824797083318809
ACH-000067,-0.10008748293203973
ACH-000070,-0.03224324248347525
ACH-000075,-0.2456223009461392
ACH-000078,-0.19980127900266
ACH-000082,-0.17863308363508906
ACH-000085,-0.008332755875773755
ACH-000086,-0.09261378533714497
ACH-000087,-0.15707294326838586
ACH-000092,-0.2432155704234424
ACH-000095,-0.056822280942658364
ACH-000097,-0.1112055105543786
ACH-000098,-0.6246575843511286
ACH-000099,-0.3394288664423668
ACH-000108,-0.20991177595599986
ACH-000113,-0.15722821703648587
ACH-000116,-0.10253772165716203
ACH-000118,-0.11880291557676564
ACH-000120,-0.1489806996247951
ACH-000123,0.1321291366402674
ACH-000127,-0.1211851824146008
ACH-000128,0.012368193794079751
ACH-000132,-0.1122351600170483
ACH-000133,-0.08012272966798784
ACH-000137,0.07422542671179988
ACH-000138,-0.30339025817910226
ACH-000142,-0.03014178523675012
ACH-000143,-0.12529960924763414
ACH-000146,-0.0570081827958652
ACH-000148,-0.16266111774743866
ACH-000150,-0.4484928152587009
ACH-000152,-0.16661626990801165
ACH-000153,0.10984252525708137
ACH-000159,-0.009021331838754323
ACH-000160,0.050726878171854124
ACH-000163,-0.17083423257817668
ACH-000167,0.3997936953301485
ACH-000168,-0.1523370523980372
ACH-000169,-0.120367885885784
ACH-000178,-0.1362890770075738
ACH-000183,-0.24203684523993216
ACH-000188,-0.09841863578737006
ACH-000189,0.009107554691512237
ACH-000190,-0.3855528296736369
ACH-000198,-0.03540278742635795
ACH-000203,0.1219453470573979
ACH-000204,-0.2477519970159709
ACH-000206,-0.08980917744537731
ACH-000207,-0.09143530286788193
ACH-000208,0.17352323372432055
ACH-000210,0.18352502577019086
