,TIFAB (497189)
ACH-000004,-0.1871249614942096
ACH-000005,0.11572293783883734
ACH-000007,-0.3382239167157429
ACH-000009,-0.037067346933340364
ACH-000011,-0.012846358600601869
ACH-000012,-0.17343458766620665
ACH-000013,0.07673629117888854
ACH-000014,-0.04685636658581512
ACH-000015,-0.09766277401278987
ACH-000017,-0.05717056876938272
ACH-000018,0.003087188644910142
ACH-000019,-0.043978119804889415
ACH-000021,-0.04598115033113725
ACH-000022,-0.05317488602386213
ACH-000025,0.051658555032206406
ACH-000028,0.058951335224791776
ACH-000030,-0.0987195034374444
ACH-000035,0.022255986899107703
ACH-000036,-0.2550387831210224
ACH-000037,-0.04539828145998394
ACH-000039,-0.07252905697111485
ACH-000040,-0.048202966690131216
ACH-000041,0.07841500048867127
ACH-000042,-0.1450867133880897
ACH-000045,0.017912171644894816
ACH-000047,-0.033497778829804224
ACH-000052,-0.02413320634024111
ACH-000053,-0.1857328748112669
ACH-000054,-0.2342831461198658
ACH-000055,-0.24968903458530645
ACH-000060,0.08302211322782825
ACH-000067,0.052273065751896816
ACH-000070,-0.1002492956275039
ACH-000075,-0.29096429952460995
ACH-000078,-0.006649152811815457
ACH-000082,-0.10192677441393087
ACH-000085,-0.12055046566657154
ACH-000086,0.03693481661906238
ACH-000087,-0.0999262371716106
ACH-000092,-0.05324775071608728
ACH-000095,-0.011282770533530228
ACH-000097,-0.0284136776331576
ACH-000098,0.019628836446640426
ACH-000099,0.022637360360839718
ACH-000108,-0.03552074524946495
ACH-000113,-0.12922835524711215
ACH-000116,-0.02776729647388181
ACH-000118,-0.04314707553399436
ACH-000120,-0.11237025424281556
ACH-000123,-0.017772247752021988
ACH-000127,-0.1423805864872846
ACH-000128,0.024624948659083216
ACH-000132,-0.005905458827908178
ACH-000133,-0.14358836488376178
ACH-000137,-0.1153772832718773
ACH-000138,-0.021931460794541238
ACH-000142,-0.18478707874344488
ACH-000143,-0.1309601125675291
ACH-000146,-0.08760094956334971
ACH-000148,-0.13257663427661714
ACH-000150,-0.17758427994258952
ACH-000152,-0.04320168416277443
ACH-000153,0.022685243344859763
ACH-000159,-0.08571921472012176
ACH-000160,0.02820277681796376
ACH-000163,-0.09025567261909803
ACH-000167,0.08285692941606909
ACH-000168,-0.118915838203956
ACH-000169,-0.015519559404891019
ACH-000178,-0.19585663902432476
ACH-000183,-0.09402831315163684
ACH-000188,-0.2334415441661697
ACH-000189,-0.021840277962111184
ACH-000190,-0.10490491864254503
ACH-000198,-0.1286205155145674
ACH-000203,0.13428437323848266
ACH-000204,-0.3342725132063404
ACH-000206,-0.08614273150595178
ACH-000207,-0.09758421983098296
ACH-000208,0.006309630876027413
ACH-000210,0.22331642979969174
ACH-000211,-0.0013234099938661992
ACH-000215,-0.07224212553455887
ACH-000221,-0.12554317730199605
ACH-000222,-0.2588525418811053
ACH-000223,-0.08666911231087822
ACH-000226,-0.16384415202755154
ACH-000227,-0.01865772168734289
ACH-000228,-0.0741320319035335
ACH-000231,-0.2133586530763408
ACH-000232,-0.035872156253819926
ACH-000233,-0.18389739465571808
ACH-000234,-0.0234775919286892
ACH-000235,-0.0819256902990009
ACH-000237,-0.08117925826435413
ACH-000238,-0.20382296396763971
ACH-000242,-0.028403211231032482
ACH-000243,-0.03679174661887268
ACH-000244,-0.12060556307436515
ACH-000246,-0.04360398017383986
ACH-000248,0.11902727461044064
ACH-000250,-0.16532705853548182
ACH-000251,-0.24107895149881484
ACH-000252,-0.0684725044158064
ACH-000253,-0.19087072187993195
ACH-000255,-0.07971171003571287
ACH-000256,-0.0454771951698581
ACH-000257,0.08927756279332986
ACH-000258,-0.2133058556297014
ACH-000259,-0.16804669635719174
ACH-000260,-0.031009684071279717
ACH-000261,-0.12960827084919005
ACH-000262,-0.055079942389209664
ACH-000263,-0.021699412796553727
ACH-000264,-0.07588901422152353
ACH-000265,-0.00011082419495506756
ACH-000266,-0.13849559075736148
ACH-000272,-0.11373554604280516
ACH-000274,-0.1577082365707256
ACH-000277,-0.015820426319231886
ACH-000278,0.04148432231012312
ACH-000279,-0.0680972198967347
ACH-000280,-0.015658806863519097
ACH-000281,-0.22720238244679514
ACH-000288,0.0010178216814656226
ACH-000291,-0.14941229231868622
ACH-000293,0.025346540554600325
ACH-000294,-0.0072477181528273985
ACH-000295,-0.027704919859748232
ACH-000296,0.006935482695728688
ACH-000302,-0.015801488075399255
ACH-000304,-0.03956147661654903
ACH-000307,-0.09911531135080268
ACH-000308,-0.021378649809627115
ACH-000310,-0.07251406444380099
ACH-000311,-0.10737212852533118
ACH-000312,-0.2540903502012352
ACH-000315,0.046598790573474436
ACH-000316,0.15531010767074788
ACH-000317,-0.03548015128029546
ACH-000318,-0.13593401358677873
ACH-000319,-0.1546169249803538
ACH-000320,-0.1056209795245702
ACH-000322,-0.4398541688324566
ACH-000323,-0.08550800770659517
ACH-000324,-0.08628794504817952
ACH-000329,-0.09816482113922842
ACH-000330,-0.021214312311815454
ACH-000331,-0.16687616695211185
ACH-000332,-0.09468647498678584
ACH-000334,0.02504395671229848
ACH-000335,0.012548540193722226
ACH-000336,0.18249148858754416
ACH-000337,-0.22151719899637715
ACH-000338,-0.09717772845716692
ACH-000339,-0.059154259866876786
ACH-000341,-0.10706223869308328
ACH-000348,-0.08846583719948291
ACH-000350,-0.05653139411951015
ACH-000352,0.06664006494384209
ACH-000356,-0.0980929911630756
ACH-000361,-0.058460739557247066
ACH-000362,-0.1116643550469389
ACH-000363,-0.17440183294657902
ACH-000364,-0.06972064790429773
ACH-000365,0.05381016993168219
ACH-000366,0.02939934247547045
ACH-000368,-0.13792602272490606
ACH-000374,-0.3457291024279336
ACH-000375,-0.21956628673603446
ACH-000376,-0.1857894956849678
ACH-000381,0.006419261772706269
ACH-000383,0.013555355749017051
ACH-000387,-0.10548611531147996
ACH-000389,-0.17084806729523805
ACH-000390,-0.03849528458739985
ACH-000393,-0.2107300254543404
ACH-000395,-0.057146458503119266
ACH-000396,-0.06558207494403441
ACH-000397,0.050415177453654314
ACH-000401,-0.33313894782730946
ACH-000402,-0.20817415164448205
ACH-000403,-0.09614225483871232
ACH-000404,-0.2389081257838044
ACH-000406,-0.01762742317418809
ACH-000407,-0.07887323648417369
ACH-000408,-0.04955831135128254
ACH-000410,-0.09216836820992973
ACH-000411,0.00815851600860173
ACH-000414,-0.023835051865840333
ACH-000415,-0.11118936872250136
ACH-000416,-0.07029925832525295
ACH-000420,0.11730340160682386
ACH-000421,0.005966829280710443
ACH-000424,0.07704119729786245
ACH-000425,-0.10303415642029136
ACH-000426,-0.05635116083712074
ACH-000427,-0.0509687726177317
ACH-000433,0.013699141809796287
ACH-000435,-0.21474221689550385
ACH-000436,-0.19343483977547246
ACH-000444,-0.08437099190818192
ACH-000445,-0.3255084958827211
ACH-000448,0.060269444753449614
ACH-000450,0.06068288640038325
ACH-000452,-0.06490553624577179
ACH-000454,-0.18537285789982855
ACH-000458,-0.17739258570769936
ACH-000459,-0.11928895436380607
ACH-000460,-0.04611695674483029
ACH-000461,-0.18007382551208134
ACH-000463,-0.1399385133017389
ACH-000464,0.01556625145801355
ACH-000466,0.005615052059037352
ACH-000467,-0.2591526394865987
ACH-000468,-0.013031552938703495
ACH-000469,-0.07355614177672591
ACH-000470,-0.1023405668892326
ACH-000471,-0.017270295757258986
ACH-000472,-0.05087962033991216
ACH-000473,-0.035193901721718615
ACH-000475,-0.053815273111481036
ACH-000476,-0.029405110257968062
ACH-000477,0.04583272576369538
ACH-000479,-0.17875033491104253
ACH-000480,-0.10309945766943444
ACH-000481,-0.10769594251052927
ACH-000483,-0.006942156951939208
ACH-000484,-0.1670471338165185
ACH-000485,-0.30906637765444817
ACH-000486,-0.09386806149777938
ACH-000487,-0.08938810719929505
ACH-000488,-0.1568110297416217
ACH-000490,-0.14950152240497508
ACH-000491,-0.029398755088633075
ACH-000495,-0.07270044562351251
ACH-000496,-0.02273358774636083
ACH-000499,-0.011050429268283365
ACH-000500,-0.11155194083920944
ACH-000502,-0.12637100610299273
ACH-000503,-0.0815156140530009
ACH-000505,-0.1064693288023213
ACH-000507,-0.019688263239891042
ACH-000510,-0.03624148865457951
ACH-000511,-0.17343419466192536
ACH-000512,-0.027745605627667917
ACH-000516,-0.15430354463679888
ACH-000517,-0.1080359578611472
ACH-000518,-0.07726781548111081
ACH-000520,-0.07753750941197593
ACH-000521,-0.11288207360180685
ACH-000522,-0.0660278480978329
ACH-000524,-0.12231903708620935
ACH-000527,-0.09752676340546863
ACH-000528,0.04009418918649224
ACH-000537,-0.10088664783555733
ACH-000541,0.17602141167891108
ACH-000542,-0.10755452131554864
ACH-000544,-0.2598625646865763
ACH-000545,-0.10313641912382104
ACH-000547,-0.08295082302075772
ACH-000548,-0.13816211738849893
ACH-000549,-0.1259238628998401
ACH-000550,-0.3035506162527279
ACH-000552,-0.1669687467082113
ACH-000556,-0.1079397682940564
ACH-000557,-0.09231149995223266
