,NPBWR1 (2831)
ACH-000004,0.0399652890424716
ACH-000005,-0.023653681410482547
ACH-000007,-0.05373042049873026
ACH-000009,0.034347603687625745
ACH-000011,-0.16233722355014032
ACH-000012,-0.09227858811544473
ACH-000013,0.015443339768525147
ACH-000014,-0.054746679628358615
ACH-000015,-0.03794672481829511
ACH-000017,-0.11521904525987715
ACH-000018,-0.013099415607454763
ACH-000019,0.1905982397047652
ACH-000021,0.030193251996473814
ACH-000022,-0.11250628316597057
ACH-000025,-0.1427712784087077
ACH-000028,-0.05154248485288368
ACH-000030,-0.07789946416068079
ACH-000035,-0.1917397144178765
ACH-000036,-0.026195148412278185
ACH-000037,-0.12369506661765395
ACH-000039,-0.07227809409634316
ACH-000040,-0.15918330927205826
ACH-000041,-0.14169473722847958
ACH-000042,0.041463404643721516
ACH-000045,-0.0494517432864088
ACH-000047,-0.0627393232462821
ACH-000052,-0.2687612762424294
ACH-000053,-0.04407252633524061
ACH-000054,-0.09231068369388463
ACH-000055,-0.05255064732329737
ACH-000060,-0.13458074692785166
ACH-000067,-0.014148745473582447
ACH-000070,-0.008367510328409126
ACH-000075,-0.2345189414859292
ACH-000078,-0.03151176008261425
ACH-000082,-0.002682312761996812
ACH-000085,0.06132350963422211
ACH-000086,0.10264573604943368
ACH-000087,0.18964476989364806
ACH-000092,-0.10466659319411678
ACH-000095,-0.007229928402296198
ACH-000097,-0.05783755720032595
ACH-000098,-0.17888347026407492
ACH-000099,-0.028177966633464405
ACH-000108,-0.06864148315987621
ACH-000113,-0.037998365305649706
ACH-000116,-0.03363448785709988
ACH-000118,0.023655245160782386
ACH-000120,0.07329261304196892
ACH-000123,-0.08366443625569663
ACH-000127,-0.07549987393073067
ACH-000128,-0.33009841099498355
ACH-000132,-0.05314540548492206
ACH-000133,-0.13252015160503292
ACH-000137,0.02833068891533513
ACH-000138,0.10020470866786073
ACH-000142,0.08337630844033812
ACH-000143,-0.09029211042079244
ACH-000146,-0.118138402368937
ACH-000148,0.03263361315464549
ACH-000150,-0.3020917173159393
ACH-000152,-0.09467956169628848
ACH-000153,-0.005985139043131902
ACH-000159,-0.14825086834160908
ACH-000160,0.04449942174670842
ACH-000163,-0.16204728992623346
ACH-000167,-0.21090946380302164
ACH-000168,0.031077878512261774
ACH-000169,0.10850593429337614
ACH-000178,-0.08474766445309435
ACH-000183,-0.16201301878311775
ACH-000188,0.044897172651481486
ACH-000189,-0.06750988431201235
ACH-000190,-0.0919737898460451
ACH-000198,-0.030877446785221613
ACH-000203,0.40284681376685627
ACH-000204,-0.12270929144139915
ACH-000206,-0.012547234795856095
ACH-000207,-0.008057360123301003
ACH-000208,0.21175289667546032
ACH-000210,-0.2616900322821554
ACH-000211,0.032770801022974416
ACH-000215,-0.04162363579502613
ACH-000221,-0.161031898786555
ACH-000222,0.014931130419883368
ACH-000223,-0.02686185699008564
ACH-000226,-0.2155584396522889
ACH-000227,0.0718444655927217
ACH-000228,-0.02573434338096652
ACH-000231,-0.0023093382223764005
ACH-000232,-0.04038052709544023
ACH-000233,-0.03372227267717138
ACH-000234,0.0896713864789514
ACH-000235,-0.11406462737624777
ACH-000237,0.03510702180125054
ACH-000238,0.014135560969182262
ACH-000242,-0.04086903641722956
ACH-000243,0.022206408964535487
ACH-000244,-0.20326749550882367
ACH-000246,-0.1045868627856954
ACH-000248,-0.12973981380084673
ACH-000250,-0.08351548976896526
ACH-000251,0.01233836572809781
ACH-000252,-0.1034448588336163
ACH-000253,-0.0196755980162637
ACH-000255,0.026219387415667896
ACH-000256,-0.06865872234449563
ACH-000257,0.0131512001163327
ACH-000258,-0.0478371142044303
ACH-000259,0.07248182203501992
ACH-000260,-0.0703954926836209
ACH-000261,-0.14634977102583185
ACH-000262,0.0011898652038190745
ACH-000263,0.03679101604148236
ACH-000264,-0.1494671203877638
