,E2F3 (1871)
ACH-000004,-0.230464675987654
ACH-000005,-0.278420660325089
ACH-000007,-0.5693008031291352
ACH-000009,-0.247189006089386
ACH-000011,-0.2273233877357189
ACH-000012,-0.4716863928503319
ACH-000013,-0.4004596368599008
ACH-000014,-0.36605325354068907
ACH-000015,-0.1580324148362546
ACH-000017,-0.21719427411550016
ACH-000018,-0.20337237107973205
ACH-000019,-0.05663867714952925
ACH-000021,-0.1665349733154961
ACH-000022,-0.15346228964655456
ACH-000025,-0.4996161756227195
ACH-000028,-0.1454046370720565
ACH-000030,-0.2698331093366262
ACH-000035,-0.2006485893807979
ACH-000036,-0.20634821260535036
ACH-000037,-0.1845398000300338
ACH-000039,-0.5630109303038241
ACH-000040,-0.4399116880780468
ACH-000041,-0.10637569169128996
ACH-000042,-0.2031638644926537
ACH-000045,-0.23866625849699186
ACH-000047,-0.6805163624566433
ACH-000052,-0.2729477385808676
ACH-000053,-0.02681631035071403
ACH-000054,-0.5081689262438401
ACH-000055,-0.43570645013087256
ACH-000060,-0.3325973365955297
ACH-000067,-0.35336577393485746
ACH-000070,-0.2643695894515593
ACH-000075,-0.14810223371984035
ACH-000078,-0.3977226828337824
ACH-000082,-0.5704291692954138
ACH-000085,-0.025548666281562247
ACH-000086,-0.20283554465454634
ACH-000087,-0.01952978829873039
ACH-000092,-0.14567223564265944
ACH-000095,-0.5217273422005339
ACH-000097,-0.2730246968022939
ACH-000098,-0.28062910429121996
ACH-000099,-0.3444943713744045
ACH-000108,-0.037223198463203086
ACH-000113,-0.6100458014783233
ACH-000116,-0.2433664903786905
ACH-000118,-0.14057822803731426
ACH-000120,-0.15619430922762575
ACH-000123,-0.2267400399139956
ACH-000127,-0.3609624577556544
ACH-000128,-0.909530630548799
ACH-000132,-0.08398086402442999
ACH-000133,-0.836860616230732
ACH-000137,-0.8227617306478193
ACH-000138,-0.2468072688141525
ACH-000142,-0.13466890206366988
ACH-000143,-0.04497827471522938
ACH-000146,-0.2323709968550612
ACH-000148,-0.10768810358082584
ACH-000150,-0.2563372756317366
ACH-000152,-0.7849608577041537
ACH-000153,-0.4318909366092053
ACH-000159,-0.14055837677789787
ACH-000160,-0.011385973139013027
ACH-000163,-0.382391797454026
ACH-000167,0.6701236524481318
ACH-000168,-0.30058706925749545
ACH-000169,-0.33281518541307875
ACH-000178,-0.15863957067814352
ACH-000183,-0.17543125526915104
ACH-000188,-0.3777273922942526
ACH-000189,-0.14403041308425485
ACH-000190,-0.3989542687846623
ACH-000198,-0.2295128397698233
ACH-000203,-0.2781795220054684
ACH-000204,-0.15370030608943155
ACH-000206,-0.17850628018737624
ACH-000207,-0.2483960406983436
ACH-000208,-0.3440127077904034
ACH-000210,-0.17914859281265355
ACH-000211,-0.3530985557216111
ACH-000215,-0.5186127346686646
ACH-000221,-0.23472210656737635
ACH-000222,-0.27780149465255016
ACH-000223,-0.2712016952580197
ACH-000226,-0.26546417192507143
ACH-000227,-0.13833839988614774
ACH-000228,-0.20538494526052956
ACH-000231,-0.7376443115333087
ACH-000232,-0.21498998951166515
ACH-000233,-0.34422737914129736
ACH-000234,-0.2979966461395636
ACH-000235,-0.20966628141027271
ACH-000237,-0.30847753224250873
ACH-000238,-0.33232396512716444
ACH-000242,-0.5205923062069444
ACH-000243,-0.25280080003897354
ACH-000244,-0.6552225789454308
ACH-000246,-0.3696577295745392
ACH-000248,-0.18443724258053995
ACH-000250,-0.19456443817830849
ACH-000251,-0.42932460080703777
ACH-000252,-0.2528870209218434
ACH-000253,-0.26960048448720186
ACH-000255,-0.3121193463189161
ACH-000256,-0.4220495820609241
ACH-000257,-0.4917580133722098
ACH-000258,-0.6694682988420977
ACH-000259,-0.01739318028001009
ACH-000260,-0.328282290143272
ACH-000261,-0.16517499566866425
ACH-000262,-0.2657115637668697
ACH-000263,-0.3712707945959544
ACH-000264,0.04664166161165632
ACH-000265,-0.4204054811299482
ACH-000266,-0.22005204410481602
ACH-000272,-0.17100038736201106
ACH-000274,-0.2722032766193893
ACH-000277,-0.046259181586740125
ACH-000278,-0.3922535872005543
ACH-000279,-0.11190740297263156
ACH-000280,-0.3154104577107977
ACH-000281,-0.4244713001769017
ACH-000288,-0.6128347027884041
ACH-000291,-0.3383396369018579
ACH-000293,-0.11466384440279775
ACH-000294,-0.19999025469396112
ACH-000295,-0.4786018233404303
ACH-000296,-0.4959859923039199
ACH-000302,-0.2879844968950869
ACH-000304,-0.2475633981014113
ACH-000307,-0.33970404190788395
ACH-000308,-0.34074722054288803
ACH-000310,-0.3455101784151172
ACH-000311,-0.3437407873569219
ACH-000312,-0.11931545970499498
ACH-000315,-0.3199361089459995
ACH-000316,-0.15834422210074853
ACH-000317,-0.314910228981309
ACH-000318,-0.16989790168912486
ACH-000319,-0.5730712895855763
ACH-000320,-0.3793922161136993
ACH-000322,-0.1909737723193361
ACH-000323,-0.6467840774960857
ACH-000324,-0.4736666037970317
ACH-000329,-0.1532111058596461
ACH-000330,-0.4648215983013965
ACH-000331,-0.3959483977807284
ACH-000332,-0.21811083205516013
ACH-000334,-0.08431658977677423
ACH-000335,-0.6031535655071356
ACH-000336,-0.8266952799669741
ACH-000337,-0.1523871234580203
ACH-000338,-0.3982593146770884
ACH-000339,-0.40362117430868816
ACH-000341,-0.16824975627786012
ACH-000348,-0.13546646085990313
ACH-000350,-0.43535600518272144
ACH-000352,-0.08912020605168251
ACH-000356,-0.2034864857549981
ACH-000361,-0.6817623050929441
ACH-000362,-0.44943841547803065
ACH-000363,-0.16266717064182418
ACH-000364,-0.21932946807401768
ACH-000365,-0.165275847914023
ACH-000366,-0.16365226045615566
ACH-000368,-0.24094533036975585
ACH-000374,-0.3209484609877765
ACH-000375,-0.2409981618681381
ACH-000376,-0.26767118793421946
ACH-000381,-0.2768502647593293
ACH-000383,-0.3623023673937288
ACH-000387,-0.8424630376918278
ACH-000389,-0.4056371234522768
ACH-000390,-0.4017095923515885
ACH-000393,-0.16796654367278666
ACH-000395,-0.35040644570627744
ACH-000396,-0.17018858963187594
ACH-000397,-0.8317700060354563
ACH-000401,-0.3087584915279776
ACH-000402,-0.1754799697428257
ACH-000403,-0.2100091673589018
ACH-000404,-0.3658676063588653
ACH-000406,-0.31254791220713923
ACH-000407,-0.17448866988602052
ACH-000408,-0.08458193415922623
ACH-000410,-0.7417665443728445
ACH-000411,-0.371180326129364
ACH-000414,-0.3727932887599356
ACH-000415,-0.16557074377865458
ACH-000416,-0.060332862428879
ACH-000420,-0.12077173834857938
ACH-000421,-0.2555576596926127
ACH-000424,-0.3817864748522605
ACH-000425,-0.1808169007340193
ACH-000426,-0.23469572119671786
ACH-000427,-0.06804783594294735
ACH-000433,-0.33943358927483913
ACH-000435,-0.7387577655719989
ACH-000436,-0.2539228449474169
ACH-000444,-0.4912119915835874
ACH-000445,-0.278217667468782
ACH-000448,-0.261204756747845
ACH-000450,-0.5030110228318472
ACH-000452,-0.09850528576112567
ACH-000454,-0.2621221687464607
ACH-000458,-0.2665469014827976
ACH-000459,-0.24242119325922795
ACH-000460,-0.7190210368462101
ACH-000461,-0.05062504941505596
ACH-000463,-0.2823854824135491
ACH-000464,-0.2687943473005979
ACH-000466,-0.045415832459524436
ACH-000467,-0.19526311024709156
ACH-000468,-0.3481443060298787
ACH-000469,-0.6046647147787442
ACH-000470,-0.38116517278793227
ACH-000471,-0.161108636882966
ACH-000472,-0.12106348766865645
ACH-000473,-0.3174408558832219
ACH-000475,-0.2788517507505297
ACH-000476,-0.2602466062174207
ACH-000477,-0.3680678957866772
ACH-000479,-0.4124759452244132
ACH-000480,-0.1845806576847739
ACH-000481,-0.432437897264626
ACH-000483,-0.27457020407310256
ACH-000484,0.08623253833093769
ACH-000485,-0.3262219727932121
ACH-000486,-0.1808882371910756
ACH-000487,-0.3580227743327223
ACH-000488,-0.3858836940444424
ACH-000490,-0.36126537727072405
ACH-000491,-0.33759057884777643
ACH-000495,-0.016218061216852608
ACH-000496,-0.25603745680219203
ACH-000499,-0.18540396824742514
ACH-000500,-0.03941907579772693
ACH-000502,-0.2250847822404732
ACH-000503,-0.3079044870679875
ACH-000505,-0.16284096469333828
ACH-000507,-0.03301674221449273
ACH-000510,-0.3364932513307714
ACH-000511,-0.41405616117588345
ACH-000512,-0.1398335545930337
ACH-000516,-0.5988521237154439
ACH-000517,-0.15297590624340127
ACH-000518,-0.02681485267214716
ACH-000520,-0.3313701223248384
ACH-000521,-0.3947434566895588
ACH-000522,-0.4822403560106416
ACH-000524,-0.7962744573778978
ACH-000527,-0.2966823663313729
ACH-000528,-0.3416260632328667
ACH-000537,-0.16819250897976756
ACH-000541,-0.1424228747344355
ACH-000542,-0.6871136901445164
ACH-000544,-0.4407700361485323
ACH-000545,-0.2881440877241577
ACH-000547,-0.35899560849692125
ACH-000548,-0.33886854539891303
ACH-000549,-0.3929842702058568
ACH-000550,-0.031969799037870374
ACH-000552,-0.2576941955412533
ACH-000556,-0.08000187790418745
ACH-000557,-0.4542989037579144
ACH-000569,-0.3478602214632394
ACH-000570,-0.19058279601796294
ACH-000571,-0.10102475924806767
ACH-000573,-0.4529205363691065
ACH-000576,-0.2964556391422006
ACH-000579,-0.2305238450590853
ACH-000580,-0.2756096793151879
ACH-000584,-0.07487986510910527
ACH-000585,-0.33404452645766697
ACH-000588,-0.1893344158765928
ACH-000589,-0.17194024404348368
ACH-000591,-0.5129049010678723
ACH-000593,-0.2503578842952364
ACH-000600,-0.2332111605682664
ACH-000601,-0.2138461606239744
ACH-000605,-0.19859866001756088
ACH-000606,-0.19564172195887244
ACH-000608,-0.04790894502319455
ACH-000614,-0.07021263064469553
ACH-000616,-0.1879494035902564
ACH-000618,-0.1871530004280922
ACH-000619,-0.3107122507015089
ACH-000620,-0.21413091508491655
ACH-000621,-0.3149782260025211
ACH-000622,-0.07223261326543143
ACH-000623,-0.4501081760831417
ACH-000624,-0.37737462470777294
ACH-000627,-0.2868896082414661
ACH-000630,0.05746205178641035
ACH-000631,-0.5341369644363777
ACH-000632,-0.23240212812401664
ACH-000633,-0.016395991557290924
ACH-000637,-0.2625993472763756
ACH-000638,-0.4249885256973549
ACH-000646,-0.6233611426359265
ACH-000647,-0.2824189383352614
ACH-000648,0.17831727247336895
ACH-000649,-0.1527373402681355
ACH-000651,-0.32188850401834224
ACH-000652,-0.35456098430478633
ACH-000653,-0.10511127672021693
ACH-000657,-0.36253446992733457
ACH-000658,-0.6081662822875182
ACH-000661,-0.3172607200359764
ACH-000662,-0.5275613528025129
ACH-000663,-0.5434471129195415
ACH-000665,-0.16175224351682882
ACH-000671,-0.07507193723310601
ACH-000672,-0.7123646291654929
ACH-000673,-0.228040493614464
ACH-000676,-0.39307770496153793
ACH-000677,-0.22716229864707335
