,GP1BA (2811)
ACH-000004,-0.1407712752898351
ACH-000005,-0.4546260105184946
ACH-000007,-0.03332374243677952
ACH-000009,-0.08319488182982374
ACH-000011,-0.02532742275581313
ACH-000012,0.011409309832592194
ACH-000013,-0.1205813251137605
ACH-000014,-0.1021725034687398
ACH-000015,-0.17338164367250045
ACH-000017,-0.0066299416252265505
ACH-000018,-0.1827012882957166
ACH-000019,-0.06700279857781898
ACH-000021,0.02296449237114187
ACH-000022,-0.09740678712313668
ACH-000025,-0.1608501953644388
ACH-000028,-0.107013378598377
ACH-000030,-0.03470301496868241
ACH-000035,-0.009912301339305185
ACH-000036,-0.1810398330612996
ACH-000037,-0.05276270469979361
ACH-000039,-0.1241761967597452
ACH-000040,-0.14579800041479396
ACH-000041,-0.10309455673286086
ACH-000042,-0.07871576272155235
ACH-000045,-0.060309171672894415
ACH-000047,-0.0028114087461885485
ACH-000052,-0.02708614875856604
ACH-000053,-0.13774790561866085
ACH-000054,-0.05583416499321855
ACH-000055,0.04857101840099238
ACH-000060,-0.18009460667701008
ACH-000067,-0.23990923926094546
ACH-000070,-0.08829097684652384
ACH-000075,-0.21024419650565634
ACH-000078,-0.1102970306928577
ACH-000082,-0.20464692178151225
ACH-000085,-0.1217053981326814
ACH-000086,-0.029219472165906438
ACH-000087,0.1447877396649704
ACH-000092,-0.02050015191476386
ACH-000095,-0.07652880167310512
ACH-000097,-0.08313334226232574
ACH-000098,-0.16695736899494665
ACH-000099,-0.09413438503784284
ACH-000108,-0.05125289403595151
ACH-000113,-0.1308861320791079
ACH-000116,-0.05872144096919114
ACH-000118,-0.1445290925126598
ACH-000120,-0.13883023355602775
ACH-000123,-0.0716007098756965
ACH-000127,-0.0989279130480897
ACH-000128,-0.01686452435168442
ACH-000132,0.00190565797162828
ACH-000133,-0.210668378323846
ACH-000137,0.004406858262594736
ACH-000138,-0.08844237078142858
ACH-000142,-0.13222545159135493
ACH-000143,0.00826398260664546
ACH-000146,-0.03450713304697586
ACH-000148,-0.058016195840711826
ACH-000150,-0.07572431851447313
ACH-000152,-0.049836400015570013
ACH-000153,0.04064836391031057
ACH-000159,-0.0924496456953858
ACH-000160,-0.057093799117175215
ACH-000163,-0.13028772381618406
ACH-000167,-0.1649923642997282
ACH-000168,-0.07161678138749412
ACH-000169,-0.15839928683806373
ACH-000178,0.003674282033607368
ACH-000183,-0.07945514415410619
ACH-000188,-0.17280828685297442
ACH-000189,-0.1447127311791455
ACH-000190,-0.05727011607331273
ACH-000198,0.04306489659741136
ACH-000203,-0.19872895651855446
ACH-000204,-0.16922727331277526
ACH-000206,-0.059601660857010234
ACH-000207,-0.18384654235709955
ACH-000208,-0.05739709952374127
ACH-000210,-0.1219463315213779
ACH-000211,0.002067036722887055
ACH-000215,-0.06668192767038142
ACH-000221,-0.3106947560289752
