,MSTO1 (55154)
ACH-000337,-0.4454401758620416
ACH-000338,-0.5776773963204022
ACH-000339,-0.9241436138847396
ACH-000341,-0.7251718494880971
ACH-000348,-0.8931944725310145
ACH-000350,-0.2224926195073061
ACH-000352,-0.6770930159732741
ACH-000356,-0.5757161208342274
ACH-000361,-0.8794311539631317
ACH-000362,-0.7601560977382329
ACH-000363,-0.4559163976005412
ACH-000364,-0.8646075710100667
ACH-000365,-0.1380197124687916
ACH-000366,-0.3049052496925049
ACH-000368,-1.0844207871772542
ACH-000374,-0.4794113031574797
ACH-000375,-0.8099678923306332
ACH-000376,-0.942165102170226
ACH-000381,-0.5953003846589263
ACH-000383,-0.35420832085903503
ACH-000387,-0.6321262396899687
ACH-000389,-0.9592862985951068
ACH-000390,-0.6284377423628801
ACH-000393,-1.1840209633657317
ACH-000395,-0.4287211208713393
ACH-000396,-0.4845753596273875
ACH-000397,-1.0470379972554449
ACH-000401,-1.1185936026507632
ACH-000402,0.08460551996597766
ACH-000403,-0.3873522520631197
ACH-000404,-0.6854332584041753
ACH-000406,-0.8696384564662861
ACH-000407,-0.7745044661423311
ACH-000408,-0.6726622385063148
ACH-000410,-0.8093559298495244
ACH-000411,-0.5278594161753494
ACH-000414,-0.42254551809008895
ACH-000415,-0.801443173096976
ACH-000416,-0.3250977808686115
ACH-000420,-0.6603083902719739
ACH-000421,-0.3992703693896093
ACH-000424,-0.7016538065935044
ACH-000425,-0.4853697141210969
ACH-000426,-0.5218657727180169
ACH-000427,-0.4295287807906889
ACH-000433,-0.4678659329503528
ACH-000435,-0.9776582005240017
ACH-000436,-0.7589070631792424
ACH-000444,-1.0024120293726932
ACH-000445,-1.1359793751206202
ACH-000448,-0.09535105832719933
ACH-000450,-0.4651988347096644
ACH-000452,-0.3185119557239829
ACH-000454,-0.9452917362546018
ACH-000458,-0.5635582023602201
ACH-000459,-0.6684910872712285
ACH-000460,-0.8509020740452021
ACH-000461,-0.7352825155717756
ACH-000463,-0.9157941432064812
ACH-000464,-0.8208824034786927
ACH-000466,-0.688331323146876
ACH-000467,-0.9091958394576032
ACH-000468,-0.417872127377564
ACH-000469,-0.7519017334273023
ACH-000470,-0.1669681659248133
ACH-000471,-0.5341883255705635
ACH-000472,-0.6749508531696644
ACH-000473,-0.3829731344838972
ACH-000475,-0.6444183117448343
ACH-000476,-0.4083255827718821
ACH-000477,-0.7383489055016343
ACH-000479,-0.9096585811837616
ACH-000480,-0.8830111998798915
ACH-000481,-0.5206812390771627
ACH-000483,-0.5654552664849991
ACH-000484,-0.578446137262754
ACH-000485,-0.8733277776196092
ACH-000486,-0.8934743688599665
ACH-000487,-0.637165343705926
ACH-000488,-0.6160488129402927
ACH-000490,-0.7984705845511109
ACH-000491,-0.43072695098472935
ACH-000495,-0.37111519207060295
ACH-000496,-0.2259521651734628
ACH-000499,-0.7903175920241868
ACH-000500,-0.20978226555477875
ACH-000502,-0.3841895217578589
ACH-000503,-1.136688671547318
ACH-000505,-0.9844087112979376
ACH-000507,-0.7736734559371634
ACH-000510,-0.9417448300871052
ACH-000511,-0.4497594045654761
ACH-000512,-0.3977396463465464
ACH-000516,-1.0656349089027315
ACH-000517,-0.4912667940646303
ACH-000518,-0.9817492524438882
ACH-000520,-0.9049515967977592
ACH-000521,-0.8948714796597795
ACH-000522,-0.9591322080412416
ACH-000524,-0.3738727285939354
ACH-000527,-0.22076135681209336
ACH-000528,-0.7831235802692385
ACH-000537,-1.209511366284009
ACH-000541,-0.7443395957349893
ACH-000542,-1.0253190376552213
ACH-000544,-0.5460243650982061
ACH-000545,-0.7134634786889571
ACH-000547,-0.8682414913201559
ACH-000548,-0.7400825102600349
ACH-000549,-0.8774148995967009
ACH-000550,-1.0765398087159317
ACH-000552,-0.7188630693711446
ACH-000556,-0.5840374330297371
ACH-000557,-0.9971310469831866
ACH-000569,-1.1735390768150706
ACH-000570,-0.5162710427570961
ACH-000571,-0.8446663167899143
ACH-000573,-0.5736842982136939
ACH-000576,-0.9591340885938008
ACH-000579,-0.7481352205093641
ACH-000580,-0.5784955576296488
ACH-000584,-0.9097984575505428
ACH-000585,-1.2893368626094628
ACH-000588,-0.903739438774816
ACH-000589,-0.3169123692809108
ACH-000591,-0.8089449505016686
ACH-000593,-1.2614803062745257
ACH-000600,-0.42128214192056
ACH-000601,-0.7787657789877106
ACH-000605,-0.28613150184731345
ACH-000606,-0.8181112957222804
ACH-000608,-0.30193025394735645
ACH-000614,-0.6692244127414063
ACH-000616,-0.930425386625502
ACH-000618,-0.5197736111432808
ACH-000619,-0.6344117275630811
ACH-000620,-0.5395989366202051
ACH-000621,-0.43015810810810384
ACH-000622,-0.315830278486953
ACH-000623,-0.6680056136233874
ACH-000624,-0.6806264929879912
ACH-000627,-0.5473255430507655
ACH-000630,-1.0873319587383916
ACH-000631,-0.9652835877379914
ACH-000632,-0.8168734515753925
ACH-000633,-0.29007352463521857
ACH-000637,-0.3027532636033691
ACH-000638,-0.7260339541654505
ACH-000646,-0.31764923592966626
ACH-000647,-0.4710509414447597
ACH-000648,-0.3552244296588264
ACH-000649,-0.8937637305384968
ACH-000651,-0.1821648342046525
ACH-000652,-0.6175927890739518
ACH-000653,-0.15382682773462816
ACH-000657,-0.7309221484712469
ACH-000658,-0.30345413505991226
ACH-000661,-0.4516146743890923
ACH-000662,-0.9558140120865958
ACH-000663,-0.7572443679514341
ACH-000665,-0.37330000603899616
ACH-000671,-0.7154389343368289
ACH-000672,-0.8519403999472728
ACH-000673,-1.1311509054213449
ACH-000676,-0.7226941950743729
ACH-000677,-0.3364169124521777
ACH-000681,-0.7845054518264482
ACH-000683,-0.4552661064744715
ACH-000684,-1.1085209981049935
ACH-000688,-0.9399079563039686
ACH-000693,-0.6336588011176317
ACH-000694,-0.9168160188598234
ACH-000695,-0.7614271391319695
ACH-000696,-1.004764851141892
ACH-000697,-0.6408256804523114
ACH-000699,-0.7584703905899745
ACH-000701,-0.26589765285076306
ACH-000706,-0.4232341878859685
ACH-000711,-0.9691839646477206
ACH-000713,-1.188522215326325
ACH-000714,-0.2646456101527464
ACH-000718,-0.4845684898914426
ACH-000720,-1.10833017804536
ACH-000721,-0.9289740498177408
ACH-000724,-0.9044274481030676
ACH-000725,-0.5298606628273982
ACH-000732,-1.0143139683714109
ACH-000734,-0.7452119682105343
ACH-000735,-1.166831425338782
ACH-000736,-0.8716290543001493
ACH-000738,-0.7662883282542742
ACH-000746,-0.4207748347431867
ACH-000747,-0.8545641797246462
ACH-000748,-1.0895027081225943
ACH-000753,-0.8781097179349296
ACH-000756,-0.3535514375087905
ACH-000757,-0.5835617803702667
ACH-000758,-0.4922219699660821
ACH-000760,-0.5373543559573496
ACH-000762,-0.9001945399417506
ACH-000763,-0.44864418254108507
ACH-000764,-0.8766492469972738
ACH-000765,-0.9059374300974448
ACH-000766,-0.6008457794582872
ACH-000767,-0.2183768698797336
ACH-000768,-0.7693071465563419
ACH-000769,-0.7321688675387721
ACH-000770,-0.667034503162375
ACH-000771,-0.9702071154255062
ACH-000773,-0.3461198916049053
ACH-000776,-0.4498256078453564
ACH-000777,-0.19194455896343665
ACH-000778,-0.6556222874364189
ACH-000781,-0.17921370972664644
ACH-000782,-0.7561824195439674
ACH-000783,-0.4404103820928145
ACH-000784,-0.8250663230040338
ACH-000785,-0.4550415192803943
ACH-000787,-0.993377940276962
ACH-000788,-0.5612165551936099
ACH-000791,-0.9683501994314117
ACH-000792,-0.9118234464640836
ACH-000794,-1.0117572762188771
ACH-000796,-0.9989342904481112
ACH-000798,-0.5006805649799876
ACH-000799,-0.5033023544536097
ACH-000800,-0.7868810355857452
ACH-000802,-0.7562399600193039
ACH-000804,-0.456645497630795
ACH-000805,-0.3006029296019522
ACH-000809,-0.5511125311755247
ACH-000810,-0.6237502845493413
ACH-000811,-1.0648110347504942
ACH-000817,-0.3928533091390976
ACH-000819,-0.9885629803977204
ACH-000820,-0.7767759395678056
ACH-000821,-0.7595700373409726
ACH-000822,-1.0742968163903792
ACH-000823,-1.0348800109613678
ACH-000824,-0.2921825315782067
ACH-000827,-0.7374486504606993
ACH-000829,-0.3514017105588039
ACH-000831,-0.7346338748412815
ACH-000832,-0.498577535421292
ACH-000833,-0.5200398382265455
ACH-000834,-1.0352482346325138
ACH-000835,-1.1222131052541091
ACH-000836,-1.0582626770601542
ACH-000837,-0.4092629670334533
ACH-000838,-0.4824925351582938
ACH-000839,-0.4555629835742857
ACH-000840,-0.8902663291131955
ACH-000841,-0.7775076392928222
ACH-000843,-0.9306232896113228
ACH-000846,-0.5175166346522493
ACH-000847,-0.8389292382217263
ACH-000848,-0.5142231686744391
ACH-000849,-0.2746116684992612
ACH-000851,-0.5630891620462445
ACH-000855,-0.4004799347604526
ACH-000856,-0.9398030623594408
ACH-000858,-0.2389283778662145
ACH-000859,-0.8172906656654599
ACH-000861,-0.9459090055284664
ACH-000862,-0.9715716855177746
ACH-000865,-0.17856699254626313
ACH-000866,-0.8371396109458354
ACH-000867,-0.2830178012038576
ACH-000869,-0.6355257071299057
ACH-000872,-0.36612007848416905
ACH-000873,-0.3402997019651289
ACH-000876,-0.24607330784841586
ACH-000878,-1.000997230823081
ACH-000880,-0.7256104466905995
ACH-000881,-0.7324615645218874
ACH-000882,-0.5220333948546054
ACH-000884,-0.8668545236549804
ACH-000885,-0.7512466614310163
ACH-000887,-0.6264687336652006
ACH-000889,-0.7305902426055215
ACH-000896,-0.5305914644407838
ACH-000898,-0.4175256496610265
ACH-000900,-0.7486606828346207
ACH-000901,-0.4433362369370392
ACH-000905,-0.8785706619145323
ACH-000906,-0.6916935031625318
ACH-000907,-0.3226979614989334
ACH-000910,-0.8766115052754241
ACH-000911,-0.4916410766288198
ACH-000912,-0.15444271443357868
ACH-000913,-1.060061858368586
ACH-000915,-0.8930969627616422
ACH-000916,-0.9720384470367109
ACH-000917,-0.8593628357719714
ACH-000920,-0.5623559473715912
ACH-000921,-0.6459511968438577
ACH-000924,-0.7718228831186558
ACH-000926,-0.8803681832284923
ACH-000928,-0.7513875126014568
ACH-000929,-0.5930425534887352
ACH-000932,-0.9006683712686332
ACH-000935,-0.9829605569729258
ACH-000936,-1.0863261318527528
ACH-000937,-0.8806288464628133
ACH-000938,-0.9003598987459641
ACH-000939,-1.1615169794170952
ACH-000941,-0.7069294276652225
ACH-000943,-0.8711543638154489
ACH-000946,-0.19623975290864926
ACH-000947,-0.3948831863254574
ACH-000948,-0.3908253207469902
ACH-000950,-0.7967984127558289
ACH-000953,-0.2640318595661806
ACH-000954,-0.7803929298406012
ACH-000957,-0.9643114533482382
ACH-000958,-0.7478081652288933
ACH-000960,-0.8827401610945471
ACH-000963,-0.8318577541402911
ACH-000968,-1.0155616467981434
ACH-000969,-0.5250695618538992
ACH-000972,-0.358506040719755
ACH-000973,-0.8834142957256946
ACH-000974,-0.2780019012044995
ACH-000978,-0.5539080925777933
ACH-000984,-0.4729411239849822
ACH-000986,-0.4133378516258473
ACH-000988,-0.42414357916080797
ACH-000993,-0.958893530306862
ACH-000994,-0.2831965992701672
ACH-000996,-0.8064292596185855
ACH-001001,-1.0566736836810111
ACH-001020,-0.7205832688906924
ACH-001028,-0.7385567822154492
ACH-001031,-0.6632882270952879
ACH-001038,-0.3984154678771714
ACH-001048,-0.8006121162435751
ACH-001050,-0.8590425627941086
ACH-001053,-0.8029332709935735
ACH-001054,-0.4451657741260697
ACH-001061,-0.934976649002474
ACH-001067,-0.7542997058015761
ACH-001075,-0.9444737601150188
ACH-001096,-0.3410131839885718
ACH-001111,-0.9408607444220416
ACH-001119,-0.7005447220926359
ACH-001128,-1.0108824418356597
ACH-001134,-0.3492776777187408
ACH-001151,-0.9246073730238614
ACH-001163,-0.5832252136879081
ACH-001164,-0.8311910763329886
ACH-001183,-0.4166352890514256
ACH-001192,-0.4432239210846574
ACH-001193,-0.6065326100222741
ACH-001196,-0.19986227019598327
ACH-001197,-0.8682462929149013
ACH-001205,-0.4182887696786191
ACH-001211,-0.6750979961121508
ACH-001212,-1.0663504737495155
ACH-001228,-0.7254429666135566
ACH-001232,-1.0747502770912276
ACH-001239,-0.90638609897959
ACH-001270,-0.9363507653012816
ACH-001274,-1.2412740712450725
ACH-001275,-0.5265552260118265
ACH-001277,-0.7442131180244324
ACH-001278,-0.6764439589660375
ACH-001280,-0.6981327458115395
ACH-001283,-0.1425125136878604
ACH-001289,-0.8439213073820383
ACH-001300,-0.7921830870887301
ACH-001301,-0.8138663306748626
ACH-001302,-0.4086510019255557
ACH-001306,-0.8646683869297385
ACH-001318,-0.8920797819720817
ACH-001322,-1.0469230776450749
ACH-001328,-0.6872946508718523
ACH-001332,-0.9425329545453538
ACH-001336,-0.9905298721749928
ACH-001346,-0.9318847232086992
ACH-001353,-0.7395567214817796
ACH-001354,-0.5868638578867376
ACH-001367,-0.5429778629457803
ACH-001368,-0.506592912797536
ACH-001374,-0.6827987928823419
ACH-001377,-0.6280959692442075
ACH-001380,-0.2870176212063676
ACH-001391,-0.4589794834011366
ACH-001408,-0.9338663701954176
ACH-001430,-0.34867804288781634
ACH-001431,-0.5221882042739537
ACH-001450,-1.0147848784712687
ACH-001496,-0.770520124128812
ACH-001500,-0.9853128057048104
ACH-001523,-0.31460815413497395
ACH-001532,-0.72111350143996
ACH-001550,-0.9598797427803771
ACH-001552,-0.7623607414177278
ACH-001554,-0.7453653460319837
ACH-001654,-1.0581940537443513
ACH-001735,-0.6864954103552365
ACH-001736,-0.8780482438954199
ACH-001737,-0.7099453148188094
ACH-001740,-0.7992658414646617
ACH-001745,-0.8071750887202573
ACH-001765,-0.6345458291668821
