,RSBN1L (222194)
ACH-000004,0.04556565466527865
ACH-000005,-0.119326893913852
ACH-000007,0.20180206212660606
ACH-000009,0.021569084160070147
ACH-000011,0.03843223631565984
ACH-000012,-0.05195951003258357
ACH-000013,0.09874126383009348
ACH-000014,-0.0498224901912594
ACH-000015,0.1109752687348477
ACH-000017,-0.00696048254161593
ACH-000018,-0.05585293390554385
ACH-000019,-0.0006361985243392048
ACH-000021,-0.07263633653861533
ACH-000022,0.18396541301506886
ACH-000025,0.048019859462440515
ACH-000028,0.03263922532656389
ACH-000030,0.040119784565372865
ACH-000035,-0.10554345602323698
ACH-000036,-0.1620583856997687
ACH-000037,0.03268031101492378
ACH-000039,0.05316523902247505
ACH-000040,-0.0012834717400709245
ACH-000041,0.12109039851583175
ACH-000042,-0.016387683302823603
ACH-000045,-0.015815458014473326
ACH-000047,-0.042455363677755084
ACH-000052,0.3055493037413519
ACH-000053,0.0573350179850083
ACH-000054,-0.04296615226067545
ACH-000055,0.2906006926254978
ACH-000060,-0.06636520348503731
ACH-000067,0.09909325610259166
ACH-000070,0.12802427939771133
ACH-000075,-0.05421827155597975
ACH-000078,-0.023322512098262627
ACH-000082,0.1605198680487818
ACH-000085,-0.10524104660978832
ACH-000086,0.20621070509096054
ACH-000087,0.08645491727592099
ACH-000092,0.05085008145673995
ACH-000095,-0.0449157991154688
ACH-000097,0.08441044116070907
ACH-000098,0.029775645555541307
ACH-000099,0.00127372729666308
ACH-000108,0.039794360708078215
ACH-000113,0.12562699872494082
ACH-000116,0.02421133182803633
ACH-000118,0.12732113362026784
ACH-000120,0.17402188291690815
ACH-000123,0.04695672793743556
ACH-000127,0.015834595111651754
ACH-000128,-0.0765437805899251
ACH-000132,0.08716372227859538
ACH-000133,0.08470464226679812
ACH-000137,-0.09959362053935862
ACH-000138,0.12174506777090352
ACH-000142,-0.0723740084406617
ACH-000143,0.11616551622162305
ACH-000146,0.1080363255423624
ACH-000148,0.06126098486606395
ACH-000150,0.011296220809439449
ACH-000152,-0.05580446446343356
ACH-000153,-0.09232604826579748
ACH-000159,0.0248792031644633
ACH-000160,0.0854508850622113
ACH-000163,-0.014500187030930969
ACH-000167,0.1721679874267825
ACH-000168,-0.4269260500684986
ACH-000169,0.01640206291671307
ACH-000178,-0.059601844988123334
ACH-000183,0.10853633481246452
ACH-000188,-0.07144001154509222
ACH-000189,0.2670496945578202
ACH-000190,-0.14454653819635038
ACH-000198,0.11977400942685636
ACH-000203,0.20967483746803176
ACH-000204,-0.10227942760580663
ACH-000206,0.003468500831795909
ACH-000207,-0.0956439210814258
ACH-000208,-0.06602436065119367
ACH-000210,0.38302436791771205
ACH-000211,0.03059729729100155
ACH-000215,0.0130097247998948
ACH-000221,-0.2440446199876905
ACH-000222,-0.13033247021131494
ACH-000223,-0.008502339410102469
ACH-000226,0.1474612234009814
ACH-000227,0.10662652562133483
ACH-000228,0.27211617833541346
ACH-000231,-0.09397052708849682
ACH-000232,-0.018007052233093162
ACH-000233,0.21996846549551335
ACH-000234,0.04500555229331159
ACH-000235,-0.03541077198570957
ACH-000237,0.019229373886655316
ACH-000238,-0.09067837054490677
ACH-000242,0.00986705520135157
ACH-000243,0.16961903902290407
ACH-000244,-0.2828156978118971
ACH-000246,0.0417194954269326
ACH-000248,-0.0217885934276524
ACH-000250,-0.0742544014545726
ACH-000251,0.11321889463092748
ACH-000252,0.2275669760044545
ACH-000253,0.04299045957758159
