,HSPA14 (51182)
ACH-000004,-0.015271162069309412
ACH-000005,-0.6542423192111396
ACH-000007,-0.8493914201320751
ACH-000009,-0.3406782821099552
ACH-000011,-0.9647060320431656
ACH-000012,-0.5652104884917646
ACH-000013,-0.3451202009430885
ACH-000014,-0.5525649668540146
ACH-000015,-0.5108984995863582
ACH-000017,-0.3815646063800737
ACH-000018,-0.9053644780686372
ACH-000019,-0.5188072025436227
ACH-000021,-0.6115108631438948
ACH-000022,-0.31924115910400164
ACH-000025,-0.8528620337688745
ACH-000028,-0.7145225428969558
ACH-000030,-0.3039656131672777
ACH-000035,-0.3135503033748637
ACH-000036,-0.4906048813651786
ACH-000037,-0.465116589624639
ACH-000039,-0.3419756176268833
ACH-000040,-0.2716222954620075
ACH-000041,-0.6128200943662712
ACH-000042,-0.4920078278124656
ACH-000045,-0.5938920805945769
ACH-000047,-0.3701186184732535
ACH-000052,-0.2936823134200526
ACH-000053,-0.37713805427778296
ACH-000054,-0.3176712957039764
ACH-000055,-0.6847781971826549
ACH-000060,-0.5223437783889908
ACH-000067,-0.5941702952010817
ACH-000070,-0.561759499157582
ACH-000075,-0.5886650960079066
ACH-000078,-0.3087052105569667
ACH-000082,-0.26058564970093445
ACH-000085,-0.6763634396665172
ACH-000086,-0.519832830183398
ACH-000087,-0.429827387604916
ACH-000092,-0.4872335276437317
ACH-000095,-0.2426549547600325
ACH-000097,-0.544393497622637
ACH-000098,-0.13899247333630144
ACH-000099,-0.5951652464655366
ACH-000108,-0.5690072120542803
ACH-000113,-0.09656466292370357
ACH-000116,-0.6622956868848949
ACH-000118,-0.3778343659685493
ACH-000120,-0.4343471088100279
ACH-000123,-0.6364829296092107
ACH-000127,-0.6703260077350639
ACH-000128,-0.7707604683160293
ACH-000132,-0.3632305827502471
ACH-000133,-0.5795603704353051
ACH-000137,-0.4680624718647463
ACH-000138,-0.6016339266628703
ACH-000142,-0.4804845189263935
ACH-000143,-0.4221154616181435
ACH-000146,-0.327884649321824
ACH-000148,-0.4335238980864871
ACH-000150,-0.23187836946445775
ACH-000152,-0.4695560785097471
ACH-000153,-0.5126085129915736
ACH-000159,-0.5431551298238994
ACH-000160,-0.4717244916505588
ACH-000163,-0.3827173085676394
ACH-000167,-0.4748667701929322
ACH-000168,-0.6508897113761749
ACH-000169,-0.17081010254715653
ACH-000178,-0.44440630060289465
ACH-000183,-0.4347633908544101
ACH-000188,-0.468157535463791
ACH-000189,-0.4917309566204677
ACH-000190,-0.4939694928141193
ACH-000198,-0.5729335890311618
ACH-000203,-0.4488613459408508
ACH-000204,-0.2352825156111471
ACH-000206,-0.5327589868784218
ACH-000207,-0.6179234502162336
ACH-000208,-0.9123081824907571
ACH-000210,-0.10747571246971988
ACH-000211,-0.6682378737853849
ACH-000215,-0.3329041499480426
ACH-000221,-0.5291632957566252
ACH-000222,-0.18735919485277014
ACH-000223,-0.3630676431143731
ACH-000226,-0.4724164078779597
ACH-000227,-0.5044530191111889
ACH-000228,-0.41626364614041655
ACH-000231,-0.5599185058669494
ACH-000232,-0.4570415193960552
ACH-000233,-0.1781862978493184
ACH-000234,-0.15609933799697007
ACH-000235,-0.4191756250200165
ACH-000237,-0.4251685956671244
ACH-000238,-0.2677839391008381
ACH-000242,-0.6287095131183718
ACH-000243,-0.5587439462228349
ACH-000244,-0.2070056821068187
ACH-000246,-0.6871264333184415
ACH-000248,-0.2539230320398837
ACH-000250,-0.5098356351082954
ACH-000251,-0.3395239665099438
ACH-000252,-0.5524949540419738
ACH-000253,-0.3570017945682864
ACH-000255,-0.7287112616138521
ACH-000256,-0.2637083809133547
ACH-000257,-0.5728095464060357
ACH-000258,-0.4662400546957016
ACH-000259,-0.4966066474764818
ACH-000260,-0.8119056373790945
ACH-000261,-0.03680892041809092
ACH-000262,-0.7991135102175483
ACH-000263,-0.4798008734722306
ACH-000264,-0.2074411691905516
ACH-000265,-0.652800666122953
ACH-000266,-0.4316545208866116
ACH-000272,0.014765750388251437
ACH-000274,-0.3605884940810404
ACH-000277,-0.42324537535928136
ACH-000278,-0.5183249606980438
ACH-000279,-0.4056346406444865
ACH-000280,-0.6904659668146141
ACH-000281,-0.5184474615395845
ACH-000288,-0.3891298850328401
ACH-000291,-0.6232531249742393
ACH-000293,-0.6454560700150327
ACH-000294,-0.8320230833437074
ACH-000295,-0.42706348976595904
ACH-000296,-0.3888758497009655
ACH-000302,-0.4975258965091495
ACH-000304,-0.5227760576760057
ACH-000307,-0.6582953650833131
ACH-000308,-0.5583234734269571
ACH-000310,-0.13090162020040608
ACH-000311,-0.6071133096295069
ACH-000312,-0.4245015332715636
ACH-000315,-0.21888678549541735
ACH-000316,-0.6827574942188636
ACH-000317,-0.9957254961001196
ACH-000318,-0.3737458251882221
ACH-000319,-0.4822540717156902
ACH-000320,-0.3694061608146647
ACH-000322,-0.7341221493630844
ACH-000323,-0.4809760324955065
ACH-000324,-0.926286563137718
ACH-000329,-0.336229581109282
ACH-000330,-0.5501477084852526
ACH-000331,-0.38136105472808
ACH-000332,-0.5294934993337906
ACH-000334,-0.1822506793640926
ACH-000335,-0.8617736073447892
ACH-000336,-0.40814860948001264
ACH-000337,-0.5993093094065963
ACH-000338,-0.9188289717427286
ACH-000339,-0.3550448904708216
ACH-000341,-0.5133506497118685
ACH-000348,-0.37326922209354296
ACH-000350,-0.2736337403830449
ACH-000352,-0.15334031341045326
ACH-000356,-0.2506542331038111
ACH-000361,-0.5372626561360244
ACH-000362,-0.4632691535974873
ACH-000363,-0.22171855546517585
ACH-000364,-0.631898596420054
ACH-000365,-0.2707961426438838
ACH-000366,-0.7658910595723823
ACH-000368,-0.6054784380888328
ACH-000374,0.06506778093117774
ACH-000375,-0.5723717178486318
ACH-000376,-0.6681294804710575
ACH-000381,-0.3166533157556379
ACH-000383,-0.41047787775565575
ACH-000387,-0.24060837481889785
ACH-000389,-0.32815712544824466
ACH-000390,-0.3435802189052696
ACH-000393,-0.3543217913344443
ACH-000395,-0.10965913839120782
ACH-000396,-0.7532998013403425
ACH-000397,-0.4503249610158935
ACH-000401,-0.7177965806087113
ACH-000402,0.4112506389840353
ACH-000403,-0.24967050813160796
ACH-000404,-1.1608760402852925
ACH-000406,-0.4552833631894543
ACH-000407,-0.5179423067644204
ACH-000408,-0.7435634271304739
ACH-000410,-0.19955686728538674
ACH-000411,-0.6508442357261199
ACH-000414,-0.4024772983505014
ACH-000415,-0.6137177158194282
ACH-000416,-0.40356315611518295
ACH-000420,-0.2328962675089528
ACH-000421,-0.2877271605474694
ACH-000424,-0.6322216330991854
ACH-000425,-0.6681978211275177
ACH-000426,0.19609624778399332
ACH-000427,-0.23624103051771225
ACH-000433,-0.1816973333928089
ACH-000435,-0.2972107835760606
ACH-000436,-0.16356544735471076
ACH-000444,-0.6997277791938514
ACH-000445,-0.5211026414817692
ACH-000448,-0.3940770693532604
ACH-000450,-0.5938175579261936
