,SLC35G1 (159371)
ACH-000004,-0.3222891051967896
ACH-000005,-0.2707613017668363
ACH-000007,-0.018810211889786432
ACH-000009,-0.17263916365816526
ACH-000011,-0.2200718060581668
ACH-000012,-0.16751876285841014
ACH-000013,-0.045298917291612735
ACH-000014,-0.14542313267673312
ACH-000015,-0.14509030834713366
ACH-000017,-0.15917502241848205
ACH-000018,-0.21936804983279592
ACH-000019,-0.18856018675954997
ACH-000021,-0.11128535784436668
ACH-000022,-0.21511776252059955
ACH-000025,-0.12492923440318825
ACH-000028,-0.04730316900060577
ACH-000030,-0.1004579109439783
ACH-000035,-0.24667051860311065
ACH-000036,-0.2648583595840515
ACH-000037,-0.15550210832472613
ACH-000039,-0.09592325362510196
ACH-000040,-0.2802756683495993
ACH-000041,-0.0668792876728695
ACH-000042,-0.07508517157693237
ACH-000045,-0.1949414784928908
ACH-000047,-0.16293648362672372
ACH-000052,-0.18066997245655303
ACH-000053,-0.1700991128437127
ACH-000054,-0.19243324521842012
ACH-000055,-0.002286531070631169
ACH-000060,-0.1307806506769955
ACH-000067,-0.11493136298083782
ACH-000070,-0.13302143918573706
ACH-000075,-0.18858826836556894
ACH-000078,-0.08968869083105427
ACH-000082,-0.2081385854262786
ACH-000085,-0.19916969817628716
ACH-000086,-0.34746692227718184
ACH-000087,-0.1861701303910072
ACH-000092,-0.07547919668309543
ACH-000095,-0.11213416248146296
ACH-000097,-0.21741268487414286
ACH-000098,-0.2335165181714157
ACH-000099,-0.12898507559894692
ACH-000108,-0.20071799897245773
ACH-000113,-0.16000840671335206
ACH-000116,-0.10932250504628792
ACH-000118,-0.07128255565331047
ACH-000120,-0.3079294387683201
ACH-000123,-0.11835751879647505
ACH-000127,-0.1353745954218656
ACH-000128,-0.07976114740300096
ACH-000132,-0.16324461974674134
ACH-000133,-0.3332304057602701
ACH-000137,-0.2330685579479756
ACH-000138,-0.0232410230533271
ACH-000142,-0.2572716461790652
ACH-000143,-0.1557777504781708
ACH-000146,-0.06346930108252125
ACH-000148,-0.2673604859428396
ACH-000150,-0.003116122218917036
ACH-000152,-0.13619206714365525
ACH-000153,0.28326911041760394
ACH-000159,-0.15711522934307184
ACH-000160,-0.07790688522455523
ACH-000163,-0.14309986572577071
ACH-000167,-0.4706414459120312
ACH-000168,-0.2105102815136069
ACH-000169,-0.17907317047713558
ACH-000178,-0.14785068887257785
ACH-000183,-0.12100653939033575
ACH-000188,-0.03523639261649168
ACH-000189,0.014291539880570503
ACH-000190,-0.100916813946218
ACH-000198,0.02848440455799485
ACH-000203,-0.14503934608571478
ACH-000204,0.13242743814574245
ACH-000206,-0.044077273096262005
ACH-000207,-0.11229160348253008
ACH-000208,0.026368273015359857
ACH-000210,-0.07413950100511132
ACH-000211,-0.026228639884200426
ACH-000215,-0.1585659619223156
