,UTP6 (55813)
ACH-000004,-0.4234940965008953
ACH-000005,-0.2027157788587496
ACH-000007,-0.3926239475063102
ACH-000009,-0.4703564211700274
ACH-000011,-0.3399085050818099
ACH-000012,-0.6071118220478636
ACH-000013,-0.5120597797572923
ACH-000014,-0.20371056960678846
ACH-000015,-0.3627213827579579
ACH-000017,-0.4296857102125141
ACH-000018,-0.3098461429336063
ACH-000019,-0.4312123487516128
ACH-000021,-0.36169066358684204
ACH-000022,-0.2694747956242264
ACH-000025,-0.3674583058822656
ACH-000028,-0.4170537380219807
ACH-000030,-0.3728539402920631
ACH-000035,-0.4861056231324456
ACH-000036,-0.34671720401894895
ACH-000037,-0.5532303526371504
ACH-000039,-0.3421746027545705
ACH-000040,-0.3809169491332671
ACH-000041,-0.3672378706095685
ACH-000042,-0.2442501531270614
ACH-000045,-0.3718678672201189
ACH-000047,-0.330244754835282
ACH-000052,-0.3607362776048437
ACH-000053,-0.4042795007974124
ACH-000054,-0.4422981292260879
ACH-000055,-0.2808936228801991
ACH-000060,-0.2405859102137121
ACH-000067,-0.4027780311180976
ACH-000070,-0.32411124211885595
ACH-000075,-0.3778180312253296
ACH-000078,-0.4965489417243958
ACH-000082,-0.40016426964862334
ACH-000085,-0.4186124670743103
ACH-000086,-0.3933751118214603
ACH-000087,-0.412571252559656
ACH-000092,-0.4823508932942326
ACH-000095,-0.20628228860149475
ACH-000097,-0.43544045453009905
ACH-000098,-0.392865059129989
ACH-000099,-0.3422698725485098
ACH-000108,-0.348124391682105
ACH-000113,-0.2397324630802926
ACH-000116,-0.4048218743461503
ACH-000118,-0.3332821378752171
ACH-000120,-0.11712169442635888
ACH-000123,-0.3166752107128563
ACH-000127,-0.30837846440785777
ACH-000128,-0.38223134460067065
ACH-000132,-0.29014547528431245
ACH-000133,-0.4328636235606871
ACH-000137,-0.3450183530387991
ACH-000138,-0.3742351764117502
ACH-000142,-0.1911769367800876
ACH-000143,-0.3707760952637599
ACH-000146,-0.43835842944542985
ACH-000148,-0.4234151029891405
ACH-000150,-0.5367275289216002
ACH-000152,-0.4039886294022232
ACH-000153,-0.4155708032723176
ACH-000159,-0.3854844935561968
ACH-000160,-0.5072753984195325
ACH-000163,-0.3746820025337263
ACH-000167,-0.531031471983724
ACH-000168,-0.36031938269301256
ACH-000169,-0.4338509160514806
ACH-000178,-0.40667613068527503
ACH-000183,-0.3930324851337704
ACH-000188,-0.4464009279204349
ACH-000189,-0.24170981753173326
ACH-000190,-0.6382535325618812
ACH-000198,-0.3384659393615712
ACH-000203,-0.6748397073898548
ACH-000204,-0.1852840699528736
ACH-000206,-0.25014339305878364
ACH-000207,-0.3263682330866085
ACH-000208,-0.6140302812932934
ACH-000210,-0.4555887691146706
ACH-000211,-0.25990561945369395
ACH-000215,-0.5112161903447501
ACH-000221,-0.5060063021627519
ACH-000222,-0.347798301697598
ACH-000223,-0.3264485662656149
ACH-000226,-0.5390333391223052
ACH-000227,-0.4230089175415012
ACH-000228,-0.3676902022507407
ACH-000231,-0.5257320837302889
ACH-000232,-0.4275102075206118
ACH-000233,-0.3577381639130871
ACH-000234,-0.3218893943459045
ACH-000235,-0.3388029708479874
ACH-000237,-0.3928582735266911
ACH-000238,-0.615854438719255
ACH-000242,-0.2030747685771528
ACH-000243,-0.4183103024863906
ACH-000244,-0.5340455051167093
ACH-000246,-0.4907373314134214
ACH-000248,-0.6035620512101689
ACH-000250,-0.3888173451878503
ACH-000251,-0.5376551198149505
ACH-000252,-0.2692864079533318
ACH-000253,-0.2372591520121165
ACH-000255,-0.3728653980635139
ACH-000256,-0.3730730167469425
ACH-000257,-0.4334523856027749
ACH-000258,-0.34704557983994466
ACH-000259,-0.1698807324036792
ACH-000260,-0.5920339343208557
ACH-000261,-0.5353550472840333
ACH-000262,-0.5227319066804503
ACH-000263,-0.26714184750515185
ACH-000264,-0.3677994193507077
ACH-000265,-0.326376696130218
ACH-000266,-0.19164226495509332
ACH-000272,-0.260608460585643
ACH-000274,-0.5982901047012238
ACH-000277,-0.4200176060999535
ACH-000278,-0.4486693264005703
ACH-000279,-0.6269617578269328
ACH-000280,-0.4481613633103481
ACH-000281,-0.3095952825944625
ACH-000288,-0.6215469392273828
ACH-000291,-0.2758664063010868
ACH-000293,-0.4996594881072029
ACH-000294,-0.2591733828544123
ACH-000295,-0.5807566070343307
ACH-000296,-0.3724837163233151
ACH-000302,-0.3712722514112872
ACH-000304,-0.4175471989694727
ACH-000307,-0.29886945602747617
ACH-000308,-0.4222750118611506
ACH-000310,-0.38415626223970667
ACH-000311,-0.2592509821431841
ACH-000312,-0.36936039508770496
ACH-000315,-0.2395406663293233
ACH-000316,-0.3186400833328065
ACH-000317,-0.44395488936947614
ACH-000318,-0.4383203871162031
ACH-000319,-0.5020950990974706
ACH-000320,-0.3700475361138267
ACH-000322,-0.4146159374044995
ACH-000323,-0.6386811603894306
ACH-000324,-0.4067653990373089
