,NLRP12 (91662)
ACH-000004,0.3119343838735164
ACH-000005,0.35215282878825904
ACH-000007,0.08645319469139225
ACH-000009,0.0887239834284761
ACH-000011,0.2186314669453505
ACH-000012,0.11644850628225024
ACH-000013,-0.16035201033978352
ACH-000014,0.27342789721899524
ACH-000015,0.11622815583430915
ACH-000017,0.20950578288206897
ACH-000018,0.2149178847105943
ACH-000019,0.014987920543123682
ACH-000021,0.011506829214003495
ACH-000022,0.12525050094708046
ACH-000025,0.2012429841508852
ACH-000028,0.14793648917019242
ACH-000030,0.051021259689082665
ACH-000035,0.05781759711348436
ACH-000036,0.2017778946189756
ACH-000037,0.10195860112026227
ACH-000039,0.223273179209478
ACH-000040,0.2322379919669284
ACH-000041,0.16202195901516428
ACH-000042,0.16336196152388746
ACH-000045,0.2356229319512836
ACH-000047,0.22409625695527
ACH-000052,0.2051698193719428
ACH-000053,0.12339703518188595
ACH-000054,0.12324255866947766
ACH-000055,0.22498056921765028
ACH-000060,0.15459062325030062
ACH-000067,0.2180671625212951
ACH-000070,0.19070536826573756
ACH-000075,0.23043890988528185
ACH-000078,0.1558407793399695
ACH-000082,0.18477188383554025
ACH-000085,0.13501544794771486
ACH-000086,0.017564074743786764
ACH-000087,0.2372049831759533
ACH-000092,0.1166938437110481
ACH-000095,0.14941698779819365
ACH-000097,0.15267343001970474
ACH-000098,0.21431598671391827
ACH-000099,0.12387440983448475
ACH-000108,0.15960138699933465
ACH-000113,0.09053332443949592
ACH-000116,0.0957352361784459
ACH-000118,0.19838429742064445
ACH-000120,0.2594318080450771
ACH-000123,0.18005587154606725
ACH-000127,0.20686399979084868
ACH-000128,0.16582081567136728
ACH-000132,0.26006914462051123
ACH-000133,0.12184112047843525
ACH-000137,0.06758033481658965
ACH-000138,0.16006789564742602
ACH-000142,0.12202727655182175
ACH-000143,0.21346925245993573
ACH-000146,0.0506385167539879
ACH-000148,0.13914908198064124
ACH-000150,0.24163561024133465
ACH-000152,0.16094697179905085
ACH-000153,0.059334247185215426
ACH-000159,0.1485710271678013
ACH-000160,0.15714522065944148
ACH-000163,0.15774744752876782
ACH-000167,0.16113887000018332
ACH-000168,0.2816350523554372
ACH-000169,0.16622024724944964
ACH-000178,0.14109461937685774
ACH-000183,0.17917410805730433
ACH-000188,0.17192776298330134
ACH-000189,0.2900695612010461
ACH-000190,0.2368476465469236
ACH-000198,0.1450586436454287
ACH-000203,0.06431386101599808
ACH-000204,0.08186225661064296
ACH-000206,0.2765597387767087
ACH-000207,0.20032039213647385
ACH-000208,0.21208145586535898
ACH-000210,0.1347958808510419
ACH-000211,0.23769351012068946
ACH-000215,0.2053122631552156
ACH-000221,0.2510263763962268
ACH-000222,0.21130742257155907
ACH-000223,0.10081788960224004
ACH-000226,0.17452139905228095
ACH-000227,0.20688343091013564
ACH-000228,0.2473809216470867
ACH-000231,0.1900609066028829
ACH-000232,0.16749228864808868
ACH-000233,0.15009818962938073
ACH-000234,0.1733420359399183
ACH-000235,0.12775561908145125
ACH-000237,0.17689741566616735
ACH-000238,0.2748231078713898
ACH-000242,-0.04053173743639922
ACH-000243,0.17038419020242798
ACH-000244,0.25479643905548355
ACH-000246,0.07602432197653383
ACH-000248,0.3282281555439012
ACH-000250,0.17782381445423134
ACH-000251,0.04322628527394805
ACH-000252,0.1562974665036109
ACH-000253,0.23268018763632603
ACH-000255,0.12020915653384205
ACH-000256,0.14788652959724596
ACH-000257,0.2657652843583287
ACH-000258,0.19499213722150166
ACH-000259,0.14066430318294226
ACH-000260,0.14165789621516908
ACH-000261,0.11194756522469937
ACH-000262,0.20896998040653075
ACH-000263,0.2586405573783339
ACH-000264,0.14240768353358155
ACH-000265,0.11759161054459412
ACH-000266,0.15661311485948118
ACH-000272,0.23446866970050606
ACH-000274,0.1997569734430471
ACH-000277,0.04088304601051045
ACH-000278,0.20494020120052933
ACH-000279,0.14795354738187325
ACH-000280,0.13645072700570118
ACH-000281,0.19710699724433
