,NRBP1 (29959)
ACH-000004,-0.6907362958669776
ACH-000005,-0.4743756908416455
ACH-000007,-0.9503317755852058
ACH-000009,-0.8554788720084009
ACH-000011,-0.7922936694062945
ACH-000012,-0.7014138224468951
ACH-000013,-0.3696435774867585
ACH-000014,-0.8054982729606492
ACH-000015,-0.6849687074837004
ACH-000017,-0.5908892334015009
ACH-000018,-0.8391977948457072
ACH-000019,-0.7419501892448078
ACH-000021,-0.8264438499869108
ACH-000022,-0.8230675326208782
ACH-000025,-0.5886289978098568
ACH-000028,-0.6081083449678586
ACH-000030,-0.991921461874996
ACH-000035,-0.5863837762075251
ACH-000036,-0.6607720457124661
ACH-000037,-0.8125397079075269
ACH-000039,-0.533528618245307
ACH-000040,-0.4465904919709519
ACH-000041,-0.541522614883557
ACH-000042,-0.9529422449699004
ACH-000045,-0.5704240689079607
ACH-000047,-0.7108774650600268
ACH-000052,-0.8496151357846865
ACH-000053,-0.8327253135465548
ACH-000054,-0.7249239340674534
ACH-000055,-0.5245844473282119
ACH-000060,-0.9324241254853466
ACH-000067,-1.0016087801677285
ACH-000070,-0.8892702688924079
ACH-000075,-0.16673121314062667
ACH-000078,-0.5092347623432572
ACH-000082,-0.8984633410957937
ACH-000085,-0.9714341773659959
ACH-000086,-0.3948576726025241
ACH-000087,-0.7439292440534451
ACH-000092,-0.9557404407031024
ACH-000095,-0.7145204914584306
ACH-000097,-0.9172467587328864
ACH-000098,-0.8759237824777788
ACH-000099,-0.7748154340724582
ACH-000108,-0.8028707688037163
ACH-000113,-0.6361776282084328
ACH-000116,-0.8730015688897002
ACH-000118,-0.8200182368965362
ACH-000120,-0.9922961153199656
ACH-000123,-0.3904782526485199
ACH-000127,-0.8617773475840262
ACH-000128,-0.6795936838542324
ACH-000132,-0.8258567707117548
ACH-000133,-0.6688283615076932
ACH-000137,-0.7628043588464823
ACH-000138,-0.9676833890212811
ACH-000142,-0.7694444135510481
ACH-000143,-0.8646614847084559
ACH-000146,-0.6219831827351435
ACH-000148,-0.6761938865453616
ACH-000150,-0.4730863374725103
ACH-000152,-0.6257689657318557
ACH-000153,-0.6934454980853448
ACH-000159,-0.6684221974354966
ACH-000160,-0.8760448550674985
ACH-000163,-0.7489415568393964
ACH-000167,-0.9876090981381279
ACH-000168,-0.8622926073511318
ACH-000169,-0.8797020932327523
ACH-000178,-0.6939766530550939
ACH-000183,-0.8626268320854998
ACH-000188,-0.7750825307453082
ACH-000189,-0.6209209122244717
ACH-000190,-0.6184190332601728
ACH-000198,-0.6927005957074179
ACH-000203,-0.997796188871146
ACH-000204,-0.718774743938697
ACH-000206,-0.52808079242885
ACH-000207,-0.915085467398484
ACH-000208,-0.7810310538771491
ACH-000210,-0.8052491298427059
ACH-000211,-0.9167925651930376
ACH-000215,-1.0237100613311096
ACH-000221,-0.7025324238056814
ACH-000222,-0.919430546823786
ACH-000223,-0.6269727520357692
ACH-000226,-0.6367989317643958
ACH-000227,-0.6812065978456572
ACH-000228,-0.6426037259819698
ACH-000231,-0.4659887322292522
ACH-000232,-0.5798947167503439
ACH-000233,-0.6729968435889936
ACH-000234,-0.8741399230834875
ACH-000235,-0.8863098118590347
ACH-000237,-0.6708207953456601
ACH-000238,-0.9673237563333849
ACH-000242,-0.9928045550232281
ACH-000243,-0.8130745776269158
ACH-000244,-0.5175313027622265
ACH-000246,-0.3891154640749685
ACH-000248,-0.8218226239742331
ACH-000250,-0.6858926500491126
ACH-000251,-0.8524814387306048
ACH-000252,-0.9548010756796702
ACH-000253,-0.9303727256283963
ACH-000255,-0.5366356398927772
ACH-000256,-0.9135482284241307
ACH-000257,-0.8102044835617989
ACH-000258,-0.5569376492093496
ACH-000259,-0.4945170405715147
ACH-000260,-0.7814556242569051
ACH-000261,-0.489546781564685
ACH-000262,-0.4871163106000457
ACH-000263,-0.8447736776811848
ACH-000264,-0.9806385009440324
ACH-000265,-0.6022879590189675
ACH-000266,-1.0475056924613184
ACH-000272,-0.7003482295913959
ACH-000274,-0.7883228125178834
ACH-000277,-0.9620975658308986
ACH-000278,-0.6980994169401668
ACH-000279,-0.6366584480169761
ACH-000280,-0.6867238436734827
ACH-000281,-1.1018731109668607
ACH-000288,-0.7726938802322444
ACH-000291,-0.8717910089683227
ACH-000293,-0.5996567066253895
ACH-000294,-0.8037459863924471
ACH-000295,-0.8723685976601865
ACH-000296,-0.6481004582738189
ACH-000302,-0.5810774466047379
ACH-000304,-0.7847730611892798
ACH-000307,-0.9453772190931791
ACH-000308,-0.9247368313927498
ACH-000310,-0.5818739063006839
ACH-000311,-0.8663577693530758
ACH-000312,-0.7348118587468002
ACH-000315,-1.1161165251783454
ACH-000316,-0.7323459043593011
ACH-000317,-0.9247838998593572
ACH-000318,-0.8244550706004555
ACH-000319,-0.8885319629242729
ACH-000320,-0.9049353089930582
ACH-000322,-0.6250736183558899
ACH-000323,-0.9273620691974604
ACH-000324,-0.6017143624783131
ACH-000329,-0.7788596483908705
ACH-000330,-1.1438259649081233
ACH-000331,-0.7668922162769889
ACH-000332,-0.8162513233902443
ACH-000334,-0.8106147917245435
ACH-000335,-0.8339558919847468
ACH-000336,-0.6160038420178052
ACH-000337,-0.8571003693042909
ACH-000338,-0.9127511200742318
ACH-000339,-0.7632851837796633
ACH-000341,-0.8090405654061037
ACH-000348,-0.6328740605930941
ACH-000350,-0.5975012043176141
ACH-000352,-0.8599284500892341
ACH-000356,-0.6748345377459992
ACH-000361,-0.48461633658230796
ACH-000362,-0.6768410098479091
ACH-000363,-0.9788856101868224
ACH-000364,-0.8930169101230787
ACH-000365,-1.1781972195391444
ACH-000366,-0.8774170726128756
ACH-000368,-0.7591796850522554
ACH-000374,-0.8125964137460551
ACH-000375,-0.6326555977801355
ACH-000376,-0.8521714092207294
ACH-000381,-0.8205848330236293
ACH-000383,-0.8677572360372389
ACH-000387,-0.8924570718509571
ACH-000389,-0.9138469679970658
ACH-000390,-1.0246705557405391
ACH-000393,-0.4647173129562952
ACH-000395,-0.9406065187651236
ACH-000396,-0.7782387060037634
ACH-000397,-0.5967982515767148
ACH-000401,-0.7145485292800775
ACH-000402,-0.9627986935393094
ACH-000403,-0.9139266413930981
ACH-000404,-0.6997000355670777
ACH-000406,-1.006143061290538
ACH-000407,-0.6490295829041832
