,UPK3A (7380)
ACH-000004,-0.08308398172773812
ACH-000005,0.2336334225136809
ACH-000007,-0.0962155750131886
ACH-000009,-0.08498586260787787
ACH-000011,0.06429008684468653
ACH-000012,-0.062475098922095414
ACH-000013,-0.09015068461317746
ACH-000014,-0.12140806222816475
ACH-000015,-0.06626070902841229
ACH-000017,-0.030735618763000336
ACH-000018,-0.22308683753914815
ACH-000019,0.035390546974503896
ACH-000021,0.027545076852137602
ACH-000022,-0.12721104543351214
ACH-000025,-0.04018321607291405
ACH-000028,-0.015317231407987785
ACH-000030,-0.16664752329974822
ACH-000035,-0.01879572407257376
ACH-000036,-0.06356573488898844
ACH-000037,-0.1131841287862951
ACH-000039,0.006571791908526524
ACH-000040,-0.017526647070784364
ACH-000041,-0.2984494725619599
ACH-000042,-0.03299485392597526
ACH-000045,0.01640605231297038
ACH-000047,-0.17222630749945225
ACH-000052,-0.036591523938715835
ACH-000053,-0.0693002094504744
ACH-000054,0.009408549153046312
ACH-000055,-0.19527326511401802
ACH-000060,-0.18468463132571086
ACH-000067,-0.15884255081648432
ACH-000070,-0.11225604562964404
ACH-000075,-0.11094781742095597
ACH-000078,-0.1015253432020342
ACH-000082,0.026407050233529145
ACH-000085,-0.1334080337337587
ACH-000086,0.06311305234896361
ACH-000087,-0.06741596883748725
ACH-000092,0.05632628680537623
ACH-000095,-0.09460625707579172
ACH-000097,-0.09094481940945648
ACH-000098,0.019725201068635487
ACH-000099,0.018603015823699682
ACH-000108,0.03645034444840475
ACH-000113,0.10933449852321887
ACH-000116,0.09758040738031104
ACH-000118,-0.044743588456426835
ACH-000120,0.004130458462731085
ACH-000123,-0.057902266749624336
ACH-000127,0.05470224274538615
ACH-000128,0.010503375243963454
ACH-000132,-0.012223709512367158
ACH-000133,-0.003540747062379493
ACH-000137,-0.11404600648214293
ACH-000138,0.158113932721708
ACH-000142,0.077098195788555
ACH-000143,-0.1993595548510942
ACH-000146,-0.14292827041977418
ACH-000148,-0.002675342352095482
ACH-000150,0.06557656775915344
ACH-000152,-0.03321532820838838
ACH-000153,0.0024551876685269037
