,UBD (10537)
ACH-000004,-0.08722213227944405
ACH-000005,0.023520399200111786
ACH-000007,-0.16440795984510848
ACH-000009,0.0858577977236753
ACH-000011,0.04416221311404977
ACH-000012,0.06773184043653839
ACH-000013,0.06327297384938325
ACH-000014,0.04512449356745368
ACH-000015,0.006835891291441018
ACH-000017,-0.010111851224599807
ACH-000018,0.10435229392626988
ACH-000019,0.1858858934060971
ACH-000021,0.00629078869170623
ACH-000022,0.10413763270282804
ACH-000025,0.01780669660354148
ACH-000028,0.09635536680318378
ACH-000030,-0.0633273059256782
ACH-000035,0.04877364312984828
ACH-000036,0.011033759280454549
ACH-000037,-0.09345459142939994
ACH-000039,-0.06885493429528666
ACH-000040,-0.03361850700846503
ACH-000041,0.04759794857347579
ACH-000042,-0.020892842491173024
ACH-000045,0.04292441758264473
ACH-000047,0.0637965675334558
ACH-000052,-0.08117554188626748
ACH-000053,-0.012050973543494612
ACH-000054,-0.01299147346807934
ACH-000055,0.1747416662037184
ACH-000060,0.06772159448979488
ACH-000067,0.018379853871234232
ACH-000070,0.10801538454621362
ACH-000075,0.08883984321746281
ACH-000078,-0.020087702669884768
ACH-000082,-0.004223685119517016
ACH-000085,-0.07084946068260244
ACH-000086,0.08563587254450608
ACH-000087,0.20515280495143076
ACH-000092,0.08988845212305299
ACH-000095,0.07911273184406617
ACH-000097,-0.050294705914539314
ACH-000098,0.0781594194189011
ACH-000099,0.061346316623277525
ACH-000108,0.06425365365671708
ACH-000113,0.08669736305697781
ACH-000116,0.13619866496435526
ACH-000118,0.06300727886924183
ACH-000120,-0.015192007722565275
ACH-000123,-0.005325702788138533
ACH-000127,-0.03427968418966188
ACH-000128,-0.06763857924716687
ACH-000132,0.060612346794478675
ACH-000133,0.09813410701077452
ACH-000137,-0.1172824670096322
ACH-000138,0.03911763552822373
ACH-000142,-0.07548048175246515
ACH-000143,0.03615403646768616
ACH-000146,0.048966114064782164
ACH-000148,0.11425459845184775
ACH-000150,0.09349705207864344
ACH-000152,-0.06790869271311584
ACH-000153,0.11948337178858907
ACH-000159,0.054706255364192505
ACH-000160,0.05622235012696794
ACH-000163,0.019431465352572758
ACH-000167,-0.14010369680430595
ACH-000168,0.04185489555782409
ACH-000169,-0.013049224277382084
ACH-000178,0.035806813808151705
ACH-000183,0.15815448527915102
ACH-000188,0.0795137638468373
ACH-000189,0.2200026088253937
ACH-000190,-0.06841987055426282
ACH-000198,0.13916593811013814
ACH-000203,-0.03476833944609229
ACH-000204,0.06496612139625417
ACH-000206,0.06149146281434801
ACH-000207,0.09339506944301834
ACH-000208,0.018546048086037985
ACH-000210,0.2480263873241101
ACH-000211,0.08918367082023163
ACH-000215,0.05085613539431496
ACH-000221,0.0038460243650944533
ACH-000222,0.01520253795396931
ACH-000223,0.08374118860486439
ACH-000226,-0.004066632066123756
ACH-000227,-0.12361833401241973
ACH-000228,-0.010615234464985551
ACH-000231,0.020657927241139847
