,GPNMB (10457)
ACH-000004,0.1596061851161261
ACH-000005,0.1926548980343332
ACH-000007,0.21427842436426706
ACH-000009,0.05026416029980392
ACH-000011,0.19011113773984464
ACH-000012,0.040164615803659716
ACH-000013,0.20180186427727095
ACH-000014,-0.05746843678590099
ACH-000015,0.15565374832663156
ACH-000017,0.14976744092610353
ACH-000018,0.015673519300599778
ACH-000019,0.07999067079941419
ACH-000021,0.011285741683448959
ACH-000022,0.12297191068530805
ACH-000025,0.006359609592691886
ACH-000028,0.15817119500779964
ACH-000030,0.07997239860243975
ACH-000035,-0.09658523741225568
ACH-000036,-0.024564154494845208
ACH-000037,0.09341190719881264
ACH-000039,0.2691293869594625
ACH-000040,0.1964349093016598
ACH-000041,0.12930240277847882
ACH-000042,0.008598842688829166
ACH-000045,-0.012327678875237877
ACH-000047,0.036659481315850236
ACH-000052,0.04643765745036321
ACH-000053,0.04223692085249982
ACH-000054,0.10325492196940304
ACH-000055,-0.08422941480114919
ACH-000060,0.09669534513359658
ACH-000067,0.18117385624377516
ACH-000070,0.13513716863826986
ACH-000075,0.16304017280170155
ACH-000078,0.13303573740361024
ACH-000082,0.006709384456062208
ACH-000085,0.32974605783318234
ACH-000086,0.14290584168221165
ACH-000087,0.2682293594923873
ACH-000092,0.1735782549277771
ACH-000095,0.07093444089110262
ACH-000097,0.2019850648655181
ACH-000098,0.12536111271510414
ACH-000099,0.13820891752324493
ACH-000108,0.05744901553960345
ACH-000113,0.11609664897538427
ACH-000116,0.0928970502488435
ACH-000118,0.1517009701130565
ACH-000120,0.0064866985127702064
ACH-000123,0.10689185763330464
ACH-000127,0.09847816716838736
ACH-000128,0.053206362580659784
ACH-000132,0.2541330451064094
ACH-000133,0.16238753102161005
ACH-000137,-0.009331962950454787
ACH-000138,0.14936585838625516
ACH-000142,0.09421411418942033
ACH-000143,0.09926165742029787
ACH-000146,0.0845724865845264
ACH-000148,0.045819583446993065
ACH-000150,0.03233477353284889
ACH-000152,0.12303102760481055
ACH-000153,0.19447319111501565
ACH-000159,0.08453471200198216
ACH-000160,0.03709147725181223
ACH-000163,0.1165891871404913
ACH-000167,0.3070814797127812
ACH-000168,0.12123550527599038
ACH-000169,0.1946093426656676
ACH-000178,0.009899384983322709
ACH-000183,0.15042108681923566
ACH-000188,0.10498336309876652
ACH-000189,0.06411581609290487
ACH-000190,0.1710320581532645
ACH-000198,0.08875565868470325
ACH-000203,0.03125076156638869
ACH-000204,0.10070436031863994
ACH-000206,0.1903824308172004
ACH-000207,0.15850383611354055
ACH-000208,-0.1712751853070401
ACH-000210,0.11792245122586476
