,GMDS (2762)
ACH-000004,0.2139492609129432
ACH-000005,0.3039223400555505
ACH-000007,0.0824903582571887
ACH-000009,0.06777429167012464
ACH-000011,0.15942646128938195
ACH-000012,0.1415400626634065
ACH-000013,0.09762283292281247
ACH-000014,0.14578055525521436
ACH-000015,0.030176126052773308
ACH-000017,0.18530585045781509
ACH-000018,0.06981991363371941
ACH-000019,0.2224570480693879
ACH-000021,0.07338376445288063
ACH-000022,0.1732944669084128
ACH-000025,0.11270335258054093
ACH-000028,0.213992138551396
ACH-000030,0.02855505544871424
ACH-000035,0.1767797555993397
ACH-000036,0.05758547072482886
ACH-000037,0.03649401609813401
ACH-000039,0.03083899878603273
ACH-000040,0.01836786137682441
ACH-000041,0.008991792975725128
ACH-000042,0.06611954117667981
ACH-000045,0.09094752021047037
ACH-000047,0.1198013868010176
ACH-000052,0.10207119755805187
ACH-000053,0.12478913525649607
ACH-000054,0.07705869941907709
ACH-000055,0.1588030786430159
ACH-000060,0.2050162364180076
ACH-000067,0.12343597365067875
ACH-000070,0.2254355908552471
ACH-000075,0.16481105656740686
ACH-000078,0.046070508017678966
ACH-000082,0.0400320638759901
ACH-000085,0.13377413031797786
ACH-000086,0.0950118194653984
ACH-000087,0.10664028173713587
ACH-000092,0.14509253238415515
ACH-000095,0.08951115196833949
ACH-000097,0.17870735770704732
ACH-000098,0.11008258534865917
ACH-000099,0.12007961386595907
ACH-000108,0.0650837896094048
ACH-000113,0.1308202168968056
ACH-000116,0.1111031089299636
ACH-000118,0.015073388617653078
ACH-000120,0.04248907686720154
ACH-000123,0.2311236797953829
ACH-000127,0.06348141054713709
ACH-000128,0.091712337222075
ACH-000132,0.10611388441987127
ACH-000133,0.04423699323028099
ACH-000137,0.027903492962321117
ACH-000138,0.10308090522716794
ACH-000142,0.1869076074496593
ACH-000143,0.051953153744364364
ACH-000146,0.11747443921947966
ACH-000148,0.11222741104321204
ACH-000150,0.2046511212807855
ACH-000152,0.1127766436076474
ACH-000153,0.09823740871636044
ACH-000159,0.10570005413313978
ACH-000160,0.12573205034410767
ACH-000163,0.08270809934207976
ACH-000167,0.006161332237003201
ACH-000168,0.031783058116585834
ACH-000169,0.04564726964081581
ACH-000178,0.10128421170356833
ACH-000183,0.16911545546804754
ACH-000188,0.042625622204187634
ACH-000189,0.2208488558123841
ACH-000190,0.006961721587151592
ACH-000198,0.15517230886344793
ACH-000203,-0.4178128120994305
ACH-000204,0.07435444633049629
ACH-000206,0.16746661847049407
ACH-000207,0.08907465938820283
ACH-000208,0.022130962640185197
ACH-000210,0.06397038020954991
ACH-000211,0.08980565450253959
ACH-000215,0.1379291105982111
ACH-000221,0.18639021405392048
ACH-000222,-0.038300630682455566
ACH-000223,0.16068480586086786
ACH-000226,0.11335618008690272
ACH-000227,0.1005624846989737
ACH-000228,0.1219203555292479
ACH-000231,0.11155942526776308
ACH-000232,0.13631976395457404
ACH-000233,0.02835635269030415
ACH-000234,0.05595192688777318
ACH-000235,0.14057316758466634
ACH-000237,0.045052392474659766
ACH-000238,0.07551111436633186
ACH-000242,0.13246460942931848
ACH-000243,0.08755902575366017
ACH-000244,0.2543590260069061
ACH-000246,0.09509802343249772
ACH-000248,0.03832111368948976
ACH-000250,0.07334663280103162
ACH-000251,-0.0481786601649266
ACH-000252,0.2774047080435492
ACH-000253,0.08323185034536126
ACH-000255,0.1585840259148629
ACH-000256,0.21289213653847616
ACH-000257,0.1074823992529373
ACH-000258,0.11832858056559513
ACH-000259,0.08193535472249025
ACH-000260,0.07226266963394279
ACH-000261,0.15146475535946538
ACH-000262,0.03367334601061347
ACH-000263,0.3186635395601259
ACH-000264,0.1733992731455566
ACH-000265,0.18016593818322693
ACH-000266,-0.014348218391107496
ACH-000272,0.09961020093209486
ACH-000274,-0.05155151964132261
ACH-000277,0.2056148793466499
ACH-000278,0.04355767934441702
ACH-000279,0.01667814833683141
ACH-000280,0.07781303892099377
ACH-000281,0.1115532044408181
ACH-000288,0.1096099676456173
ACH-000291,0.09404507059378622
ACH-000293,0.16757959595062027
ACH-000294,-0.2673684695936138
ACH-000295,0.010676973838867456
ACH-000296,0.16200211574114926
ACH-000302,0.11919210999094262
ACH-000304,0.22101069561979167
ACH-000307,0.15463639896763307
ACH-000308,0.08417969924511233
ACH-000310,0.013553292975608646
ACH-000311,0.08295577681617085
ACH-000312,0.07226563940968772
ACH-000315,0.20936269745708488
ACH-000316,0.10596704383456357
ACH-000317,-0.037130754043645985
ACH-000318,0.03397192013922582
ACH-000319,0.08597534467431296
ACH-000320,0.028156684665631006
ACH-000322,0.032608318577825535
ACH-000323,0.009245914870553585
ACH-000324,0.06346772733288107
ACH-000329,0.13600826063563093
ACH-000330,0.1840920621637008
ACH-000331,0.12302943591183135
ACH-000332,0.06462917902872935
ACH-000334,0.1274491525665149
ACH-000335,0.14267216808972966
ACH-000336,-0.17490074822729051
ACH-000337,-0.14128887368560902
ACH-000338,0.0979279679690446
ACH-000339,0.045784216841267586
ACH-000341,0.04605078537329352
ACH-000348,0.10304870398078103
ACH-000350,0.17579894040442928
ACH-000352,0.17503188755949906
ACH-000356,0.12679416010948227
ACH-000361,-0.03418132685108164
ACH-000362,-0.06578999283616467
ACH-000363,0.08148544531158268
ACH-000364,0.15078863156353642
ACH-000365,0.08122387517905189
ACH-000366,0.008523851567228877
ACH-000368,0.10944829515761784
ACH-000374,0.06964043894017237
ACH-000375,0.13407286272816735
ACH-000376,0.06608542957022093
ACH-000381,0.028721810895324388
ACH-000383,0.08041745196370771
ACH-000387,0.08180545277874028
ACH-000389,0.22467152344031407
ACH-000390,0.09368019849185158
ACH-000393,0.038098763120395056
ACH-000395,0.010945640898087826
ACH-000396,0.033767670839656434
ACH-000397,0.10701573937008788
ACH-000401,0.0544754610833755
ACH-000402,0.12053285471705555
ACH-000403,0.11062977025155482
ACH-000404,-0.03054011101248785
ACH-000406,0.10090463965978977
ACH-000407,0.0730507585061102
ACH-000408,0.0976471426223138
ACH-000410,0.09637072432762467
ACH-000411,0.057433630835830085
ACH-000414,0.013998024370893921
ACH-000415,0.06295759998732281
ACH-000416,0.04780788717065523
ACH-000420,0.15812896841852805
ACH-000421,0.18605644290855405
ACH-000424,0.04380567735151213
ACH-000425,0.108328352920001
ACH-000426,0.10695040933500287
ACH-000427,0.2812779692700455
ACH-000433,0.09436833802679513
ACH-000435,-0.003405449659446173
ACH-000436,0.09071148709500523
ACH-000444,0.07781900903241852
ACH-000445,0.008696155873896268
ACH-000448,0.046538085695717206
ACH-000450,0.14740583873489704
ACH-000452,0.13270929076413074
ACH-000454,0.15766445293350034
ACH-000458,0.17570098254424305
ACH-000459,0.041079871880144565
ACH-000460,0.22525399514884706
ACH-000461,0.09510181371022483
ACH-000463,0.09741539649194304
ACH-000464,0.08904776115593185
ACH-000466,0.07763538994406957
ACH-000467,0.08606011542150342
ACH-000468,0.16498395972798952
ACH-000469,0.15375445872880458
ACH-000470,-0.0034392363943649344
ACH-000471,-0.0811133178911491
ACH-000472,0.0606051153477092
ACH-000473,0.06644822243705993
ACH-000475,0.13182203096452186
ACH-000476,0.022775872520674843
ACH-000477,0.12102776318953325
ACH-000479,-0.08373189120500328
ACH-000480,0.067749164073401
ACH-000481,0.04344613718445844
ACH-000483,0.21515277797029586
ACH-000484,0.158281650693224
ACH-000485,0.1674143658474666
ACH-000486,0.22026318508973908
ACH-000487,0.033687431299715465
ACH-000488,0.15024265301811426
ACH-000490,0.14509796673980774
ACH-000491,0.08811863322057609
ACH-000495,0.12256206860433674
ACH-000496,0.17635292925400106
