,BTN3A2 (11118)
ACH-000004,0.14360137870624806
ACH-000005,-0.2184982008214188
ACH-000007,0.08968178174088508
ACH-000009,0.011572883793709958
ACH-000011,0.08695950625320294
ACH-000012,0.07512026232269095
ACH-000013,0.02158808027863897
ACH-000014,0.06425619399837071
ACH-000015,0.2783104073559321
ACH-000017,0.12438143509441145
ACH-000018,0.2361440571360608
ACH-000019,0.03099950205586774
ACH-000021,0.11848653932856658
ACH-000022,0.07459052179131329
ACH-000025,0.1757008843541788
ACH-000028,0.1407556205510806
ACH-000030,0.19459956517239246
ACH-000035,0.19718700476455794
ACH-000036,0.13473916915886566
ACH-000037,-0.014278350766681762
ACH-000039,0.1260926825465091
ACH-000040,0.06675998009726088
ACH-000041,0.04091166159209495
ACH-000042,0.1243654564109258
ACH-000045,0.18211854535224906
ACH-000047,0.1438448188413647
ACH-000052,0.13624173841427656
ACH-000053,0.052860543079568466
ACH-000054,0.0283306047157075
ACH-000055,-0.008997745616153272
ACH-000060,0.21164123109914965
ACH-000067,0.06667843191609239
ACH-000070,0.15752789541561932
ACH-000075,-0.053955665512902734
ACH-000078,0.1317997582271733
ACH-000082,0.05902944775542208
ACH-000085,0.012461575391547193
ACH-000086,0.07894971751051054
ACH-000087,0.002612174061361389
ACH-000092,0.20073479339390352
ACH-000095,-0.01532587487204509
ACH-000097,0.06623870512408572
ACH-000098,0.10457796590272124
ACH-000099,0.05564060155369308
ACH-000108,0.12343736766572347
ACH-000113,0.20930338422123546
ACH-000116,0.2804241213907975
ACH-000118,0.17182687895940754
ACH-000120,0.2267531063614988
ACH-000123,0.01847711277245428
ACH-000127,0.12960516688917212
ACH-000128,0.059925485690711974
ACH-000132,0.13547711497137302
ACH-000133,0.12999903762314766
ACH-000137,0.1386849603212558
ACH-000138,0.055809615855070785
ACH-000142,0.1953573747262067
ACH-000143,0.04131081434135051
ACH-000146,0.11494708063188447
ACH-000148,0.13908106979150606
ACH-000150,0.14474055803409794
ACH-000152,0.04131619199628056
ACH-000153,-0.10741992027957732
ACH-000159,0.12133703069980058
ACH-000160,0.0957226302910787
ACH-000163,0.2250401864576943
ACH-000167,-0.04870007737958675
ACH-000168,0.04921192820359545
ACH-000169,0.16453342593321107
ACH-000178,0.0630653120005426
ACH-000183,0.05296998681464119
ACH-000188,0.1345685362415549
ACH-000189,0.2891615194778956
ACH-000190,0.058877736918971274
ACH-000198,0.10112655545967546
ACH-000203,-0.29349626991629146
ACH-000204,0.2238444322120914
ACH-000206,0.19635691176181624
ACH-000207,0.06350089677214385
ACH-000208,0.3115174879464975
ACH-000210,-0.0002535126166358393
ACH-000211,0.048220679766310136
ACH-000215,0.0680394235300064
ACH-000221,0.06964721315478223
ACH-000222,0.01548934985035202
ACH-000223,0.08565706338742599
ACH-000226,0.18620955116430776
ACH-000227,0.13527227419233898
ACH-000228,0.17034831104350234
ACH-000231,0.08054024750654949
ACH-000232,0.09386501108154953
ACH-000233,0.050294351901963866
ACH-000234,0.21971140876528067
ACH-000235,0.110606282775591
ACH-000237,0.12141814946214273
ACH-000238,0.12392492046420632
ACH-000242,0.14540927965179126
ACH-000243,0.1257276171726523
ACH-000244,0.20399669911066265
ACH-000246,0.0848760868298675
ACH-000248,-0.17817883797731118
ACH-000250,0.11248303095775353
ACH-000251,0.2397540167937635
ACH-000252,0.056327706252064076
ACH-000253,0.12871300864013085
ACH-000255,0.20612579798627612
ACH-000256,0.11382043523475542
ACH-000257,0.09324769398041363
ACH-000258,0.13527820250356282
ACH-000259,0.13022785116373026
ACH-000260,0.045854439197394285
ACH-000261,0.08645388108061881
ACH-000262,0.16947424292214894
ACH-000263,0.11767875872385225
ACH-000264,0.1179016367101368
ACH-000265,0.1629388482004492
ACH-000266,0.07576918943556027
ACH-000272,0.09614825125162448
ACH-000274,0.1520858191425349
ACH-000277,0.26148176545261864
ACH-000278,0.08698615430210717
