,TOP2A (7153)
ACH-000445,-1.4227060536954474
ACH-000448,-1.280028666134812
ACH-000450,-0.8599703844200499
ACH-000452,-1.3852656074361696
ACH-000454,-1.2309018548495314
ACH-000458,-1.4145852185080423
ACH-000459,-1.035854057773394
ACH-000460,-1.1652312794076924
ACH-000461,-1.2504463916626938
ACH-000463,-1.1036425153844789
ACH-000464,-0.9831860712601078
ACH-000466,-1.0306503604053223
ACH-000467,-1.3475352572399324
ACH-000468,-1.2122277469564635
ACH-000469,-1.280481402528567
ACH-000470,-1.1405865679385172
ACH-000471,-1.288065242294006
ACH-000472,-1.3877462335267998
ACH-000473,-1.2808720343000366
ACH-000475,-1.2112525732793105
ACH-000476,-1.2702643217901337
ACH-000477,-1.0090853128880874
ACH-000479,-1.38316644927873
ACH-000480,-1.1399141246869853
ACH-000481,-1.2686028052299383
ACH-000483,-1.4250508772443218
ACH-000484,-1.309890990840191
ACH-000485,-1.2681344374922925
ACH-000486,-1.1809572852818404
ACH-000487,-1.3391392594180445
ACH-000488,-1.3121540872363806
ACH-000490,-1.4713197382708312
ACH-000491,-1.1199162490523284
ACH-000495,-1.2897693460509012
ACH-000496,-1.326734948388627
ACH-000499,-1.506940034538136
ACH-000500,-1.4480813648937765
ACH-000502,-1.1717248217203151
ACH-000503,-1.4027517498701532
ACH-000505,-1.2966041719794752
ACH-000507,-1.199324177995585
ACH-000510,-1.3196787555354497
ACH-000511,-1.3750262142207217
ACH-000512,-1.2930359088860053
ACH-000516,-1.3541541690756058
ACH-000517,-1.388048639473322
ACH-000518,-1.4063901687386655
ACH-000520,-1.189734838499365
ACH-000521,-1.0279813267183784
ACH-000522,-1.3361394084261269
ACH-000524,-1.111226836977778
ACH-000527,-1.2218451446577572
ACH-000528,-1.3650450347059837
ACH-000537,-1.1528736674616344
ACH-000541,-1.2135071159743784
ACH-000542,-1.0904770623954354
ACH-000544,-1.2474905074107463
ACH-000545,-1.1813618468142577
ACH-000547,-1.1725550067603452
ACH-000548,-1.3719438653288405
ACH-000549,-0.9759197627874756
ACH-000550,-1.3332887542789291
ACH-000552,-1.3259808904204045
ACH-000556,-1.4305605798284875
ACH-000557,-1.4694010771268609
ACH-000569,-1.0533651555073933
ACH-000570,-1.212820390086122
ACH-000571,-1.3456267402803528
ACH-000573,-1.4425624730914932
ACH-000576,-1.060434121902581
ACH-000579,-1.2587102894808415
ACH-000580,-1.6237653029651442
ACH-000584,-1.3057766028668942
ACH-000585,-1.4478623751003237
ACH-000588,-1.4622911021413407
ACH-000589,-1.5020906546470874
ACH-000591,-1.3058350078468477
ACH-000593,-1.2790707983954028
ACH-000600,-1.2346424339626365
ACH-000601,-1.179259698592008
ACH-000605,-1.30793299528102
ACH-000606,-1.289235256368333
ACH-000608,-1.0307480868369931
ACH-000614,-1.1541757995135136
ACH-000616,-1.0384651800279523
ACH-000618,-1.355816117068645
ACH-000619,-1.3452184782073722
ACH-000620,-1.130307464222394
ACH-000621,-0.6420289938734635
ACH-000622,-0.9848106961706794
ACH-000623,-1.3561606562181263
ACH-000624,-1.3091382734976091
ACH-000627,-1.2643370483110876
ACH-000630,-1.2908507308987818
ACH-000631,-0.9713591130793758
ACH-000632,-0.9691290668181978
ACH-000633,-1.4912204789242405
ACH-000637,-1.3393679978783821
ACH-000638,-1.0806107165242516
ACH-000646,-1.1204069114755004
ACH-000647,-1.079137444754931
ACH-000648,-1.146503118900147
ACH-000649,-1.3082984575351069
ACH-000651,-1.3274957155580978
ACH-000652,-1.1873308977912689
ACH-000653,-1.2030805071395472
ACH-000657,-1.2128997052912371
ACH-000658,-1.3998127268133211
ACH-000661,-1.4913449487980532
ACH-000662,-1.4810151863148289
ACH-000663,-1.2345209737178249
ACH-000665,-1.2836813632829491
ACH-000671,-1.186108512037191
ACH-000672,-1.438738321682886
ACH-000673,-1.3457696232413678
ACH-000676,-1.1525620578367437
ACH-000677,-1.4808172800951651
ACH-000681,-1.0573062127572888
ACH-000683,-1.2021048306749167
ACH-000684,-1.057744890588469
ACH-000688,-1.4250852135089618
ACH-000693,-1.1564925327567468
ACH-000694,-1.1467727748504104
ACH-000695,-1.1658222295952856
ACH-000696,-1.3507112431860322
ACH-000697,-1.2031088909366248
ACH-000699,-1.6340434701169495
ACH-000701,-1.4447030312263254
ACH-000706,-1.2263569205997713
ACH-000711,-1.2013978934850718
ACH-000713,-1.4711313540594528
ACH-000714,-1.1969876655233829
ACH-000718,-1.0203059318251508
ACH-000720,-1.5074345252977357
ACH-000721,-1.189150255833575
ACH-000724,-1.4435029412118296
ACH-000725,-0.3178280948721741
ACH-000732,-1.2001521536032524
ACH-000734,-1.1521304124249634
ACH-000735,-1.4069784510520922
ACH-000736,-1.4104776426710468
ACH-000738,-1.3957868832905025
ACH-000746,-1.194111812091916
ACH-000747,-1.2992431359294387
ACH-000748,-1.2255710055735054
ACH-000753,-1.3617253583221594
ACH-000756,-1.2027538449768895
ACH-000757,-1.1150002016477925
ACH-000758,-1.3844462351246338
ACH-000760,-1.3991039947480812
ACH-000762,-1.2930537761706304
ACH-000763,-1.5329216807961137
ACH-000764,-1.1520490309936366
ACH-000765,-1.2727786486109076
ACH-000766,-1.2463134660904265
ACH-000767,-0.909106633827064
ACH-000768,-1.275014133250413
ACH-000769,-1.2593581635989863
ACH-000770,-1.1772502655021981
ACH-000771,-1.3996184273984933
ACH-000773,-1.2169302269541356
ACH-000776,-1.3320851880060094
ACH-000777,-1.4404706374815173
ACH-000778,-1.5890967833492915
ACH-000781,-1.2730492475875816
ACH-000782,-0.6806909939111163
ACH-000783,-1.2672941384376637
ACH-000784,-1.3647629672153592
ACH-000785,-1.454320991458542
ACH-000787,-1.301324138593335
ACH-000788,-1.1792846032615096
ACH-000791,-1.2110470912429523
ACH-000792,-1.1124575646021313
ACH-000794,-0.9977476883566756
ACH-000796,-1.299448047351833
ACH-000798,-1.5845757360821624
ACH-000799,-1.3931420132016734
ACH-000800,-1.524475653358171
ACH-000802,-1.390354717325478
ACH-000804,-1.2457752826759023
ACH-000805,-1.2537629454572332
ACH-000809,-1.2557055783832969
ACH-000810,-1.3631660744893013
ACH-000811,-1.2929015441184062
ACH-000817,-1.0238555761116153
ACH-000819,-1.4039190288725043
ACH-000820,-1.2311468650848527
ACH-000821,-1.3516645574057573
ACH-000822,-1.1513205954839123
ACH-000823,-1.3253805417360685
ACH-000824,-1.272790618942062
ACH-000827,-1.3329725405298205
ACH-000829,-1.2108294574046403
ACH-000831,-1.182370131595
ACH-000832,-1.2275492767129093
ACH-000833,-1.0672107134393365
ACH-000834,-1.337687058291615
ACH-000835,-1.4193580834404844
ACH-000836,-1.3549176946487582
ACH-000837,-1.3662597047499307
ACH-000838,-1.1743061425322554
ACH-000839,-0.962522876698965
ACH-000840,-1.4925279459791472
ACH-000841,-1.5466200892761417
ACH-000843,-1.3425325607561518
ACH-000846,-1.04732657916251
ACH-000847,-1.1713253808854125
ACH-000848,-1.4451399497219877
ACH-000849,-1.3303910641072418
ACH-000851,-1.1533477517345545
ACH-000855,-1.3783047353696944
ACH-000856,-1.1215743669048794
ACH-000858,-1.2932389334850731
ACH-000859,-1.1861183558232755
ACH-000861,-1.1830636533155678
ACH-000862,-1.2882387071660977
ACH-000865,-1.3607709851552132
ACH-000866,-1.2499387754326614
ACH-000867,-1.3936067923397089
ACH-000869,-0.9823047334614712
ACH-000872,-1.3578417315852818
ACH-000873,-1.2527167579774527
ACH-000876,-1.7059195486516372
ACH-000878,-0.9281488778643632
ACH-000880,-1.3123620045767557
ACH-000881,-1.3550814510474305
ACH-000882,-1.3095077245127602
ACH-000884,-1.3773850118265916
ACH-000885,-1.3152514301820393
ACH-000887,-1.2492444920451304
ACH-000889,-1.22728100654357
ACH-000896,-1.194634405965451
ACH-000898,-1.337759981162822
ACH-000900,-1.1055339443151089
ACH-000901,-1.3922983620109504
ACH-000905,-1.0382494032468053
ACH-000906,-1.3796471866051307
ACH-000907,-1.4177402632503495
ACH-000910,-1.496618724214345
ACH-000911,-1.3402892137509257
ACH-000912,-1.2799481309215317
ACH-000913,-1.3917585636338758
ACH-000915,-1.4109164837117352
ACH-000916,-1.627860822362771
ACH-000917,-1.433027438025662
ACH-000920,-0.8951423299667615
ACH-000921,-1.4530542825904935
ACH-000924,-1.2823300998983007
ACH-000926,-1.3704242676545713
ACH-000928,-1.1210229703952004
ACH-000929,-1.2498193582648975
ACH-000932,-1.1923255170244034
ACH-000935,-1.1993284251541714
ACH-000936,-1.17801818667404
ACH-000937,-1.4185465430475606
ACH-000938,-0.845561183074575
ACH-000939,-1.3984217757173891
ACH-000941,-0.8010461158397757
ACH-000943,-1.4573300878391915
ACH-000946,-1.294314873853916
ACH-000947,-1.2946760094972611
ACH-000948,-1.1334238036213569
ACH-000950,-1.2141594378080045
ACH-000953,-0.9633075433760564
ACH-000954,-0.8836020161546352
ACH-000957,-1.241530502512803
ACH-000958,-1.160499983894523
ACH-000960,-0.4253095007318117
ACH-000963,-1.0958327725542982
ACH-000968,-1.0065045662501075
ACH-000969,-1.1200896302469423
ACH-000972,-1.253312392819201
ACH-000973,-1.2192949112662317
ACH-000974,-1.2616306461225246
ACH-000978,-1.1824650692384722
ACH-000984,-1.11188605872125
ACH-000986,-1.2790249612632256
ACH-000988,-1.1912410123875519
ACH-000993,-1.1832900683671517
ACH-000994,-1.1979583363197364
ACH-000996,-1.306328274294534
ACH-001001,-1.2330891553828076
ACH-001020,-1.5486858840229967
ACH-001028,-1.223482306132477
ACH-001031,-1.5191989656779474
ACH-001038,-1.5418482571301269
ACH-001048,-1.406756425599656
ACH-001050,-1.1902978963540225
ACH-001053,-1.3008476565420215
ACH-001054,-1.0810863917108564
ACH-001061,-1.303150527306416
ACH-001067,-1.238609172574218
ACH-001075,-1.038102212198225
ACH-001096,-1.3738340507436768
ACH-001111,-1.1808316660638507
ACH-001119,-1.664205834421214
ACH-001128,-1.2084395771510852
ACH-001134,-1.1309261779994026
ACH-001151,-1.2117319043281136
ACH-001163,-1.2556545164085162
ACH-001164,-1.2141692527400434
ACH-001183,-1.6134867427805415
ACH-001192,-1.154905872168672
ACH-001193,-1.4129451687950445
ACH-001196,-1.4276248403434926
ACH-001197,-1.2786260171512724
ACH-001205,-1.3618250248200297
ACH-001211,-1.4042981495990188
ACH-001212,-1.3591707567207942
ACH-001228,-1.0170361803221974
ACH-001232,-1.2947214458917105
ACH-001239,-1.1653393286940985
ACH-001270,-1.3794366104639062
ACH-001274,-1.3879043121616756
ACH-001275,-1.3350076686516743
ACH-001277,-1.1472229204109898
ACH-001278,-1.4264960440771337
ACH-001280,-1.3706162073649808
ACH-001283,-1.2688350660119396
ACH-001289,-1.159237138392546
ACH-001300,-1.1430376132674591
ACH-001301,-1.2524889267622867
ACH-001302,-1.3002769480367946
ACH-001306,-1.512873282487143
ACH-001318,-1.3709507690054077
ACH-001322,-1.3473830932626225
ACH-001328,-1.3289413822121623
ACH-001332,-1.4233387022297252
ACH-001336,-1.3489119840283563
ACH-001346,-1.2764686158928975
ACH-001353,-1.28792369011427
ACH-001354,-1.3185499232362103
ACH-001367,-1.2176616314499842
ACH-001368,-1.3591241152751794
ACH-001374,-1.4727731668553952
ACH-001377,-1.0870862281473834
ACH-001380,-1.2281582313331862
ACH-001391,-1.2340191315327116
ACH-001408,-1.3693977467125351
ACH-001430,-1.2213142000330484
ACH-001431,-1.0998555106049646
ACH-001450,-1.240868563541511
ACH-001496,-1.515093956626015
ACH-001500,-1.5820063011319143
ACH-001523,-1.3471182720917738
ACH-001532,-1.3515228725582311
ACH-001550,-1.507262521084027
ACH-001552,-1.2792260411520366
ACH-001554,-1.3201421115537162
ACH-001654,-1.2884484266280465
ACH-001735,-0.8373176869843769
ACH-001736,-0.8835107546380524
ACH-001737,-1.0439598553378748
ACH-001740,-1.2784404044672135
ACH-001745,-1.2277927832307722
ACH-001765,-1.11043593660674
