,TOP2A (7153)
ACH-000004,-1.4081248928986874
ACH-000005,-0.7594550508842566
ACH-000007,-1.3781589070808935
ACH-000009,-1.0833556850464032
ACH-000011,-1.381840071401769
ACH-000012,-1.2317716259332143
ACH-000013,-1.2596590475655154
ACH-000014,-1.235564648963506
ACH-000015,-1.1661713350221834
ACH-000017,-1.186940805500352
ACH-000018,-1.2041729362436069
ACH-000019,-1.0965979193536248
ACH-000021,-1.2654005697957602
ACH-000022,-1.3948812470645042
ACH-000025,-1.2998569876115451
ACH-000028,-1.2548176699475897
ACH-000030,-1.3938704377530224
ACH-000035,-1.2699501052559283
ACH-000036,-1.3283941144959188
ACH-000037,-1.6787663745004169
ACH-000039,-1.3783469163576334
ACH-000040,-1.3784891090175726
ACH-000041,-1.4016329251868695
ACH-000042,-1.3218832519010335
ACH-000045,-1.3304547674532752
ACH-000047,-1.1459416864704743
ACH-000052,-1.4714640100253198
ACH-000053,-1.1433580868621025
ACH-000054,-1.2336150564498904
ACH-000055,-1.1888084723013337
ACH-000060,-1.1858498264269255
ACH-000067,-1.5344464431990985
ACH-000070,-0.6622853945858025
ACH-000075,-1.3403618261223618
ACH-000078,-1.136840944982436
ACH-000082,-1.4167416545141909
ACH-000085,-1.0720019605735922
ACH-000086,-1.2138036904320195
ACH-000087,-1.5072306947916545
ACH-000092,-1.2639730852838922
ACH-000095,-1.2637512536111408
ACH-000097,-1.3696925695549902
ACH-000098,-1.4129695594503895
ACH-000099,-1.106587048525154
ACH-000108,-1.1918626314526573
ACH-000113,-1.0813889703408972
ACH-000116,-1.3775423951754977
ACH-000118,-1.3404990884966268
ACH-000120,-1.0622152298480048
ACH-000123,-1.4168183001171128
ACH-000127,-1.2711774238193625
ACH-000128,-1.2483018866877171
ACH-000132,-1.384729834799297
ACH-000133,-1.2855060013088695
ACH-000137,-1.2193839858647106
ACH-000138,-1.11042164049515
ACH-000142,-1.3358150375427449
ACH-000143,-1.3553231747417944
ACH-000146,-1.3223813334413947
ACH-000148,-1.5312309301963598
ACH-000150,-1.2963397220037292
ACH-000152,-1.3452608115125746
ACH-000153,-1.4994223839814191
ACH-000159,-1.3099946395500075
ACH-000160,-1.408994569941728
ACH-000163,-1.4063300410164998
ACH-000167,-2.3363564707108067
ACH-000168,-1.1726934366346509
ACH-000169,-1.3331265195823674
ACH-000178,-1.297326884994465
ACH-000183,-1.1800516869642614
ACH-000188,-1.139987894653366
ACH-000189,-1.2243114430683968
ACH-000190,-1.1986585410423172
ACH-000198,-1.3192080411901357
ACH-000203,-1.5223168651421046
ACH-000204,-1.2401488593452183
ACH-000206,-1.1280651465147544
ACH-000207,-1.5327743501072686
ACH-000208,-1.6301980633482134
ACH-000210,-1.3159278292084526
ACH-000211,-1.0205982994175826
ACH-000215,-1.241033725189051
ACH-000221,-1.3936367054079657
ACH-000222,-1.3955486400637993
ACH-000223,-1.0676709591795774
ACH-000226,-1.3822189610252351
ACH-000227,-1.3654903523740207
ACH-000228,-1.17614614858557
ACH-000231,-1.4217695133240262
ACH-000232,-1.3122837959299145
ACH-000233,-1.2430067926351376
ACH-000234,-1.3252085839938421
ACH-000235,-1.2765624564232918
ACH-000237,-1.423068548760983
ACH-000238,-1.1851840136966088
ACH-000242,-1.1649810408097558
ACH-000243,-1.1701261329260046
ACH-000244,-1.0008957089314794
ACH-000246,-1.2946807247431529
ACH-000248,-1.2170407673702563
ACH-000250,-0.945420639800038
ACH-000251,-1.3818203657281545
ACH-000252,-1.1784226984705988
ACH-000253,-1.19819287223205
ACH-000255,-1.349625703755426
ACH-000256,-1.243015869178162
ACH-000257,-1.0298478392079156
ACH-000258,-1.5505414169492353
ACH-000259,-1.2510875919891338
ACH-000260,-1.1616536746302415
ACH-000261,-1.391802646019085
ACH-000262,-1.3553248641749078
ACH-000263,-0.724410624827635
ACH-000264,-1.1633153275885564
ACH-000265,-1.1564754545284488
ACH-000266,-1.3063678351473398
ACH-000272,-1.2019253039825402
ACH-000274,-1.337138306683175
ACH-000277,-1.5200081396859466
ACH-000278,-1.4599061067100627
ACH-000279,-1.3427499489772379
ACH-000280,-1.3488669377537583
ACH-000281,-1.0455437461259358
ACH-000288,-1.153668537784958
ACH-000291,-1.0237456833252798
ACH-000293,-1.337934280405033
ACH-000294,-1.3993270219498408
ACH-000295,-1.434777699146071
ACH-000296,-1.2260866098317709
ACH-000302,-0.6211065309463848
ACH-000304,-1.0482429663068829
ACH-000307,-1.375120102470986
ACH-000308,-1.1660677110285709
ACH-000310,-1.1743215030030043
ACH-000311,-1.2815735509808228
ACH-000312,-1.3372530207016846
ACH-000315,-1.3116927300232086
ACH-000316,-1.4470649092026397
ACH-000317,-1.1102089952658016
ACH-000318,-1.1480231768867404
ACH-000319,-1.202523885858168
ACH-000320,-1.5056325808509077
ACH-000322,-1.0789509125126595
ACH-000323,-1.506127496179203
ACH-000324,-1.2069829452713314
ACH-000329,-1.2517494556286657
ACH-000330,-1.010306972150628
ACH-000331,-1.1822485889065169
ACH-000332,-1.2947830505072673
ACH-000334,-0.9380671838419776
ACH-000335,-1.0124731700204783
ACH-000336,-0.980824768524272
ACH-000337,-1.1744194197530065
ACH-000338,-1.4933921607752896
ACH-000339,-1.4092029580875332
ACH-000341,-1.151355465188062
ACH-000348,-1.2252440961216609
ACH-000350,-0.8714116205966373
ACH-000352,-1.40883228640973
ACH-000356,-1.4013259330605925
ACH-000361,-1.197251667912694
ACH-000362,-1.209499528285491
ACH-000363,-1.0551362476343027
ACH-000364,-1.2451349613172686
ACH-000365,-1.3081049291570832
ACH-000366,-0.5682747434239042
ACH-000368,-1.2358861495700908
ACH-000374,-1.3856999059283706
ACH-000375,-1.3808502777249905
ACH-000376,-1.0824135984824557
ACH-000381,-1.3791706442821292
ACH-000383,-1.1626290678369626
ACH-000387,-1.3919445568305189
ACH-000389,-1.0563923316179944
ACH-000390,-1.2969914731232441
ACH-000393,-1.4724537302481189
ACH-000395,-1.316919521076342
ACH-000396,-1.3529737557363106
ACH-000397,-1.5234442742594567
ACH-000401,-1.2654623697800895
ACH-000402,-1.6756210766366495
ACH-000403,-1.2516068182763074
ACH-000404,-1.1131261751043622
ACH-000406,-0.6983441608291983
ACH-000407,-1.1664823793090588
ACH-000408,-1.3215477148562078
ACH-000410,-1.2240622993863186
ACH-000411,-1.2300573424527677
ACH-000414,-1.568867527464597
ACH-000415,-1.4343254416376026
ACH-000416,-1.225283373984964
ACH-000420,-1.3282849194319577
ACH-000421,-1.3114875833577415
ACH-000424,-1.213705090379506
ACH-000425,-1.0368396570695673
ACH-000426,-1.6524213607213682
ACH-000427,-1.113672064720981
ACH-000433,-1.0705646428027402
ACH-000435,-1.603530260855131
ACH-000436,-1.3609335769189033
ACH-000444,-1.4052672723870443
