,SYCE1L (100130958)
ACH-000004,-0.1921402883062279
ACH-000005,-0.2321749295113275
ACH-000007,-0.11834371883563245
ACH-000009,-0.07184884401235746
ACH-000011,-0.0632798813562424
ACH-000012,0.012205909024646836
ACH-000013,-0.07523796582289183
ACH-000014,-0.041978593478763364
ACH-000015,0.10860284491044966
ACH-000017,-0.05574508694982065
ACH-000018,-0.0447686840315131
ACH-000019,0.029891962151140383
ACH-000021,0.03771532405670236
ACH-000022,0.10181466803724412
ACH-000025,-0.07163784606188726
ACH-000028,-0.05793372472033334
ACH-000030,0.024390611856647083
ACH-000035,-0.09597416443896756
ACH-000036,-0.14763382397627314
ACH-000037,-0.3582962517515625
ACH-000039,-0.1648051864149816
ACH-000040,-0.034287806886639974
ACH-000041,0.16777408342098332
ACH-000042,-0.08213672446669075
ACH-000045,0.13298440107786488
ACH-000047,-0.2019782027801072
ACH-000052,-0.14810435156657994
ACH-000053,-0.09644756085958801
ACH-000054,-0.05677591120891566
ACH-000055,-0.000736664985433883
ACH-000060,-0.15628542928928355
ACH-000067,-0.10082558537997766
ACH-000070,-0.10031735606905606
ACH-000075,0.05847652932581969
ACH-000078,0.05645251457466961
ACH-000082,-0.07039133130436599
ACH-000085,-0.15156106256008114
ACH-000086,-0.04789107342107394
ACH-000087,-0.2690894415094967
ACH-000092,0.08382645597988903
ACH-000095,-0.17306250514561758
ACH-000097,-0.022374327770184325
ACH-000098,-0.17049513435231925
ACH-000099,-0.1088700760457983
ACH-000108,0.14823519883165054
ACH-000113,-0.05873017398498809
ACH-000116,0.10923786420636153
ACH-000118,-0.11529429431912605
ACH-000120,-0.02328365349460304
ACH-000123,-0.15288386309742913
ACH-000127,-0.05980698477574967
ACH-000128,0.046501761706050034
ACH-000132,-0.17453863375146833
ACH-000133,-0.014808352108596285
ACH-000137,-0.05229660414034546
ACH-000138,-0.04203186531685826
ACH-000142,-0.08149909472914213
ACH-000143,0.02813046779412311
ACH-000146,-0.08189517409931107
ACH-000148,-0.13252487290037102
ACH-000150,0.0846082295714956
ACH-000152,-0.12340682301292705
ACH-000153,0.01562623470712516
ACH-000159,-0.049970916158260006
ACH-000160,0.09937913860776716
ACH-000163,-0.0504173673586044
ACH-000167,0.40673675660400094
ACH-000168,-0.24747792605153696
ACH-000169,-0.03168724211124603
ACH-000178,-0.03361967111397765
ACH-000183,-0.1410420880552244
ACH-000188,0.045955712773012684
ACH-000189,-0.2026102093975794
ACH-000190,0.12528267581181915
ACH-000198,-0.10249051897200356
ACH-000203,0.2704633318438047
ACH-000204,-0.29026498294437963
ACH-000206,-0.01837512399368076
ACH-000207,-0.10598952485880138
ACH-000208,-0.2573718840904065
ACH-000210,-0.07051203782378225
ACH-000211,-0.07709716266365617
ACH-000215,-0.06453622108968246
ACH-000221,-0.22002754446590364
ACH-000222,-0.1694318647070559
ACH-000223,0.021780723941974525
ACH-000226,-0.06649680454991151
ACH-000227,-0.04905421817150301
ACH-000228,-0.2412738735555027
ACH-000231,-0.12394128339735574
ACH-000232,-0.04452160826710507
ACH-000233,-0.10199286720751614
ACH-000234,-0.04532338130808988
ACH-000235,-0.032178664381717764
ACH-000237,-0.18835502844633487
ACH-000238,-0.13366769540048049
ACH-000242,-0.2393496022477489
ACH-000243,0.05045104930159672
ACH-000244,0.2794378545802978
ACH-000246,-0.04562587757646398
ACH-000248,-0.16604782913835914
ACH-000250,-0.07070213071096712
ACH-000251,-0.05566876198177023
ACH-000252,-0.2769427968814988
ACH-000253,-0.11408777126975796
ACH-000255,-0.09039561883920644
ACH-000256,-0.23567218581488075
ACH-000257,-0.21733299261977496
ACH-000258,0.020734247895741825
ACH-000259,-0.12924417804458224
ACH-000260,-0.1347283024199864
ACH-000261,-0.0867894001128841
ACH-000262,0.05026042385361487
ACH-000263,0.055337774309114206
ACH-000264,-0.08999782189211206
ACH-000265,0.09663782222871133
ACH-000266,-0.0361244277500254
ACH-000272,-0.118547015907739
ACH-000274,0.0158492611359702
ACH-000277,0.06395402843806018
ACH-000278,0.031875839343268736
ACH-000279,-0.07271518936474845
ACH-000280,-0.09395216039045982
ACH-000281,-0.054299508479640365
ACH-000288,-0.07098436827113122
ACH-000291,-0.16870934673246873
ACH-000293,-0.14659127875353611
ACH-000294,-0.11457218924649835
ACH-000295,-0.06412159918417266
ACH-000296,-0.02721064697083705
ACH-000302,-0.13799639607977593
ACH-000304,0.15765746627469138
ACH-000307,-0.04214252995944055
ACH-000308,-0.04464187954942117
ACH-000310,-0.11155385525718836
ACH-000311,0.02300583564580886
ACH-000312,0.04501965263634464
ACH-000315,-0.050684978677191087
ACH-000316,-0.17322156244568104
ACH-000317,0.02962551737166428
ACH-000318,0.05687158602056715
ACH-000319,-0.18689470939298464
ACH-000320,0.12421708670290928
ACH-000322,-0.0237667296268655
ACH-000323,-0.020427608410076945
ACH-000324,-0.17294726122137394
ACH-000329,-0.033610226790142916
ACH-000330,-0.1486596546642504
ACH-000331,-0.006867420408754353
ACH-000332,-0.058603210801912574
ACH-000334,0.011596114590424434
ACH-000335,-0.17068213775365365
ACH-000336,0.5045337781904027
ACH-000337,-0.2621555757995789
ACH-000338,0.2682939537896726
ACH-000339,-0.1065030188597794
ACH-000341,-0.07469800097246207
ACH-000348,0.011010695482627331
ACH-000350,-0.046217797687890506
ACH-000352,-0.036129894472719866
ACH-000356,-0.24799229182303356
ACH-000361,-0.2723908426657383
ACH-000362,-0.21948822818175512
ACH-000363,0.03626066359510239
ACH-000364,0.04503044412500175
ACH-000365,-0.02528214528181397
ACH-000366,-0.061875949520156535
ACH-000368,-0.031937056805108825
ACH-000374,0.10154183430801836
ACH-000375,-0.22328270180275067
ACH-000376,-0.06513265848682696
ACH-000381,-0.07637291233805693
ACH-000383,-0.04524707653926264
ACH-000387,-0.16659118503319892
ACH-000389,-0.3204387653605972
ACH-000390,-0.13617163958180722
ACH-000393,-0.05812422999254933
ACH-000395,-0.01503418696932071
ACH-000396,0.014463024209656403
ACH-000397,-0.08358580777802065
ACH-000401,-0.004674857822401407
ACH-000402,-0.08154875612056088
ACH-000403,-0.11019375010099766
ACH-000404,-0.05733459328406632
ACH-000406,-0.0002544442774471609
ACH-000407,0.04449492832258304
ACH-000408,-0.08506581677122797
ACH-000410,-0.17992758504072173
ACH-000411,-0.10421607165275187
ACH-000414,-0.032350556689502014
ACH-000415,0.029161827274495705
ACH-000416,-0.05731711551936984
ACH-000420,-0.00841051843547539
ACH-000421,0.09852381894403506
ACH-000424,0.14323270378911482
ACH-000425,-0.12538162742229975
ACH-000426,0.011747102900917359
ACH-000427,-0.3123087921316476
ACH-000433,0.026270713996991983
ACH-000435,0.02340617040047401
ACH-000436,-0.3207591317289585
ACH-000444,-0.12875335269344815
ACH-000445,-0.24039854096354246
ACH-000448,-0.17334371815508082
ACH-000450,0.0048062010091738895
ACH-000452,-0.05228996187271013
ACH-000454,-0.0829489632472855
ACH-000458,-0.03052425493488285
ACH-000459,-0.22342236356157025
ACH-000460,-0.10428476366940452
ACH-000461,-0.1128719040571838
ACH-000463,-0.033581217223151764
ACH-000464,-0.14341126515536154
ACH-000466,-0.1676883634651077
ACH-000467,-0.07042451679151825
ACH-000468,0.0006960588666945705
ACH-000469,-0.10178639855119301
ACH-000470,0.2305943830547016
ACH-000471,0.08955191200634906
ACH-000472,-0.0716891575162963
ACH-000473,0.025342004713229647
ACH-000475,-0.1149977822846217
ACH-000476,0.13315491250003805
ACH-000477,-0.21911929648459105
ACH-000479,0.1810999187467172
ACH-000480,0.16019286070624894
ACH-000481,-0.09961780561501964
ACH-000483,-0.2555281557855437
ACH-000484,0.019840547887718017
ACH-000485,-0.05529682458505932
ACH-000486,0.047151547773453484
ACH-000487,-0.1578356687336534
ACH-000488,-0.08990768203807635
ACH-000490,-0.10422293519059143
ACH-000491,-0.03442682747355058
ACH-000495,-0.27115113392223306
ACH-000496,-0.12773542431669072
ACH-000499,-0.1863757509191804
ACH-000500,-0.6071971911226768
ACH-000502,-0.04311456110763615
ACH-000503,-0.023062586289413937
ACH-000505,-0.11526514919646692
ACH-000507,0.06190499855982096
ACH-000510,-0.12353931532815313
ACH-000511,0.045758883427923766
ACH-000512,-0.12235578501669972
ACH-000516,-0.055655695602248055
ACH-000517,-0.09571792751111928
ACH-000518,-0.17467673339455286
ACH-000520,-0.13750408438775166
ACH-000521,-0.2260500993821704
ACH-000522,-0.0972090407198096
ACH-000524,-0.12263366789711184
ACH-000527,-0.13979890719456226
ACH-000528,-0.06388160732087746
ACH-000537,-0.036929564629075665
ACH-000541,0.03858414899547776
ACH-000542,-0.15275642564380715
ACH-000544,-0.09569790763339514
ACH-000545,-0.1021617776426764
ACH-000547,-0.07051515759692888
ACH-000548,-0.09909895534120836
ACH-000549,-0.07984968869078632
ACH-000550,-0.10779704885818928
ACH-000552,0.009135004948818502
ACH-000556,-0.14952611086148548
ACH-000557,-0.07869099357022942
ACH-000569,-0.12589983823119327
ACH-000570,-0.12514786159605826
ACH-000571,-0.13156926081638964
ACH-000573,-0.1602899064522519
ACH-000576,0.04741409378296448
ACH-000579,0.0956630833748598
ACH-000580,-0.13511813964679426
ACH-000584,-0.12668729024129016
ACH-000585,-0.11511154276927472
ACH-000588,-0.09747698286140832
ACH-000589,-0.011324743771290098
ACH-000591,0.03166765513048776
ACH-000593,-0.10826433983201167
ACH-000600,-0.08067576059704673
ACH-000601,-0.10071476820741747
ACH-000605,-0.03834290623457744
ACH-000606,-0.013747111309420615
ACH-000608,-0.21148745717931144
ACH-000614,-0.07552632047356078
ACH-000616,-0.026752409289756786
ACH-000618,-0.05461919110159436
ACH-000619,0.16192996679024718
ACH-000620,-0.08071511280650208
ACH-000621,-0.0756580687362639
ACH-000622,0.08448499260820899
ACH-000623,-0.2780661527850117
ACH-000624,-0.051516339524667706
ACH-000627,-0.051195139239756667
ACH-000630,-0.011079892835320557
ACH-000631,-0.2405005210622691
ACH-000632,-0.057444125142577684
ACH-000633,-0.008214153043798737
ACH-000637,-0.09782908935732296
ACH-000638,-0.013626650778562573
ACH-000646,-0.1872231811335711
ACH-000647,-0.055764917708425836
ACH-000648,-0.1225642332120442
ACH-000649,-0.050691977990981435
ACH-000651,-0.13292487341558584
ACH-000652,-0.037270745283190326
ACH-000653,0.021543770892768044
ACH-000657,-0.1903287695424522
ACH-000658,-0.14316961959292954
ACH-000661,0.02522940459340457
ACH-000662,-0.20906234648381344
ACH-000663,-0.031741063824910036
ACH-000665,-0.06880559967881536
ACH-000671,0.15326775906831785
ACH-000672,0.13573221901879368
ACH-000673,-0.16029646277299547
ACH-000676,-0.004771325976047659
ACH-000677,-0.1208034702903814
ACH-000681,-0.12156444686277043
ACH-000683,-0.10701329866203926
ACH-000684,-0.1182061720675852
ACH-000688,-0.11022010141946399
ACH-000693,-0.1324778512796748
ACH-000694,0.0773206318931074
ACH-000695,0.013440408743348878
ACH-000696,-0.0847939589638125
ACH-000697,-0.046717091486796966
ACH-000699,-0.018818526746718318
ACH-000701,-0.059658444572382736
ACH-000706,-0.05799889419993106
ACH-000711,-0.0838798749065901
ACH-000713,0.112094555333667
ACH-000714,-0.05475858490793623
ACH-000718,-0.10484689114018654
ACH-000720,0.027431240308219158
ACH-000721,-0.018181974468130357
ACH-000724,-0.12241537580599207
ACH-000725,-0.09826025966788096
ACH-000732,-0.2535784660870911
ACH-000734,-0.04128312719745211
ACH-000735,-0.04291464416736191
ACH-000736,0.0349268922828038
ACH-000738,-0.06086395942039489
ACH-000746,0.08372269125090848
ACH-000747,-0.05682263618066195
ACH-000748,-0.0013345107032583558
ACH-000753,-0.0822431861460582
ACH-000756,-0.3004584816555285
ACH-000757,0.05836901075391369
ACH-000758,-0.07638317014269479
ACH-000760,0.013854211410893087
ACH-000762,0.09789203695091414
ACH-000763,0.09705629367160523
ACH-000764,-0.05571759547445499
