,SYCE1L (100130958)
ACH-000765,0.05268805141228994
ACH-000766,-0.036986823489858524
ACH-000767,-0.1293112934666472
ACH-000768,-0.11628774999148794
ACH-000769,-0.17000658517149098
ACH-000770,-0.05707685258763396
ACH-000771,-0.03856711447097668
ACH-000773,-0.049744048396775514
ACH-000776,-0.2624315009141341
ACH-000777,0.04636262982851078
ACH-000778,0.00045556937795767304
ACH-000781,0.01664821931076018
ACH-000782,-0.2052257515918146
ACH-000783,-0.07133095513913063
ACH-000784,-0.08876259028753004
ACH-000785,-0.07564486352400332
ACH-000787,-0.16813576323581414
ACH-000788,-0.1397840988228458
ACH-000791,0.057910512736874774
ACH-000792,-0.0017477896439678058
ACH-000794,-0.11322204992609985
ACH-000796,-0.022745837065841226
ACH-000798,-0.12631640708566425
ACH-000799,-0.13518207455539855
ACH-000800,-0.03100681162691151
ACH-000802,-0.10632396954575862
ACH-000804,0.15029422024242006
ACH-000805,0.18299799958221152
ACH-000809,-0.028432046759737675
ACH-000810,-0.06452388982368701
ACH-000811,-0.0645035938766734
ACH-000817,0.008660527706179394
ACH-000819,-0.04841956054391623
ACH-000820,0.058306354493814265
ACH-000821,-0.11982617691951895
ACH-000822,-0.07064923500411234
ACH-000823,-0.007713480456031995
ACH-000824,0.030640739430450675
ACH-000827,0.053836000686892524
ACH-000829,-0.06950523044782518
ACH-000831,-0.07898428415328658
ACH-000832,-0.0915752130780115
ACH-000833,0.055275125419659926
ACH-000834,0.08060837135968768
ACH-000835,-0.06838121910700158
ACH-000836,-0.0712303956523854
ACH-000837,0.034976079792235576
ACH-000838,0.1577864634115122
ACH-000839,0.013285522011296638
ACH-000840,-0.2891531267623661
ACH-000841,-0.16903366934061884
ACH-000843,0.02887933770619713
ACH-000846,-0.17116057114896616
ACH-000847,-0.1303520541163086
ACH-000848,-0.010562856213041578
ACH-000849,-0.01598702948193071
ACH-000851,-0.17325692388922748
ACH-000855,0.08887665755646401
ACH-000856,-0.08479555776834047
ACH-000858,-0.14853452965618907
ACH-000859,0.1311453480516018
ACH-000861,-0.1766392578243592
ACH-000862,-0.0204416582010428
ACH-000865,-0.012837660500998231
ACH-000866,-0.0009935623153887114
ACH-000867,-0.029347544898067512
ACH-000869,-0.1068570976363524
ACH-000872,-0.0005241954958141193
ACH-000873,-0.034828732704803016
ACH-000876,-0.08546850852478748
ACH-000878,-0.038723425961129
ACH-000880,-0.11627048551840552
ACH-000881,-0.1513174273965052
ACH-000882,-0.03661493577174366
ACH-000884,-0.04242194607061077
ACH-000885,-0.06573785138357073
ACH-000887,-0.0289463149813776
ACH-000889,-0.16129176616877589
ACH-000896,-0.15036393165852593
ACH-000898,-0.017676062241130625
ACH-000900,-0.09903551556933048
ACH-000901,-0.08720492904650619
ACH-000905,-0.18990075607074808
ACH-000906,-0.021480977429763886
ACH-000907,0.02404717105456762
ACH-000910,-0.03797584746512884
ACH-000911,-0.069526988390453
ACH-000912,-0.13645535288476368
ACH-000913,-0.0754416045327034
ACH-000915,-0.16696098948419108
ACH-000916,-0.2370687254168281
ACH-000917,0.17683037780185912
ACH-000920,0.06694702006452066
ACH-000921,-0.19259159049080346
ACH-000924,-0.2061393358530356
ACH-000926,-0.12747503260315513
ACH-000928,-0.21749945606257332
ACH-000929,-0.003138675532087243
ACH-000932,-0.11414124743842112
ACH-000935,-0.19511497341805606
ACH-000936,-0.1770177026322477
ACH-000937,-0.06984282215763038
ACH-000938,-0.04787550421436733
ACH-000939,-0.07434444817275493
ACH-000941,-0.05073517122904273
ACH-000943,-0.08733209186554003
ACH-000946,-0.0235549393240742
ACH-000947,-0.16162301299999593
ACH-000948,0.005588509486382216
ACH-000950,-0.1946253115109462
ACH-000953,-0.08061447437840423
ACH-000954,-0.3270374069947645
ACH-000957,-0.02249983877412331
ACH-000958,-0.03129165750332322
ACH-000960,-0.1832296442818643
ACH-000963,-0.032821273928137544
ACH-000968,-0.00552982898871857
ACH-000969,-0.07959182889770673
ACH-000972,-0.16388434276224292
ACH-000973,-0.16604376626771344
ACH-000974,-0.04495585737139364
ACH-000978,-0.032168276202077656
ACH-000984,-0.04674936208850872
ACH-000986,-0.17059278283971058
ACH-000988,-0.04233661416179064
ACH-000993,0.0025376949417480893
ACH-000994,0.034710297833925506
ACH-000996,-0.18536422470029632
ACH-001001,-0.10851297525829824
ACH-001020,-0.02688046562894231
ACH-001028,-0.04033712603262379
ACH-001031,-0.067960361166555
ACH-001038,-0.08619305121108406
ACH-001048,-0.09285688161562204
ACH-001050,-0.12438775951561365
ACH-001053,-0.302652848264006
ACH-001054,-0.23160632046907825
ACH-001061,-0.14153269582564293
ACH-001067,-0.04818910474547567
ACH-001075,-0.016239538526719936
ACH-001096,0.1127987043478348
ACH-001111,-0.15680972948247224
ACH-001119,-0.09005526925674183
ACH-001128,-0.07423230905956915
ACH-001134,-0.07580885290607148
ACH-001151,-0.022866427299592682
ACH-001163,-0.07121507660160717
ACH-001164,-0.1231601672676686
ACH-001183,-0.0590009963979857
ACH-001192,-0.17703968347500315
ACH-001193,0.0954116478244895
ACH-001196,0.044062293015966
ACH-001197,-0.19530161211511887
ACH-001205,-0.19462227289368134
ACH-001211,-0.21456394281284705
ACH-001212,-0.18374711215636125
ACH-001228,-0.100489987014089
ACH-001232,0.12057817788783055
ACH-001239,-0.028950054616541543
ACH-001270,-0.18445530340339747
ACH-001274,-0.05125366786694103
ACH-001275,-0.16360513574176494
ACH-001277,0.1956741898052224
ACH-001278,-0.06083436707276284
ACH-001280,-0.2776874508719194
ACH-001283,-0.08527028806348236
ACH-001289,-0.03789030626123245
ACH-001300,0.07541129682547773
ACH-001301,-0.1676489925881397
ACH-001302,-0.22202789623139613
ACH-001306,-0.09904386399646754
ACH-001318,-0.12387274789422573
ACH-001322,-0.15457247506246238
ACH-001328,0.09850537606822016
ACH-001332,-0.18878448364757824
ACH-001336,-0.17508546158569885
ACH-001346,0.002756218293219403
ACH-001353,-0.012410050690775163
ACH-001354,-0.017000036888940348
ACH-001367,-0.08205415069317892
ACH-001368,-0.07802419789790979
ACH-001374,-0.3699790673812856
ACH-001377,-0.05722895205139169
ACH-001380,-0.007936508924500721
ACH-001391,-0.06549011960441492
ACH-001408,0.060829990310311687
ACH-001430,-0.18590258471109572
ACH-001431,-0.04003208790591283
ACH-001450,-0.2428816557653867
ACH-001496,-0.07219490193082267
ACH-001500,-0.1182959342784604
ACH-001523,-0.1143099260881274
ACH-001532,-0.2642570739636179
ACH-001550,0.15555418440210042
ACH-001552,-0.20513265828280167
ACH-001554,-0.014683997409011999
ACH-001654,-0.09560696792410847
ACH-001735,-0.17238861171295924
ACH-001736,-0.16485531451096894
ACH-001737,0.2107226008291448
ACH-001740,-0.15732340694455008
ACH-001745,-0.0922410435851234
ACH-001765,-0.08033713197679651
