,ABCB10 (23456)
ACH-000004,-0.2888617589656195
ACH-000005,-0.27415849450009777
ACH-000007,-0.3783359594282059
ACH-000009,-0.5494004292248146
ACH-000011,-0.3929741110672796
ACH-000012,-0.476505162485292
ACH-000013,-0.18604949960645226
ACH-000014,-0.5424732235818384
ACH-000015,-0.20734403933339435
ACH-000017,-0.2321370115813069
ACH-000018,-0.3749848594840721
ACH-000019,-0.008804805144454055
ACH-000021,-0.4664530654391205
ACH-000022,-0.3326066086590591
ACH-000025,-0.37003166531555104
ACH-000028,-0.1744608891408877
ACH-000030,-0.3559098712944447
ACH-000035,-0.1925894698552492
ACH-000036,-0.4076266521547113
ACH-000037,-0.0948817619163924
ACH-000039,-0.10581901099373116
ACH-000040,-0.24861544082805997
ACH-000041,-0.3647640077897265
ACH-000042,-0.3640614740706993
ACH-000045,-0.10341422437196847
ACH-000047,-0.4215800916045743
ACH-000052,-0.3658379659000918
ACH-000053,-0.3519141897821672
ACH-000054,-0.3551625831813585
ACH-000055,-0.4206107643089446
ACH-000060,-0.23174639108884665
ACH-000067,-0.42069228876890974
ACH-000070,-0.3134476402814341
ACH-000075,-0.2512473951988192
ACH-000078,-0.2870389690941763
ACH-000082,-0.2584399507091095
ACH-000085,-0.3223865370795321
ACH-000086,-0.2175742521992706
ACH-000087,-0.6014656242183705
ACH-000092,-0.2346690627551676
ACH-000095,-0.3762748786943077
ACH-000097,-0.30816694506878983
ACH-000098,-0.450815648717996
ACH-000099,-0.4276229965689341
ACH-000108,-0.4198334705591402
ACH-000113,-0.3743537608830394
ACH-000116,-0.2651459634863444
ACH-000118,-0.19895709705636885
ACH-000120,-0.27553590860303706
ACH-000123,-0.40081366318370604
ACH-000127,-0.34576299756686524
ACH-000128,-0.4430447101840152
ACH-000132,-0.37265803681797294
ACH-000133,-0.2298320483405332
ACH-000137,-0.2819817904194393
ACH-000138,-0.27099895247854056
ACH-000142,-0.20007698135942173
ACH-000143,-0.4830347828076085
ACH-000146,-0.4773583823409165
ACH-000148,-0.453727124019822
ACH-000150,-0.20561603108609586
ACH-000152,-0.21902218256865166
ACH-000153,-0.328890037614991
ACH-000159,-0.4120135336597451
ACH-000160,-0.4047290551741323
ACH-000163,0.005710880761774169
ACH-000167,-0.5902451731252432
ACH-000168,-0.3840371102071466
