,UBE2H (7328)
ACH-000004,-0.13004734683173305
ACH-000005,-0.25076082617023265
ACH-000007,-0.2119024369425903
ACH-000009,-0.21907823532410997
ACH-000011,-0.6956475857292993
ACH-000012,-0.5443733985704872
ACH-000013,-0.5500702137981724
ACH-000014,-0.577263268211297
ACH-000015,-0.19153910022606385
ACH-000017,-0.7633033246040077
ACH-000018,-0.3412624991950747
ACH-000019,-0.7493861684478771
ACH-000021,-0.3577963181910481
ACH-000022,-0.07996106891778214
ACH-000025,-0.4229242921668971
ACH-000028,-0.7999842610507255
ACH-000030,-0.8209618238561717
ACH-000035,-0.5478992870464734
ACH-000036,-0.4525963551545903
ACH-000037,-0.4500800403564093
ACH-000039,-0.6834824088173953
ACH-000040,-0.4782344528300984
ACH-000041,-0.356585749480866
ACH-000042,-0.5244051411479267
ACH-000045,-0.42089431787797904
ACH-000047,-0.584569205750028
ACH-000052,-0.6129046266248938
ACH-000053,0.22161232163313527
ACH-000054,-0.3913859524928774
ACH-000055,-0.5297132825938857
ACH-000060,-0.6235263773028972
ACH-000067,-0.4701622609291597
ACH-000070,-0.5995376198556858
ACH-000075,-0.2083024242776639
ACH-000078,-0.3560742510154177
ACH-000082,-0.8147407745023156
ACH-000085,-0.8374077960704759
ACH-000086,-0.328688688605711
ACH-000087,-0.3976919185194127
ACH-000092,-0.9375993223766208
ACH-000095,-0.3332456226226245
ACH-000097,-0.8202323347530509
ACH-000098,-0.6096742521759555
ACH-000099,-0.4342553719595246
ACH-000108,-0.5642012166283756
ACH-000113,-0.5582052324383973
ACH-000116,-0.7998973908041991
ACH-000118,-0.6945412632061728
ACH-000120,-0.5345274258022115
ACH-000123,-0.2292403581373448
ACH-000127,-0.3718703554487652
ACH-000128,-0.3933403828735493
ACH-000132,-0.5081608432581998
ACH-000133,-0.6138889022538662
ACH-000137,-0.5154400806009651
ACH-000138,-0.5380417580870773
ACH-000142,-0.7844854743884825
ACH-000143,-0.5182529854726624
ACH-000146,-0.3631267836624278
ACH-000148,-0.3001016795487454
ACH-000150,-0.2534489037349323
ACH-000152,-0.4721996257798178
ACH-000153,-0.7097057328899714
ACH-000159,-0.2713652462093307
ACH-000160,-0.25038448749850023
ACH-000163,-0.2581322945292037
ACH-000167,-0.5937534110916974
ACH-000168,-0.06054682080666932
ACH-000169,-0.01873421583775545
ACH-000178,-0.5810296642976287
ACH-000183,-0.330548170979453
ACH-000188,-0.23534397982164146
ACH-000189,-0.5086859130803664
ACH-000190,-0.5665359579260011
ACH-000198,-0.1752131181601912
ACH-000203,-0.6747593492070738
ACH-000204,-0.21244078826664886
ACH-000206,-0.054390625121116136
ACH-000207,-0.5545468052189458
ACH-000208,-0.4880180973697102
ACH-000210,-0.1994091109953833
ACH-000211,-0.4867036756510208
ACH-000215,-0.18170495411007626
ACH-000221,-0.025001363748233054
ACH-000222,-0.6840757836680352
ACH-000223,-0.449996444670296
ACH-000226,-0.1905902661378661
ACH-000227,-0.07991977727964122
ACH-000228,-0.6543243741336795
ACH-000231,-0.7449042256555747
ACH-000232,-0.4417098536607166
ACH-000233,-0.2882578632494533
ACH-000234,-0.3156410871422259
ACH-000235,-0.5356413830458195
ACH-000237,-0.5924331073227567
ACH-000238,-0.3407658078971444
ACH-000242,-0.8906753825959741
ACH-000243,-0.7334268844559454
ACH-000244,0.03179594239146647
ACH-000246,-0.6870010298218923
ACH-000248,-0.36510088473200775
ACH-000250,-0.4342311337532173
ACH-000251,-0.6382973673943906
ACH-000252,-0.553713236374009
ACH-000253,-0.4639482814245394
ACH-000255,-0.4712834421344638
ACH-000256,-0.2533293167981264
ACH-000257,-0.24764478132888024
ACH-000258,-0.5175146792005425
ACH-000259,-0.686326674821109
ACH-000260,-0.3610089618459611
ACH-000261,-0.4425743333485072
ACH-000262,-0.4384108891920407
ACH-000263,-0.5064198764523292
ACH-000264,-0.5911789334328194
ACH-000265,-0.10780234615408617
ACH-000266,-0.6931094308893605
ACH-000272,-0.4969645585417939
ACH-000274,-0.7203813875830116
ACH-000277,-0.36716003881037385
ACH-000278,-0.4144681934746653
ACH-000279,-0.28564796453519964
ACH-000280,-0.6918594969696057
ACH-000281,-0.4996503311250841
ACH-000288,-0.6541558717193181
ACH-000291,-0.3621792503716907
ACH-000293,-0.5581194093794102
ACH-000294,-0.2611115111301105
ACH-000295,-0.4625877021770057
ACH-000296,-0.2993678064262838
ACH-000302,-0.5909700394461312
ACH-000304,-0.6800926220235194
ACH-000307,-0.5836640442803893
ACH-000308,-0.3162268061731657
ACH-000310,-0.2697518192068325
ACH-000311,-0.4771579516408449
ACH-000312,-0.4833442383278699
ACH-000315,0.013000603812848368
ACH-000316,-0.10402807161275318
ACH-000317,-0.5773837495982483
ACH-000318,-0.7558619300355895
ACH-000319,-0.18227177152380591
ACH-000320,-0.3601048742928769
ACH-000322,-0.4507041102735832
ACH-000323,-0.0729770690751951
ACH-000324,-0.211109848147666
ACH-000329,-0.06242224719527604
ACH-000330,-0.7005602669666828
ACH-000331,-0.8764073298140229
ACH-000332,-0.4315965225356791
ACH-000334,-0.7442969525730833
ACH-000335,-0.2977447433217766
ACH-000336,-0.7626238036040985
ACH-000337,-0.5891209995147929
ACH-000338,-0.2848346790314247
ACH-000339,-0.07570030514969939
ACH-000341,-0.24503004253236704
ACH-000348,-0.4208845036583322
ACH-000350,-0.5012350575400695
ACH-000352,-0.7059982072599114
ACH-000356,-0.49612243351654
ACH-000361,-0.3727900035632261
ACH-000362,-0.10627733069425653
ACH-000363,-0.35820081053669983
ACH-000364,-0.4005232210038687
ACH-000365,-0.18454282089711327
ACH-000366,-0.5177054859398799
ACH-000368,-0.6507164942775199
ACH-000374,-0.4424597378430441
ACH-000375,-0.6526333633692307
ACH-000376,-0.4201805514735583
ACH-000381,-0.3501011124676256
ACH-000383,-0.28792808095633315
ACH-000387,-0.19780096462918992
ACH-000389,-0.08495648459279614
ACH-000390,-0.1334611177914232
ACH-000393,-0.2230056385937836
ACH-000395,-0.3687948217981292
ACH-000396,-0.26112412748870706
ACH-000397,-0.9934376526705624
ACH-000401,-0.4857464425998461
ACH-000402,-0.2622855941749654
ACH-000403,-0.6921822731121939
ACH-000404,-0.7231728223169044
ACH-000406,-0.1851784976506833
ACH-000407,-0.2292398367836055
ACH-000408,-0.264715742293492
ACH-000410,-0.5363956774954368
ACH-000411,-0.6152996365798951
ACH-000414,-0.20729767675011265
ACH-000415,-0.3638605840899015
ACH-000416,-0.5494840664646398
ACH-000420,-0.2678282682191669
ACH-000421,-0.3145254886584973
ACH-000424,-0.4581602553399655
ACH-000425,-0.4092589912377346
ACH-000426,-0.3174505548039551
ACH-000427,-0.7581701483184762
ACH-000433,-0.2301690804337509
