,ANTXR2 (118429)
ACH-000004,0.06512796866025221
ACH-000005,-0.03474583959239492
ACH-000007,0.2131370996359082
ACH-000009,0.18756452867560444
ACH-000011,0.2313972231735103
ACH-000012,0.06532564374909285
ACH-000013,0.1865895589463484
ACH-000014,0.17457493800140456
ACH-000015,0.12238692091516515
ACH-000017,0.16177838225621302
ACH-000018,0.12396314570823545
ACH-000019,0.15154075222091434
ACH-000021,0.06163718721026298
ACH-000022,0.06902705763058081
ACH-000025,0.06425410792361441
ACH-000028,0.10918967009111112
ACH-000030,0.09835513064297716
ACH-000035,0.045291062517273405
ACH-000036,-0.002675030544875385
ACH-000037,0.10401723080923626
ACH-000039,0.10067972083817124
ACH-000040,0.1454823868767814
ACH-000041,0.14830077724038973
ACH-000042,0.15029845761172025
ACH-000045,0.2287436476748441
ACH-000047,0.1541480458455689
ACH-000052,0.01591466100171846
ACH-000053,0.1651788546492989
ACH-000054,0.002627200050606639
ACH-000055,0.060425077356943135
ACH-000060,0.10565879824948457
ACH-000067,-0.016588533154432025
ACH-000070,0.14053023582198998
ACH-000075,0.373581233258856
ACH-000078,0.20292443797616075
ACH-000082,0.04168457721377687
ACH-000085,0.3204336470629194
ACH-000086,0.13901672318874106
ACH-000087,0.24234221118321114
ACH-000092,0.2471434648061816
ACH-000095,0.09511747559988623
ACH-000097,0.0986571796033738
ACH-000098,0.07556056041755241
ACH-000099,0.15137582612873998
ACH-000108,0.14237827001866948
ACH-000113,0.0587929972053711
ACH-000116,-0.04609750123256585
ACH-000118,0.18040338099299605
ACH-000120,0.06758474417844132
ACH-000123,0.14454931167726404
ACH-000127,0.06312912052351811
ACH-000128,0.09508362847737296
ACH-000132,0.013896835291308364
ACH-000133,0.10428377056447588
ACH-000137,0.10853268192989797
ACH-000138,0.11657011215522545
ACH-000142,0.21785439001000828
ACH-000143,0.1043631531041967
ACH-000146,0.032411401276124886
ACH-000148,0.039927655006308925
ACH-000150,0.08270495074933074
ACH-000152,-0.010403392064295677
ACH-000153,0.015072896513300332
ACH-000159,0.2364267780097564
