,HTN1 (3346)
ACH-000004,0.07591872425409307
ACH-000005,0.2743894234329777
ACH-000007,-0.0172944937716991
ACH-000009,0.1501841840451709
ACH-000011,0.15887412975629767
ACH-000012,0.17653645714163407
ACH-000013,0.17214893068822154
ACH-000014,0.1893079750011692
ACH-000015,0.1120262624608818
ACH-000017,0.06373901776623435
ACH-000018,0.10117046833035497
ACH-000019,0.30330679711803715
ACH-000021,0.0368784931366318
ACH-000022,0.13385460814003647
ACH-000025,0.09505032095803496
ACH-000028,0.09831166005511352
ACH-000030,0.09776718535171224
ACH-000035,0.05262035537308613
ACH-000036,0.036869216652968
ACH-000037,0.2443608712904081
ACH-000039,0.20446431394312925
ACH-000040,0.08638559016400839
ACH-000041,0.1435381463029876
ACH-000042,0.14419996116216513
ACH-000045,0.13658091306749573
ACH-000047,0.10381889893773806
ACH-000052,0.28671097552692315
ACH-000053,0.16042656054114549
ACH-000054,0.1372541014148636
ACH-000055,0.07217803234886842
ACH-000060,-0.0657534817544681
ACH-000067,0.00748230306410222
ACH-000070,0.1608272721300739
ACH-000075,0.10717627398886548
ACH-000078,0.10326829081708896
ACH-000082,0.1036188126179212
ACH-000085,0.05267948809287209
ACH-000086,0.102756728033786
ACH-000087,0.17283950103181225
ACH-000092,0.05178955950239061
ACH-000095,0.059011121853358994
ACH-000097,0.08678598917665331
ACH-000098,0.08150203723571886
ACH-000099,0.18304975140789406
ACH-000108,0.11107383494195244
ACH-000113,0.1727577100504979
ACH-000116,0.057632576461510085
ACH-000118,0.15085748914865174
ACH-000120,0.02605399824092325
ACH-000123,0.1568062473536862
ACH-000127,0.13648026681755404
ACH-000128,0.02003016337950209
ACH-000132,0.12574409957825813
ACH-000133,0.18899140276266
ACH-000137,0.1118858732721464
ACH-000138,0.15649440327135425
ACH-000142,0.2439436770613304
ACH-000143,0.1917178829162169
ACH-000146,0.021275819259155254
ACH-000148,0.0954166333728319
ACH-000150,0.05056092923730016
ACH-000152,0.15602734509129385
ACH-000153,0.11455277911612645
ACH-000159,0.1234184044474064
ACH-000160,0.1851916721273212
ACH-000163,0.13094770481813384
ACH-000167,0.07739665246260899
ACH-000168,0.18690863972831545
ACH-000169,0.11498335441259087
ACH-000178,0.10021878573421864
ACH-000183,0.07507843674857917
ACH-000188,0.0259607065620892
ACH-000189,0.1964676583295282
ACH-000190,0.03887308892800519
ACH-000198,0.15422010594069158
ACH-000203,-0.11522476354851002
ACH-000204,0.137489594145793
ACH-000206,0.15374635488016994
ACH-000207,0.20121232192230207
ACH-000208,0.2231984639239085
ACH-000210,-0.11521398884570552
ACH-000211,0.08783873901163343
ACH-000215,0.1002522195031942
ACH-000221,0.09996286098606233
ACH-000222,0.15265411135706586
ACH-000223,0.1112729021096124
ACH-000226,0.0897703808370552
ACH-000227,0.13116306718487655
ACH-000228,0.1634010491189636
ACH-000231,0.026105959235933417
ACH-000232,0.21677349769001866
ACH-000233,0.15427730197132858
ACH-000234,0.039896545067861694
ACH-000235,0.13257246179152885
ACH-000237,0.15661760495748805
ACH-000238,0.04561248256863639
ACH-000242,0.2014048332631939
ACH-000243,-0.004711297192169052
ACH-000244,0.07410130198820045
ACH-000246,0.16639772274111414
ACH-000248,0.0753882014603291
ACH-000250,0.015684887618533896
ACH-000251,0.11065880308904356
ACH-000252,0.09556763449778052
ACH-000253,0.017283745334445447
ACH-000255,0.1768127837878553
ACH-000256,0.07442383563446202
ACH-000257,0.1478406352731276
ACH-000258,0.09118424139718173
ACH-000259,0.056286261504678886
ACH-000260,0.09729884715443793
ACH-000261,0.14874548768114046
ACH-000262,0.14909892165886804
ACH-000263,0.19252056486342028
ACH-000264,0.062015214293581124
ACH-000265,0.04219533478558639
ACH-000266,0.05282917643257853
ACH-000272,0.028991175509849476
ACH-000274,0.1432478869493851
ACH-000277,0.10147410705028698
ACH-000278,-0.0031152982147250193
ACH-000279,0.02243579288874874
ACH-000280,0.11450223195272766
ACH-000281,0.12308789659238008
ACH-000288,0.048811161636051016
ACH-000291,0.22483388785737404
ACH-000293,0.21360680049884706
ACH-000294,0.1831454867499428
ACH-000295,-0.05269487234093879
ACH-000296,0.25620432727807163
ACH-000302,0.1484982281622994
ACH-000304,-0.2795325088800213
ACH-000307,0.06121918198043391
ACH-000308,0.1053925011239444
ACH-000310,0.10464362395922563
ACH-000311,0.028417626981945405
ACH-000312,0.1086866927543133
ACH-000315,0.23855067811118544
ACH-000316,0.005400658344037626
ACH-000317,0.21034801731501254
ACH-000318,-0.001444025708672273
ACH-000319,0.1879308637882784
ACH-000320,-0.0004269444397765307
ACH-000322,0.027107665691110637
ACH-000323,0.07625015272185952
ACH-000324,0.11902278808781053
ACH-000329,0.014804142998152156
ACH-000330,0.08406953632072167
ACH-000331,0.1402901480928499
ACH-000332,0.038868329741853135
ACH-000334,0.24778232702864325
ACH-000335,-0.027436995886618732
ACH-000336,0.06043226770111969
ACH-000337,0.001953615411895065
ACH-000338,-0.2529282125446361
ACH-000339,0.15282441989079235
ACH-000341,-0.033047753504751934
ACH-000348,0.11799539618019313
ACH-000350,0.08545767657232542
ACH-000352,0.1675478164025901
ACH-000356,0.03129127784121098
ACH-000361,-0.059522606569864175
ACH-000362,0.06672650708460692
ACH-000363,0.17842154773451485
ACH-000364,0.14946799781162107
ACH-000365,0.17672089571624064
ACH-000366,0.1574642061765861
ACH-000368,0.09403365468014413
ACH-000374,0.07691825363647889
ACH-000375,0.035297656812834116
ACH-000376,0.026141322810932056
