,HS3ST3A1 (9955)
ACH-000004,0.031039486850547467
ACH-000005,-0.06671407067449503
ACH-000007,-0.08960523432981593
ACH-000009,-0.1220095865310782
ACH-000011,-0.01651303160113414
ACH-000012,0.061665234867556463
ACH-000013,-0.03935989031252999
ACH-000014,0.07294971816596448
ACH-000015,-0.03542028946805751
ACH-000017,0.11611241944492699
ACH-000018,0.10082957484608014
ACH-000019,0.1214284946101151
ACH-000021,0.07714347604484627
ACH-000022,-0.2752421447808772
ACH-000025,-0.30686304666373865
ACH-000028,0.03583587376457433
ACH-000030,0.13294668377630814
ACH-000035,0.024231878667621536
ACH-000036,-0.13134374692689502
ACH-000037,0.005415069945715847
ACH-000039,0.014759092469581302
ACH-000040,0.1317060677068187
ACH-000041,-0.11711999008026733
ACH-000042,0.06142034499246024
ACH-000045,0.1705402574811883
ACH-000047,0.18833517482039
ACH-000052,0.02359546649416479
ACH-000053,0.01696983429059057
ACH-000054,-0.016463398905490208
ACH-000055,0.183721885048124
ACH-000060,-0.12588416818017226
ACH-000067,-0.14151152169265666
ACH-000070,0.034938485219765336
ACH-000075,-0.04047809483117251
ACH-000078,-0.03329099464204826
ACH-000082,-0.05089964417805958
ACH-000085,0.24271369009037205
ACH-000086,0.1384191679413183
ACH-000087,-0.009068612861645413
ACH-000092,0.040920194941134316
ACH-000095,-0.03727729179499591
ACH-000097,-0.010583813739136106
ACH-000098,0.04869765433729378
ACH-000099,-0.0020638426887067164
ACH-000108,0.04836548192205442
ACH-000113,0.1938260209083495
ACH-000116,0.0999718150103158
ACH-000118,0.04077856176514367
ACH-000120,-0.021215675374948784
ACH-000123,0.11100127167098874
ACH-000127,0.1405293198508956
ACH-000128,-0.009365201363627498
ACH-000132,-0.16460615335681408
ACH-000133,-0.14109041742970488
ACH-000137,-0.062263989766511485
ACH-000138,0.15733167989766594
ACH-000142,0.07683799232654698
ACH-000143,0.05074241697603542
ACH-000146,0.035708996105852146
ACH-000148,-0.04858654815950103
ACH-000150,-0.01309207907422548
ACH-000152,-0.2320450530304502
ACH-000153,0.05972605343415949
ACH-000159,0.03635196483606312
ACH-000160,0.06539706838966516
ACH-000163,0.02152858352937699
ACH-000167,0.2385691944155008
ACH-000168,-0.0798239945390962
ACH-000169,0.1460622655782103
ACH-000178,0.09363136209377332
ACH-000183,-0.04368826959257415
ACH-000188,-0.07678598232607765
ACH-000189,0.1540918945953966
ACH-000190,-0.10798229456597756
ACH-000198,0.17159581679862634
ACH-000203,0.2703998531815631
ACH-000204,-0.0718670529154454
ACH-000206,0.037976252247569536
ACH-000207,-0.03359800689954129
ACH-000208,0.20865703272613548
ACH-000210,-0.02324361477724569
ACH-000211,0.0037984404838105295
ACH-000215,-0.01725136230112155
ACH-000221,0.07379637078193843
ACH-000222,0.07243893911142149
ACH-000223,0.02923370494626521
ACH-000226,-0.03957397671405137
ACH-000227,-0.05880813986445262
ACH-000228,-0.10372734441636544
ACH-000231,-0.08959567061297677
ACH-000232,-0.16624938836684786
ACH-000233,0.07871978261337481
ACH-000234,-0.05795361721309581
ACH-000235,0.05448633441943597
ACH-000237,0.10401168798321396
ACH-000238,-0.07216499891791654
ACH-000242,0.3738051995940478
ACH-000243,0.041455901338721284
ACH-000244,0.05774774147037043
ACH-000246,-0.04600457314461536
ACH-000248,0.176639775431595
ACH-000250,-0.023072358199804
ACH-000251,-0.1283627912913389
ACH-000252,-0.06739703088876832
ACH-000253,0.08443297275174097
ACH-000255,-0.039395118422315314
ACH-000256,-0.08770421572644119
ACH-000257,-0.047236526617569365
ACH-000258,0.06314446921595336
ACH-000259,-0.07459095763732013
ACH-000260,0.004323846298057006
ACH-000261,-0.0111647898502877
ACH-000262,-0.0907038063222742
ACH-000263,0.12729344562038827
ACH-000264,0.035202222666001134
ACH-000265,0.003739060427832735
ACH-000266,0.044866427313153316
ACH-000272,0.16748477002361534
ACH-000274,0.02943470909841645
ACH-000277,0.16220702760772365
ACH-000278,0.12022832294899105
ACH-000279,-0.06687000059798888
ACH-000280,0.1424669399380337
ACH-000281,0.07077952194932981
ACH-000288,0.1003202138384192
ACH-000291,0.1801931187339531
ACH-000293,0.10290812123649687
ACH-000294,-0.09361185397103147
ACH-000295,-0.11326765628541945
ACH-000296,-0.13859456540551973
ACH-000302,-0.07060812661968431
ACH-000304,0.10954918286670698
ACH-000307,0.09172745607185644
ACH-000308,0.10462032370402267
ACH-000310,-0.0893327676465534
ACH-000311,-0.1153531773162178
ACH-000312,0.07212366920187822
ACH-000315,-0.11072975211082126
ACH-000316,-0.13186811077593716
ACH-000317,0.1733311335756792
ACH-000318,0.04167349509307454
ACH-000319,-0.002148807237123912
ACH-000320,0.17294452246216788
ACH-000322,-0.17476603129562754
ACH-000323,-0.09489694021153254
ACH-000324,-0.015376049876588697
ACH-000329,0.059988519049221985
ACH-000330,-0.16995280304589774
ACH-000331,-0.20627479958339529
ACH-000332,0.025672211592121345
ACH-000334,-0.051043011868391136
ACH-000335,0.005090753065236262
ACH-000336,0.1268823007236965
ACH-000337,-0.25524176017325684
ACH-000338,0.17705205858799394
ACH-000339,0.019758495035572032
ACH-000341,0.008901009367080878
ACH-000348,-0.045010970067619935
ACH-000350,0.02272709516250414
ACH-000352,0.060649361793577425
ACH-000356,-0.28381883188365914
ACH-000361,0.035661842701130125
ACH-000362,-0.035585592945557014
ACH-000363,0.02024002254596805
ACH-000364,-0.047593061908080235
ACH-000365,0.10004729853145808
ACH-000366,0.045211556805848534
ACH-000368,0.14444634863441722
ACH-000374,0.0964802518167174
ACH-000375,0.07271067255321734
ACH-000376,0.05170021134516005
ACH-000381,-0.02465241945291285
ACH-000383,-0.03065611178686322
ACH-000387,-0.03999136141872694
ACH-000389,-0.07415521170369395
ACH-000390,-0.06778242554012677
ACH-000393,0.0011564163077462932
ACH-000395,0.07495053907225076
ACH-000396,-0.04694977718153543
ACH-000397,-0.020948009033553396
ACH-000401,0.2420333311146776
ACH-000402,0.1770744102312697
ACH-000403,0.029414300734420907
ACH-000404,0.1431152719889034
ACH-000406,0.0659922618163064
ACH-000407,-0.1662936189615498
ACH-000408,-0.15030609277205825
ACH-000410,-0.0896657378985254
ACH-000411,0.05345926806957543
ACH-000414,0.07931580414824185
ACH-000415,0.022009548662490587
ACH-000416,0.03374862926300301
ACH-000420,-0.05003524524888586
ACH-000421,-0.01927309578372096
ACH-000424,-0.0010911545933328533
ACH-000425,0.09451056116435992
ACH-000426,-0.15798266989254628
ACH-000427,-0.11664698745069038
ACH-000433,0.05614932453083487
ACH-000435,0.2725836461226128
ACH-000436,0.05305608985653111
ACH-000444,-0.08859728776802224
ACH-000445,-0.1855080831759557
ACH-000448,0.0987378149401325
ACH-000450,0.07933237013081773
ACH-000452,0.007422677923661515
ACH-000454,-0.17227080251673235
ACH-000458,-0.0632048016751912
ACH-000459,0.05523258012723632
ACH-000460,-0.01949533862554041
ACH-000461,0.15968421154219106
ACH-000463,-0.04266088993238365
ACH-000464,0.0793532842168611
ACH-000466,0.07803895159207552
ACH-000467,0.011851941991635806
ACH-000468,-0.09180989394281497
ACH-000469,-0.03585154971750268
ACH-000470,-0.09767510900404587
ACH-000471,-0.013827842178372251
ACH-000472,0.10232680388921846
ACH-000473,-0.08036850156804264
ACH-000475,-0.052497458731116685
ACH-000476,-0.021955439957889573
ACH-000477,0.13032984748846566
ACH-000479,-0.2901464662834441
ACH-000480,0.08856218981765489
ACH-000481,-0.04227131614120104
ACH-000483,-0.2698949786547039
ACH-000484,0.2208242356817245
ACH-000485,0.09337413947166512
ACH-000486,0.09693509310463133
ACH-000487,0.11191030495999778
ACH-000488,0.045418375111097406
ACH-000490,0.023765977699300157
ACH-000491,0.035655774641707126
ACH-000495,0.21260275510154755
ACH-000496,0.04124492659238105
ACH-000499,0.20616791670067214
ACH-000500,0.2231887102195491
ACH-000502,-0.06456088701264852
ACH-000503,0.19790859037796366
ACH-000505,0.017455333119724626
ACH-000507,0.3101325762342625
ACH-000510,0.009855912761897763
ACH-000511,0.14356104855057747
ACH-000512,0.17491975138814686
ACH-000516,0.07263334458628297
ACH-000517,-0.021898832572572708
ACH-000518,0.24209107177486625
ACH-000520,0.11218385731293228
ACH-000521,0.02407254303096397
ACH-000522,0.03986207415753737
ACH-000524,0.011223389904100876
ACH-000527,0.08841826209268124
ACH-000528,0.015873273101169854
ACH-000537,-0.005187371697510839
