,KDELR3 (11015)
ACH-000004,0.09478032483137172
ACH-000005,0.17503955328635715
ACH-000007,-0.031274847999226925
ACH-000009,-0.1233792228088109
ACH-000011,-0.0972043083099105
ACH-000012,-0.1081657839996239
ACH-000013,-0.15793399432415942
ACH-000014,-0.051205684452551095
ACH-000015,-0.19113679535376213
ACH-000017,-0.15772111371114014
ACH-000018,-0.07424908525563649
ACH-000019,-0.0855286469191305
ACH-000021,-0.09806353859329163
ACH-000022,-0.2327379073523562
ACH-000025,-0.17194552799442114
ACH-000028,-0.18134099475958948
ACH-000030,-0.15613261733549452
ACH-000035,-0.2324988754950489
ACH-000036,0.012117762702423871
ACH-000037,-0.1524352852102988
ACH-000039,0.16323850010085236
ACH-000040,-0.0828501434003575
ACH-000041,-0.11150659311416897
ACH-000042,-0.19466599671143
ACH-000045,0.02837995640076045
ACH-000047,-0.17135310645522656
ACH-000052,-0.10908336297666298
ACH-000053,-0.11775773515891692
ACH-000054,-0.0774064901043229
ACH-000055,-0.1457190782639986
ACH-000060,-0.19588576767366767
ACH-000067,-0.1173247141350935
ACH-000070,0.028594579829094805
ACH-000075,-0.2646639106485129
ACH-000078,-0.03985295063162
ACH-000082,-0.06424778581693917
ACH-000085,-0.14986374372278882
ACH-000086,0.020825454353182463
ACH-000087,0.09595158346410952
ACH-000092,-0.10976943500007748
ACH-000095,-0.010071031055600248
ACH-000097,-0.06926867916390574
ACH-000098,-0.00033572068005493285
ACH-000099,-0.1180459600343637
ACH-000108,-0.05577954962399514
ACH-000113,-0.026614478201485072
ACH-000116,-0.0696312520927527
ACH-000118,-0.0845510876602826
ACH-000120,-0.10589628857074544
ACH-000123,-0.06148024566344412
ACH-000127,-0.06226982776008828
ACH-000128,0.05305725470718487
ACH-000132,-0.17090164362531934
ACH-000133,-0.10076286542658004
ACH-000137,-0.17359270395049298
ACH-000138,0.04781114798195432
ACH-000142,-0.15105890563777566
ACH-000143,-0.09690825794070206
ACH-000146,-0.13591237180890786
ACH-000148,0.00984627803701468
ACH-000150,0.10194481034751587
ACH-000152,0.025640742390460148
ACH-000153,0.0699129245672275
ACH-000159,-0.007117011601119944
ACH-000160,-0.10314286394544518
ACH-000163,-0.0057586303097798535
ACH-000167,-0.3621119317354036
ACH-000168,0.113298560879662
ACH-000169,-0.13165540150344215
ACH-000178,-0.0729646738358283
ACH-000183,-0.059480080178291414
ACH-000188,0.044182064369362964
ACH-000189,-0.15243486493741448
ACH-000190,-0.1446066495153123
ACH-000198,-0.022645487192661386
ACH-000203,0.06479036771694746
ACH-000204,-0.22284002962323687
ACH-000206,0.08118977896946306
ACH-000207,-0.15392180343582682
ACH-000208,0.034486168155931814
ACH-000210,-0.29332515297062345
ACH-000211,-0.0483815844056381
ACH-000215,-0.1392204888814069
ACH-000221,-0.30679685558795755
ACH-000222,-0.09296875824451373
ACH-000223,-0.018805429395973797
ACH-000226,0.07067281223249118
ACH-000227,0.012027504210461335
ACH-000228,-0.122198435671963
ACH-000231,-0.1924497743687772
ACH-000232,-0.08197458151968179
ACH-000233,0.07268332986974588
ACH-000234,0.007575289031201288
ACH-000235,-0.07556742668911805
ACH-000237,-0.06865341730106149
ACH-000238,-0.15152359176737934
ACH-000242,-0.12294729172520015
ACH-000243,-0.1388179210754515
ACH-000244,-0.03528274920142848
ACH-000246,-0.015224544403082487
ACH-000248,-0.03209678171486395
ACH-000250,-0.10366195869661517
ACH-000251,0.15941726765718287
ACH-000252,0.2314321619251221
ACH-000253,0.04217175811544293
ACH-000255,-0.1196389679823999
ACH-000256,-0.2416498039601811
ACH-000257,-0.0281908279418582
ACH-000258,-0.09668299986815912
ACH-000259,-0.055800767363742884
ACH-000260,-0.04157613857012685
ACH-000261,-0.12284667595593657
ACH-000262,0.09346548995829623
ACH-000263,-0.1823947641535388
ACH-000264,-0.16159217513249047
ACH-000265,-0.06431599612475575
ACH-000266,-0.09841867741729976
ACH-000272,-0.04503291438267694
ACH-000274,-0.060812001721062006
ACH-000277,-0.04735826633042192
ACH-000278,-0.0817455268595544
ACH-000279,-0.098141159409721
ACH-000280,-0.01030583756212017
ACH-000281,-0.13042433987009516
ACH-000288,-0.11559638145970733
ACH-000291,-0.16096181739799034
ACH-000293,-0.13564057388925607
ACH-000294,-0.024176607734330568
ACH-000295,-0.23515222075571904
ACH-000296,-0.17142327368441132
ACH-000302,-0.1037245496251484
ACH-000304,-0.01603333384342528
ACH-000307,-0.07630309470823995
ACH-000308,-0.07175258523794026
ACH-000310,-0.06841917782714435
ACH-000311,-0.12950935235123742
ACH-000312,-0.0034460325877786924
ACH-000315,-0.1673188849127701
ACH-000316,-0.18976606339839314
ACH-000317,-0.06829090604784104
ACH-000318,-0.0622286544278944
ACH-000319,-0.1687802540554093
ACH-000320,-0.004918777974688358
ACH-000322,-0.17102372554913173
ACH-000323,-0.1199015697003965
ACH-000324,-0.08721100485175949
ACH-000329,0.07632487900103005
ACH-000330,-0.04387708713704698
ACH-000331,0.059721688596760886
ACH-000332,-0.10460376562928077
ACH-000334,0.20429082724961048
ACH-000335,0.04051303619940197
ACH-000336,-0.22178378553101066
ACH-000337,-0.15639148955575258
ACH-000338,-0.012931253537343326
ACH-000339,-0.007381144654563619
ACH-000341,-0.13531029763424854
ACH-000348,0.009844132064907724
ACH-000350,-0.044215399792924936
ACH-000352,-0.01344038684968872
ACH-000356,-0.06825118797677619
ACH-000361,-0.21845302990403886
ACH-000362,-0.03462521699783213
ACH-000363,-0.13355266219901213
ACH-000364,0.001345202654801399
ACH-000365,-0.0866204424868523
ACH-000366,-0.1104167333975056
ACH-000368,-0.3286641168405077
ACH-000374,-0.012471540065540007
ACH-000375,-0.0653011375388269
ACH-000376,-0.11172678900295532
ACH-000381,-0.3558895417745757
ACH-000383,-0.0651793503336002
ACH-000387,-0.07673255819601968
ACH-000389,-0.09898689533410984
ACH-000390,-0.021380530874211403
ACH-000393,-0.10792400355362612
ACH-000395,-0.05853995864376028
ACH-000396,-0.05556522364216236
ACH-000397,-0.1131874183687517
ACH-000401,-0.13891892475784795
ACH-000402,0.02005038938363229
ACH-000403,-0.04623995486184242
ACH-000404,-0.02899294667006462
ACH-000406,-0.08136738645810893
ACH-000407,-0.08493344756533543
ACH-000408,-0.3118796283869292
ACH-000410,0.006569811357346908
ACH-000411,-0.050165017787983365
