,PML (5371)
ACH-000004,-0.33170979677455514
ACH-000005,-0.2229946514077851
ACH-000007,0.08055673056041429
ACH-000009,0.011203387777107705
ACH-000011,0.07632947642299058
ACH-000012,-0.008299706647719358
ACH-000013,0.011707490156007269
ACH-000014,0.19137029658521354
ACH-000015,0.16983773560203727
ACH-000017,0.023836452268736104
ACH-000018,0.3837805089055732
ACH-000019,0.21389319380083424
ACH-000021,0.15579938820917338
ACH-000022,-0.0483050164925571
ACH-000025,0.08099555389391196
ACH-000028,0.20531148483451608
ACH-000030,0.08888020786468752
ACH-000035,0.007411996244737956
ACH-000036,-0.0366266359999618
ACH-000037,0.05164343417449215
ACH-000039,0.07251636620065408
ACH-000040,0.07498357396831493
ACH-000041,0.06490660630988786
ACH-000042,0.13244529236943495
ACH-000045,0.11582893773551768
ACH-000047,-0.01926272855443388
ACH-000052,-0.01970743461813877
ACH-000053,0.10540860375973783
ACH-000054,-0.13008680357077326
ACH-000055,-0.1724199837002731
ACH-000060,0.10460247610343887
ACH-000067,0.008750809597190745
ACH-000070,0.09749810687386247
ACH-000075,0.1239238495224574
ACH-000078,-0.10616683993481793
ACH-000082,0.29791925876825165
ACH-000085,0.14286082391145372
ACH-000086,0.06973590649219202
ACH-000087,0.17543127605296158
ACH-000092,0.013590218769550402
ACH-000095,-0.1136504295260488
ACH-000097,0.06927770100341991
ACH-000098,0.13503048825677189
ACH-000099,-0.018524502802788386
ACH-000108,0.14892595259559274
ACH-000113,0.043183564020593056
ACH-000116,0.0027420579735682425
ACH-000118,0.0674399414360308
ACH-000120,0.1963629379155527
ACH-000123,0.12932389406343106
ACH-000127,0.038189401817927966
ACH-000128,0.01202788112877907
ACH-000132,0.019665502635516502
ACH-000133,0.183703416907068
ACH-000137,0.1660308850543762
ACH-000138,0.2514460520460595
ACH-000142,0.12348057410025308
ACH-000143,-0.13978541281116955
ACH-000146,0.049688477095535886
ACH-000148,0.2090740186946808
ACH-000150,0.0018249299941770199
ACH-000152,0.1270509102835888
ACH-000153,0.1672468639736841
