,RPL26L1 (51121)
ACH-000004,-0.3292325665201338
ACH-000005,-0.10786884899219876
ACH-000007,-0.3199880613577565
ACH-000009,-0.4503375700959864
ACH-000011,-0.4127069880883117
ACH-000012,-0.34417386483581924
ACH-000013,-0.2726168307468285
ACH-000014,-0.3971881278268806
ACH-000015,-0.2712002211538367
ACH-000017,-0.4460184496756352
ACH-000018,-0.39517613543894936
ACH-000019,-0.4791407590750674
ACH-000021,-0.37088143046343136
ACH-000022,-0.2944209141525457
ACH-000025,-0.27179754922147303
ACH-000028,-0.311983727525984
ACH-000030,-0.4232855102636134
ACH-000035,-0.4854382332486846
ACH-000036,-0.28963116129737204
ACH-000037,-0.3468969961003573
ACH-000039,-0.5155824546695348
ACH-000040,-0.3910314967107928
ACH-000041,-0.2772604009787612
ACH-000042,-0.4408891179244102
ACH-000045,-0.28297673403818363
ACH-000047,-0.3361524782268596
ACH-000052,-0.3123678595075505
ACH-000053,-0.3440112399284779
ACH-000054,-0.5435091211815252
ACH-000055,-0.2483413647394897
ACH-000060,-0.4472164597280712
ACH-000067,-0.2868230377293855
ACH-000070,-0.449509100371718
ACH-000075,-0.4463275104503161
ACH-000078,-0.4075553120585795
ACH-000082,-0.3247022184641721
ACH-000085,-0.4842849023346423
ACH-000086,-0.4152779327870372
ACH-000087,-0.2845325550099555
ACH-000092,-0.2716912263040919
ACH-000095,-0.3615454420391789
ACH-000097,-0.2821858270664471
ACH-000098,-0.2365216325791356
ACH-000099,-0.4425994734973195
ACH-000108,-0.4604701599084296
ACH-000113,-0.2893712557060869
ACH-000116,-0.3662457928227672
ACH-000118,-0.3161337487672811
ACH-000120,-0.3514426918598515
ACH-000123,-0.3623392262911961
ACH-000127,-0.28517592806563363
ACH-000128,-0.4466765281338416
ACH-000132,-0.2208080998370497
ACH-000133,-0.2981657484286623
ACH-000137,-0.2466551691536872
ACH-000138,-0.3576470383764493
ACH-000142,-0.21945285401874007
ACH-000143,-0.3693039149124903
ACH-000146,-0.3354191522886835
ACH-000148,-0.3046806493177541
ACH-000150,-0.5896193120538308
ACH-000152,-0.3163884210142965
ACH-000153,-0.2496731601938903
ACH-000159,-0.3190411553787859
ACH-000160,-0.36310775916517496
ACH-000163,-0.29309074964618903
ACH-000167,0.2226375656518338
ACH-000168,-0.1981153376196516
ACH-000169,-0.3048744486039033
ACH-000178,-0.27582286226856273
ACH-000183,-0.28379728570225404
ACH-000188,-0.38625283955506506
ACH-000189,-0.6677694446645881
ACH-000190,-0.11767081468533472
ACH-000198,-0.33525533550570463
ACH-000203,-0.8303404912995896
ACH-000204,-0.346509499965153
ACH-000206,-0.3875048427662611
ACH-000207,-0.2215059960943319
ACH-000208,-0.39927111218228706
ACH-000210,-0.14380797173959808
ACH-000211,-0.2877413808869898
ACH-000215,-0.3017608610610099
ACH-000221,-0.25024124720285223
ACH-000222,-0.4397505320126967
ACH-000223,-0.5481003977533597
ACH-000226,-0.5539841545549694
ACH-000227,-0.3878182196687828
ACH-000228,-0.4979974193435449
ACH-000231,-0.3293680398126553
ACH-000232,-0.4589118592105941
ACH-000233,-0.34130218192639755
ACH-000234,-0.4666962279115036
ACH-000235,-0.3661923042473689
ACH-000237,-0.4744179430155526
ACH-000238,-0.2735329126334805
ACH-000242,-0.20868919685013165
ACH-000243,-0.2490941047852933
ACH-000244,-0.10910486981343548
ACH-000246,-0.33059515440123594
ACH-000248,-0.1428782118723292
ACH-000250,-0.3120329419238951
ACH-000251,-0.3275229312793168
ACH-000252,-0.4376006921252265
ACH-000253,-0.4318056576670006
ACH-000255,-0.3288069325386223
ACH-000256,-0.5875864205526349
ACH-000257,-0.3081578008202571
ACH-000258,-0.0966966123178255
ACH-000259,-0.18296037068392804
ACH-000260,-0.2987906372760211
ACH-000261,-0.3419699123340603
ACH-000262,-0.5623543188379397
ACH-000263,-0.3621199974954552
ACH-000264,-0.32800397332997777
ACH-000265,-0.372826626543864
ACH-000266,-0.3083939649017382
ACH-000272,-0.2725200245411801
ACH-000274,-0.27525238533343244
ACH-000277,-0.3968985056208285
ACH-000278,-0.1676883352639179
ACH-000279,-0.2757839831675276
ACH-000280,-0.28192072198562024
ACH-000281,-0.4683533311023026
ACH-000288,-0.5132344353308539
ACH-000291,-0.35511683899429497
ACH-000293,-0.3642567167041448
ACH-000294,-0.14304167672848386
ACH-000295,-0.21176191967674152
ACH-000296,-0.5232914399851362
ACH-000302,-0.3236501888034751
ACH-000304,-0.3249617092254656
ACH-000307,-0.3959756772415761
ACH-000308,-0.4440754646579934
