,TK2 (7084)
ACH-000004,-0.17879820220254553
ACH-000005,-0.1493559004171851
ACH-000007,-0.1468201363351411
ACH-000009,-0.10074819250011408
ACH-000011,-0.20362998201950314
ACH-000012,-0.10972593993744402
ACH-000013,-0.1381340440627281
ACH-000014,-0.1857251257726873
ACH-000015,-0.040301444447670455
ACH-000017,-0.11372709169016475
ACH-000018,0.017626858589736567
ACH-000019,-0.1034924338077668
ACH-000021,-0.13146749374952224
ACH-000022,-0.1458338441209032
ACH-000025,-0.18015352217730946
ACH-000028,-0.042161950339170605
ACH-000030,-0.0747683827793962
ACH-000035,0.003316146836535864
ACH-000036,-0.2315980877623592
ACH-000037,-0.31183762767486584
ACH-000039,-0.1105562496166104
ACH-000040,-0.2880482543704542
ACH-000041,-0.1404472588842673
ACH-000042,-0.08622011159113341
ACH-000045,-0.11261060264071054
ACH-000047,-0.06909590851817897
ACH-000052,-0.05129717300533376
ACH-000053,-0.23851703614621406
ACH-000054,-0.017335584432063823
ACH-000055,0.1561223572929858
ACH-000060,-0.19679051674793652
ACH-000067,-0.16966692043944728
ACH-000070,0.031267470493042536
ACH-000075,-0.005467210773854777
ACH-000078,0.0003908416364165439
ACH-000082,-0.11680927253327705
ACH-000085,-0.09936236973009438
ACH-000086,-0.2131436271442768
ACH-000087,-0.08879718963252163
ACH-000092,-0.08976022967858374
ACH-000095,-0.15960235108504106
ACH-000097,-0.2510298079944288
ACH-000098,-0.20323286368430346
ACH-000099,-0.11721978414117667
ACH-000108,-0.16317156477303338
ACH-000113,-0.14897194498739333
ACH-000116,-0.051675007220743724
ACH-000118,-0.15586354444539724
ACH-000120,-0.04890478676334045
ACH-000123,-0.11167489734690307
ACH-000127,-0.1214479888518071
ACH-000128,-0.10067592457694773
ACH-000132,-0.22240950287098865
ACH-000133,-0.2566670853833547
ACH-000137,-0.15886817332012335
ACH-000138,-0.09037384272320732
ACH-000142,-0.2143946508915797
ACH-000143,-0.18709988039037356
ACH-000146,-0.15813044605153026
ACH-000148,-0.21783757508681295
ACH-000150,-0.07088614563800302
ACH-000152,-0.18360508108395726
ACH-000153,0.0870653076881063
ACH-000159,-0.09018933758695537
ACH-000160,-0.36967524485687503
ACH-000163,0.06045081717805111
ACH-000167,-0.13194402081926945
ACH-000168,-0.13497274642137513
ACH-000169,-0.17924208476679476
ACH-000178,-0.2497957207408897
ACH-000183,-0.15251314183890466
ACH-000188,-0.17411848839484392
ACH-000189,-0.1591179930397757
ACH-000190,-0.06353298232418317
ACH-000198,-0.18778237822391286
ACH-000203,0.027553276449106042
ACH-000204,-0.3564350507651815
ACH-000206,-0.20160839837332206
ACH-000207,0.0068871173798142156
ACH-000208,0.09299053514656654
ACH-000210,-0.2264346630939601
ACH-000211,-0.0938759690404212
ACH-000215,-0.15494448036619568
ACH-000221,-0.22018742672334796
ACH-000222,-0.22003295865514216
ACH-000223,-0.06585363003335402
ACH-000226,-0.10707735272792286
ACH-000227,-0.11904862621464052
ACH-000228,-0.05191660165454697
ACH-000231,-0.04611119953228825
ACH-000232,-0.06755819194975676
ACH-000233,-0.16809877833340794
ACH-000234,-0.10009952853690232
ACH-000235,-0.16041563364560155
ACH-000237,-0.08739017440933057
ACH-000238,-0.041328265500360235
ACH-000242,-0.03996908279911055
ACH-000243,-0.1265854871785409
ACH-000244,-0.18258551626509192
ACH-000246,-0.035075121744596816
ACH-000248,-0.2956675232987142
ACH-000250,-0.07978926649619034
ACH-000251,0.04738629661050877
ACH-000252,-0.3552517442761043
ACH-000253,-0.0917566941700142
ACH-000255,-0.05285316312691357
ACH-000256,-0.22699654170981676
ACH-000257,-0.18199329189075014
ACH-000258,0.016793874099075755
