,ARL5B (221079)
ACH-000004,0.006596507986355554
ACH-000005,0.16724835150723882
ACH-000007,-0.03260980865258396
ACH-000009,0.17144401113720065
ACH-000011,0.20936995982177933
ACH-000012,0.1325734710643759
ACH-000013,0.08485738485775042
ACH-000014,0.07154115567912275
ACH-000015,0.201948860495766
ACH-000017,0.21933683905245396
ACH-000018,0.06756339635771136
ACH-000019,0.017298236080712688
ACH-000021,-0.17774604508770633
ACH-000022,0.09635963853160998
ACH-000025,0.19851628809339952
ACH-000028,0.1213825249822469
ACH-000030,0.006514469280265506
ACH-000035,0.2382551531242835
ACH-000036,0.2212960487991221
ACH-000037,0.13935733818055465
ACH-000039,0.09105319674495907
ACH-000040,0.018759981162339585
ACH-000041,0.01929412243613368
ACH-000042,0.1385987960947065
ACH-000045,0.13306413003529838
ACH-000047,0.20770039776811766
ACH-000052,0.3278974481827266
ACH-000053,0.1738966068073767
ACH-000054,-0.034002877037857863
ACH-000055,0.21978408468204647
ACH-000060,0.06604120941439143
ACH-000067,0.0495184446082266
ACH-000070,0.26916900240434993
ACH-000075,0.04643344031561987
ACH-000078,0.004404963741055472
ACH-000082,0.18301891084593788
ACH-000085,0.1404502302106503
ACH-000086,0.17052601137682855
ACH-000087,0.04795142632048301
ACH-000092,0.10603146671455348
ACH-000095,0.04649632950644817
ACH-000097,0.06122120113403112
ACH-000098,0.04663555593366929
ACH-000099,-0.03202249736740289
ACH-000108,0.16357433590398773
ACH-000113,0.09182377515284357
ACH-000116,0.19919379996708408
ACH-000118,0.13628522326563536
ACH-000120,0.12543289139513
ACH-000123,0.09437544133366547
ACH-000127,0.15945690811998045
ACH-000128,0.21346472689893894
ACH-000132,-0.03803558637108292
ACH-000133,0.14120167314669266
ACH-000137,0.21851548296947054
ACH-000138,0.1337906926437221
ACH-000142,0.2719539747940471
ACH-000143,0.15818010755430992
ACH-000146,0.12660729960402414
ACH-000148,0.10415609277770756
ACH-000150,0.10911992929861984
ACH-000152,0.15052648894282095
ACH-000153,-0.1038810323274824
ACH-000159,0.0948250405977831
ACH-000160,0.1419577837864049
ACH-000163,0.02379520856968351
ACH-000167,-0.09123260457147744
