,STIP1 (10963)
ACH-000004,-0.2644872083638833
ACH-000005,-0.13074670383762602
ACH-000007,-0.391945348056142
ACH-000009,-0.11365932338271355
ACH-000011,0.11927508544605947
ACH-000012,-0.3478620521858017
ACH-000013,-0.05190468752581568
ACH-000014,-0.2113222073957492
ACH-000015,-0.040951174226985035
ACH-000017,-0.23813169279984134
ACH-000018,-0.011650284376725785
ACH-000019,-0.20191454872746564
ACH-000021,-0.20941670682536884
ACH-000022,-0.16231959688409758
ACH-000025,-0.059722916641275964
ACH-000028,-0.17607362094851103
ACH-000030,-0.13766511585763566
ACH-000035,-0.19225654687111252
ACH-000036,-0.041449033918940836
ACH-000037,-0.2689687363947837
ACH-000039,-0.22786413330536576
ACH-000040,0.07017541010393194
ACH-000041,-0.049565598437937286
ACH-000042,-0.2495128740045331
ACH-000045,0.006821255006961901
ACH-000047,-0.25397599030790025
ACH-000052,-0.0909446933463426
ACH-000053,-0.0256966835394646
ACH-000054,-0.2002033745450299
ACH-000055,-0.2156021276547357
ACH-000060,-0.03543286449233375
ACH-000067,-0.14922646177815055
ACH-000070,-0.22114266991588347
ACH-000075,-0.32030219970329155
ACH-000078,-0.2015335316514595
ACH-000082,-0.1924545167626936
ACH-000085,-0.20494510046072856
ACH-000086,-0.3120739490975717
ACH-000087,-0.17978083446561288
ACH-000092,-0.16364005323472033
ACH-000095,-0.03926582224692052
ACH-000097,-0.07331536008346319
ACH-000098,-0.09036130559609452
ACH-000099,-0.2575333034575992
ACH-000108,-0.18116847918391132
ACH-000113,-0.29077575643658804
ACH-000116,-0.26067533435388274
ACH-000118,-0.2789652444499346
ACH-000120,-0.12397694731954464
ACH-000123,-0.30509325271180193
ACH-000127,0.1192418841104044
ACH-000128,-0.1698120292025491
ACH-000132,-0.024812919626314545
ACH-000133,-0.3860307434037147
ACH-000137,-0.012092222450620485
ACH-000138,-0.332848584649526
ACH-000142,-0.3347178391103328
ACH-000143,0.2465242271501632
ACH-000146,-0.20252316280871013
ACH-000148,-0.14623763100034967
ACH-000150,0.04669864874475825
ACH-000152,-0.02889507947966885
ACH-000153,-0.2095993105226029
ACH-000159,-0.053662416901210604
ACH-000160,-0.12408064992110696
ACH-000163,-0.3571893595003532
ACH-000167,-0.501473797422337
ACH-000168,-0.12122202499019508
ACH-000169,-0.15336544102166313
ACH-000178,-0.01806081157154758
ACH-000183,-0.36339568470959865
ACH-000188,-0.3192369511827812
ACH-000189,-0.3521683163908914
ACH-000190,-0.2360861559201457
ACH-000198,0.041169395634309
ACH-000203,0.05277243103517708
ACH-000204,-0.3688375135995963
ACH-000206,-0.10703619454670146
ACH-000207,-0.1940262288801565
ACH-000208,-0.674220076510661
ACH-000210,-0.1985399105748503
ACH-000211,-0.0200360925582362
ACH-000215,-0.3242796718111749
ACH-000221,-0.18663031468841929
ACH-000222,-0.3395420626614428
ACH-000223,-0.2681688245084507
ACH-000226,0.08388429481483846
ACH-000227,-0.1472124244028577
ACH-000228,-0.26651942051892785
ACH-000231,-0.17285388188448653
ACH-000232,0.025415035647197142
ACH-000233,-0.015337723385496443
ACH-000234,-0.21606626814221405
ACH-000235,-0.10802709174367438
ACH-000237,-0.18832959207752945
ACH-000238,-0.14459344638499233
ACH-000242,-0.2876652565239117
ACH-000243,0.014352495092256725
ACH-000244,0.10115754318696107
ACH-000246,-0.11169703552192847
ACH-000248,-0.14048562973926348
ACH-000250,-0.2818616894422436
ACH-000251,0.10962151272747817
ACH-000252,-0.3574923656220238
ACH-000253,0.09391267971553796
ACH-000255,-0.11369458128727088
ACH-000256,-0.20248934914559774
ACH-000257,-0.12987656802305636
ACH-000258,-0.03217729106319788
ACH-000259,-0.104007348150795
ACH-000260,0.029393988538979687
ACH-000261,-0.2524800793851439
ACH-000262,-0.2536844193745518
ACH-000263,-0.1871617633035109
ACH-000264,-0.1493651241174437
ACH-000265,-0.2659001659770113
ACH-000266,-0.28843122944367605
ACH-000272,-0.07328828665330883
ACH-000274,-0.3157362509422726
ACH-000277,0.163839967750798
ACH-000278,-0.16702125686711486
ACH-000279,-0.08286578010434516
ACH-000280,-0.13830292603741454
ACH-000281,-0.2981753074432656
ACH-000288,-0.30005407601326906
ACH-000291,-0.020789300180778854
ACH-000293,-0.22472972887955794
ACH-000294,-0.2894985825059016
ACH-000295,-0.3426863738615979
ACH-000296,-0.0822370604118832
ACH-000302,-0.03526864151445764
ACH-000304,-0.1286398399592121
ACH-000307,-0.2128390843719417
ACH-000308,-0.17791204216439538
ACH-000310,0.019680667568275502
ACH-000311,-0.06251131769727616
ACH-000312,-0.03676513616672473
ACH-000315,-0.13412429940544934
ACH-000316,-0.242183220122634
ACH-000317,-0.30331434877807306
ACH-000318,-0.2913828675282885
ACH-000319,-0.03953320195942607
ACH-000320,0.11837558217492038
ACH-000322,-0.4145962095566704
ACH-000323,-0.15994641935493173
ACH-000324,-0.08083394221922835
ACH-000329,-0.00797255633770388
ACH-000330,-0.30351718097181024
ACH-000331,-0.07033609268750064
ACH-000332,-0.054198566703977116
ACH-000334,-0.18229423033585127
ACH-000335,-0.04997345648206565
ACH-000336,-0.33198989056818845
ACH-000337,-0.1976470760197168
ACH-000338,0.2633043723989831
ACH-000339,-0.04804158142428444
ACH-000341,-0.09168164487224847
ACH-000348,-0.14067960745762284
ACH-000350,-0.216170358817056
ACH-000352,-0.34162333222283275
ACH-000356,-0.5236824089633672
ACH-000361,-0.17068530258373749
ACH-000362,-0.15256365268690106
ACH-000363,-0.18964110903719766
ACH-000364,-0.4565678511237613
ACH-000365,-0.1306994140310013
ACH-000366,-0.24005453632396764
ACH-000368,-0.2381435029170777
ACH-000374,-0.2679788452275052
ACH-000375,-0.03282580839593596
ACH-000376,-0.3277542475299157
ACH-000381,-0.0437344539556895
ACH-000383,-0.22002651569321585
ACH-000387,-0.2371989820058794
ACH-000389,-0.11122852573543622
ACH-000390,-0.1642228096735591
ACH-000393,-0.03157471800313879
ACH-000395,-0.11936251325920973
ACH-000396,-0.16107057513721734
ACH-000397,-0.14055161895852322
ACH-000401,0.034917160363667626
ACH-000402,-0.0005132096443776875
ACH-000403,-0.11536463888407078
ACH-000404,0.07810659203067903
ACH-000406,-0.17692257105437334
ACH-000407,-0.09818341677707199
ACH-000408,0.008839454611438589
ACH-000410,-0.2485553251500363
ACH-000411,-0.1312070752331677
ACH-000414,-0.09834005778156392
ACH-000415,-0.2921977739924929
ACH-000416,-0.11873052718988925
ACH-000420,-0.20812593083225545
ACH-000421,-0.16574373764645975
ACH-000424,0.003178998874304569
ACH-000425,-0.1553752132114139
ACH-000426,-0.4126465508678371
ACH-000427,-0.2019608662415504
ACH-000433,-0.22845287436652376
ACH-000435,-0.4602766349752631
ACH-000436,-0.07541384055944768
ACH-000444,0.0005477099082703004
ACH-000445,-0.08274378434034554
ACH-000448,-0.23490152493189864
ACH-000450,-0.12441077149639695
ACH-000452,-0.10359944762672872
ACH-000454,-0.03878371165542081
ACH-000458,-0.20181126474674865
ACH-000459,-0.17068721451931312
ACH-000460,-0.07142257285944735
ACH-000461,-0.3637616222365235
ACH-000463,-0.06190909815247955
ACH-000464,-0.1957357561976222
ACH-000466,-0.12750388688575076
ACH-000467,-0.1574866914834866
ACH-000468,-0.23254037668534036
ACH-000469,-0.22666520789204886
ACH-000470,-0.3208629759062908
ACH-000471,-0.12658378961558628
ACH-000472,-0.139716664575266
ACH-000473,-0.3842195390032159
ACH-000475,-0.16655589750719765
ACH-000476,-0.04228210207805504
ACH-000477,-0.09735307901876583
ACH-000479,0.18234690051002256
ACH-000480,-0.18010389057511605
ACH-000481,-0.41614079142586297
ACH-000483,-0.0672771352612034
ACH-000484,-0.1180715160846362
ACH-000485,-0.07053851194655497
ACH-000486,-0.11931656867137586
ACH-000487,-0.1989232910086363
ACH-000488,-0.05398598351995233
ACH-000490,-0.20052410203297927
ACH-000491,-0.2548345079679701
ACH-000495,-0.18880621249458576
ACH-000496,-0.08218460122557883
ACH-000499,-0.19924130220771025
ACH-000500,-0.500374620671308
ACH-000502,-0.12027611813176607
