,HIST2H2AA3 (8337)
ACH-000461,-0.5088593402757217
ACH-000463,-0.3271578082521563
ACH-000464,-0.2522293834122478
ACH-000466,-0.6391211777297403
ACH-000467,-0.4754925165325558
ACH-000468,-0.3140943408290216
ACH-000469,-0.3022804095513526
ACH-000470,-0.4042656974332238
ACH-000471,-0.33277933361285605
ACH-000472,-0.3902357304763245
ACH-000473,-0.3702779448053553
ACH-000475,-0.31265399545407263
ACH-000476,-0.4375323416565129
ACH-000477,-0.3943454270829557
ACH-000479,-0.10286251815954996
ACH-000480,-0.4513560607139591
ACH-000481,-0.3810577682790448
ACH-000483,-0.03875773133695931
ACH-000484,-0.2888165066675985
ACH-000485,-0.3656933041700058
ACH-000486,-0.3071970814755021
ACH-000487,-0.4747496830238954
ACH-000488,-0.3931261578376202
ACH-000490,-0.5968559724766588
ACH-000491,-0.3664481452888403
ACH-000495,-0.5278486774203992
ACH-000496,-0.4258417680080143
ACH-000499,-0.37426881438713183
ACH-000500,-0.590211906898823
ACH-000502,-0.4795053787711285
ACH-000503,-0.4189029999437807
ACH-000505,-0.4089859520983105
ACH-000507,-0.33448080779102146
ACH-000510,-0.3165674107454583
ACH-000511,-0.3800452476037984
ACH-000512,-0.5053817525512166
ACH-000516,-0.3662787082720137
ACH-000517,-0.39328539006352653
ACH-000518,-0.4524603471036577
ACH-000520,-0.3675595086969116
ACH-000521,-0.32585901833960884
ACH-000522,-0.4139186651813713
ACH-000524,-0.28179340239823564
ACH-000527,-0.34217037272993384
ACH-000528,-0.4867260783288924
ACH-000537,-0.3679995974378232
ACH-000541,-0.2730361806052339
ACH-000542,-0.3838009683629669
ACH-000544,-0.5167137757079437
ACH-000545,-0.369416185082587
ACH-000547,-0.4454463501301318
ACH-000548,-0.3848678751357248
ACH-000549,-0.4790243170083934
ACH-000550,-0.3496613893338917
ACH-000552,-0.4260225345865107
ACH-000556,-0.4950839722800826
ACH-000557,-0.5842016280684903
ACH-000569,-0.4268440885151543
ACH-000570,-0.341811586467695
ACH-000571,-0.5021265812094822
ACH-000573,-0.5992111972748008
ACH-000576,-0.34206305424188843
ACH-000579,-0.33451077876115115
ACH-000580,-0.1539485325232201
ACH-000584,-0.4434167341486245
ACH-000585,-0.4292997606066026
ACH-000588,-0.32948993230954643
ACH-000589,-0.3173176348813756
ACH-000591,-0.43100870282960974
ACH-000593,-0.2717067270562049
ACH-000600,-0.5046362412852025
ACH-000601,-0.4534065330154707
ACH-000605,-0.4710089382033044
ACH-000606,-0.5492490140121625
ACH-000608,-0.2988424163652109
ACH-000614,-0.37726616563735227
ACH-000616,-0.4747272283175879
ACH-000618,-0.531021005734517
ACH-000619,-0.43303023310164335
ACH-000620,-0.4680165225042723
ACH-000621,-0.3741940285787614
ACH-000622,-0.1621744224073716
ACH-000623,-0.3493179350628002
ACH-000624,-0.3924582735134531
ACH-000627,-0.19066374069942424
ACH-000630,-0.28526053170472776
ACH-000631,-0.5165478818530708
ACH-000632,-0.5383603675256919
ACH-000633,-0.23136830918328286
ACH-000637,-0.4903523409741071
ACH-000638,-0.5178218801143452
ACH-000646,-0.24068668841154445
ACH-000647,-0.4789111168854029
ACH-000648,-0.2823807353105967
ACH-000649,-0.4274443952051902
ACH-000651,-0.30544051692654417
ACH-000652,-0.2664885257350785
ACH-000653,-0.4023263013738216
ACH-000657,-0.4906138337832878
ACH-000658,-0.5341526545331076
ACH-000661,-0.3891272178376993
ACH-000662,-0.6402961789307973
ACH-000663,-0.3377147354139869
ACH-000665,-0.4495619082533245
ACH-000671,-0.6268145256718751
ACH-000672,-0.31930111904627617
ACH-000673,-0.6257879341835504
ACH-000676,-0.323083818103278
ACH-000677,-0.2898471098494104
ACH-000681,-0.4008288774999552
ACH-000683,-0.34939386344049256
ACH-000684,-0.6192634812632788
ACH-000688,-0.3353591109877814
ACH-000693,-0.3960663466421763
ACH-000694,-0.3779037212598022
ACH-000695,-0.4009294222765446
ACH-000696,-0.23292212690340586
ACH-000697,-0.29073393393577524
ACH-000699,-0.3880607635115488
ACH-000701,-0.2434773444600864
ACH-000706,-0.26637395794394825
ACH-000711,-0.4309384735961876
ACH-000713,-0.4647623055891862
ACH-000714,-0.4733821593004074
ACH-000718,-0.4052949540593999
ACH-000720,-0.43032842453803055
ACH-000721,-0.5302786039853264
ACH-000724,-0.6960467833775381
ACH-000725,-0.39004382725097736
ACH-000732,-0.4948499978946761
ACH-000734,-0.3674495750595882
ACH-000735,-0.4678393740661779
ACH-000736,-0.4172271803886781
ACH-000738,-0.2797328295955403
ACH-000746,-0.2843328644566939
ACH-000747,-0.3754542048969277
ACH-000748,-0.34122507314502626
ACH-000753,-0.4448224421599705
ACH-000756,-0.5862973958277278
ACH-000757,-0.4428834749879647
ACH-000758,-0.5043765012220779
ACH-000760,-0.5368603829991595
ACH-000762,-0.5691800957646709
ACH-000763,-0.6512430370896438
ACH-000764,-0.44232564665800095
ACH-000765,-0.6118006839344083
ACH-000766,-0.4760001814037138
ACH-000767,-0.14804440266793026
ACH-000768,-0.31562213766739666
ACH-000769,-0.31442573861679873
ACH-000770,-0.6131754079925336
ACH-000771,-0.6425183326296531
ACH-000773,-0.4937170055447705
ACH-000776,-0.5382242894902084
ACH-000777,-0.4749247984766852
ACH-000778,-0.5030022232226996
ACH-000781,-0.3878313140551313
ACH-000782,-0.4050423440985869
ACH-000783,-0.4987211197754434
ACH-000784,-0.3109057223818114
ACH-000785,-0.5109400319561685
ACH-000787,-0.3469018798232794
ACH-000788,-0.3311574718751469
ACH-000791,-0.5088821274821834
ACH-000792,-0.3779965573597772
ACH-000794,-0.4928541134655215
ACH-000796,-0.3647520612527522
ACH-000798,-0.2481255645924046
ACH-000799,-0.1856860427468672
ACH-000800,-0.8004757391534967
ACH-000802,-0.38603637320838297
ACH-000804,-0.5629622348348425
ACH-000805,-0.2264977995509809
ACH-000809,-0.4588869878459374
ACH-000810,-0.4732410024226744
ACH-000811,-0.2742676260903248
ACH-000817,-0.2496961662748961
ACH-000819,-0.3867620171125703
ACH-000820,-1.1228669652812808
ACH-000821,-0.409994544840692
ACH-000822,-0.25814146266926924
ACH-000823,-0.4263243927884977
ACH-000824,-0.5938742286048768
ACH-000827,-0.4151029386992001
ACH-000829,-0.16360257538416592
ACH-000831,-0.3660733827780691
ACH-000832,-0.6589458105154848
ACH-000833,-0.2972085979199561
ACH-000834,-0.6323096043742479
ACH-000835,-0.15474699371432166
ACH-000836,-0.412415365322218
ACH-000837,-0.353816358549184
ACH-000838,-0.8046830154360287
ACH-000839,-0.12959550534220046
ACH-000840,-0.5913565203664402
ACH-000841,-0.5606244876051758
ACH-000843,-0.5410712524422404
ACH-000846,-0.3225113827528542
ACH-000847,-0.2904618649423167
ACH-000848,-0.3272512132754718
ACH-000849,-0.5022366582082711
ACH-000851,-0.3071653124411897
ACH-000855,-0.5285957985849077
ACH-000856,-0.30628254788452136
ACH-000858,-0.34181239159421456
ACH-000859,-0.4470737050122892
ACH-000861,-0.3653064745415752
ACH-000862,-0.4060178095469546
ACH-000865,-0.4084907596481867
ACH-000866,-0.3219297836575507
ACH-000867,-0.4401189807522623
ACH-000869,-0.5472410775483748
ACH-000872,-0.14897146161195454
ACH-000873,-0.3718696925286969
ACH-000876,-0.4243187423891884
ACH-000878,-0.6937555407327591
ACH-000880,-0.5319766757841983
ACH-000881,-0.4598133013651465
ACH-000882,-0.3904047955374685
ACH-000884,-0.259641925691161
ACH-000885,-0.2504758545626869
ACH-000887,-0.3326562929819629
ACH-000889,-0.3293625863807456
ACH-000896,-0.4522860384076648
ACH-000898,-0.4853684433681538
ACH-000900,-0.4007891919266189
ACH-000901,-0.3763620516203446
ACH-000905,-0.4481207738699688
ACH-000906,-0.3630673178060663
ACH-000907,-0.3284904886239109
ACH-000910,-0.4058442322179015
ACH-000911,-0.3245806229932243
ACH-000912,-0.5765298817432126
ACH-000913,-0.4764489373341774
ACH-000915,-0.41216092429804746
ACH-000916,-0.5587950582020521
ACH-000917,-0.3458238525935937
ACH-000920,-0.2927136999706052
ACH-000921,-0.3099662139273355
ACH-000924,-0.2551547290296816
ACH-000926,-0.2595822486335162
ACH-000928,-0.2985095026458542
ACH-000929,-0.8147144133075103
ACH-000932,-0.4486172234005243
ACH-000935,-0.2403618626323512
ACH-000936,-0.3029260534536833
ACH-000937,-0.5684140888150994
ACH-000938,-0.5563764857241326
ACH-000939,-0.5537403588722364
ACH-000941,-0.5270098972367834
ACH-000943,-0.4744202445103982
ACH-000946,-0.2822934744703172
ACH-000947,-0.3639097469230109
ACH-000948,-0.42662360372369773
ACH-000950,-0.19922782255272894
ACH-000953,-0.4172499102753505
ACH-000954,-0.029617495919925293
ACH-000957,-0.4333257185836353
ACH-000958,-0.3060596567061501
ACH-000960,-0.5729038679137267
ACH-000963,-0.7318631449069084
ACH-000968,-0.3791777277610232
ACH-000969,-0.33494877720961475
ACH-000972,-0.1025562123427786
ACH-000973,-0.4527161245193554
ACH-000974,-0.18076533614124696
ACH-000978,-1.0459194587801248
ACH-000984,-0.33216201876461904
ACH-000986,-0.3337667750957614
ACH-000988,-0.3456586727430409
ACH-000993,-0.4996105804166858
ACH-000994,-0.4360807221047695
ACH-000996,-0.5779531718603916
ACH-001001,-0.30869958499994704
ACH-001020,-0.0049445722262691635
ACH-001028,-0.3908463887716754
ACH-001031,-0.36556491358778415
ACH-001038,-0.4560992074351721
ACH-001048,-0.3559502033932454
ACH-001050,-0.3895270158206621
ACH-001053,-0.24734648378411014
ACH-001054,-0.3591132672739244
ACH-001061,-0.2961464577422008
ACH-001067,-0.3081133247287744
ACH-001075,-0.4106806974972679
ACH-001096,-0.6952753397730875
ACH-001111,-0.4217527120171916
ACH-001119,-0.2115766666255036
ACH-001128,-0.4557882100165292
ACH-001134,-0.272590010959175
ACH-001151,-0.4328333968374991
ACH-001163,-0.3723206053062523
ACH-001164,-0.2722266675037565
ACH-001183,-0.20124785418559465
ACH-001192,-0.2966638541947731
ACH-001193,-0.2545147949038346
ACH-001196,-0.38354469858008455
ACH-001197,-0.1318447827468208
ACH-001205,-0.40727178784950496
ACH-001211,-0.22380315501305126
ACH-001212,-0.5046324346785488
ACH-001228,-0.6503398036715654
ACH-001232,-0.3337851786980797
ACH-001239,-0.5455776017707109
ACH-001270,-0.16787593596864944
ACH-001274,-0.2768427296458952
ACH-001275,-0.2877513992170246
ACH-001277,-0.40281125058921935
ACH-001278,-0.2879085189285961
ACH-001280,-0.2383088940697476
ACH-001283,-0.3263781459257883
ACH-001289,-0.4036309373278381
ACH-001300,-0.39218863568470375
ACH-001301,-0.3622804565296223
ACH-001302,-0.3667464536397074
ACH-001306,-0.3191043083299687
ACH-001318,-0.3662438374963614
ACH-001322,-0.3020058910785489
ACH-001328,-0.4869258222985883
ACH-001332,-0.5177261622082453
ACH-001336,-0.5064145372131761
ACH-001346,-0.5939021150732726
ACH-001353,-0.5021461762247339
ACH-001354,-0.6746884399542278
ACH-001367,-0.1407753307575256
ACH-001368,-0.4345109877735311
ACH-001374,-0.22977934906427136
ACH-001377,-0.4025738889987154
ACH-001380,-0.4572609902688243
ACH-001391,-0.2453021144485689
ACH-001408,-0.5293934873996953
ACH-001430,-0.3870302760225404
ACH-001431,-0.3451175928092697
ACH-001450,-0.5240234666184095
ACH-001496,-0.4374559057121684
ACH-001500,-0.3565885774053789
ACH-001523,-0.3473265822463594
ACH-001532,-0.366430975429068
ACH-001550,-0.3920680762001189
ACH-001552,-0.2834990695954908
ACH-001554,-0.4371136384104408
ACH-001654,-0.401426396919156
ACH-001735,-0.5462970781382079
ACH-001736,-0.5105489661052377
ACH-001737,-0.4353070199725942
ACH-001740,-0.5704790965005627
ACH-001745,-0.6057420542003459
ACH-001765,-0.7045103943527299
