,NPRL2 (10641)
ACH-000004,-0.4212097749315324
ACH-000005,-0.01966105697471757
ACH-000007,-0.3567694355942376
ACH-000009,-0.036550095340419225
ACH-000011,0.1048883086401502
ACH-000012,-0.07128566462534325
ACH-000013,0.10864155080741314
ACH-000014,0.2784725971384057
ACH-000015,0.2268867106012164
ACH-000017,0.05593548883682488
ACH-000018,0.22196570128718104
ACH-000019,-0.0949101466773253
ACH-000021,0.15108893409512694
ACH-000022,0.0837880008021788
ACH-000025,-0.052120384115028735
ACH-000028,-0.11381846771370074
ACH-000030,-0.01906448473431091
ACH-000035,0.07767431760413514
ACH-000036,0.44100110141430665
ACH-000037,-0.13098686470911008
ACH-000039,-0.3413998986328596
ACH-000040,-0.0799272604596603
ACH-000041,0.4112708388720573
ACH-000042,-0.0761616884473828
ACH-000045,-0.10804144568702903
ACH-000047,0.08924171613084021
ACH-000052,0.2097369427167626
ACH-000053,0.2842725348469999
ACH-000054,0.038626008532327394
ACH-000055,-0.17124975534997472
ACH-000060,-0.037537609843609834
ACH-000067,-0.02031997936896463
ACH-000070,0.7815846855395032
ACH-000075,-0.03829310664548798
ACH-000078,-0.018841273458117053
ACH-000082,0.11722718840189035
ACH-000085,0.015622462878767953
ACH-000086,0.22348602631869116
ACH-000087,-0.020082210610871672
ACH-000092,0.19146856799524095
ACH-000095,0.19571288864433106
ACH-000097,0.0185255522598153
ACH-000098,0.05792719336699675
ACH-000099,0.3274602331332281
ACH-000108,0.04791968854951641
ACH-000113,-0.4104881225320047
ACH-000116,0.2935145434638317
ACH-000118,-0.09630247961294924
ACH-000120,0.007649282496386032
ACH-000123,-0.03401807458599153
ACH-000127,-0.022898596276885477
ACH-000128,0.3385330301351289
ACH-000132,0.3220522420555817
ACH-000133,0.013341001588021062
ACH-000137,0.008905160102066677
ACH-000138,0.2747794057437522
ACH-000142,0.14889025379657242
ACH-000143,0.4214266875166895
ACH-000146,-0.14708359975620086
ACH-000148,0.062375977123985515
ACH-000150,-0.09509885113173223
ACH-000152,0.118836170780867
ACH-000153,0.06932138899714657
ACH-000159,0.07580634130709367
ACH-000160,0.08361097954879519
ACH-000163,0.21137170626968946
ACH-000167,0.15155341281157755
ACH-000168,-0.05084057943719222
ACH-000169,-0.0152287063658143
