,TATDN2 (9797)
ACH-000004,0.02249999472442641
ACH-000005,0.17506895947923226
ACH-000007,0.10678760948698354
ACH-000009,-0.058419249089969226
ACH-000011,-0.07037845608370423
ACH-000012,-0.0681617584629967
ACH-000013,-0.011392110310998021
ACH-000014,0.06282783948777669
ACH-000015,-0.02580016329674526
ACH-000017,-0.005269597412119661
ACH-000018,-0.021008147505578983
ACH-000019,-0.08249057840193548
ACH-000021,0.00681408620664364
ACH-000022,-0.039842381029910286
ACH-000025,-0.0895771834333996
ACH-000028,0.1541686961665622
ACH-000030,0.00917200736919423
ACH-000035,-0.042790100621462435
ACH-000036,-0.002934711284931066
ACH-000037,-0.03699801076025082
ACH-000039,-0.08839123776093999
ACH-000040,-0.025984858585109998
ACH-000041,0.0042952715360954855
ACH-000042,-0.09303434618560702
ACH-000045,-0.17906250586921066
ACH-000047,-0.11102050072576078
ACH-000052,-0.0715029939111404
ACH-000053,-0.06300947908103599
ACH-000054,-0.036715044636186564
ACH-000055,-0.031196401507595988
ACH-000060,-0.05860628733583762
ACH-000067,-0.048511704647369217
ACH-000070,-0.1349409325443673
ACH-000075,-0.04668562557874098
ACH-000078,-0.08195052585140547
ACH-000082,-0.007153822161399573
ACH-000085,0.011911627231192191
ACH-000086,-0.17039770458259804
ACH-000087,-0.02855567055054706
ACH-000092,-0.07330258240828014
ACH-000095,-0.10461651554156512
ACH-000097,-0.07487414561854125
ACH-000098,0.03140435963887051
ACH-000099,-0.15711585827824615
ACH-000108,-0.07980131693979034
ACH-000113,-0.005834874929522141
ACH-000116,-0.022507023869929584
ACH-000118,-0.020585131351214685
ACH-000120,-0.22390318216904487
ACH-000123,0.0401556187383957
ACH-000127,-0.03856767287428259
ACH-000128,0.10880347994714427
ACH-000132,-0.1027959659947442
ACH-000133,-0.10214189514195586
ACH-000137,-0.1877528646134153
ACH-000138,-0.06851557203662928
ACH-000142,0.04805787722231947
ACH-000143,-0.0004735606734890749
ACH-000146,-0.1007192680403516
ACH-000148,0.03475502405848773
ACH-000150,-0.08099442735799467
ACH-000152,-0.0147932083025618
ACH-000153,-0.0172535829320365
ACH-000159,-0.0031733969539627905
ACH-000160,0.013769720757742064
ACH-000163,-0.003751473867407565
ACH-000167,-0.12068916332857325
ACH-000168,-0.0021149096415212145
ACH-000169,0.09958704844763216
ACH-000178,-0.02621266113241452
ACH-000183,0.03720473955822494
ACH-000188,-0.06998336790445199
ACH-000189,0.05491627055705168
ACH-000190,-0.00937613107416723
ACH-000198,-0.031793801791248064
ACH-000203,-0.00980136752320137
ACH-000204,-0.14074960007866608
ACH-000206,0.10159151139176358
ACH-000207,-0.12009154425809915
ACH-000208,0.0007372263759457525
ACH-000210,-0.10802547072177253
ACH-000211,0.001923498160128166
ACH-000215,-0.039619727988985255
ACH-000221,0.061250922968816734
ACH-000222,0.10140687774923618
ACH-000223,-0.07972640229814175
ACH-000226,0.09195762318937327
ACH-000227,-0.03864607771069917
ACH-000228,0.1822020226186662
ACH-000231,-0.002324093874260205
ACH-000232,-0.08792976696942605
ACH-000233,0.06850900045519935
ACH-000234,-0.02157652739855481
ACH-000235,-0.12756539093302094
ACH-000237,-0.010755004760365823
ACH-000238,-0.1069593643217544
ACH-000242,-0.4634882238883488
ACH-000243,-0.04689762718057123
ACH-000244,-0.08457274281300063
ACH-000246,-0.03720326325402183
ACH-000248,0.056179202245867116
ACH-000250,-0.022023267803541413
ACH-000251,-0.03781024780071655
ACH-000252,0.1515944430724801
ACH-000253,-0.1302696016257527
ACH-000255,-0.04580851296762961
ACH-000256,-0.10849716905017932
ACH-000257,-0.08950468670086435
ACH-000258,-0.09132718880697399
ACH-000259,-0.16039641746374694
ACH-000260,0.025062963643683118
ACH-000261,0.022390308840209868
ACH-000262,0.10098464107951036
ACH-000263,-0.1067539456948706
ACH-000264,-0.11321840548773625
ACH-000265,0.045538160048859015
ACH-000266,-0.08823455621763814
ACH-000272,-0.06569800993038782
ACH-000274,-0.12443345928427615
ACH-000277,0.0092906539331042
ACH-000278,0.026709779070356238
ACH-000279,-0.00982203875188133
ACH-000280,-0.02583593705863193
ACH-000281,-0.012288000146468595
ACH-000288,-0.07913229129186425
ACH-000291,0.054131566933264916
ACH-000293,-0.05191394164922231
ACH-000294,-0.004883052338612735
ACH-000295,-0.027199696188959756
ACH-000296,-0.14441620717771075
ACH-000302,0.047092412192980125
ACH-000304,-0.275649530048201
ACH-000307,-0.019689279397006248
ACH-000308,-0.03494546316181052
ACH-000310,-0.3256493484169435
ACH-000311,-0.04347437187055756
ACH-000312,-0.009380775538494859
ACH-000315,-0.051245351938238586
ACH-000316,0.003268846095100082
ACH-000317,0.11171746875610583
ACH-000318,-0.03147451816477688
ACH-000319,-0.064032165594987
ACH-000320,-0.06996280951352454
ACH-000322,0.04937143177576238
ACH-000323,-0.07310845233173452
ACH-000324,-0.09292070840111467
ACH-000329,-0.18119789009454101
ACH-000330,0.029936125722402018
ACH-000331,0.058303747619688186
ACH-000332,-0.05331055078252488
ACH-000334,-0.06841855499971759
ACH-000335,-0.09287611254938953
ACH-000336,0.3179006315911921
ACH-000337,0.11459496774311335
ACH-000338,-0.7617170105474104
ACH-000339,-0.003922218058620745
ACH-000341,-0.13744290461729053
ACH-000348,-0.153868000290435
ACH-000350,0.0261556148672283
ACH-000352,0.05387769294133783
ACH-000356,0.060854707857347576
ACH-000361,-0.05083970004427514
ACH-000362,-0.2166429845129529
ACH-000363,-0.06318782098432398
ACH-000364,0.10454305904748856
ACH-000365,0.0738619403843361
ACH-000366,-0.08010497970140562
ACH-000368,-0.10138059007981852
ACH-000374,-0.020846846105633074
ACH-000375,-0.012402706043370423
ACH-000376,-0.01729736242601559
ACH-000381,-0.15667214343935734
ACH-000383,-0.0585710330512771
ACH-000387,-0.15820751096684768
ACH-000389,-0.16995147699476673
ACH-000390,-0.028133435610757797
ACH-000393,-0.051336352721749696
ACH-000395,-0.12564580149294488
ACH-000396,-0.11092246419896838
ACH-000397,-0.0744543889066935
ACH-000401,0.077452066111481
ACH-000402,-0.3360197086728252
ACH-000403,0.005477053919402809
ACH-000404,-0.18761079152279272
ACH-000406,-0.029797392000621738
ACH-000407,-0.1008991211991515
ACH-000408,0.07334221893205645
ACH-000410,-0.05458231635666663
ACH-000411,-0.02002076888265421
ACH-000414,-0.002839799484520838
ACH-000415,-0.06756271957995877
ACH-000416,0.012045286331741907
ACH-000420,-0.06077656867027241
ACH-000421,0.01405283941261293
ACH-000424,-0.09751587430531546
ACH-000425,-0.01807088898383982
ACH-000426,-0.033484139825223885
ACH-000427,-0.016270422729426862
ACH-000433,0.01850291116201341
ACH-000435,0.16238400617281562
ACH-000436,0.06809761486913783
ACH-000444,0.11996786355007184
ACH-000445,-0.04848556728775622
ACH-000448,-0.017239426939266316
ACH-000450,0.10305129899226988
ACH-000452,0.017134091819140246
ACH-000454,0.059917946276337286
ACH-000458,0.16660605822715635
ACH-000459,-0.04673210306335999
ACH-000460,-0.11983842974430432
ACH-000461,-0.010282113767796407
ACH-000463,-0.0407446420707411
ACH-000464,-0.15611023947868405
ACH-000466,0.14546777331696045
ACH-000467,0.04225174403928749
ACH-000468,-0.020198701860113067
ACH-000469,-0.06830374001034076
ACH-000470,0.002371123115465314
ACH-000471,-0.16920753226277513
ACH-000472,-0.023527564323541916
ACH-000473,-0.15725092007058078
ACH-000475,0.028412033145097288
ACH-000476,-0.06930657321429746
ACH-000477,0.08673581835808176
ACH-000479,0.107824464102077
ACH-000480,-0.09292761067396096
ACH-000481,-0.06514267063475672
ACH-000483,0.003389994232542349
ACH-000484,-0.014483224019645068
ACH-000485,-0.01914629327414836
ACH-000486,0.07340379376262524
ACH-000487,-0.03529873444547214
ACH-000488,-0.1367490334626986
ACH-000490,-0.05204972988125133
ACH-000491,-0.08495422150732926
ACH-000495,-0.15013448715244773
ACH-000496,-0.1010359075761666
ACH-000499,-0.08872176451729973
ACH-000500,0.23574988595149826
ACH-000502,-0.024172330168362927
ACH-000503,0.3815901075319947
ACH-000505,0.0189936948020094
ACH-000507,-0.17062665071991673
ACH-000510,-0.05795373795394214
ACH-000511,0.017457997138974345
ACH-000512,-0.023132428823596705
ACH-000516,-0.05939078973689574
ACH-000517,-0.1143318500240793
ACH-000518,0.08197110488991534
ACH-000520,0.03622980198845153
ACH-000521,-0.035939552596228726
ACH-000522,0.06561870751409057
ACH-000524,-0.043194144570898436
ACH-000527,-0.058142713186720124
ACH-000528,0.03517189579875777
ACH-000537,0.044689584993416215
ACH-000541,-0.04153922757445139
ACH-000542,-0.08486205999172737
ACH-000544,0.10807552095886397
ACH-000545,0.0719239015962068
ACH-000547,0.15291528424690026
ACH-000548,-0.010863452142479206
ACH-000549,0.038904114825101366
ACH-000550,-0.027587042085011445
ACH-000552,0.20472384253248185
ACH-000556,-0.030589899633567813
ACH-000557,-0.1222150088954062
ACH-000569,-0.10113596628481324
ACH-000570,-0.12314307419732605
ACH-000571,-0.08764031072422764
ACH-000573,-0.005456751473845616
ACH-000576,0.05646999496488146
ACH-000579,-0.04721085223901333
ACH-000580,-0.03873872213524742
