,SPDYA (245711)
ACH-000004,0.09837555897512937
ACH-000005,0.2396250966340752
ACH-000007,0.20209216353585446
ACH-000009,0.11190229852451036
ACH-000011,0.1198554750602269
ACH-000012,0.28349878756694163
ACH-000013,0.08538156244156912
ACH-000014,0.14139779643183886
ACH-000015,0.1583695977758758
ACH-000017,0.044810649546346594
ACH-000018,0.0865987309866955
ACH-000019,0.20553364590219367
ACH-000021,0.0637741898691218
ACH-000022,0.01094792954725936
ACH-000025,0.07943629225426002
ACH-000028,0.08882050628876903
ACH-000030,0.05517770424487131
ACH-000035,0.1261617474425483
ACH-000036,0.1413456237932795
ACH-000037,0.0385742654687466
ACH-000039,0.28119618749961023
ACH-000040,-0.0150863555601428
ACH-000041,0.1675335924261668
ACH-000042,0.03962377380891973
ACH-000045,0.05379620419036436
ACH-000047,0.08501713521572131
ACH-000052,0.056638149033539566
ACH-000053,0.06385281630646163
ACH-000054,0.08593614794331803
ACH-000055,-0.055032348808299526
ACH-000060,0.1634796247019914
ACH-000067,0.132435454014174
ACH-000070,0.07594412526271159
ACH-000075,0.1421980930080177
ACH-000078,0.10126956817060838
ACH-000082,0.054859552403468834
ACH-000085,0.03150808508863756
ACH-000086,0.021868518846417682
ACH-000087,0.1065657493201579
ACH-000092,-0.15558610212056956
ACH-000095,0.060289819609991885
ACH-000097,0.09305453431263787
ACH-000098,0.1061387098078639
ACH-000099,0.016791307283913422
ACH-000108,0.026864596813388302
ACH-000113,0.06982212064030661
ACH-000116,0.10793115777160607
ACH-000118,0.12042678328120228
ACH-000120,0.07779007997123091
ACH-000123,0.14816896059640108
ACH-000127,0.05621198190843632
ACH-000128,-0.0013322147985312595
ACH-000132,0.07334206489283028
ACH-000133,-0.07181246354938707
ACH-000137,0.1741291712261691
ACH-000138,0.11620770089246465
ACH-000142,-0.052857759721453776
ACH-000143,0.06910375754716676
ACH-000146,0.15285116527373513
ACH-000148,0.0712701322916347
ACH-000150,0.1626406415522471
ACH-000152,0.08774498724558981
ACH-000153,0.14912270921272194
ACH-000159,0.060083117695255324
ACH-000160,0.12144313944113135
ACH-000163,0.11075287202565903
ACH-000167,-0.1204604818953356
ACH-000168,-0.055916682689481564
ACH-000169,0.046431417202979636
ACH-000178,0.09500663810692547
ACH-000183,0.05525577792571741
ACH-000188,0.056431899535376535
ACH-000189,0.08643068222055279
ACH-000190,0.09450008982716936
ACH-000198,0.07299311212293448
ACH-000203,-0.278434762121877
ACH-000204,-0.04824736290311259
ACH-000206,0.08814285705418133
ACH-000207,0.1742732859426583
ACH-000208,0.21179719088603527
ACH-000210,0.3229284644277368
ACH-000211,0.16291557188700145
ACH-000215,0.09635139005967948
ACH-000221,0.23016521210353244
ACH-000222,0.02355994383793562
ACH-000223,-0.00012007064366741216
ACH-000226,0.06137803579969318
ACH-000227,0.0310396476461589
ACH-000228,0.12222386237163313
ACH-000231,0.06979233243041348
ACH-000232,0.053389657546950735
ACH-000233,0.03427084730189783
ACH-000234,-0.019666638887983885
ACH-000235,0.034891558692852355
ACH-000237,0.04565611855238299
ACH-000238,-0.0814414652451691
ACH-000242,0.12825663299488765
ACH-000243,-0.0004808100482314506
ACH-000244,0.06711229652475856
ACH-000246,0.066103336778785
ACH-000248,0.0768894772934182
ACH-000250,0.09524540169836504
ACH-000251,0.14788762396434058
ACH-000252,0.16836341847107095
ACH-000253,0.05422796331328389
ACH-000255,0.1972268982148455
ACH-000256,0.06972010665611647
ACH-000257,0.20161323655958285
ACH-000258,0.12788495357432855
ACH-000259,-0.02016649388494576
ACH-000260,0.07089054665569565
ACH-000261,0.07218748247670316
ACH-000262,0.07808809099529603
ACH-000263,0.06849745181406316
ACH-000264,0.05685121918708905
ACH-000265,0.1273112479922238
ACH-000266,0.06552809134161082
ACH-000272,0.07553122321194639
ACH-000274,0.004856043699685635
ACH-000277,0.05641661530967172
ACH-000278,0.07687918524944035
ACH-000279,0.1507653592889382
ACH-000280,0.09804278696797496
ACH-000281,0.008525672304821949
ACH-000288,-0.03868970727981911
ACH-000291,0.0037667021748452882
ACH-000293,0.06393566771707347
ACH-000294,0.2126850204796666
ACH-000295,0.10785297326349937
ACH-000296,0.10088383352124068
ACH-000302,0.12064054435381324
ACH-000304,-0.051749820762953015
ACH-000307,0.04734446019037457
ACH-000308,0.05712930464563633
ACH-000310,0.07095585937956561
ACH-000311,0.14489377166554604
ACH-000312,0.047987563746697
ACH-000315,0.1708464354148259
ACH-000316,0.10850964111697604
ACH-000317,0.12753554254364002
ACH-000318,0.042990708832189035
ACH-000319,0.08182491249317171
ACH-000320,-0.08233099772940493
ACH-000322,0.03668528376980405
ACH-000323,0.05949503628626787
ACH-000324,0.03120617637253527
ACH-000329,0.031824925994000344
ACH-000330,0.1545481556349071
ACH-000331,0.0415253423385402
ACH-000332,0.0251518680605692
ACH-000334,-0.04716897847827535
ACH-000335,0.17013522986362814
ACH-000336,0.3850370697498731
ACH-000337,-0.0014058967474523856
ACH-000338,-0.2440268849168712
ACH-000339,0.10308120660528464
ACH-000341,0.014297393175013131
ACH-000348,0.03699410495624434
ACH-000350,0.08756562358190056
ACH-000352,0.13316134775766594
ACH-000356,0.023873979808670214
ACH-000361,0.18642908508075653
ACH-000362,0.15169565040043548
ACH-000363,0.12061063593076647
ACH-000364,0.04593696996501965
ACH-000365,0.14001108644128873
ACH-000366,0.07055131098555847
ACH-000368,0.011404296999931193
ACH-000374,0.08848599098694288
ACH-000375,0.11451441484909795
ACH-000376,0.05698111306739534
ACH-000381,0.16579862628783282
ACH-000383,0.10954032636933912
ACH-000387,0.05677628787357265
ACH-000389,0.17924269039044874
ACH-000390,0.06571902145010182
ACH-000393,0.04542099173926721
ACH-000395,0.06491155398885938
ACH-000396,0.053280016568235535
ACH-000397,0.08922298801092986
ACH-000401,0.12702573160002098
ACH-000402,0.1972269946642091
ACH-000403,0.02738847077259687
ACH-000404,0.1699202324662677
ACH-000406,0.11334767095027867
ACH-000407,0.08481099266799264
ACH-000408,0.1658140511684527
ACH-000410,-0.05115097299826347
ACH-000411,0.15830949432630634
ACH-000414,0.015841069878532524
ACH-000415,0.10172460507196476
ACH-000416,0.13391454057117605
ACH-000420,0.013107854502274441
ACH-000421,0.10303556532586187
ACH-000424,0.10605342025938858
ACH-000425,0.1210107795314634
ACH-000426,0.09966992348024
ACH-000427,0.08092277752498256
ACH-000433,0.08972037010856945
ACH-000435,0.05974218298230771
ACH-000436,0.1913162697435729
ACH-000444,0.20945518842101146
ACH-000445,0.0751313899206336
ACH-000448,0.04626700897634864
ACH-000450,0.08550073788868585
ACH-000452,0.0808187868294569
ACH-000454,-0.03145934308509574
ACH-000458,0.018822640360490125
ACH-000459,0.22230107449566974
ACH-000460,-0.006090469524112314
ACH-000461,0.0977202030276775
ACH-000463,0.09086801029507514
ACH-000464,0.0316517399861458
ACH-000466,0.025857262367477474
ACH-000467,0.09388395814728663
ACH-000468,0.11546517474627704
ACH-000469,0.09917818039616903
ACH-000470,0.08924756697094738
ACH-000471,0.11429302887495738
ACH-000472,0.08660893603009037
ACH-000473,0.06940212659707919
ACH-000475,0.0956456287970586
ACH-000476,0.16092170460795618
ACH-000477,0.1087806995592026
ACH-000479,0.059732466914283876
ACH-000480,0.14694185017310926
