,UGT1A4 (54657)
ACH-000004,-0.19032083210549705
ACH-000005,-0.1533524658435855
ACH-000007,-0.33179234924327033
ACH-000009,0.0018808631716540891
ACH-000011,-0.034864432700799204
ACH-000012,-0.03123703814187332
ACH-000013,-0.1335442023402822
ACH-000014,-0.2785672508195404
ACH-000015,-0.08339749494551102
ACH-000017,-0.14187666982761954
ACH-000018,-0.3086095533520773
ACH-000019,-0.10885796222287908
ACH-000021,-0.03350134392881958
ACH-000022,0.02188919632457159
ACH-000025,-0.08689755620139412
ACH-000028,-0.1745714474430266
ACH-000030,-0.06089662780670151
ACH-000035,0.03557477355876222
ACH-000036,-0.1004910613572009
ACH-000037,-0.23131474232423999
ACH-000039,-0.2172296647023251
ACH-000040,-0.16292572732536115
ACH-000041,-0.19658882329970115
ACH-000042,-0.13369041388672734
ACH-000045,-0.18517676523491444
ACH-000047,-0.12437523365150427
ACH-000052,-0.155050628604081
ACH-000053,-0.1444580393693169
ACH-000054,-0.2239618454300636
ACH-000055,-0.18294953927793287
ACH-000060,-0.05835166022684999
ACH-000067,-0.09994619777367876
ACH-000070,-0.2644789821178271
ACH-000075,-0.22303452550085195
ACH-000078,-0.2804880002616743
ACH-000082,-0.1664013872543314
ACH-000085,-0.16632316664533794
ACH-000086,-0.2127236751700976
ACH-000087,-0.21960715975616976
ACH-000092,-0.12106265608629292
ACH-000095,-0.22443842852418125
ACH-000097,-0.15426593359283058
ACH-000098,-0.08178467359541136
ACH-000099,-0.16527403098146706
ACH-000108,-0.1804442639863869
ACH-000113,-0.09676667333118164
ACH-000116,-0.047839516240863314
ACH-000118,-0.015405242487432271
ACH-000120,-0.12117312603357162
ACH-000123,-0.10938561999244203
ACH-000127,-0.2584063034634761
ACH-000128,-0.09217625792897548
ACH-000132,-0.14637150457876752
ACH-000133,-0.10824928643444544
ACH-000137,-0.044540185514887656
ACH-000138,-0.025980929447164826
ACH-000142,-0.2294926635291236
ACH-000143,0.15772458410016324
ACH-000146,-0.18228794934946865
ACH-000148,-0.10771262576361723
ACH-000150,-0.2562853182165773
