,SDHAF1 (644096)
ACH-000004,-0.1453342537910321
ACH-000005,-0.6609547381940961
ACH-000007,-0.20651502980758585
ACH-000009,-0.35506845574736445
ACH-000011,-0.19470110274179314
ACH-000012,-0.5604490461083131
ACH-000013,-0.5027320739040133
ACH-000014,-0.5092008745003129
ACH-000015,-0.4870589108243691
ACH-000017,-0.3341305181873517
ACH-000018,-0.5764577454227712
ACH-000019,-0.5064038350181992
ACH-000021,-0.4075796932749517
ACH-000022,-0.4722302959896093
ACH-000025,-0.27360736415091197
ACH-000028,-0.4809311362501096
ACH-000030,-0.3500870465678114
ACH-000035,-0.3449707333171252
ACH-000036,0.05570503112962752
ACH-000037,-0.33209344241079025
ACH-000039,-0.4762325161411917
ACH-000040,-0.2478435315163041
ACH-000041,-0.24223029407844365
ACH-000042,-0.2502275129396156
ACH-000045,-0.2270830864807644
ACH-000047,-0.3054061512502371
ACH-000052,-0.2936708718928324
ACH-000053,-0.3854034020488992
ACH-000054,-0.2823854769539166
ACH-000055,-0.5206114616125218
ACH-000060,-0.356510550619559
ACH-000067,-0.2944979917540468
ACH-000070,-0.23887099190555766
ACH-000075,-0.2944406444409047
ACH-000078,-0.2663050399706238
ACH-000082,-0.2911221735333255
ACH-000085,-0.31054457717544937
ACH-000086,-0.382822468054891
ACH-000087,-0.31315692098447245
ACH-000092,-0.4330307251395867
ACH-000095,-0.2605085128264229
ACH-000097,-0.5586905491600735
ACH-000098,-0.38248086547703497
ACH-000099,-0.3912501613501143
ACH-000108,-0.5515118453973166
ACH-000113,-0.2552146857974055
ACH-000116,-0.41800542710606337
ACH-000118,-0.4582090912864436
ACH-000120,-0.2664814552245655
ACH-000123,-0.2931231987652811
ACH-000127,-0.41562421130232696
ACH-000128,-0.23307590386519025
ACH-000132,-0.2911475833783987
ACH-000133,-0.24411682563729756
ACH-000137,-0.6013655634761829
ACH-000138,-0.4627768626982059
ACH-000142,-0.3782708279365265
ACH-000143,-0.31090861335933484
ACH-000146,-0.4857682970888055
ACH-000148,-0.2682243939844709
ACH-000150,-0.2668681400160533
ACH-000152,-0.3695138593591081
ACH-000153,-0.5339743259406239
ACH-000159,-0.4996192346112352
ACH-000160,-0.331138320663086
ACH-000163,-0.3501237011470069
ACH-000167,-0.5774605964830196
ACH-000168,-0.23340910324807124
ACH-000169,-0.2572446319581171
ACH-000178,-0.2888892843838223
ACH-000183,-0.4234479438384142
ACH-000188,-0.2494279027945676
ACH-000189,-0.7018704084893909
ACH-000190,-0.5735240251421901
ACH-000198,-0.5472089604670421
ACH-000203,-0.11033434037390252
ACH-000204,-0.17229740107791452
ACH-000206,-0.3226002817500207
ACH-000207,-0.3846940386038611
ACH-000208,-0.18293709205145564
ACH-000210,-0.3450748985201741
ACH-000211,-0.3197120282699063
ACH-000215,-0.35363149614110817
ACH-000221,-0.4884640270360529
ACH-000222,-0.5234734410448548
ACH-000223,-0.3886859753998421
ACH-000226,-0.36616541161750377
ACH-000227,-0.33325884669776634
ACH-000228,-0.3093070233850235
ACH-000231,-0.17429375520035645
ACH-000232,-0.22756898030090744
ACH-000233,-0.4413474345660916
ACH-000234,-0.2901719181149669
ACH-000235,-0.5027775697769962
ACH-000237,-0.4234116773961576
ACH-000238,-0.3105702636516192
ACH-000242,-0.5672619466611067
ACH-000243,-0.332289938297779
ACH-000244,-0.4249523028148683
ACH-000246,-0.3784226806815423
ACH-000248,-0.3329411170411336
ACH-000250,-0.3195219623301943
ACH-000251,-0.6126217319676617
ACH-000252,-0.3284321405188029
ACH-000253,-0.38889068716605
ACH-000255,-0.4839239369874153
ACH-000256,-0.4642792537860279
ACH-000257,-0.2530773672071485
ACH-000258,-0.608643698897478
ACH-000259,-0.7078659953753437
ACH-000260,-0.3525926883193691
ACH-000261,-0.4092953839580244
ACH-000262,-0.3694179559026416
ACH-000263,-0.2815508926116552
ACH-000264,-0.3009808622245456
ACH-000265,-0.3679774434125295
ACH-000266,-0.3956405330140678
ACH-000272,-0.3942319330397633
ACH-000274,-0.3374399484600036
ACH-000277,-0.4294249473979095
ACH-000278,-0.3486099100352764
ACH-000279,-0.2288131007631543
ACH-000280,-0.35297916606912216
ACH-000281,-0.15648383967854376
ACH-000288,-0.20533479753959274
