,PPARA (5465)
ACH-000004,0.07958524571780244
ACH-000005,-0.06908914685574284
ACH-000007,-0.11000668639589348
ACH-000009,-0.06099463556178796
ACH-000011,-0.2242969331335235
ACH-000012,-0.0632415705260114
ACH-000013,-0.09847430820198476
ACH-000014,-0.12363373160607614
ACH-000015,-0.11453105881802945
ACH-000017,0.024891245248696545
ACH-000018,-0.3102674454323634
ACH-000019,0.0009679480745130533
ACH-000021,-0.07275936303021438
ACH-000022,0.04693867069956125
ACH-000025,-0.07943324672647846
ACH-000028,-0.02538115413795365
ACH-000030,-0.18340168866440368
ACH-000035,-0.052818031898776485
ACH-000036,-0.06193738774416847
ACH-000037,-0.057599475270118425
ACH-000039,0.11987570394023445
ACH-000040,-0.08323488174867093
ACH-000041,-0.21040632023375172
ACH-000042,-0.0465221635664724
ACH-000045,0.04879324277163439
ACH-000047,-0.06129943035616237
ACH-000052,-0.10194965964820396
ACH-000053,-0.09382671295656322
ACH-000054,0.005903665188265889
ACH-000055,0.13229076665891085
ACH-000060,-0.2160787440538048
ACH-000067,-0.05890962319937348
ACH-000070,0.15402650806890164
ACH-000075,-0.18155852892003693
ACH-000078,-0.06427948369650052
ACH-000082,-0.0002977440026349987
ACH-000085,-0.3583953218837416
ACH-000086,0.009994180588343156
ACH-000087,-0.06833600779015568
ACH-000092,-0.0632261760552368
ACH-000095,-0.0727908953824795
ACH-000097,-0.07982301523022016
ACH-000098,-0.03734764312427784
ACH-000099,-0.1240346054935512
ACH-000108,-0.18634345202291844
ACH-000113,0.046023523137129485
ACH-000116,-0.08550173444150752
ACH-000118,-0.14085514953144634
ACH-000120,0.0704056330207508
ACH-000123,-0.06495786005348764
ACH-000127,-0.021809825878861797
ACH-000128,-0.002269554345305145
ACH-000132,-0.12521490065332125
ACH-000133,-0.06285141913717683
ACH-000137,0.011769529153544449
ACH-000138,-0.06015301322655901
ACH-000142,-0.13281409388352616
ACH-000143,-0.12227588900114425
ACH-000146,-0.05285063663031666
ACH-000148,-0.009959830106121273
ACH-000150,-0.024081242781706882
ACH-000152,-0.06775939777874604
ACH-000153,-0.00735080415892722
ACH-000159,0.014508722235498563
ACH-000160,-0.1188460281878916
ACH-000163,-0.12124065375916762
ACH-000167,-0.11642866740150234
ACH-000168,0.045894340241751576
ACH-000169,0.0772735635611018
ACH-000178,-0.05565456840878751
ACH-000183,-0.052910186420597534
ACH-000188,0.010230577746181087
ACH-000189,-0.05956609435770922
ACH-000190,-0.0006125220673833678
ACH-000198,0.03574925361020393
ACH-000203,0.12120144836502934
ACH-000204,-0.11153290189802496
ACH-000206,0.034326236877199115
ACH-000207,-0.13704265915438316
ACH-000208,-0.08578831406988481
ACH-000210,-0.21292424594741724
ACH-000211,-0.014035117423649072
ACH-000215,-0.12308047530861095
ACH-000221,0.05358449216488065
ACH-000222,-0.10093000843978063
ACH-000223,-0.05860560605418001
