,RBM34 (23029)
ACH-000004,-0.2461965781567281
ACH-000005,-0.009928015564226908
ACH-000007,-0.2445361405276465
ACH-000009,-0.4008781112992661
ACH-000011,-0.23474180097805605
ACH-000012,-0.4598967187940484
ACH-000013,-0.3482153095869473
ACH-000014,-0.35024803178836084
ACH-000015,-0.11955687761650105
ACH-000017,-0.15785372509455312
ACH-000018,-0.2613948905586587
ACH-000019,-0.31638341505282785
ACH-000021,-0.1921450740381712
ACH-000022,-0.3599141064233073
ACH-000025,-0.3940100703502896
ACH-000028,-0.17926169430654515
ACH-000030,-0.2305724280524198
ACH-000035,-0.056524996145634124
ACH-000036,-0.4392367070006181
ACH-000037,-0.4507105679597106
ACH-000039,-0.23495555637442594
ACH-000040,-0.3278518764531073
ACH-000041,-0.3110988255921793
ACH-000042,-0.2867963844852832
ACH-000045,-0.37181843126667896
ACH-000047,-0.3809725351713447
ACH-000052,-0.04884425989122538
ACH-000053,-0.2808912295622595
ACH-000054,-0.31178537927545863
ACH-000055,-0.34842232340768026
ACH-000060,-0.4140617927760573
ACH-000067,-0.2242596370804837
ACH-000070,-0.15600793713936414
ACH-000075,-0.22298339407368967
ACH-000078,-0.2601225035793621
ACH-000082,-0.3671622082619096
ACH-000085,-0.4695167754417973
ACH-000086,-0.2878231332605137
ACH-000087,-0.2637307850288493
ACH-000092,-0.2561771605970329
ACH-000095,-0.3496851876504548
ACH-000097,-0.20952912118671016
ACH-000098,-0.3005634316922949
ACH-000099,-0.3579902704383045
ACH-000108,-0.30541143939779497
ACH-000113,-0.4624881286164896
ACH-000116,-0.25706606278944105
ACH-000118,-0.24121653502077625
ACH-000120,-0.37376204506456395
ACH-000123,-0.3620272944203344
ACH-000127,-0.2797866214390816
ACH-000128,-0.3184270575931694
ACH-000132,-0.2065805936249225
ACH-000133,-0.17503833175802966
ACH-000137,-0.18218762104131245
ACH-000138,-0.3933918874618651
ACH-000142,-0.31473392677183565
ACH-000143,-0.09932841075361083
ACH-000146,-0.1953874392003704
ACH-000148,-0.294833522329452
ACH-000150,-0.3099506536478807
ACH-000152,-0.27166964220982953
ACH-000153,-0.3340252283844679
ACH-000159,-0.2791520680235475
ACH-000160,-0.314705081127416
ACH-000163,-0.207831394197184
ACH-000167,-0.24012049164318125
ACH-000168,-0.5628037021918781
