,FADS6 (283985)
ACH-000004,-0.07003718374908205
ACH-000005,-0.2932525376137645
ACH-000007,0.10381403599625838
ACH-000009,-0.12855143863861454
ACH-000011,-0.06876880925708298
ACH-000012,-0.28930114455355915
ACH-000013,-0.10808712570814696
ACH-000014,0.05031608429346169
ACH-000015,-0.07161134073846305
ACH-000017,-0.19957350636934915
ACH-000018,-0.2482746348753118
ACH-000019,-0.17067064898964338
ACH-000021,-0.08377103289688531
ACH-000022,-0.05582913268944347
ACH-000025,-0.042978929620695765
ACH-000028,-0.18730566980366345
ACH-000030,-0.07060123016259666
ACH-000035,-0.046558269446295215
ACH-000036,-0.1189093138789958
ACH-000037,-0.33662700371717696
ACH-000039,-0.18359623761736207
ACH-000040,-0.009774893107163318
ACH-000041,-0.19493916628599667
ACH-000042,-0.2062003501057622
ACH-000045,-0.1008833972270142
ACH-000047,-0.1307596780126829
ACH-000052,-0.11759940722669986
ACH-000053,-0.1592299769487586
ACH-000054,-0.10922294263706192
ACH-000055,-0.07925933444669699
ACH-000060,-0.16456178824523332
ACH-000067,-0.2696388717557425
ACH-000070,0.0866926874389094
ACH-000075,0.144736840214096
ACH-000078,-0.3590162612025057
ACH-000082,-0.15096777006673615
ACH-000085,-0.0034486990615666072
ACH-000086,-0.3038531146450807
ACH-000087,-0.10364450241428197
ACH-000092,-0.1369619987859786
ACH-000095,-0.1449286761504696
ACH-000097,-0.05241894248997463
ACH-000098,-0.13332503985148916
ACH-000099,-0.20885123984654494
ACH-000108,-0.11254635240832646
ACH-000113,-0.14057489545652632
ACH-000116,-0.16830856042788508
ACH-000118,-0.04296494800298666
ACH-000120,-0.07948621602627576
ACH-000123,-0.054780771198113934
ACH-000127,-0.21702933362749294
ACH-000128,-0.23793938249252894
ACH-000132,-0.2073429470334594
ACH-000133,-0.1875667419188467
ACH-000137,-0.10186672991528904
ACH-000138,-0.11709408643874647
ACH-000142,-0.2892222410358403
ACH-000143,0.10790108775331816
ACH-000146,-0.10084064588899748
ACH-000148,-0.07584864762523381
ACH-000150,-0.1743230906653734
ACH-000152,-0.2441693766354547
ACH-000153,-0.06755800542081887
ACH-000159,-0.3628832728892933
ACH-000160,-0.12518166565461225
ACH-000163,-0.10356436533023737
ACH-000167,-0.2255981595821749
ACH-000168,-0.07831719611965299
ACH-000169,-0.0563828294724693
ACH-000178,-0.022993533917573732
ACH-000183,-0.05265225123297307
ACH-000188,-0.1659907577720101
ACH-000189,-0.12456425116261945
ACH-000190,-0.2684197861702877
ACH-000198,-0.07312094597109522
ACH-000203,-0.19410009920659332
ACH-000204,0.14732501634701406
ACH-000206,-0.19260798121530148
ACH-000207,-0.17967103117523398
ACH-000208,0.026386765511785544
ACH-000210,-0.0938701291426128
ACH-000211,-0.13764933918726893
ACH-000215,-0.10842493547742904
ACH-000221,0.04193262327749458
ACH-000222,-0.24019103392871116
ACH-000223,0.07016544325757222
ACH-000226,-0.18347717007706274
ACH-000227,-0.019767101770944942
ACH-000228,-0.17144843001104124
ACH-000231,-0.07960056141565378
ACH-000232,-0.08740856773216399
ACH-000233,-0.1539136492020407
ACH-000234,0.008167118014383344
ACH-000235,-0.19268666934384215
ACH-000237,-0.02468903034664662
ACH-000238,-0.25292732252985145
ACH-000242,-0.20508718600896508
ACH-000243,-0.1134621502149552
ACH-000244,-0.053930381902551464
ACH-000246,-0.0943225326607929
ACH-000248,-0.11496600170046148
ACH-000250,-0.2084161721137276
ACH-000251,-0.4050251527417749
ACH-000252,-0.21062597625324314
ACH-000253,-0.1745179115793937
ACH-000255,-0.1922734194295661
ACH-000256,-0.21979214351803364
ACH-000257,0.16947512176497406
ACH-000258,-0.07737722629161373
ACH-000259,-0.19482457906258632
ACH-000260,-0.15353357897067502
ACH-000261,-0.13488742495070402
ACH-000262,-0.17656721024493455
ACH-000263,-0.3680746544228792
ACH-000264,-0.18594842091077773
ACH-000265,-0.0761274052203447
ACH-000266,-0.2244604700551447
ACH-000272,-0.1836510529002416
ACH-000274,-0.16504991906906227
ACH-000277,-0.06467189546715879
ACH-000278,-0.14337931859869302
ACH-000279,-0.2156596448748121
ACH-000280,-0.1975822151487211
ACH-000281,-0.06575479450356651
ACH-000288,-0.21497534049826084
ACH-000291,-0.22264953574174115
ACH-000293,-0.13153873833069354
ACH-000294,0.08656745240227451
ACH-000295,-0.1956644104141757
ACH-000296,-0.1791357365041226
ACH-000302,-0.11213951329793133
ACH-000304,-0.04066765709706024
ACH-000307,-0.10806192606424007
ACH-000308,-0.06839082180948253
ACH-000310,-0.35125946283275844
ACH-000311,-0.14256136247147558
ACH-000312,-0.17090172421638325
ACH-000315,0.07418997916334319
ACH-000316,-0.08296708169599981
ACH-000317,0.0734247195792601
ACH-000318,-0.2361813895384743
ACH-000319,-0.10268348000458752
ACH-000320,-0.024631283188959883
ACH-000322,-0.2057724004040019
ACH-000323,-0.2602979760253359
ACH-000324,-0.1946716542319919
ACH-000329,-0.10842001197828248
ACH-000330,-0.05904053763946086
ACH-000331,-0.13481527911124105
ACH-000332,0.006387918632021318
ACH-000334,-0.15535519362053507
ACH-000335,-0.06121329945812825
ACH-000336,-0.2958465155572503
ACH-000337,-0.3331373975184211
ACH-000338,0.21300848043379095
ACH-000339,-0.11746986647144413
ACH-000341,-0.1991703036714255
ACH-000348,-0.1492097037823599
ACH-000350,-0.09250627294288903
