,SMARCAD1 (56916)
ACH-000004,0.05929681078503748
ACH-000005,0.19965992240742544
ACH-000007,-0.031454323322612804
ACH-000009,-0.016834887139319004
ACH-000011,0.0560549176363282
ACH-000012,0.00577326928969432
ACH-000013,0.09369579224212557
ACH-000014,0.04144472711516637
ACH-000015,-0.012281649060265552
ACH-000017,0.13709731808476364
ACH-000018,-0.04816551965094289
ACH-000019,-0.18208873061780104
ACH-000021,0.0725160002322862
ACH-000022,0.14882786657740055
ACH-000025,0.10104704336270276
ACH-000028,-0.009568001974028163
ACH-000030,0.03428160530759467
ACH-000035,0.05146196580859953
ACH-000036,0.18516356355409544
ACH-000037,0.02173870527150121
ACH-000039,0.18253478421824895
ACH-000040,0.1375870509012464
ACH-000041,-0.0580416531003638
ACH-000042,0.13146284338833394
ACH-000045,0.07665792992704389
ACH-000047,0.09556961861521823
ACH-000052,0.4777370403154798
ACH-000053,0.10663442204203767
ACH-000054,-0.07034063275333817
ACH-000055,0.1108683048697945
ACH-000060,0.0019093153050689289
ACH-000067,-0.05216384695864739
ACH-000070,-0.10852977641865837
ACH-000075,0.03341066609829961
ACH-000078,-0.13016475785740164
ACH-000082,0.3016766925845557
ACH-000085,0.04892813844660876
ACH-000086,0.0896717358030951
ACH-000087,0.01829912020073749
ACH-000092,-0.09239578895432858
ACH-000095,-0.023333181127539758
ACH-000097,-0.01790946632206838
ACH-000098,-0.01447571163978514
ACH-000099,-0.08343419022773223
ACH-000108,0.09218579285334398
ACH-000113,-0.08678448282385742
ACH-000116,-0.04763652036083781
ACH-000118,0.12277868588910637
ACH-000120,0.04765363386594819
ACH-000123,0.02332124805994664
ACH-000127,0.07843422371570849
ACH-000128,-0.12002261533416685
ACH-000132,-0.046179213955288144
ACH-000133,-0.05739976664830147
ACH-000137,0.16131663700999416
ACH-000138,0.10829911032152584
ACH-000142,0.0051103542052350496
ACH-000143,0.0856893631104926
ACH-000146,0.12850824380820175
ACH-000148,0.07970144458193514
ACH-000150,0.24420962691807666
ACH-000152,0.13106584481802894
ACH-000153,0.07240864810926265
ACH-000159,-0.0289857561932596
ACH-000160,0.13924868212990735
ACH-000163,-0.09229957232767283
ACH-000167,0.4987567934306768
ACH-000168,0.1266129277081654
ACH-000169,0.09706208821228172
ACH-000178,0.07817145272849213
ACH-000183,0.09456061173657594
ACH-000188,0.07276023219880401
ACH-000189,-0.014318781013119194
ACH-000190,0.1704200950839985
ACH-000198,0.07263304118426085
ACH-000203,0.3430731376349257
ACH-000204,0.09800448204244057
ACH-000206,-0.016432984622189457
ACH-000207,-0.10190936556915288
ACH-000208,0.04018288755286156
ACH-000210,-0.08156216108438162
ACH-000211,-0.0008968513320016256
ACH-000215,0.04130762693111057
ACH-000221,0.2613740888868074
ACH-000222,0.12391237227121164
ACH-000223,-0.04400279709054753
ACH-000226,-0.029734228204729308
ACH-000227,0.14328853465195687
ACH-000228,-0.07593367189551581
ACH-000231,0.05906335679716405
ACH-000232,-0.010135807693020995
ACH-000233,0.15157381205192832
ACH-000234,0.10098155694494018
ACH-000235,0.07567037452615237
ACH-000237,0.07525701718660578
ACH-000238,-0.015985643996207742
ACH-000242,-0.022607427983206158
ACH-000243,0.10879074973489948
ACH-000244,0.2308756488043463
ACH-000246,0.18861797117696746
ACH-000248,0.10992593077052357
ACH-000250,0.11295519796952795
ACH-000251,0.05952365305283755
ACH-000252,0.05275291686345381
ACH-000253,0.16947957702334104
ACH-000255,0.019455220855274524
ACH-000256,0.025166030540809417
ACH-000257,-0.19079474067446656
ACH-000258,0.2465519500631468
ACH-000259,-0.019515902395502552
ACH-000260,0.054741106269946035
ACH-000261,0.10596397967581346
ACH-000262,-0.10299194680233234
ACH-000263,-0.04978532845596042
ACH-000264,0.08368160367395698
ACH-000265,0.00011856579400792007
ACH-000266,-0.014518482346012372
ACH-000272,-0.03206589136310005
ACH-000274,0.0216136601205119
ACH-000277,0.0815953848189312
ACH-000278,0.09405833352501416
ACH-000279,0.0723985838397977
ACH-000280,-0.06424680464266039
ACH-000281,-0.029765927834660963
ACH-000288,0.12526718895729486
ACH-000291,0.027761118442157784
ACH-000293,-0.04567810248600725
ACH-000294,0.18155803467784992
ACH-000295,-0.028236234326962317
ACH-000296,0.07690354175223756
ACH-000302,0.005847910952753086
ACH-000304,0.07478239037532251
ACH-000307,0.0467660176469213
ACH-000308,-0.056667692621341824
ACH-000310,0.08608331846221373
ACH-000311,0.11590109479389216
ACH-000312,0.011852359220174438
ACH-000315,0.019798683252062042
ACH-000316,0.047050781525821324
ACH-000317,-0.03625313173130473
ACH-000318,0.0022408254290634234
ACH-000319,-0.07938030112774302
ACH-000320,0.20802019902352328
ACH-000322,0.15330249398253176
ACH-000323,0.06722268610181277
ACH-000324,0.16602098938411494
ACH-000329,0.01591769774500785
ACH-000330,0.06470859076845636
ACH-000331,0.1123369645715142
ACH-000332,0.07113588046490402
ACH-000334,-0.025519326256148483
ACH-000335,0.0121751880201924
ACH-000336,0.020544745756581308
ACH-000337,-0.00638080927524481
ACH-000338,-0.21885471413771948
ACH-000339,0.1048508726274675
ACH-000341,0.024144826215792246
ACH-000348,0.010202996275438471
ACH-000350,0.039969451679215666
ACH-000352,0.14798913357252386
ACH-000356,0.1251195785052877
ACH-000361,0.03747553163475008
ACH-000362,0.12412938145133902
ACH-000363,0.03687391501506169
ACH-000364,0.13555402996277902
ACH-000365,0.059377675719445966
ACH-000366,-0.018195832880848608
ACH-000368,0.15520860672508865
ACH-000374,-0.08497673754291611
ACH-000375,0.08583683246971326
ACH-000376,0.08238798670200394
ACH-000381,0.0653297144247726
ACH-000383,0.054332437635950616
ACH-000387,-0.004218865816917245
ACH-000389,0.225520615076842
ACH-000390,-0.07947218540864663
ACH-000393,0.05453789877096495
ACH-000395,-0.09479914742829952
ACH-000396,0.06648894748014021
ACH-000397,0.15082601894944822
ACH-000401,0.16876335798206926
ACH-000402,0.34483409577435337
ACH-000403,0.08068805271638438
ACH-000404,-0.20110356198331686
ACH-000406,0.053835216836445134
ACH-000407,0.02994499594750285
ACH-000408,-0.019890781406568855
ACH-000410,0.11517127376295525
ACH-000411,0.06998791781109913
ACH-000414,0.11999541375450212
ACH-000415,-0.12537064842583862
ACH-000416,-0.0884337990935661
ACH-000420,0.06998115093792152
ACH-000421,0.14285423821979235
ACH-000424,-0.028860345585119844
ACH-000425,0.020805697967072597
ACH-000426,0.21465027107838364
ACH-000427,0.013013580298458637
ACH-000433,0.027887989639369462
ACH-000435,0.2579178847920855
ACH-000436,0.0970687921287458
ACH-000444,0.15865243873567705
ACH-000445,0.05084821020211282
ACH-000448,0.09495924416529967
ACH-000450,0.28042716559233577
