,WNT1 (7471)
ACH-000004,-0.0652659265616688
ACH-000005,-0.1264051116580651
ACH-000007,0.07875512386379255
ACH-000009,-0.12329607861601985
ACH-000011,-0.10850614611450356
ACH-000012,-0.029377294000133787
ACH-000013,-0.08104890170318398
ACH-000014,-0.035459464673572284
ACH-000015,-0.09776092284225607
ACH-000017,-0.1392305521517264
ACH-000018,-0.14230334417018511
ACH-000019,0.04196838748337519
ACH-000021,0.017030893986302763
ACH-000022,0.011620755505432788
ACH-000025,-0.1526385951640744
ACH-000028,0.055414767033378484
ACH-000030,-0.17378608788098687
ACH-000035,-0.08775219576472808
ACH-000036,-0.02806697159799045
ACH-000037,-0.06878770816872723
ACH-000039,-0.2159581951141344
ACH-000040,-0.08132504229435485
ACH-000041,-0.24766565051204564
ACH-000042,-0.0794127688517527
ACH-000045,-0.13037766846480398
ACH-000047,-0.07825579325128801
ACH-000052,-0.1795353892156462
ACH-000053,-0.055740145781415305
ACH-000054,-0.13429683757580346
ACH-000055,-0.06600646078957961
ACH-000060,-0.04661110426154631
ACH-000067,-0.1897072949757926
ACH-000070,0.10222031524908616
ACH-000075,-0.15957496838193222
ACH-000078,-0.10722731346358448
ACH-000082,-0.04882545993398516
ACH-000085,-0.18388564374780425
ACH-000086,-0.0789245112926639
ACH-000087,-0.3364920685877394
ACH-000092,-0.14233151094510774
ACH-000095,-0.2198438189670096
ACH-000097,-0.15781857081182646
ACH-000098,-0.022471517884317862
ACH-000099,0.0249278088713078
ACH-000108,0.0007518572512991117
ACH-000113,-0.10770800895740157
ACH-000116,-0.1731956352077316
ACH-000118,-0.07991151345687728
ACH-000120,-0.024311100017455085
ACH-000123,-0.10009568127877662
ACH-000127,0.01256806109932098
ACH-000128,-0.059377807950450175
ACH-000132,-0.1181878093476193
ACH-000133,-0.08520125346385579
ACH-000137,-0.14565216035242942
ACH-000138,-0.06340956168311014
ACH-000142,-0.1037037563575294
ACH-000143,-0.059135546357456825
ACH-000146,-0.02625697460036445
ACH-000148,-0.03434981074260974
ACH-000150,-0.20269333187424432
ACH-000152,-0.22357602323482487
ACH-000153,-0.002501938069779386
ACH-000159,0.04497748193469345
ACH-000160,-0.05147792661111189
ACH-000163,-0.1962173495915084
ACH-000167,0.06075228725640028
ACH-000168,-0.0565554055802245
ACH-000169,-0.09282840346312136
ACH-000178,-0.06924446253675769
ACH-000183,-0.05931945409770404
ACH-000188,0.006637876625965588
ACH-000189,-0.1873892120585864
ACH-000190,-0.03667875669721085
ACH-000198,-0.0199097302640375
ACH-000203,0.3513338169684879
ACH-000204,-0.3763432756058482
ACH-000206,-0.003960806393754185
ACH-000207,0.022027102068497246
ACH-000208,-0.2511860794175805
ACH-000210,0.12489117267832535
ACH-000211,-0.13082383181649762
ACH-000215,-0.12077855158455715
ACH-000221,0.04683271214608891
ACH-000222,0.16261843502290774
ACH-000223,-0.19353432997785364
ACH-000226,-0.22156723532200154
ACH-000227,-0.18734737925308015
ACH-000228,-0.2936718961673548
ACH-000231,-0.1133327334478088
ACH-000232,-0.10693633841407034
ACH-000233,-0.02600208720066054
ACH-000234,-0.008874658893280261
ACH-000235,-0.07048875708402043
ACH-000237,-0.07318812594292393
ACH-000238,-0.148454759441749
ACH-000242,-0.08663385632002954
ACH-000243,-0.004449930399213201
ACH-000244,0.1445395484555259
ACH-000246,-0.09622829737426647
ACH-000248,-0.26877632713140065
ACH-000250,-0.08572175068324009
ACH-000251,-0.2569841777405825
ACH-000252,-0.17535439597063032
ACH-000253,-0.1208345541910147
ACH-000255,-0.07802804562968185
ACH-000256,-0.17517756568708687
ACH-000257,0.020242843088636338
ACH-000258,0.06691262486519584
ACH-000259,-0.06581368631964819
ACH-000260,-0.1691125664781722
ACH-000261,-0.13147438756294286
ACH-000262,-0.007086951866181812
ACH-000263,-0.17221736787116554
ACH-000264,-0.12175347850704295
ACH-000265,-0.13102325935360035
ACH-000266,-0.07274546229355486
ACH-000272,0.037854250227084996
ACH-000274,-0.17811467913522824
ACH-000277,-0.08373837040310371
ACH-000278,-0.17932702827599314
ACH-000279,-0.0489605461115007
ACH-000280,-0.04547653538163544
ACH-000281,-0.005587121276530461
ACH-000288,-0.13835355176754838
ACH-000291,-0.035202236203710616
ACH-000293,-0.08644976691484478
ACH-000294,-0.1590698691001967
ACH-000295,-0.02657120277881091
ACH-000296,-0.05715885522199249
ACH-000302,-0.08389122793578273
ACH-000304,-0.09968009135005744
ACH-000307,-0.11965704778207452
ACH-000308,-0.1083114296979437
ACH-000310,-0.06963150400555244
ACH-000311,0.03202156024524622
ACH-000312,-0.022732494221981626
ACH-000315,-0.09581489285552558
ACH-000316,-0.2361595647682014
ACH-000317,0.060870566829207974
ACH-000318,-0.1565784837760292
ACH-000319,-0.0747623779759042
ACH-000320,-0.03639010247388323
ACH-000322,-0.13067111386520944
ACH-000323,0.035518407322510694
ACH-000324,-0.1034173598283386
ACH-000329,-0.0459547318833561
ACH-000330,-0.06354076135796252
ACH-000331,-0.15454783157831947
ACH-000332,-0.04307149224031203
ACH-000334,-0.06053705423544964
ACH-000335,-0.13385988894928846
ACH-000336,-0.44551920506353015
ACH-000337,-0.3080821397539047
ACH-000338,0.14992188387540129
ACH-000339,-0.16847141973788493
ACH-000341,-0.056521959886461914
ACH-000348,-0.07421057504307331
ACH-000350,-0.09430078958471023
ACH-000352,-0.10772822992267107
ACH-000356,-0.2673140100693774
ACH-000361,-0.09608087784158516
ACH-000362,-0.2160097410592003
ACH-000363,0.043660999213119035
ACH-000364,-0.05304604728721027
ACH-000365,-0.08243187452015845
ACH-000366,-0.09027851617777448
ACH-000368,-0.14775590652088605
ACH-000374,-0.07411195304326518
ACH-000375,0.017104196968879406
ACH-000376,-0.08536833279770062
ACH-000381,-0.021449131271634062
ACH-000383,-0.030984629995462344
ACH-000387,-0.34234679219155645
ACH-000389,-0.08681601081032966
ACH-000390,-0.09361269922753702
ACH-000393,-0.037136494364985104
ACH-000395,-0.024030949611832383
ACH-000396,-0.1415185818008435
ACH-000397,-0.12456273841080368
ACH-000401,0.11698162524612556
ACH-000402,-0.17908824295447034
ACH-000403,-0.08392484369707945
ACH-000404,-0.05308231225669264
ACH-000406,-0.02065616006879304
ACH-000407,-0.14279102469046634
ACH-000408,0.1804066895308884
ACH-000410,-0.02317961913001501
ACH-000411,-0.0150303035254198
ACH-000414,-0.03314228467278132
ACH-000415,-0.14012162664240224
ACH-000416,-0.031874115566896136
ACH-000420,-0.3123464030112792
ACH-000421,-0.11865881971764144
ACH-000424,-0.2591239897697295
ACH-000425,-0.1086435824972145
ACH-000426,-0.04401998536065462
ACH-000427,-0.16919563222736625
ACH-000433,-0.22530609782112826
ACH-000435,-0.022258952209072768
ACH-000436,0.004640459068928285
ACH-000444,0.034412636807618344
ACH-000445,-0.15082595878449231
ACH-000448,-0.07789802250832413
ACH-000450,-0.022133126720739908
ACH-000452,-0.17238100293252245
ACH-000454,-0.14291473460588558
ACH-000458,-0.02350378318039249
ACH-000459,-0.1175339117391521
ACH-000460,-0.05439780168964135
ACH-000461,-0.06908114289697181
ACH-000463,-0.1772311548851639
ACH-000464,-0.2780041810222785
ACH-000466,-0.24212831225542794
ACH-000467,-0.1045407684912106
ACH-000468,-0.1521730842444521
ACH-000469,-0.008578111355945632
ACH-000470,-0.21270335318685912
ACH-000471,-0.10449394037678858
ACH-000472,-0.02131649816838844
ACH-000473,-0.1743767141915365
ACH-000475,-0.13035988619935351
ACH-000476,-0.1614109361623628
ACH-000477,-0.0932216802260558
ACH-000479,0.19478457617818892
ACH-000480,-0.11169469514228596
ACH-000481,-0.1632306351846345
ACH-000483,-0.09642089381950507
ACH-000484,0.09500456826918373
ACH-000485,-0.09299190629796716
ACH-000486,-0.1001270359920532
ACH-000487,0.041469390871522016
ACH-000488,-0.0664770623999557
ACH-000490,-0.06424111383933732
ACH-000491,-0.02644047684124098
ACH-000495,0.01308686074145878
ACH-000496,-0.10675172784732576
ACH-000499,-0.23959137679295184
ACH-000500,-0.05332821744078183
ACH-000502,-0.04784203393010392
ACH-000503,0.04559142985114527
ACH-000505,-0.07626139643216735
ACH-000507,-0.07107255862138813
ACH-000510,0.023741672162723174
ACH-000511,0.012064535897271928
ACH-000512,0.06468242433525427
ACH-000516,-0.12239689751024885
ACH-000517,-0.05172507544266339
ACH-000518,-0.010575057390794585
ACH-000520,-0.2335442415351341
ACH-000521,0.07665260388057188
ACH-000522,-0.03501894897743818
ACH-000524,-0.26183294411644803
ACH-000527,0.01267379057035415
ACH-000528,0.010224343729055715
ACH-000537,-0.2141572485906863
ACH-000541,-0.1515525353609786
ACH-000542,-0.027741001644313458
ACH-000544,-0.1273671370913758
ACH-000545,-0.05804037707686485
ACH-000547,-0.10644889488439536
ACH-000548,-0.18697188833426895
ACH-000549,-0.10060644246874996
ACH-000550,-0.1994612593281227
ACH-000552,-0.07787413538602855
ACH-000556,-0.1829112445950983
ACH-000557,-0.02440812304940778
ACH-000569,-0.07300274639881428
ACH-000570,-0.013928855574831664
ACH-000571,-0.008835903076846442
ACH-000573,-0.0484261222056299
ACH-000576,-0.11192501240759133
ACH-000579,-0.07224778292636143
ACH-000580,-0.10051241028946648
ACH-000584,-0.1166807213351374
ACH-000585,-0.05188715895334208
ACH-000588,-0.014052682387864529
ACH-000589,-0.08290375557937484
ACH-000591,-0.29519703162784977
ACH-000593,-0.16614522874746446
ACH-000600,0.03214862694436498
ACH-000601,0.013871036966082157
ACH-000605,-0.20745640116188455
ACH-000606,-0.16560436745608176
ACH-000608,-0.18725421079984086
ACH-000614,-0.1242101282789695
ACH-000616,-0.11537105360514235
ACH-000618,-0.15302818910530225
ACH-000619,0.0950831301375177
ACH-000620,-0.05994837240155379
ACH-000621,-0.024273156946666364
ACH-000622,-0.002622123882694072
ACH-000623,-0.048519237809914136
ACH-000624,-0.15949505301250608
ACH-000627,-0.10893757604445567
ACH-000630,-0.18124460383846985
ACH-000631,-0.052996122812295474
ACH-000632,-0.09255889799992724
ACH-000633,-0.19337636138844674
ACH-000637,-0.04218053077549624
ACH-000638,-0.113328482264455
ACH-000646,-0.18829023425094008
ACH-000647,-0.06201077709977368
ACH-000648,-0.02923627062196973
ACH-000649,-0.0331407908444795
ACH-000651,-0.1701818218840062
ACH-000652,0.06367984909868908
ACH-000653,-0.0655288908979923
ACH-000657,-0.11500002505197646
ACH-000658,0.03286761224505617
ACH-000661,0.00673445989633252
ACH-000662,-0.4972771521730414
ACH-000663,-0.04328113796247679
ACH-000665,-0.28338813990343065
ACH-000671,0.0007171301674571756
ACH-000672,0.05900771125150979
ACH-000673,-0.06371425893484127
ACH-000676,-0.10703254822069258
ACH-000677,-0.17786742402879316
ACH-000681,-0.09518850534517667
ACH-000683,-0.04215493154135947
ACH-000684,0.07262829866286799
ACH-000688,0.010756804154123606
ACH-000693,-0.19635165577517646
ACH-000694,-0.029348871438490506
ACH-000695,0.02164686089767929
ACH-000696,-0.01070009100665004
ACH-000697,-0.06985178724180059
ACH-000699,0.010540104252733707
ACH-000701,-0.1101427581556265
ACH-000706,-0.07458279416590557
ACH-000711,-0.09084542225389924
ACH-000713,0.027511731254181184
ACH-000714,-0.2261776418650941
ACH-000718,-0.17110729737280214
ACH-000720,-0.17929172323526998
ACH-000721,0.02328843985383432
ACH-000724,0.005598499070881739
ACH-000725,-0.1312850668127999
ACH-000732,-0.18246306272735952
ACH-000734,-0.10565935955690814
ACH-000735,-0.22595853134845634
ACH-000736,0.02620828791187468
ACH-000738,-0.12028606126288928
ACH-000746,0.11678781971974475
ACH-000747,-0.2382667163663364
ACH-000748,-0.16641022701971842
ACH-000753,-0.1779785893913122
ACH-000756,-0.042214760839061526
ACH-000757,-0.11768463186245146
ACH-000758,-0.2277335939974784
ACH-000760,-0.15574216889943646
ACH-000762,0.00993695807662185
ACH-000763,-0.18474657550168336
ACH-000764,-0.17160015217463587
ACH-000765,-0.09518350759358074
ACH-000766,-0.1482248236058749
ACH-000767,0.0023308625382176236
ACH-000768,-0.1545911912762234
ACH-000769,-0.00962070826013335
ACH-000770,-0.12255357396170967
ACH-000771,-0.008381175178734188
ACH-000773,-0.16436708877777062
ACH-000776,-0.13954772276720664
ACH-000777,0.048105859217009835
ACH-000778,-0.11379149906801575
ACH-000781,0.028088521865780928
ACH-000782,-0.3028532784904046
ACH-000783,-0.1162034355685684
ACH-000784,-0.1548322363103273
ACH-000785,-0.1296583594881636
ACH-000787,-0.18850970174170625
ACH-000788,-0.11204679112302586
ACH-000791,0.03204440527929245
ACH-000792,-0.21598901612514995
ACH-000794,0.05155507207570335
ACH-000796,-0.04794301424642435
ACH-000798,-0.018491884951656497
ACH-000799,-0.13097884771068355
ACH-000800,-0.3055373233078637
ACH-000802,-0.14716934459143294
ACH-000804,-0.047828588462467805
ACH-000805,-0.01618662300463172
ACH-000809,-0.03340178937195888
ACH-000810,0.08641158485082986
ACH-000811,-0.0488821914857876
ACH-000817,-0.05881758283539234
ACH-000819,-0.21599259418674008
ACH-000820,0.11982577194264675
ACH-000821,-0.12090566002511602
ACH-000822,-0.0739938029411826
ACH-000823,-0.056280817789354703
ACH-000824,0.025760673430411392
ACH-000827,-0.035522289259440495
ACH-000829,-0.11757536177082235
ACH-000831,-0.1850584830417523
ACH-000832,-0.2838512976254964
ACH-000833,-0.109316016218451
ACH-000834,0.05310334071892417
ACH-000835,-0.06453743135765617
ACH-000836,0.06690806110666088
ACH-000837,0.041294002550903416
ACH-000838,-0.011175504084858815
ACH-000839,0.05535705935010706
ACH-000840,-0.018589576594835157
ACH-000841,-0.043663256585473424
ACH-000843,-0.12588669026622756
ACH-000846,-0.1544819105231217
ACH-000847,-0.16338111366362346
ACH-000848,-0.003441440887649096
ACH-000849,-0.13842059854700556
ACH-000851,-0.10942650338893606
ACH-000855,-0.2367997384098915
ACH-000856,-0.2193308806365489
ACH-000858,-0.017263460275786045
ACH-000859,-0.02531061341370568
ACH-000861,-0.20427166688733303
ACH-000862,0.007677344584902644
ACH-000865,-0.10840579346887268
ACH-000866,-0.04192135675780561
ACH-000867,-0.05157992590863157
ACH-000869,0.01803232345500286
ACH-000872,0.027797572270606308
ACH-000873,0.0347076502477402
ACH-000876,-0.08620948156067405
ACH-000878,-0.24791018551411775
ACH-000880,-0.07121537354182983
ACH-000881,-0.05609958737970317
ACH-000882,0.015215914683602819
ACH-000884,-0.08914624804246031
ACH-000885,-0.1731555024784823
ACH-000887,-0.2114700051604522
ACH-000889,-0.07052124770372901
ACH-000896,-0.1239994796828482
ACH-000898,-0.08566674438806607
ACH-000900,-0.1332366081695481
ACH-000901,-0.23565176120297876
ACH-000905,-0.11647812222115925
ACH-000906,-0.1505239313834561
ACH-000907,0.1418480700059684
ACH-000910,0.006378252898287215
ACH-000911,-0.2430681951959509
ACH-000912,-0.16606439648965485
ACH-000913,-0.15534815864876572
ACH-000915,-0.13369481448668089
ACH-000916,-0.21704777310921644
ACH-000917,-0.010010987928441514
ACH-000920,-0.09865070281419801
ACH-000921,-0.09876980933086003
ACH-000924,0.03127442855113699
ACH-000926,-0.06591517815129616
ACH-000928,-0.06530405498831801
ACH-000929,-0.028633692725768194
ACH-000932,-0.10071555352859443
ACH-000935,-0.10940343785017632
ACH-000936,0.05916289040297645
ACH-000937,-0.006527313753536336
ACH-000938,0.02060916759575865
ACH-000939,-0.010081223797308185
ACH-000941,-0.06070506855668384
ACH-000943,-0.009849349284913432
ACH-000946,-0.11369915441976047
ACH-000947,-0.01823691296737276
ACH-000948,-0.05431520142646918
ACH-000950,-0.16631304402128785
ACH-000953,-0.18840826553802567
ACH-000954,-0.0995908378389065
ACH-000957,-0.10967553279600176
ACH-000958,-0.08470627391755364
ACH-000960,-0.11159851800571972
ACH-000963,-0.29738239211845635
ACH-000968,-0.11364132979551965
ACH-000969,-0.03276117093453063
ACH-000972,-0.21629199622373493
ACH-000973,-0.07712710182605761
ACH-000974,-0.08790041601601094
ACH-000978,-0.05234985900244981
ACH-000984,0.022825267191785324
ACH-000986,-0.02376437221986595
ACH-000988,-0.021208398880782124
ACH-000993,-0.020099613311323164
ACH-000994,0.07630860351207759
ACH-000996,0.003909050149124182
ACH-001001,-0.13475244345029389
ACH-001020,-0.15004964074553448
ACH-001028,-0.14718887136778153
ACH-001031,-0.039467521965781835
ACH-001038,-0.13550969372318558
ACH-001048,0.021218732305738983
ACH-001050,0.011422629855229495
ACH-001053,-0.27923785093182796
ACH-001054,-0.0608128118448144
ACH-001061,-0.1167130584104987
ACH-001067,0.0159562833336177
ACH-001075,0.035708134416261535
ACH-001096,-0.0833079875044372
ACH-001111,-0.13927095655187216
ACH-001119,-0.21736582905991447
ACH-001128,-0.0010501003367413833
ACH-001134,-0.15735051579282766
ACH-001151,-0.146207754699522
ACH-001163,-0.23264364271574445
ACH-001164,0.061924199993757124
ACH-001183,0.007751627900731924
ACH-001192,-0.19490596579835784
ACH-001193,-0.058295383490378425
ACH-001196,-0.019632554896702046
ACH-001197,-0.0757265972752524
ACH-001205,-0.19527951635891874
ACH-001211,-0.015562565779228472
ACH-001212,0.011171962167720692
ACH-001228,-0.07622580129993027
ACH-001232,-0.1779129523902638
ACH-001239,-0.08305975302553477
ACH-001270,-0.1032053772458656
ACH-001274,0.024504066957420242
ACH-001275,-0.07445320981416158
ACH-001277,-0.05836750419874595
ACH-001278,-0.028310760624301767
ACH-001280,-0.3351861760052747
ACH-001283,-0.2577839352144697
ACH-001289,0.10112301310134134
ACH-001300,-0.15591251236856138
ACH-001301,-0.06581848007497948
ACH-001302,-0.32164362231306903
ACH-001306,-0.09005260870716
ACH-001318,-0.20943032935117498
ACH-001322,-0.29281256782719256
ACH-001328,-0.14073763352042873
ACH-001332,-0.08651250890917131
ACH-001336,-0.10388328427093456
ACH-001346,-0.11282078838309233
ACH-001353,-0.12608714163734827
ACH-001354,-0.10238710012236088
ACH-001367,-0.014243294880943431
ACH-001368,-0.11385040961792775
ACH-001374,-0.16046787739831295
ACH-001377,-0.18837171263715055
ACH-001380,-0.08397871337527517
ACH-001391,-0.06687766773455696
ACH-001408,-0.11204671928301896
ACH-001430,0.0719054883736867
ACH-001431,-0.11802737276033265
ACH-001450,0.03194467174063185
ACH-001496,-0.04940118191632115
ACH-001500,0.09404995397220504
ACH-001523,-0.21543612878292048
ACH-001532,-0.01854971181925093
ACH-001550,-0.10589545903254552
ACH-001552,-0.3151198907277633
ACH-001554,-0.07987191586391633
ACH-001654,-0.09149448399195394
ACH-001735,-0.12483272311052565
ACH-001736,0.004034584940011632
ACH-001737,-0.06964340454826892
ACH-001740,-0.06015145861746288
ACH-001745,-0.04977992285252838
ACH-001765,-0.06684591955764084
