,PRKACA (5566)
ACH-000004,-0.009956707309688126
ACH-000005,-0.05626322773936776
ACH-000007,-0.056012007075915166
ACH-000009,-0.12924544025789006
ACH-000011,-0.06125501079489834
ACH-000012,-0.1806599595790978
ACH-000013,-0.11094568661262384
ACH-000014,0.09301699337526508
ACH-000015,-0.2459001589027281
ACH-000017,-0.17712202429098914
ACH-000018,-0.22372989776697694
ACH-000019,-0.4819242871717153
ACH-000021,-0.10264977243007348
ACH-000022,-0.0512074251227219
ACH-000025,0.012008370809392988
ACH-000028,-0.3525147236883968
ACH-000030,-0.16122260738730634
ACH-000035,-0.23782087650336015
ACH-000036,-0.049525736841648266
ACH-000037,-0.1068786275826513
ACH-000039,-0.01536618287460245
ACH-000040,-0.06070617617016388
ACH-000041,-0.03531399867128788
ACH-000042,-0.05197301021472207
ACH-000045,-0.1905379425611292
ACH-000047,-0.10127306041120264
ACH-000052,0.010529980767759474
ACH-000053,-0.10743750311549796
ACH-000054,-0.11010891956593848
ACH-000055,-0.2988028667733557
ACH-000060,0.4069829916568828
ACH-000067,0.2080767609735192
ACH-000070,-0.005125409249579225
ACH-000075,-0.17321597140808132
ACH-000078,0.06256315143469468
ACH-000082,-0.04310394096949527
ACH-000085,-0.18610905637616695
ACH-000086,-0.03686901541199497
ACH-000087,-0.011805320571168036
ACH-000092,-0.12520842072043376
ACH-000095,-0.11811837619134022
ACH-000097,-0.3715270789735114
ACH-000098,0.0006181490922194296
ACH-000099,-0.06947243789147498
ACH-000108,-0.11768715010854655
ACH-000113,0.05911610573107085
ACH-000116,-0.15161635629440776
ACH-000118,-0.038182846303212385
ACH-000120,-0.12770461468734964
ACH-000123,-0.13462488203673195
ACH-000127,-0.19295089654100012
ACH-000128,-0.19566239508993
ACH-000132,0.015470319470181819
ACH-000133,-0.1189834991111944
ACH-000137,-0.12454045829505975
ACH-000138,-0.08254730414952371
ACH-000142,-0.2469881760507377
ACH-000143,-0.08503271632819312
ACH-000146,-0.15174492686014202
ACH-000148,-0.1831531580115631
ACH-000150,-0.10371881727703999
ACH-000152,-0.09882624640498157
ACH-000153,0.08441809901710802
ACH-000159,-0.1590809928903831
ACH-000160,-0.0417824047592646
ACH-000163,-0.3281228841028465
ACH-000167,-0.08695282158106879
ACH-000168,-0.3810588763049785
ACH-000169,0.005025420105749482
ACH-000178,-0.06474455619343872
ACH-000183,-0.2762716702761034
ACH-000188,-0.0767663721666424
ACH-000189,0.1735919896374226
ACH-000190,-0.0729431192272
ACH-000198,-0.11542293588742425
ACH-000203,-0.4693152909169027
ACH-000204,0.14052127744120407
ACH-000206,-0.30604096302512485
ACH-000207,-0.05310042301210923
ACH-000208,0.08020044302482095
ACH-000210,-0.15289299311655374
ACH-000211,-0.12787101428098765
ACH-000215,-0.08040894959976629
ACH-000221,-0.2401497551361425
ACH-000222,-0.2204248485950845
ACH-000223,-0.2108591134247173
ACH-000226,-0.10798894808505373
ACH-000227,-0.12500223387560702
ACH-000228,-0.17041029303500288
ACH-000231,-0.11337648119567073
ACH-000232,0.024446348046032428
ACH-000233,-0.17356510046162546
ACH-000234,-0.2577956652150473
ACH-000235,-0.09406926612721082
ACH-000237,-0.037652012695485286
ACH-000238,0.01570884995541342
ACH-000242,-0.05519063300188101
ACH-000243,-0.14222894716891313
ACH-000244,-0.13873851887169625
ACH-000246,-0.047384745071676206
ACH-000248,-0.3409277916293544
ACH-000250,-0.026257625605592732
ACH-000251,-0.20853807973899585
ACH-000252,-0.2576603947500635
ACH-000253,-0.1051595357253436
ACH-000255,-0.08474175487391887
ACH-000256,-0.11813950430863525
ACH-000257,0.05266070565275952
ACH-000258,-0.1113119211676045
ACH-000259,-0.17622929779631633
ACH-000260,-0.19724450641381544
ACH-000261,-0.07355368716140971
ACH-000262,-0.1848384526340624
ACH-000263,-0.09188890712903887
ACH-000264,-0.023775083882772885
ACH-000265,-0.09490036603365444
ACH-000266,-0.03223462738124622
ACH-000272,-0.11360000030495054
ACH-000274,-0.04884989138343531
ACH-000277,-0.07949421122197667
ACH-000278,-0.19402185397019184
ACH-000279,-0.006859124716406525
ACH-000280,-0.03653733449168396
ACH-000281,-0.10099538957131167
ACH-000288,0.07087473948042533
ACH-000291,-0.0002431335374450415
ACH-000293,-0.07178914481425322
ACH-000294,-0.17682623069036596
ACH-000295,0.11856083467843916
ACH-000296,-0.2861173943742642
ACH-000302,-0.2659461901300684
ACH-000304,-0.21189865314307116
ACH-000307,-0.050201060884740425
ACH-000308,-0.09999637204261158
ACH-000310,-0.06411453521649697
ACH-000311,-0.20018431174325016
ACH-000312,-0.1370422195384907
ACH-000315,0.015445501138556196
ACH-000316,0.024827902584547624
ACH-000317,0.09075367008371228
ACH-000318,-0.21942301795188027
ACH-000319,-0.2294630787481581
ACH-000320,0.2328727396899571
ACH-000322,-0.022462343454969124
ACH-000323,-0.3052269136617218
ACH-000324,-0.10435830162556822
ACH-000329,-0.04906020828987327
ACH-000330,-0.054506756085781656
ACH-000331,-0.09383681652334186
ACH-000332,-0.09087466451856063
ACH-000334,-0.0640835135286198
ACH-000335,0.05140828373097344
ACH-000336,-0.019317719928589317
ACH-000337,-0.16443908837260346
ACH-000338,-0.3218664746955773
ACH-000339,-0.20488276392008947
