,GPR89A (653519)
ACH-000004,0.042015789610019394
ACH-000005,-0.27408085844506913
ACH-000007,-0.4180093117817988
ACH-000009,-0.32192007828820995
ACH-000011,-0.5726108008588255
ACH-000012,-0.5699747396454038
ACH-000013,-0.38558293679391537
ACH-000014,-0.5809647418855687
ACH-000015,-0.5505760005270783
ACH-000017,0.08111941361551336
ACH-000018,-0.5884529782171508
ACH-000019,-0.4940392978778296
ACH-000021,-0.3496072477348111
ACH-000022,-0.284512604906299
ACH-000025,-0.5632592487197269
ACH-000028,-0.4482402572494165
ACH-000030,-0.6206877354021018
ACH-000035,-0.4413738115815103
ACH-000036,-0.6871390169651516
ACH-000037,-0.4362011294895682
ACH-000039,-0.08815255177183212
ACH-000040,-0.6714924722445994
ACH-000041,0.003367751657774822
ACH-000042,-0.4252357873759091
ACH-000045,-0.4944369724239812
ACH-000047,-0.2260208535400196
ACH-000052,-0.3826442661542929
ACH-000053,-0.14346989280836756
ACH-000054,-0.5804532012293974
ACH-000055,0.09385793158379584
ACH-000060,0.044481889541514025
ACH-000067,-0.6599079542425162
ACH-000070,-0.22864582190174385
ACH-000075,-0.6160890708388833
ACH-000078,-0.17752183687996187
ACH-000082,-0.10169507980235584
ACH-000085,-0.1112263901441161
ACH-000086,-0.7346804139115067
ACH-000087,-0.4762441955240158
ACH-000092,-0.7141545207323934
ACH-000095,0.003706770336756325
ACH-000097,-0.12619411671611513
ACH-000098,-0.8317430445034442
ACH-000099,-0.16005913622917536
ACH-000108,-0.5066718640340033
ACH-000113,-0.15292839274561354
ACH-000116,-0.2028737753687969
ACH-000118,-0.4923790850778885
ACH-000120,-0.3617574500875033
ACH-000123,-0.4340788905293141
ACH-000127,-0.6501587291596387
ACH-000128,-0.4194228218864269
ACH-000132,-0.24044758894955096
ACH-000133,-0.609511350204341
ACH-000137,-0.2075576919613716
ACH-000138,0.05821914982093258
ACH-000142,-0.4407292783490476
ACH-000143,-0.4897293452894758
ACH-000146,-0.16138095490524995
ACH-000148,-0.6132253132478369
ACH-000150,-0.3156760253281373
ACH-000152,-0.5986439048399327
ACH-000153,-0.43872141093892747
ACH-000159,-0.35080143889672505
ACH-000160,-0.15169372958499966
ACH-000163,-0.5771159368355
ACH-000167,-0.3489454499780867
ACH-000168,-0.17186064465642453
ACH-000169,-0.31060679376604783
ACH-000178,-0.11251765557302193
ACH-000183,-0.5290212135166501
ACH-000188,-0.2106685040067976
ACH-000189,-0.5753271744915764
ACH-000190,-0.5071488451316597
ACH-000198,-0.5611151643741291
ACH-000203,-0.4119633813244151
ACH-000204,-0.5283007050530829
ACH-000206,-0.3239707102288079
ACH-000207,-0.1415031904378828
ACH-000208,-0.2603072425817007
ACH-000210,-0.26438280201247066
ACH-000211,-0.06932427648871613
ACH-000215,-0.10171441667720572
ACH-000221,-0.2453357940425171
ACH-000222,-0.4992090040015947
ACH-000223,-0.5337000415191242
ACH-000226,-0.04346893974928375
ACH-000227,-0.0034798847743776665
ACH-000228,-0.11901327964868393
ACH-000231,-0.2983805668086309
ACH-000232,-0.4906488368374958
ACH-000233,-0.2457531169597446
ACH-000234,-0.29887988011515104
ACH-000235,0.026187025661962897
ACH-000237,-0.6155609042513251
ACH-000238,-0.3697208762707495
ACH-000242,-0.44564279127332257
ACH-000243,-0.6559858548967311
ACH-000244,-0.6667630482567557
ACH-000246,-0.5803895035297079
ACH-000248,-0.22196751377405224
ACH-000250,-0.7253151546293632
ACH-000251,-0.41077924652390624
ACH-000252,-0.44601698513503535
ACH-000253,-0.10234647327648176
ACH-000255,-0.17825581927328085
ACH-000256,-0.3163438553666744
ACH-000257,-0.12960304225297387
ACH-000258,-0.30007180046954485
ACH-000259,-0.040743497260525056
ACH-000260,-0.08636393960579974
ACH-000261,-0.16232836613783047
ACH-000262,-0.3161050018939749
ACH-000263,0.03125845625034799
ACH-000264,-0.15149087902318248
ACH-000265,-0.4080609509798879
ACH-000266,-0.10120730139931136
ACH-000272,-0.4783072768690037
ACH-000274,0.05354057096965264
ACH-000277,-0.04890810300758184
ACH-000278,-0.28376573408675104
ACH-000279,-0.2353414027643836
ACH-000280,-0.08295455219034542
ACH-000281,0.060549864246005586
ACH-000288,-0.2021428608183255
ACH-000291,-0.2522985160871392
ACH-000293,-0.3745116961196792
ACH-000294,-0.30701596038921786
ACH-000295,-0.5598809293556184
ACH-000296,-0.4670540770252651
ACH-000302,-0.2789200530948484
ACH-000304,-0.07259793285321392
ACH-000307,-0.2745416098287489
ACH-000308,-0.30541115312261163
ACH-000310,-0.09634527027882424
ACH-000311,-0.3422905690244033
ACH-000312,-0.1852094812532987
ACH-000315,-0.23669385835489584
ACH-000316,-0.5542473475260911
ACH-000317,-0.5010097492805362
ACH-000318,-0.3405148745510384
ACH-000319,-0.2577225077600869
ACH-000320,-0.4734136072682224
ACH-000322,-0.2814034520067033
ACH-000323,-0.397872488478583
ACH-000324,-0.2441414733388007
ACH-000329,-0.3118027022382769
ACH-000330,-0.3805564252092768
ACH-000331,-0.7699755147425621
ACH-000332,-0.5792269289610422
ACH-000334,-0.16113639858688686
ACH-000335,-0.25339631937484336
ACH-000336,-0.35036935051026824
ACH-000337,-0.3390664127084745
ACH-000338,0.009770222514119022
ACH-000339,-0.3476218432655031
ACH-000341,-0.4007752437280661
ACH-000348,-0.4880308378565196
ACH-000350,0.014791064038771028
ACH-000352,-0.11342827011849825
ACH-000356,-0.5370947039742534
ACH-000361,-0.33607283665046633
ACH-000362,-0.3439774672255453
ACH-000363,-0.4037785486585872
ACH-000364,-0.3163531034180304
ACH-000365,-0.08626428716487416
ACH-000366,-0.27667799662892256
ACH-000368,-0.5845612285129788
ACH-000374,-0.7398927348309092
ACH-000375,-0.5194362788830196
ACH-000376,-0.8436626512263029
ACH-000381,-0.3971398322929834
ACH-000383,-0.1169616561419044
ACH-000387,-0.06282738891507503
ACH-000389,-0.38306687591751176
ACH-000390,-0.14327072767425605
ACH-000393,-0.3756978442246264
ACH-000395,-0.4718355585779266
ACH-000396,-0.24801761772592465
ACH-000397,-0.7261283819744424
ACH-000401,-0.26175645643310586
ACH-000402,-0.2679303258221961
ACH-000403,-0.11217047578893756
ACH-000404,-0.9445479432458253
ACH-000406,-0.1201050680274506
ACH-000407,-0.253383969942999
ACH-000408,-0.4134907587357908
ACH-000410,-0.19437256936700606
ACH-000411,-0.5345712886436729
ACH-000414,-0.3319691252736983
ACH-000415,-0.5908257369818729
ACH-000416,-0.1790096363854368
ACH-000420,-0.049919067369970996
ACH-000421,-0.4705133865086101
ACH-000424,-0.3473075826698108
ACH-000425,-0.6820461872733075
ACH-000426,-0.2973767731285578
ACH-000427,-0.18454966812165796
ACH-000433,-0.44784869463767424
ACH-000435,-0.6202397973546729
ACH-000436,-0.21974800535982375
ACH-000444,-0.5177021198056435
ACH-000445,-0.4605243091225343
ACH-000448,-0.4046182622049658
ACH-000450,-0.11677525571193245
ACH-000452,-0.5030630223964394
ACH-000454,-0.9713259436857232
ACH-000458,-0.2366313555901585
ACH-000459,-0.09728692506473767
ACH-000460,-0.2719000545442573
ACH-000461,-0.2308473137292697
ACH-000463,-0.3144575752261395
ACH-000464,-0.4954128800609135
ACH-000466,-0.4853420160529276
ACH-000467,-0.2813473236477054
ACH-000468,-0.3106821362338956
ACH-000469,-0.6083121452914395
ACH-000470,-0.4232821182943846
ACH-000471,-0.7601321314387627
ACH-000472,-0.7705207868706778
ACH-000473,-0.7604853000345999
ACH-000475,-0.09046622970683993
ACH-000476,-0.08522039589305581
ACH-000477,0.005376425103819704
ACH-000479,-0.6139623529601598
ACH-000480,-0.51305112579315
ACH-000481,-0.1883881854437093
ACH-000483,-0.31937490635342564
ACH-000484,-0.5765557581565665
ACH-000485,-0.03425665576265169
ACH-000486,-0.4190555084662021
ACH-000487,-0.2112776220467423
ACH-000488,-0.6155093835917695
ACH-000490,-0.12722246766951767
ACH-000491,-0.2486396269069925
ACH-000495,-0.6894857992376504
ACH-000496,0.04245214480878055
