,PHC1 (1911)
ACH-000004,-0.2492083032043272
ACH-000005,-0.12845798313670456
ACH-000007,-0.30170981840254424
ACH-000009,-0.19631147617647812
ACH-000011,-0.30437304755758005
ACH-000012,-0.1472867190705163
ACH-000013,-0.1056553507466489
ACH-000014,-0.02315594159357359
ACH-000015,-0.18319170794712974
ACH-000017,-0.16099843137522127
ACH-000018,-0.3432396696794882
ACH-000019,-0.1942807693590008
ACH-000021,-0.1389945464354103
ACH-000022,-0.14944357921469054
ACH-000025,-0.4578302928067514
ACH-000028,-0.09660338392560948
ACH-000030,-0.19483694212814567
ACH-000035,-0.1461839504607447
ACH-000036,0.08846699151152737
ACH-000037,-0.4528464980336205
ACH-000039,0.1857122683806788
ACH-000040,-0.36768435285855816
ACH-000041,-0.4998114590199674
ACH-000042,-0.17213995164092946
ACH-000045,-0.3229071584660643
ACH-000047,-0.2272167688247352
ACH-000052,-0.34621466843474724
ACH-000053,-0.16342855232512196
ACH-000054,-0.24146092595500396
ACH-000055,-0.17057821227338166
ACH-000060,-0.2849184675640584
ACH-000067,-0.2499638636905213
ACH-000070,-0.07468706957407674
ACH-000075,-0.2847897722263853
ACH-000078,-0.2921187983373129
ACH-000082,-0.13863557936075144
ACH-000085,-0.39633878059620775
ACH-000086,-0.13937376128342882
ACH-000087,-0.14475537715661102
ACH-000092,0.013700441571213013
ACH-000095,-0.18893566489177827
ACH-000097,-0.20490695631976116
ACH-000098,-0.005513188511713067
ACH-000099,-0.1152275806186303
ACH-000108,0.012756565133532924
ACH-000113,-0.23846520996982976
ACH-000116,-0.19523948355086884
ACH-000118,-0.10012849720821833
ACH-000120,-0.3216333893224264
ACH-000123,-0.21332585142153587
ACH-000127,-0.18741492415789213
ACH-000128,-0.35946402521434945
ACH-000132,-0.03254838198360189
ACH-000133,-0.13681612334920806
ACH-000137,-0.27876330462494503
ACH-000138,-0.00931293731351253
ACH-000142,-0.16095902566437195
ACH-000143,-0.4460677546303993
ACH-000146,-0.17384837975814044
ACH-000148,-0.19629021912741995
ACH-000150,-0.19125432826438046
ACH-000152,-0.33559908003481664
ACH-000153,-0.000124373523098325
ACH-000159,-0.20316374454522698
ACH-000160,0.12214749670983018
ACH-000163,-0.19343906178582465
ACH-000167,0.2930461303333029
ACH-000168,0.009266474797804
ACH-000169,-0.2623836784199664
ACH-000178,-0.06898243815241771
ACH-000183,-0.11499375600491975
ACH-000188,-0.12285381492147784
ACH-000189,-0.383469344265108
ACH-000190,0.19290872541395448
ACH-000198,-0.1975545332811482
ACH-000203,0.06505353781422862
ACH-000204,-0.2439011658458259
ACH-000206,-0.21163378461643034
ACH-000207,0.01833469756215604
ACH-000208,-0.2508999323694572
ACH-000210,-0.6318145877606367
ACH-000211,-0.17893150224932858
ACH-000215,-0.3112201248245128
ACH-000221,-0.13152314944774032
ACH-000222,-0.1386989649054823
ACH-000223,-0.47129356247489795
ACH-000226,-0.14744498170052533
ACH-000227,-0.0782763688913204
ACH-000228,-0.15811640294048274
ACH-000231,-0.19911897978597845
ACH-000232,-0.2417145624330556
ACH-000233,-0.19641921660829847
ACH-000234,-0.25537206666380524
ACH-000235,-0.21356851091567347
ACH-000237,-0.16826765888877218
ACH-000238,-0.2283149065094736
ACH-000242,-0.2996999576227132
ACH-000243,-0.2648679427980576
ACH-000244,-0.06877642664716375
ACH-000246,-0.21805105522898788
ACH-000248,-0.28720504987674944
ACH-000250,-0.15026441209760918
ACH-000251,-0.13837463552315776
ACH-000252,-0.4415193680800856
ACH-000253,-0.1959419507996902
ACH-000255,-0.308002066411222
ACH-000256,-0.17908444608833107
ACH-000257,-0.0025170350040843482
ACH-000258,-0.4520728544513871
ACH-000259,-0.12347509894469527
ACH-000260,-0.14857063430104514
ACH-000261,-0.18870582548309972
ACH-000262,-0.3672781005974983
ACH-000263,0.01079943704427793
ACH-000264,-0.11662735983109272
ACH-000265,-0.08182397622641803
ACH-000266,-0.2272191967715485
ACH-000272,-0.09438419223755627
ACH-000274,-0.2119090225208304
ACH-000277,-0.4884124098363141
ACH-000278,-0.2715388243757393
ACH-000279,-0.09290088533366778
ACH-000280,-0.08789063494966852
ACH-000281,-0.3736656436965166
ACH-000288,-0.25909214541584913
ACH-000291,-0.20947564703117494
ACH-000293,-0.05266506258685619
ACH-000294,-0.05187922632917457
ACH-000295,0.015716724515139127
ACH-000296,-0.4323897928370672
ACH-000302,-0.08133709299653878
ACH-000304,-0.5161696035553747
ACH-000307,-0.18298227930792205
ACH-000308,-0.120754427499649
ACH-000310,-0.15148622065048198
ACH-000311,-0.3461330102941914
ACH-000312,-0.2492464938861681
ACH-000315,-0.4896494577595633
ACH-000316,-0.10442762181626793
ACH-000317,-0.16454192412298774
ACH-000318,-0.26828416254450005
ACH-000319,-0.09822537110237273
ACH-000320,-0.3044382521170471
ACH-000322,-0.20773541264000187
ACH-000323,-0.1991642246401918
ACH-000324,-0.056114578575660864
ACH-000329,-0.20194724162477298
ACH-000330,-0.2709422953713755
ACH-000331,-0.22226733975664067
ACH-000332,-0.2727311699291381
ACH-000334,-0.053919866397199916
ACH-000335,-0.3644973919326682
ACH-000336,0.17106583582271764
ACH-000337,-0.31916463344214585
ACH-000338,-0.6515777599800039
ACH-000339,-0.26390316371109995
ACH-000341,-0.09769633867945417
ACH-000348,-0.1983810172370705
ACH-000350,-0.1504597988704031
ACH-000352,-0.19749114456553385
ACH-000356,-0.0688188017320264
ACH-000361,-0.11537728529534035
ACH-000362,-0.07158456999226193
ACH-000363,-0.1947785258399029
ACH-000364,-0.28611618682147977
ACH-000365,-0.16320769752113215
ACH-000366,-0.08084047185308782
ACH-000368,-0.17042006164564638
ACH-000374,-0.24403696275876366
ACH-000375,-0.02879417827318625
ACH-000376,-0.11652523669341452
ACH-000381,-0.10570412831512394
ACH-000383,-0.03704752534691394
ACH-000387,-0.18958229487067635
ACH-000389,-0.22191785261730398
ACH-000390,-0.1143051645621132
ACH-000393,-0.17577614786707293
ACH-000395,-0.3737646973843173
ACH-000396,0.16952050088242404
ACH-000397,-0.3689846043996676
ACH-000401,-0.3175600450859293
ACH-000402,-0.1725439813696591
ACH-000403,0.028499024161325263
ACH-000404,-0.10605162819058844
ACH-000406,-0.21433296231626395
ACH-000407,-0.3083616801291449
ACH-000408,-0.07529606782376899
ACH-000410,-0.15365456080114598
ACH-000411,-0.16658431903175794
ACH-000414,-0.2323830333720198
ACH-000415,0.1629394062857869
ACH-000416,-0.25553143780352483
ACH-000420,-0.3084136192368636
ACH-000421,-0.06707111994183686
ACH-000424,-0.18366739815615327
ACH-000425,-0.1957166296055828
ACH-000426,-0.1972012922116132
ACH-000427,-0.19865878608476573
ACH-000433,-0.29222409331726423
ACH-000435,-0.049680893694645685
ACH-000436,-0.2719726146266968
ACH-000444,-0.3752602739665225
ACH-000445,-0.20266900715990732
ACH-000448,-0.0630650043288152
ACH-000450,-0.1885565983016535
ACH-000452,-0.22849744585981535
ACH-000454,-0.2270453283065545
ACH-000458,-0.3971695104114699
ACH-000459,-0.2587760213968605
ACH-000460,-0.2272907421949083
ACH-000461,-0.17873576074263992
ACH-000463,-0.14245797568316892
ACH-000464,-0.4227043349246085
ACH-000466,-0.19686968688480316
ACH-000467,-0.031205749759252787
ACH-000468,-0.3394995790766155
ACH-000469,-0.1604679762426811
ACH-000470,-0.12611797390275162
ACH-000471,-0.12010773158388365
ACH-000472,-0.2379926369154552
ACH-000473,-0.06706969759648884
ACH-000475,-0.19055115471587966
ACH-000476,-0.14592813499863472
ACH-000477,-0.2480055801806492
ACH-000479,0.1523517542106504
ACH-000480,-0.374740674350551
ACH-000481,-0.19168042769103444
ACH-000483,-0.11973136666260015
ACH-000484,-0.0854046714147291
ACH-000485,-0.31563636602513995
ACH-000486,-0.26685464875213105
ACH-000487,-0.10325830253481386
ACH-000488,-0.20155162209768626
ACH-000490,-0.1694937077636586
ACH-000491,-0.21112920443924407
ACH-000495,-0.025027559679974824
ACH-000496,-0.11952378750257135
ACH-000499,-0.3454620011284549
ACH-000500,-0.18385314551745666
ACH-000502,-0.18107817681593952
ACH-000503,-0.07729787400971848
ACH-000505,-0.22579998193784626
ACH-000507,-0.2289058462937587
ACH-000510,0.11445719128825275
ACH-000511,-0.009803723615118626
ACH-000512,-0.10384910647442967
ACH-000516,-0.16965115202679698
ACH-000517,-0.17051357260733035
ACH-000518,-0.07202176114292916
ACH-000520,-0.1427812560333805
ACH-000521,-0.2111389192091367
ACH-000522,-0.24129331070861046
ACH-000524,-0.2017888311872275
ACH-000527,-0.19261616603082224
ACH-000528,-0.19340389297463373
ACH-000537,0.11183061775123343
ACH-000541,-0.4419140377658728
ACH-000542,-0.27725726766224895
ACH-000544,-0.09702176789661976
ACH-000545,-0.10036320459804532
ACH-000547,-0.2508003310548764
