,CALR3 (125972)
ACH-000004,0.04331152314844407
ACH-000005,-0.3134200248386625
ACH-000007,-0.07584538844173128
ACH-000009,0.020691495351152014
ACH-000011,-0.11409268272258323
ACH-000012,-0.04511249116522175
ACH-000013,-0.11643835330323905
ACH-000014,0.011446391595337429
ACH-000015,-0.02525314943500617
ACH-000017,-0.07007502997226395
ACH-000018,-0.033581853778713075
ACH-000019,-0.13896966996854704
ACH-000021,-0.08342217131438741
ACH-000022,-0.09729418277294334
ACH-000025,-0.17876129575634978
ACH-000028,-0.008738874847745222
ACH-000030,-0.10297795843555063
ACH-000035,-0.10028153703461606
ACH-000036,-0.15620323606072442
ACH-000037,-0.1331366031800833
ACH-000039,-0.03925825156127489
ACH-000040,-0.03792915585125009
ACH-000041,0.028744419586027074
ACH-000042,-0.007351673227019669
ACH-000045,-0.09534928897470522
ACH-000047,-0.08428359118920806
ACH-000052,-0.013843217583396562
ACH-000053,-0.0773369466172052
ACH-000054,-0.018387735429502252
ACH-000055,-0.00576053080401735
ACH-000060,0.002586636703020144
ACH-000067,-0.03099788887497745
ACH-000070,0.12248103650005115
ACH-000075,-0.19169903420588003
ACH-000078,0.13971292180313855
ACH-000082,-0.14730042682315847
ACH-000085,-0.05992048430397015
ACH-000086,-0.16134296281604754
ACH-000087,0.05130791585586073
ACH-000092,-0.07551575936635922
ACH-000095,-0.07825900273697302
ACH-000097,0.019801425521355238
ACH-000098,-0.11610086686007992
ACH-000099,0.010202248620439176
ACH-000108,-0.028508646634032832
ACH-000113,0.005456711404795631
ACH-000116,-0.042967306450095284
ACH-000118,-0.01233377237512213
ACH-000120,0.11498116201072307
ACH-000123,-0.06278050050296216
ACH-000127,-0.047453227308984505
ACH-000128,-0.2095335827688689
ACH-000132,-0.19018560638275006
ACH-000133,-0.09976201936700599
ACH-000137,-0.16336214054306453
ACH-000138,-0.11601553927442937
ACH-000142,-0.1852297713547366
ACH-000143,-0.1204314157472806
ACH-000146,-0.04814042069745313
ACH-000148,-0.0018877422491780586
ACH-000150,-0.10281558875427672
ACH-000152,-0.09173865080304207
ACH-000153,-0.04206725635597907
ACH-000159,0.033963052204298336
ACH-000160,-0.08627864010789464
ACH-000163,-0.0034109061957298637
ACH-000167,-0.17186424529299768
ACH-000168,0.05084015985329186
ACH-000169,-0.1282717691754267
ACH-000178,0.003247126027011927
ACH-000183,-0.12035800526026624
ACH-000188,-0.31902399384116426
ACH-000189,0.04902473642125866
ACH-000190,-0.015567948478443741
ACH-000198,-0.09437225426460198
ACH-000203,0.14853677341020094
ACH-000204,0.08198821400796796
ACH-000206,-0.06857494567732839
ACH-000207,-0.08071756064171108
ACH-000208,0.03197676475616807
ACH-000210,-0.11012220229751056
ACH-000211,-0.11491051353584784
ACH-000215,0.11532317986382495
ACH-000221,0.07965657601560887
ACH-000222,-0.1423290062074483
ACH-000223,-0.04882415624941388
ACH-000226,0.12822628027950986
ACH-000227,-0.10908748406577164
ACH-000228,0.0064783670899324726
ACH-000231,0.05645921238020246
ACH-000232,-0.06068517687380703
ACH-000233,-0.04023430322879752
ACH-000234,-0.10423592855910717
