,NUCB1 (4924)
ACH-000004,0.069210224828157
ACH-000005,-0.011885708040200943
ACH-000007,0.0066660750620188705
ACH-000009,-0.017713797587978333
ACH-000011,0.0362895032776604
ACH-000012,0.026371908484662542
ACH-000013,-0.09933298746549003
ACH-000014,-0.01824328403269848
ACH-000015,-0.264138500257454
ACH-000017,-0.05396831409631565
ACH-000018,0.15148203240937452
ACH-000019,0.0829565606002764
ACH-000021,0.04643253579335551
ACH-000022,-0.13315922518139114
ACH-000025,0.05578696122866997
ACH-000028,0.0283040680346334
ACH-000030,-0.06875619045614892
ACH-000035,0.01921679779953933
ACH-000036,-0.046083568663196
ACH-000037,-0.07355157791347032
ACH-000039,0.009527739181943565
ACH-000040,0.08995043586231055
ACH-000041,0.02077233007717228
ACH-000042,0.08101877135003252
ACH-000045,0.07008010207982815
ACH-000047,0.003237017341509993
ACH-000052,0.13466324614389005
ACH-000053,0.007008708176126756
ACH-000054,-0.08905286168079264
ACH-000055,-0.1161231384466429
ACH-000060,0.14503609543944074
ACH-000067,-0.06783872432082222
ACH-000070,-0.10846818689819764
ACH-000075,-0.06820743766211397
ACH-000078,0.05927803447728994
ACH-000082,0.013031304676902769
ACH-000085,-0.15510833537176724
ACH-000086,-0.09302704650808193
ACH-000087,-0.006100402600460773
ACH-000092,-0.13551468893495985
ACH-000095,0.020820525529510442
ACH-000097,-0.0524205518392465
ACH-000098,-0.11370667210869635
ACH-000099,0.05010293562491126
ACH-000108,-0.015669456719616042
ACH-000113,-0.04665649102207487
ACH-000116,0.09085349993563027
ACH-000118,-0.09545636920403326
ACH-000120,-0.1124278537690366
ACH-000123,0.10581039775245893
ACH-000127,-0.03569139192903173
ACH-000128,-0.16588401733072689
ACH-000132,0.13378348874693846
ACH-000133,-0.0987753609763064
ACH-000137,0.1179234843162962
ACH-000138,-0.10633097558381112
ACH-000142,-0.12056816491081522
ACH-000143,-0.01966055303295737
ACH-000146,-0.012411944603885382
ACH-000148,0.13928020897018853
ACH-000150,-0.07030273072293593
ACH-000152,0.046612558577960116
ACH-000153,-0.20490053555653698
ACH-000159,-0.053840970418383684
ACH-000160,0.060204105825055185
ACH-000163,-0.03630284721763507
ACH-000167,0.0843426676259318
ACH-000168,0.09874071850388258
ACH-000169,0.14096633228468075
ACH-000178,0.07413043375109774
ACH-000183,0.022223858892049718
ACH-000188,-0.053578697727305884
ACH-000189,0.004769852284702661
ACH-000190,-0.2061040445015244
ACH-000198,-0.08179703607131257
ACH-000203,-0.03462588462788711
ACH-000204,-0.3268292880507832
ACH-000206,-0.14891759364586335
ACH-000207,-0.0477759759168777
ACH-000208,0.12431381486016388
ACH-000210,-0.2195574278657888
ACH-000211,-0.04111631137871813
ACH-000215,0.027317898694978332
ACH-000221,-0.06344906121573242
ACH-000222,-0.18038812014188016
ACH-000223,0.0009600793698550146
ACH-000226,-0.04194875732661858
ACH-000227,0.10667946557966093
ACH-000228,0.07754876390144344
ACH-000231,0.02421494936148966
ACH-000232,-0.03849930386694202
ACH-000233,0.07083735304400285
ACH-000234,0.034080247522345154
ACH-000235,-0.016087154344898855
ACH-000237,0.011215311620494698
