,SPI1 (6688)
ACH-000004,0.06133659745149835
ACH-000005,-0.05565894872163835
ACH-000007,-0.0171859202448111
ACH-000009,-0.013711861833330691
ACH-000011,-0.08967628724698601
ACH-000012,-0.16990225148335286
ACH-000013,-0.11438032644230603
ACH-000014,-0.04176203868363141
ACH-000015,0.04651970823960819
ACH-000017,0.004400792367744631
ACH-000018,-0.06301852254289837
ACH-000019,-0.09990588793619608
ACH-000021,-0.2532023711208453
ACH-000022,-0.11447847856138353
ACH-000025,-0.09046165066902256
ACH-000028,-0.15534140187655365
ACH-000030,-0.24660015736567176
ACH-000035,-0.197921372648356
ACH-000036,0.008305473518683128
ACH-000037,-0.04521384560788444
ACH-000039,-0.09009872359993862
ACH-000040,-0.17865793929620866
ACH-000041,-0.19900763023088835
ACH-000042,-0.16447836269680596
ACH-000045,-0.7961584470750446
ACH-000047,0.04215753329176994
ACH-000052,-0.2430390205576242
ACH-000053,0.09119130587552632
ACH-000054,0.003941039146901833
ACH-000055,0.0013075829608154704
ACH-000060,-0.02939515947522457
ACH-000067,-0.017980822012685926
ACH-000070,-0.02458505222901054
ACH-000075,-0.2484795690360028
ACH-000078,0.001879919654253129
ACH-000082,-0.03812260385122383
ACH-000085,-0.13322395635669734
ACH-000086,-0.22352701249869467
ACH-000087,0.09233510713361584
ACH-000092,-0.034828545395155966
ACH-000095,0.02942041225416508
ACH-000097,0.04871642782529802
ACH-000098,-0.03777403746484652
ACH-000099,0.02033975648045977
ACH-000108,-0.044572831746691716
ACH-000113,-0.9272628491368979
ACH-000116,-0.030757230231950893
ACH-000118,-0.1790563590109693
ACH-000120,0.03152298054203916
ACH-000123,-0.05312000867421087
ACH-000127,-0.10718171827129834
ACH-000128,-0.045539619317413536
ACH-000132,-0.053102362814669284
ACH-000133,-0.11066787530193084
ACH-000137,-0.0901722108522916
ACH-000138,-0.12750925690686635
ACH-000142,-0.10116764357405596
ACH-000143,-0.0291389989348068
ACH-000146,-0.9243189711374978
ACH-000148,-0.0632948384259975
ACH-000150,-0.11025955183934066
ACH-000152,-0.06931644385385534
ACH-000153,-0.08693153512845
ACH-000159,-0.10521796240363003
ACH-000160,0.10745262215662628
ACH-000163,0.007970127237925244
ACH-000167,0.3927039128572445
ACH-000168,-1.200245023918695
ACH-000169,-0.0345651666985377
ACH-000178,0.1576681386805776
ACH-000183,-0.007222005311442994
ACH-000188,0.0082361219212635
ACH-000189,-0.2912575887801166
ACH-000190,0.14139350042837892
ACH-000198,-1.0022158563755033
ACH-000203,0.1975126915942944
ACH-000204,-0.032470405240708315
ACH-000206,0.20286825729370664
ACH-000207,-0.3968878163930927
ACH-000208,-0.043923630267646036
ACH-000210,-0.1272524573198441
ACH-000211,-0.028334613092637767
ACH-000215,-0.0869638936045357
ACH-000221,-0.17272841558765908
ACH-000222,0.15569457967420805
ACH-000223,0.10967420480918312
ACH-000226,0.07241884108855932
ACH-000227,0.01878731818717509
ACH-000228,-0.18064853573151726
ACH-000231,-0.10792565242484352
ACH-000232,-0.09745962060610516
ACH-000233,0.08158504105392944
ACH-000234,-0.07947697121881027
ACH-000235,-0.08775446879055639
