,IL6R (3570)
ACH-000004,0.03100953467655413
ACH-000005,0.0788636122417654
ACH-000007,0.06937313791071795
ACH-000009,-0.2348651843500756
ACH-000011,-0.04795793838240035
ACH-000012,-0.3358043793946391
ACH-000013,-0.049225703193483725
ACH-000014,0.11197022730768162
ACH-000015,-0.1436622199884842
ACH-000017,0.04452792960002371
ACH-000018,-0.02995013641877748
ACH-000019,0.06201486072485109
ACH-000021,-0.2123150634329732
ACH-000022,-0.09406415922786182
ACH-000025,0.10026979792564578
ACH-000028,-0.0726364776986442
ACH-000030,0.0018893881795535145
ACH-000035,-0.22420085815660032
ACH-000036,-0.07763744292737264
ACH-000037,0.016744722615594468
ACH-000039,0.08755743457566917
ACH-000040,-0.07289178880449948
ACH-000041,-0.08129210924903696
ACH-000042,-0.011170238562171121
ACH-000045,-0.08702044213094033
ACH-000047,-0.04313221156574265
ACH-000052,-0.3628109338160636
ACH-000053,0.05648249089310078
ACH-000054,0.043591015045399216
ACH-000055,0.03054594575549488
ACH-000060,-0.12242595382240185
ACH-000067,-0.05818276092044361
ACH-000070,0.00039543933199207444
ACH-000075,-0.0743930965184269
ACH-000078,-0.19318008338444825
ACH-000082,-0.09837273830504084
ACH-000085,-0.1663820586795366
ACH-000086,-0.12627246554995888
ACH-000087,-0.057031479588801726
ACH-000092,-0.13315618907960752
ACH-000095,-0.08063099999663076
ACH-000097,-0.09370838379927214
ACH-000098,-0.11454519761790337
ACH-000099,-0.0008148735899127207
ACH-000108,-0.04791335885020016
ACH-000113,-0.10204428481195987
ACH-000116,-0.0234564518114579
ACH-000118,0.0345686017359589
ACH-000120,-0.033320335360555425
ACH-000123,-0.22273164895502925
ACH-000127,-0.06693239510669897
ACH-000128,-0.06791996581670211
ACH-000132,-0.1516760414437437
ACH-000133,0.0063155383654312156
ACH-000137,-0.20523235814878374
ACH-000138,-0.07705092113634418
ACH-000142,-0.09880551553044298
ACH-000143,-0.1703829527173615
ACH-000146,-0.09707428091693596
ACH-000148,-0.19652181601132146
ACH-000150,-0.07033941099618604
ACH-000152,-0.05804045896908019
ACH-000153,-0.5342913077984541
ACH-000159,0.010973943429688729
ACH-000160,0.034819939585390376
ACH-000163,-0.200918814230822
ACH-000167,0.4592276015868191
ACH-000168,-0.2355803664073768
ACH-000169,-0.09792042361912927
ACH-000178,-0.04469005255324873
ACH-000183,-0.1767224141515561
ACH-000188,0.025703927122057248
ACH-000189,-0.20526618809487224
ACH-000190,-0.0713198201485446
ACH-000198,0.01760275270751093
ACH-000203,-0.4440678197791042
ACH-000204,-0.03506802350545315
ACH-000206,-0.3343619038871959
ACH-000207,0.03360592659929248
ACH-000208,-0.06578710996490418
ACH-000210,0.043106151298272194
ACH-000211,-0.027885586251992684
ACH-000215,-0.11286176975846525
ACH-000221,-0.271317687933764
ACH-000222,-0.095237646679169
ACH-000223,-0.05262515460859293
ACH-000226,0.02686001491595001
ACH-000227,-0.06173157233594101
ACH-000228,-0.19095663807872915
ACH-000231,-0.057666826944755285
ACH-000232,-0.21808508730705434
ACH-000233,0.007262549831990069
ACH-000234,-0.08109318583385111
ACH-000235,-0.12559242294722314
ACH-000237,-0.11290364085193973
ACH-000238,0.09782554465187343
ACH-000242,-0.12704704411036494
ACH-000243,-0.07638310314203615
ACH-000244,-0.0769607609576966
ACH-000246,0.0999886648671851
ACH-000248,-0.017075093332789844
ACH-000250,-0.13937940621638767
ACH-000251,0.07474714452435248
ACH-000252,0.13220494545052675
ACH-000253,0.029875447591124038
ACH-000255,-0.16135198624671468
ACH-000256,-0.06719199230194085
ACH-000257,-0.00794413945104877
ACH-000258,-0.3706193578366324
ACH-000259,-0.2528011020368352
ACH-000260,-0.054284381206894036
ACH-000261,-0.0694375676247945
ACH-000262,0.11225978356716332
ACH-000263,-0.2374674187779894
ACH-000264,-0.1459182767776129
ACH-000265,-0.0784592613500153
ACH-000266,-0.08348739319540747
ACH-000272,-0.16429479708591524
ACH-000274,0.02685025520881716
ACH-000277,0.05769064450058151
ACH-000278,-0.0866918212799811
ACH-000279,0.010906276940757402
ACH-000280,-0.06416472858901688
ACH-000281,-0.038830296542418034
ACH-000288,-0.11328626328243704
ACH-000291,-0.15562707965556874
ACH-000293,-0.16861748313473685
ACH-000294,0.008588970753688934
ACH-000295,-0.3133772592571211
ACH-000296,-0.12575056444210594
ACH-000302,0.03407624876411545
ACH-000304,0.07501436104987091
ACH-000307,-0.02449396755043856
ACH-000308,0.04309404922040027
ACH-000310,0.04575254654032372
ACH-000311,-0.12172218894637482
ACH-000312,-0.1356966318939226
ACH-000315,0.2811820665567556
ACH-000316,-0.13979848336105527
ACH-000317,-0.15897126911672746
ACH-000318,-0.1592363552887514
ACH-000319,-0.048128176274194495
ACH-000320,-0.09083090421443922
ACH-000322,-0.10022274275459707
ACH-000323,-0.17586498741118514
ACH-000324,-0.06145489728298524
ACH-000329,-0.07245413795648553
ACH-000330,-0.17780189682134265
ACH-000331,-0.09254374047650983
ACH-000332,-0.11921446885562866
ACH-000334,0.036785023039912615
ACH-000335,-0.06672732178929915
ACH-000336,-0.28422786062788624
ACH-000337,-0.1711541568283019
ACH-000338,0.21858153919581985
ACH-000339,0.03202307481719096
ACH-000341,-0.1918054346112215
ACH-000348,-0.0899259143949003
ACH-000350,-0.09560856896787334
ACH-000352,-0.08346673840982964
ACH-000356,-0.16736273665325238
ACH-000361,0.2161411237939337
ACH-000362,0.040406306098899405
ACH-000363,-0.1653556992987113
ACH-000364,-0.15130531721872773
ACH-000365,-0.07193575655074311
ACH-000366,-0.1255407400662146
ACH-000368,0.029901925648343188
ACH-000374,0.03305469785566144
ACH-000375,0.06287963735535218
ACH-000376,-0.08901100667504867
ACH-000381,-0.17958511648441022
ACH-000383,-0.053045023884407835
ACH-000387,0.05580819701780024
ACH-000389,-0.0027737412511532962
ACH-000390,-0.3031430564847045
ACH-000393,0.016173677890099568
ACH-000395,0.04538455805726937
ACH-000396,0.19315954758093087
ACH-000397,0.0264465854987848
ACH-000401,0.039739406864001854
ACH-000402,-0.05544574344712384
ACH-000403,-0.08359310298137272
ACH-000404,-0.028666270647948612
ACH-000406,-0.05991301775451782
ACH-000407,-0.022931546928040725
ACH-000408,0.005172078852732852
ACH-000410,-0.06013180978413881
ACH-000411,0.01203534863459233
ACH-000414,-0.21060920382123846
ACH-000415,0.017303584520142398
ACH-000416,-0.25168249278994165
ACH-000420,-0.04646111356443465
ACH-000421,-0.06986253025809029
ACH-000424,-0.1892673974805228
ACH-000425,-0.029202646695747625
ACH-000426,-0.5486140701797021
ACH-000427,-0.059313414706007365
ACH-000433,0.2042507659292088
ACH-000435,-0.5044193402586963
ACH-000436,-0.6215050943865086
ACH-000444,-0.15311532057888852
ACH-000445,0.05639890403774585
ACH-000448,-0.008832144259786925
ACH-000450,-0.05744799842389831
ACH-000452,0.013238951517798069
ACH-000454,0.02389258010304771
ACH-000458,-0.08329070818138709
ACH-000459,-0.13643733018485776
ACH-000460,-0.015161090001224488
ACH-000461,-0.12001597499284232
ACH-000463,-0.12549348329900067
ACH-000464,0.07058567387743879
ACH-000466,-0.1493673950657821
ACH-000467,-0.0470805177236461
ACH-000468,0.0026666349278286587
ACH-000469,0.0472192440219368
ACH-000470,0.004618474156721692
ACH-000471,-0.014288443187669671
ACH-000472,-0.04868473350166515
ACH-000473,0.0973832720849266
ACH-000475,-0.11797538059841145
ACH-000476,-0.029357800817728194
ACH-000477,0.05116747729488578
ACH-000479,0.075423567872615
ACH-000480,-0.003943557910998072
ACH-000481,-0.16046576130087134
ACH-000483,-0.037988513001646365
ACH-000484,0.019551857730574315
ACH-000485,-0.057956313726053935
ACH-000486,-0.057077546983360476
ACH-000487,-0.04791190922404614
ACH-000488,-0.05034614989355336
ACH-000490,-0.033729020391532645
ACH-000491,0.10588888887879698
ACH-000495,-0.1788492657009931
ACH-000496,-0.06742127447490172
ACH-000499,-0.10194337627805516
ACH-000500,-0.2812929624999651
ACH-000502,-0.08280383364952397
ACH-000503,0.08703559622069197
ACH-000505,-0.10846909168895807
ACH-000507,-0.07343164425300741
ACH-000510,-0.20128040296918093
ACH-000511,-0.040599169692755115
ACH-000512,-0.7679939731657145
ACH-000516,-0.023906766036629862
ACH-000517,-0.1767020205991049
ACH-000518,-0.15419712173514533
ACH-000520,0.02989688698098088
ACH-000521,-0.04976597418989925
ACH-000522,-0.029652772031786314
ACH-000524,-0.05434070139970856
ACH-000527,-0.06019251330569422
ACH-000528,-0.14995200003207582
ACH-000537,-0.05015357226113752
ACH-000541,-0.10287375189512543
ACH-000542,0.02348660680573605
ACH-000544,-0.11922691840673046
ACH-000545,-0.11831118650339008
ACH-000547,-0.0795087202704784
ACH-000548,-0.06325333775906476
ACH-000549,0.03973938320647703
