,ROM1 (6094)
ACH-000004,0.15652437288765028
ACH-000005,-0.1289850598735954
ACH-000007,0.04257817853669731
ACH-000009,0.11965055421450775
ACH-000011,0.08563094508519067
ACH-000012,0.03662599800279038
ACH-000013,0.0915578131686718
ACH-000014,0.2803026212933773
ACH-000015,0.16018571300156234
ACH-000017,0.057229761788869765
ACH-000018,0.30823325214794683
ACH-000019,0.059383271823153325
ACH-000021,0.015559854960712353
ACH-000022,0.3515460745385821
ACH-000025,0.046783897097580525
ACH-000028,0.06845023757368822
ACH-000030,0.09859751386125808
ACH-000035,0.1476117010671397
ACH-000036,0.03805468370694915
ACH-000037,0.007479668213300523
ACH-000039,0.3390268860489516
ACH-000040,-0.0205406785348752
ACH-000041,0.20398722058848304
ACH-000042,0.0456813710391965
ACH-000045,0.2446537062851344
ACH-000047,0.04709446621723103
ACH-000052,0.07188093139003314
ACH-000053,0.071068985105127
ACH-000054,0.2091806278250084
ACH-000055,0.1397626873060307
ACH-000060,0.15957410059028873
ACH-000067,0.30794717214189665
ACH-000070,0.2077730788140552
ACH-000075,0.14910060635018085
ACH-000078,0.09436467751017401
ACH-000082,-0.04791988279740765
ACH-000085,0.33013582393371393
ACH-000086,-0.018304760592396004
ACH-000087,0.3003758544889607
ACH-000092,0.15087483516385938
ACH-000095,0.16890889109966195
ACH-000097,0.044456267716708575
ACH-000098,0.1312561663132436
ACH-000099,0.08503919917329902
ACH-000108,0.10717444317335056
ACH-000113,0.18102313576906606
ACH-000116,-0.0750174467529119
ACH-000118,-0.027639045568763888
ACH-000120,0.1530156159220833
ACH-000123,0.09159927269990553
ACH-000127,0.01852617327119797
ACH-000128,0.17837377186699346
ACH-000132,-0.014997012701576653
ACH-000133,0.08494918667174366
ACH-000137,-0.07586141998425115
ACH-000138,-0.00041754571825878997
ACH-000142,0.054086545742290965
ACH-000143,0.2462059741020634
ACH-000146,0.16045418151125074
ACH-000148,0.16883231716958713
ACH-000150,0.1386976640998391
ACH-000152,0.12065024339183265
ACH-000153,-0.04710876649629876
ACH-000159,0.09765442033155498
ACH-000160,-0.03614077730211055
ACH-000163,0.08244808781091438
ACH-000167,-0.055790308837855615
ACH-000168,0.13245698330477948
ACH-000169,-0.035511229117373234
ACH-000178,0.17463821976125074
ACH-000183,0.13885424504945051
ACH-000188,0.05174879061006445
ACH-000189,0.16892966395170042
ACH-000190,0.19779039150402575
ACH-000198,0.16549704779361402
ACH-000203,-0.32681556974450765
ACH-000204,-0.004949498903251658
ACH-000206,0.019686575481855945
ACH-000207,-0.08787715139946901
ACH-000208,0.03148549800708806
ACH-000210,0.4941640564761098
ACH-000211,0.06774338560627631
ACH-000215,0.05637542894320882
ACH-000221,0.1060675099476091
ACH-000222,0.012752135802127359
ACH-000223,0.04370058017510276
ACH-000226,0.05335736869806328
ACH-000227,0.09375335079923404
ACH-000228,0.026950076464516543
ACH-000231,0.14214570993071302
ACH-000232,0.1295983236177901
ACH-000233,0.10217795640173352
ACH-000234,0.058093885211899426
ACH-000235,0.04973522461339771
ACH-000237,0.16040468665123053
ACH-000238,0.07062961688610983
ACH-000242,0.5764930648896263
ACH-000243,0.06854949992907347
ACH-000244,-0.061204957551340734
