,CENPV (201161)
ACH-000004,-0.13993734901193544
ACH-000005,-0.01133313899599297
ACH-000007,-0.28899209784942953
ACH-000009,-0.11712701491438834
ACH-000011,-0.2165925439177997
ACH-000012,-0.1075832578052249
ACH-000013,-0.08357351130957427
ACH-000014,-0.0969290562279762
ACH-000015,-0.20338836446293126
ACH-000017,-0.08707941487871883
ACH-000018,-0.09175044778599316
ACH-000019,-0.0032578248546240147
ACH-000021,-0.03876987845400152
ACH-000022,-0.2267085069033122
ACH-000025,-0.021062470400904282
ACH-000028,-0.16466229654380626
ACH-000030,0.11713721326141155
ACH-000035,-0.057491026662309125
ACH-000036,-0.11778310241067505
ACH-000037,0.07581128251767777
ACH-000039,-0.004550333736196217
ACH-000040,-0.16500907438848886
ACH-000041,-0.2286816486273509
ACH-000042,-0.2023689256178725
ACH-000045,0.003609828467295379
ACH-000047,-0.07672979413557003
ACH-000052,-0.12491960813975556
ACH-000053,-0.06675669599987626
ACH-000054,-0.12373306298372863
ACH-000055,-0.20601204366326534
ACH-000060,-0.20354933646400605
ACH-000067,-0.2546597439299432
ACH-000070,0.018800340220963937
ACH-000075,-0.17240648727445693
ACH-000078,-0.20119564342577764
ACH-000082,-0.17497477808636305
ACH-000085,0.09560209252664977
ACH-000086,0.02489757453458471
ACH-000087,-0.1295041740667233
ACH-000092,-0.0392705236352792
ACH-000095,-0.15726159946159793
ACH-000097,-0.09405058161275201
ACH-000098,-0.14792097603536894
ACH-000099,-0.1158980301413373
ACH-000108,-0.12224743181344047
ACH-000113,0.006377667609459377
ACH-000116,-0.07809585870765484
ACH-000118,0.027994196617408918
ACH-000120,-0.15394008486189234
ACH-000123,-0.046180385094087215
ACH-000127,-0.11027608084670537
ACH-000128,-0.02293425371118874
ACH-000132,-0.07138292681934641
ACH-000133,-0.10517071280687668
ACH-000137,-0.03608386010911556
ACH-000138,-0.12180958084365695
ACH-000142,-0.05223616058788071
ACH-000143,0.03798113960745319
ACH-000146,0.07723746513195477
ACH-000148,-0.015952381974681178
ACH-000150,-0.18865708071480813
ACH-000152,-0.08211672836894153
ACH-000153,-0.48641092480078296
ACH-000159,0.035851167143319235
ACH-000160,0.18733971363356328
ACH-000163,-0.14687375477842948
ACH-000167,0.4474754503266163
ACH-000168,0.02317405938348309
ACH-000169,-0.15352779658828067
ACH-000178,-0.05769266079124188
ACH-000183,-0.15924748913355638
ACH-000188,-0.1604192009986116
ACH-000189,0.24509881218975466
ACH-000190,0.2703793188389668
ACH-000198,-0.007513171972760279
ACH-000203,-0.2648082466941449
ACH-000204,-0.13664924972449255
ACH-000206,0.13239131987915506
ACH-000207,0.13378900809310118
ACH-000208,-7.811169303274253e-05
ACH-000210,-0.3764885407651197
ACH-000211,-0.16792239398493192
ACH-000215,0.013725652367283148
ACH-000221,-0.44707485155839505
ACH-000222,0.04010830131653955
ACH-000223,-0.13646307053083995
ACH-000226,-0.16647692600904146
ACH-000227,-2.2275971223492603e-05
ACH-000228,0.06836587651811518
ACH-000231,-0.13755463173901605
ACH-000232,-0.006068084156440816
ACH-000233,0.03598271026245845
ACH-000234,-0.07893335441458245
ACH-000235,-0.19075205861178104
ACH-000237,0.0037617368102571148
ACH-000238,-0.2758415892327303
ACH-000242,0.21801163807174875
ACH-000243,-0.09647989831389883
ACH-000244,0.18007401130622966
ACH-000246,-0.0866019377344188
ACH-000248,0.024425216028447685
ACH-000250,-0.14130857112705647
