,NOX3 (50508)
ACH-000004,0.15347426522969276
ACH-000005,0.376120431503164
ACH-000007,0.2107631915839254
ACH-000009,0.20064400224510845
ACH-000011,0.17607893777343986
ACH-000012,0.13307033718608807
ACH-000013,0.16331048877044327
ACH-000014,0.16957404610771015
ACH-000015,0.15963169651286174
ACH-000017,0.15003806665618705
ACH-000018,0.020030123529115512
ACH-000019,0.1428457088477937
ACH-000021,0.13453971243450125
ACH-000022,0.19354974406020467
ACH-000025,-0.01669363142031599
ACH-000028,0.17774153218075936
ACH-000030,0.1477048914934319
ACH-000035,0.18211407231109625
ACH-000036,0.2156892374869973
ACH-000037,0.2071920786777132
ACH-000039,0.14424682695546512
ACH-000040,0.16290528006249666
ACH-000041,0.06453182982281219
ACH-000042,0.05799218834904546
ACH-000045,0.17792031454170093
ACH-000047,0.08545228136389649
ACH-000052,0.06204148791262639
ACH-000053,0.16707262388015715
ACH-000054,0.16263223922983827
ACH-000055,0.10050307636710884
ACH-000060,0.12925352511828347
ACH-000067,0.1974636377023709
ACH-000070,0.14025070483721494
ACH-000075,0.25334575467295994
ACH-000078,0.09322891765065912
ACH-000082,0.06575056844760507
ACH-000085,0.05540809342317808
ACH-000086,0.13403033377862766
ACH-000087,0.0602573638637367
ACH-000092,0.1030841935072758
ACH-000095,0.07020331219525414
ACH-000097,0.1090685598632687
ACH-000098,0.059994866647081285
ACH-000099,0.13417143526400316
ACH-000108,0.10944590084457588
ACH-000113,0.16119461614380526
ACH-000116,0.20564454620036
ACH-000118,0.06969541508525635
ACH-000120,0.08142608833022569
ACH-000123,0.1193927380182265
ACH-000127,0.11199007425649088
ACH-000128,0.20756494834752176
ACH-000132,0.027686765118033575
ACH-000133,0.18471893041548645
ACH-000137,0.16342042932289785
ACH-000138,0.13960612838212744
ACH-000142,0.12087713147190675
ACH-000143,0.0575723393329245
ACH-000146,0.15684875779647153
ACH-000148,0.058519172828042476
ACH-000150,0.07823833263315934
ACH-000152,0.13224878259816114
ACH-000153,0.05056013542022166
ACH-000159,0.16518405870454594
ACH-000160,0.022223614332368472
ACH-000163,0.0791962823645749
ACH-000167,0.032546836310766415
ACH-000168,0.07657513476827503
ACH-000169,0.1699852262445488
ACH-000178,0.10626783565431944
ACH-000183,0.171737895813664
ACH-000188,0.14722314953487248
ACH-000189,-0.11670244429992267
ACH-000190,0.08847642828579831
ACH-000198,0.2025467809740476
ACH-000203,0.13897335323894727
ACH-000204,0.32548601909953506
ACH-000206,0.1980090402100595
ACH-000207,0.18790521336361
ACH-000208,0.18217861847230246
ACH-000210,0.15912392501506362
ACH-000211,0.13815319525920675
ACH-000215,0.12193071930722513
ACH-000221,0.15672055431041645
ACH-000222,-0.1031015418370573
ACH-000223,0.15807223650775287
ACH-000226,0.15986441469608126
ACH-000227,0.05994228275221612
ACH-000228,0.15956681555105254
ACH-000231,0.10488348982011286
ACH-000232,0.11703057891392996
ACH-000233,0.17204590259787544
ACH-000234,0.13779539619317804
ACH-000235,0.1497197719175201
ACH-000237,0.1098024299864248
ACH-000238,0.1583398369635683
ACH-000242,-0.03322721933788437
ACH-000243,0.14232367978615915
ACH-000244,0.176980486837142
ACH-000246,0.14041398927637266
ACH-000248,0.041390992584454965
ACH-000250,0.1544613962235987
ACH-000251,0.2320196852891224
ACH-000252,0.1535325601596818
ACH-000253,0.17293032460015864
ACH-000255,0.04490923471764949
ACH-000256,0.17783973352692858
ACH-000257,0.11337487669924814
ACH-000258,0.2356583731697021
ACH-000259,0.1245719544523934
ACH-000260,0.15417586365848826
ACH-000261,0.1120504369590703
ACH-000262,0.1418024251347355
ACH-000263,0.07576766930284222
ACH-000264,0.17149877501682706
ACH-000265,0.20603212490049588
ACH-000266,0.060937061146889064
ACH-000272,0.10622534467266202
ACH-000274,0.08269773230125686
ACH-000277,0.12577817568976984
ACH-000278,0.002068965509354365
ACH-000279,0.042899368958900834
ACH-000280,0.16861308851243542
ACH-000281,0.12711297073192926
ACH-000288,0.1319328646398007
ACH-000291,0.26264510563579035
ACH-000293,0.10905431812970268
ACH-000294,0.09070244438880892
ACH-000295,0.15471969618579567
ACH-000296,0.16866565102065173
ACH-000302,0.22611924221736074
ACH-000304,0.08301135232422371
ACH-000307,0.06950405662889958
ACH-000308,0.15943967734177114
ACH-000310,0.06740302992524104
ACH-000311,0.2204406094685219
ACH-000312,0.2279168139490269
ACH-000315,0.3580706276190326
ACH-000316,0.06039471324677315
ACH-000317,0.012021920835152477
ACH-000318,0.03807609352327481
ACH-000319,0.150059569401583
ACH-000320,0.03932038770618161
ACH-000322,0.12766770726101848
ACH-000323,0.16097576579584774
ACH-000324,0.2140931403707971
ACH-000329,0.13691733998640992
ACH-000330,0.05531644332748712
ACH-000331,0.018255977941515317
ACH-000332,0.1103163922902758
ACH-000334,0.12460508247322813
ACH-000335,0.07172076120594749
ACH-000336,0.3977650974202809
ACH-000337,0.1016152367393818
ACH-000338,-0.079707617178254
ACH-000339,0.09631039189028008
ACH-000341,0.1244241615405391
ACH-000348,0.15631939993219485
ACH-000350,0.17094045746832434
ACH-000352,0.06765400780965633
ACH-000356,0.14468000286166086
ACH-000361,0.15434876693174165
ACH-000362,0.17150388033694555
ACH-000363,0.07014291748721017
ACH-000364,-0.03453777665866873
ACH-000365,0.14677309167147934
ACH-000366,0.019768456382544226
ACH-000368,0.038453059640375715
ACH-000374,0.17576227049958584
ACH-000375,0.11758130715603868
ACH-000376,0.19194986509192954
ACH-000381,0.23343926260333706
