,ORM2 (5005)
ACH-000004,0.07204643895997631
ACH-000005,-0.07870578633072349
ACH-000007,0.033063473198905964
ACH-000009,-0.13965244249850992
ACH-000011,0.00826237418717505
ACH-000012,0.010950242575851818
ACH-000013,0.03998827317647702
ACH-000014,-0.020529799518707904
ACH-000015,-0.0828203343058049
ACH-000017,0.043936935830054806
ACH-000018,0.05021836108029401
ACH-000019,0.08763268585354657
ACH-000021,-0.056313448546738365
ACH-000022,0.04947658047064954
ACH-000025,0.08628636806229473
ACH-000028,-0.011618520930803046
ACH-000030,0.00890603628769558
ACH-000035,0.04130653676190176
ACH-000036,-0.06568584588199677
ACH-000037,-0.08621319039004623
ACH-000039,0.010814709065551657
ACH-000040,0.03939042739871446
ACH-000041,-0.050146164432079726
ACH-000042,-0.0918685003495424
ACH-000045,-0.013996545881521136
ACH-000047,-0.04050150229057577
ACH-000052,-0.13845391831196005
ACH-000053,0.07641520219953195
ACH-000054,-0.033202811351964616
ACH-000055,-0.061669095509013484
ACH-000060,-0.011665559530904954
ACH-000067,-0.02465013097944503
ACH-000070,0.02388341485519049
ACH-000075,0.04769449914762544
ACH-000078,-0.13078651133010655
ACH-000082,-0.06794785023474684
ACH-000085,-0.06504524850837594
ACH-000086,-0.12666107551477096
ACH-000087,-0.25652544962851703
ACH-000092,-0.014565217548605978
ACH-000095,-0.016254283018364204
ACH-000097,-0.0597517404377741
ACH-000098,0.13960378072514495
ACH-000099,0.052981050148355226
ACH-000108,0.004396583822563817
ACH-000113,0.25271583303775663
ACH-000116,0.09441644225736534
ACH-000118,0.002473795619656773
ACH-000120,0.09135582634535326
ACH-000123,0.13263197930205248
ACH-000127,-0.05305995599486423
ACH-000128,-0.08403211086684775
ACH-000132,-0.09830199004402214
ACH-000133,-0.06647505935907286
ACH-000137,0.0436553298718448
ACH-000138,-0.110082441386915
ACH-000142,0.06177486416352977
ACH-000143,-0.17998470768045072
ACH-000146,0.011453069591854
ACH-000148,0.06970386360061373
ACH-000150,-0.046023910345395484
ACH-000152,-0.06435124177126013
ACH-000153,0.2180975761267368
ACH-000159,-0.045320738206627915
ACH-000160,-0.062052668682748675
ACH-000163,0.05977864812110127
ACH-000167,0.23674991499263226
ACH-000168,-0.07355384735569376
ACH-000169,-0.04328460144661295
ACH-000178,-0.119173393291521
ACH-000183,0.11324308042237433
ACH-000188,-0.1400092495185553
ACH-000189,-0.08240406246733273
ACH-000190,-0.0740687249453044
ACH-000198,-0.051636026669172
ACH-000203,-0.4340127978070872
ACH-000204,0.016749011807413408
ACH-000206,-0.2636639414254011
ACH-000207,-0.12314401122989398
ACH-000208,0.312455474592967
ACH-000210,0.2462821570529723
ACH-000211,-0.12277746516177865
ACH-000215,-0.08053930671948276
ACH-000221,0.05407833890027745
ACH-000222,-0.13273206433476042
ACH-000223,-0.018187208031578268
ACH-000226,0.024567645187852958
ACH-000227,-0.07512608233256236
ACH-000228,-0.01433324738592428
ACH-000231,-0.037646949640561325
ACH-000232,0.02434487652576937
ACH-000233,-0.05452947464944065
ACH-000234,0.03709092059592176
ACH-000235,-0.03608213704644795
ACH-000237,-0.07856055651457113
ACH-000238,-0.03537046970042995
ACH-000242,0.2830115805186381
ACH-000243,-0.02200813601877496
ACH-000244,-0.15665411538134846
ACH-000246,-0.198872405492906
ACH-000248,-0.13870224111144655
ACH-000250,-0.07599707809061228
ACH-000251,0.01837584833787996
ACH-000252,-0.1684625302469487
ACH-000253,-0.0850351348958573
ACH-000255,0.08085820622012503
ACH-000256,0.0730480468618538
ACH-000257,-0.006015961025508785
ACH-000258,0.0514132595849103
ACH-000259,0.015164895362441004
ACH-000260,0.012046955651776152
ACH-000261,0.011377778046741891
ACH-000262,0.12730062286951746
ACH-000263,-0.025577502556861684
ACH-000264,-0.013762538389014674
ACH-000265,0.16502831621416508
ACH-000266,-0.005477694327177232
ACH-000272,-0.12760918401407031
ACH-000274,-0.054773419211018144
ACH-000277,0.010173943849892694
ACH-000278,0.05374103822413689
ACH-000279,-0.017901734351926657
ACH-000280,0.09660168535949977
ACH-000281,0.1529400498224438
ACH-000288,0.016758225312385334
ACH-000291,0.07855082508744629
ACH-000293,0.02703647228871429
ACH-000294,0.03988568241331795
ACH-000295,0.0324661757449998
ACH-000296,-0.015469445669459398
ACH-000302,-0.053516896687864
ACH-000304,-0.04595499725641432
ACH-000307,0.016288449799826327
ACH-000308,-0.02870390267156265
ACH-000310,-0.08870419682711875
ACH-000311,-0.09277251975771313
ACH-000312,-0.01265036771999622
ACH-000315,0.11319168423052875
ACH-000316,-0.0092605430023361
ACH-000317,-0.04993767757243151
ACH-000318,0.042646862834090235
ACH-000319,0.05397512453621095
ACH-000320,0.013891191738577502
ACH-000322,-0.13961081148965934
ACH-000323,-0.09376925493822973
ACH-000324,0.0578752454189484
ACH-000329,-0.12495421725147457
ACH-000330,0.03561594785722299
ACH-000331,0.028861184624317623
ACH-000332,0.002026755262931226
ACH-000334,0.034942424930515345
ACH-000335,-0.10753700844946767
ACH-000336,-0.3757306601985537
ACH-000337,-0.019587600702454185
ACH-000338,-0.3547032955990574
ACH-000339,-0.07537797561412332
ACH-000341,-0.0637651964366908
ACH-000348,-0.12154648409445858
ACH-000350,0.004718914911692444
ACH-000352,0.053157096578249206
ACH-000356,0.2542498625064533
ACH-000361,-0.04641226998771717
ACH-000362,-0.06639204312624256
ACH-000363,0.003978072273785839
ACH-000364,0.1575969913765423
ACH-000365,0.2613936190944305
ACH-000366,0.017069602607399655
ACH-000368,0.07636412726407274
ACH-000374,-0.05986720736853037
ACH-000375,0.04999493304637406
ACH-000376,0.001996609629611733
ACH-000381,-0.016135815993518352
ACH-000383,0.00783296487982793
ACH-000387,-0.08561012654613698
ACH-000389,-0.016910474328128873
ACH-000390,-0.0243624411119542
ACH-000393,0.04872496107981991
ACH-000395,-0.05557109798697852
ACH-000396,0.07615270399841713
ACH-000397,-0.0829662285012218
ACH-000401,-0.19386715335216825
ACH-000402,0.11088753978064572
ACH-000403,0.0015044106410753073
ACH-000404,0.005448185262600465
ACH-000406,-0.01621301198537766
