,ALOX5AP (241)
ACH-000004,-0.13596717123743762
ACH-000005,0.17489791762658713
ACH-000007,0.18203113833983176
ACH-000009,0.2379881157814261
ACH-000011,0.16091369081194687
ACH-000012,0.08137763496820193
ACH-000013,0.14541279193538467
ACH-000014,0.08938887305609944
ACH-000015,0.029315086030675112
ACH-000017,0.21476898636979086
ACH-000018,-0.05502803267158768
ACH-000019,0.04241376989465518
ACH-000021,0.10707180678059493
ACH-000022,0.07124721606652308
ACH-000025,0.1704229521037154
ACH-000028,0.18751966032242884
ACH-000030,0.10576216725549982
ACH-000035,-0.02450583419394805
ACH-000036,0.09953974743071116
ACH-000037,0.19010944958556744
ACH-000039,-0.0037511090760067524
ACH-000040,0.2830984473340377
ACH-000041,0.1078182415198348
ACH-000042,0.021779399795893984
ACH-000045,0.2961189801408101
ACH-000047,0.09097695117323044
ACH-000052,0.14835845014901478
ACH-000053,0.04955892452246819
ACH-000054,0.13027299023861136
ACH-000055,0.4342654801089882
ACH-000060,0.11453684327411498
ACH-000067,0.11791919467290593
ACH-000070,-0.055977995742756116
ACH-000075,0.0005616579022528542
ACH-000078,0.0810720717372659
ACH-000082,0.0007214448408388991
ACH-000085,0.07049506274075715
ACH-000086,0.022434509474340832
ACH-000087,-0.004249926058022845
ACH-000092,0.1187232632429986
ACH-000095,0.10017132668945686
ACH-000097,0.13016572942796184
ACH-000098,0.1685353378894638
ACH-000099,0.1518884060322201
ACH-000108,0.10734242269496654
ACH-000113,0.05138479752952034
ACH-000116,0.0861411033361174
ACH-000118,0.0069861085040560595
ACH-000120,-0.03875669101783722
ACH-000123,0.11006367970994288
ACH-000127,0.062100828197066076
ACH-000128,0.14889379708261566
ACH-000132,0.1896758669796375
ACH-000133,0.15447987780589445
ACH-000137,0.05355348646118358
ACH-000138,0.06647430856393922
ACH-000142,0.06610618011285545
ACH-000143,0.030770088143562968
ACH-000146,0.138731144570685
ACH-000148,0.04880614849891991
ACH-000150,0.00882382279756382
ACH-000152,0.1847767887747156
ACH-000153,0.1382948136798852
ACH-000159,0.02484328881768177
ACH-000160,0.13100591056399424
