,FAP (2191)
ACH-000004,0.042041035035364036
ACH-000005,0.10968162593620616
ACH-000007,0.15277440048358776
ACH-000009,0.059411436188921474
ACH-000011,0.0566769634859654
ACH-000012,0.024222556086622098
ACH-000013,0.1547760402419537
ACH-000014,-0.004253311351250413
ACH-000015,0.07820421047850605
ACH-000017,0.08458094595932003
ACH-000018,0.05997056384638781
ACH-000019,-0.018848819482777758
ACH-000021,0.12879765051785505
ACH-000022,0.12771979223001872
ACH-000025,0.05153625753866317
ACH-000028,0.07761141609709474
ACH-000030,0.09138406241986144
ACH-000035,-0.032870747527052935
ACH-000036,0.07377915850926843
ACH-000037,0.20443483701274515
ACH-000039,-0.02023216310570926
ACH-000040,0.0614689865020075
ACH-000041,0.12158114540669998
ACH-000042,0.1347343865957379
ACH-000045,0.008704799166636417
ACH-000047,0.02059463517517221
ACH-000052,0.3068887320631885
ACH-000053,0.03163523187963238
ACH-000054,0.1664529694749265
ACH-000055,0.2571086813766426
ACH-000060,0.05119845673926128
ACH-000067,0.009473049764067777
ACH-000070,0.018887766045866717
ACH-000075,-0.1470188026946144
ACH-000078,0.14612176224235873
ACH-000082,0.041719433769571886
ACH-000085,0.19441230740190973
ACH-000086,0.09598738582251172
ACH-000087,0.060695160123202335
ACH-000092,-0.12734885877924282
ACH-000095,0.030330401605746495
ACH-000097,0.033224335575228435
ACH-000098,0.04244746736204074
ACH-000099,0.06469122388489751
ACH-000108,-0.02781948616014309
ACH-000113,-0.07395748314106697
ACH-000116,0.09746379686431864
ACH-000118,-0.011559816354895856
ACH-000120,0.06788345307996405
ACH-000123,0.006560693048219515
ACH-000127,0.002981504860340676
ACH-000128,0.06339736088320921
ACH-000132,0.1118216291228076
ACH-000133,0.1357524032086448
ACH-000137,-0.007971607721653272
ACH-000138,0.08211517921409854
ACH-000142,0.08822504642893626
ACH-000143,0.00014878231581457718
ACH-000146,0.1991144138858091
ACH-000148,0.12776099036511485
ACH-000150,0.1884911141613858
ACH-000152,0.030529062669003987
ACH-000153,-0.09575628772059858
ACH-000159,0.044097969447717794
ACH-000160,-0.05063817020269622
ACH-000163,-0.043488910171154416
ACH-000167,-0.2285516539949593
ACH-000168,0.09163396036399887
ACH-000169,0.06890885863432324
ACH-000178,0.0299142877902028
ACH-000183,-0.029872017213734118
ACH-000188,0.08683992852518424
ACH-000189,0.1739340946962038
ACH-000190,0.2883044690599981
ACH-000198,0.0057624075879761285
ACH-000203,0.2901760556372517
ACH-000204,0.13551387920412533
ACH-000206,0.1125494537418781
ACH-000207,0.1786513490982325
ACH-000208,0.2883719564381431
ACH-000210,-0.13688303733418855
ACH-000211,0.08767320873773367
ACH-000215,0.037273324103612386
