,POLB (5423)
ACH-000004,0.1147549476059628
ACH-000005,0.2671126415911728
ACH-000007,0.17446896752925642
ACH-000009,0.18194664736491786
ACH-000011,0.15541204189301122
ACH-000012,0.2507837614419217
ACH-000013,0.25097325960911804
ACH-000014,0.15106351828399692
ACH-000015,0.20059107908078072
ACH-000017,0.18732534361491007
ACH-000018,0.3612060985752216
ACH-000019,0.30900790274496565
ACH-000021,0.1738026927947086
ACH-000022,0.02012205898752847
ACH-000025,0.022759774119726715
ACH-000028,0.09824563455450508
ACH-000030,0.21621948889118933
ACH-000035,0.04434386264395062
ACH-000036,0.1005379072119102
ACH-000037,0.2119501141264991
ACH-000039,0.2087014288466369
ACH-000040,0.17798545080168598
ACH-000041,0.2151046655885281
ACH-000042,0.1409951082092014
ACH-000045,0.24173595480906504
ACH-000047,0.1549752186550075
ACH-000052,0.11901809436969706
ACH-000053,0.10162353495800323
ACH-000054,0.3053773295157469
ACH-000055,0.2954524573785646
ACH-000060,0.10400042180861456
ACH-000067,0.20648243660078705
ACH-000070,0.2753323078685119
ACH-000075,0.2412387570764156
ACH-000078,0.1504435133142046
ACH-000082,0.005750374201331801
ACH-000085,0.19584109371626968
ACH-000086,0.1420762597671877
ACH-000087,0.25948925996688976
ACH-000092,0.07112939628369981
ACH-000095,0.29600197466702144
ACH-000097,0.13961612822695774
ACH-000098,0.15613473131287342
ACH-000099,0.1773966334490361
ACH-000108,0.07900667959274445
ACH-000113,0.21373170040563388
ACH-000116,0.08887048132154657
ACH-000118,0.08675534800732933
ACH-000120,0.21020494240031634
ACH-000123,0.20871412775133816
ACH-000127,0.07269993036777822
ACH-000128,0.20273361782917154
ACH-000132,0.09088710581110744
ACH-000133,0.18242946778368666
ACH-000137,0.12239984303935825
ACH-000138,0.10168631732450266
ACH-000142,0.26127328248074644
ACH-000143,0.2911991220941271
ACH-000146,0.168735646892433
ACH-000148,0.2016910237127366
ACH-000150,0.08996399734424243
ACH-000152,0.1827622537304383
ACH-000153,0.3060406684157738
ACH-000159,0.241105681600927
ACH-000160,0.08399490572778202
ACH-000163,-0.004506539046016642
ACH-000167,-0.09475111190409008
ACH-000168,0.15038459000551355
ACH-000169,0.10138175277537967
ACH-000178,0.1637462794312633
ACH-000183,0.10212699296696487
ACH-000188,0.13001587554001984
ACH-000189,0.012921916703398208
ACH-000190,-0.1035021569455375
ACH-000198,0.0687327949738687
ACH-000203,-0.1179955253489498
ACH-000204,0.24153741848516835
ACH-000206,0.016252872304313572
ACH-000207,0.16384393333575129
ACH-000208,0.11076849414063654
ACH-000210,0.1306913678361787
ACH-000211,0.1400399679877898
ACH-000215,0.12511930762721807
ACH-000221,0.164522614430459
ACH-000222,0.21799554544872607
ACH-000223,0.06896322278046138
ACH-000226,0.11513098034312308
ACH-000227,0.06802261104251624
ACH-000228,0.1440524145627882
ACH-000231,0.2077188065666043
ACH-000232,0.07036775913788433
ACH-000233,0.28746673387085664
ACH-000234,0.2504076793287193
ACH-000235,0.12079441538068875
ACH-000237,0.10986259020939944
ACH-000238,0.12822932735701814
ACH-000242,-0.006004829129583594
ACH-000243,0.030909573763352814
ACH-000244,0.1788325612871596
ACH-000246,0.12220887600291196
ACH-000248,0.2734238139367701
ACH-000250,0.17382323967245927
ACH-000251,0.17144569767045467
ACH-000252,0.3544976433586121
ACH-000253,0.13102844558467452
ACH-000255,0.14954627490918065
