,IAPP (3375)
ACH-000004,0.14628486895186324
ACH-000005,-0.07991451531996616
ACH-000007,0.042555534746341814
ACH-000009,0.1711016335533535
ACH-000011,0.17346947251837966
ACH-000012,0.26487327527573085
ACH-000013,0.2259381688410029
ACH-000014,0.29278068454309475
ACH-000015,0.06682094466810651
ACH-000017,0.21195500037101506
ACH-000018,0.2942655237200613
ACH-000019,0.14914110944588935
ACH-000021,0.17252549592846916
ACH-000022,0.2581421390224036
ACH-000025,0.11912388502301913
ACH-000028,0.10050877437204266
ACH-000030,0.199257554010072
ACH-000035,0.17208229565650066
ACH-000036,0.16815278935808473
ACH-000037,0.10057843576674556
ACH-000039,0.11162548061646126
ACH-000040,0.1678560378097427
ACH-000041,0.1566599166891786
ACH-000042,0.2481820487289469
ACH-000045,0.1687449399073249
ACH-000047,0.10546381112487628
ACH-000052,0.2511201651574456
ACH-000053,0.26252252351176203
ACH-000054,0.09126309465782872
ACH-000055,0.20342411179714012
ACH-000060,0.2111708307853698
ACH-000067,0.20873003000734106
ACH-000070,0.2770865350623685
ACH-000075,0.1759226049913033
ACH-000078,0.08124671706433624
ACH-000082,0.2140843793265281
ACH-000085,0.20993491166364506
ACH-000086,0.09255512439141213
ACH-000087,0.12695492265183433
ACH-000092,0.18051093154869927
ACH-000095,0.1037868748460058
ACH-000097,0.16302716826627034
ACH-000098,0.23219046813212585
ACH-000099,0.09349825134120188
ACH-000108,0.2607983663641023
ACH-000113,0.15374704957409632
ACH-000116,-0.0736761279342474
ACH-000118,0.2132231794894207
ACH-000120,0.15278513378054792
ACH-000123,0.1144270738827282
ACH-000127,0.0957222105729192
ACH-000128,0.0996284154703287
ACH-000132,0.2730709693975707
ACH-000133,0.17602440026693922
ACH-000137,0.06903048251160793
ACH-000138,0.21238852108417053
ACH-000142,0.11019790186404828
ACH-000143,0.08037125939280759
ACH-000146,0.16069717539867084
ACH-000148,0.1446788762745769
ACH-000150,0.17596457746598776
ACH-000152,0.1829947710834788
ACH-000153,0.2380781011445876
ACH-000159,0.2553295912402021
ACH-000160,0.11152592696120636
ACH-000163,0.06902289532480138
ACH-000167,-0.07876172502209933
ACH-000168,0.29692596235833074
ACH-000169,0.21654722121369255
ACH-000178,0.13748342430634672
ACH-000183,0.13158561714104602
ACH-000188,0.16454532917544915
ACH-000189,0.20201091467244145
ACH-000190,0.05084851935279626
ACH-000198,0.11577386831520105
ACH-000203,0.3800823949886635
ACH-000204,0.10042349060345293
ACH-000206,0.12446069869364687
ACH-000207,0.2153109023317985
ACH-000208,-0.0049857918680333005
ACH-000210,0.3392318565980427
ACH-000211,0.19785356123116773
ACH-000215,0.2325670978576649
ACH-000221,0.11886929572409438
ACH-000222,0.19842051178424908
ACH-000223,0.1047097292402471
ACH-000226,0.16923596854973247
ACH-000227,0.21386822365497002
ACH-000228,0.07667619193224076
ACH-000231,0.09107225259292566
ACH-000232,0.154142369792053
ACH-000233,0.15224319332070071
ACH-000234,0.2255553973715564
ACH-000235,0.12825288946378344
ACH-000237,0.2676695340117585
ACH-000238,0.13590606588568
ACH-000242,0.3971643544228121
ACH-000243,0.18684785627141592
ACH-000244,0.2264645048661104
ACH-000246,0.05863291136624064
ACH-000248,0.2487135946450996
ACH-000250,0.13185538618143672
ACH-000251,0.013397410231274021
ACH-000252,0.08757018183988716
ACH-000253,0.0932288601785496
ACH-000255,-0.10682314739764827
ACH-000256,0.33447831405185224
ACH-000257,0.2015980956220771
ACH-000258,0.19091973450487584
ACH-000259,0.1798006639937625
ACH-000260,0.2095559939894472
ACH-000261,0.17211396990243827
ACH-000262,0.2861018325689361
ACH-000263,0.19201016060530568
ACH-000264,0.03367867500818904
ACH-000265,0.1695694797069259
ACH-000266,0.1122779681791177
ACH-000272,0.1354384973425232
ACH-000274,0.16632971060334584
ACH-000277,0.0841631849370196
ACH-000278,0.11253928826379174
ACH-000279,0.06314137463544084
ACH-000280,0.2062049972436848
ACH-000281,0.3963037583962607
ACH-000288,0.08693076701081963
ACH-000291,0.18951594956515047
ACH-000293,0.20195576446327407
ACH-000294,0.0009256228348780164
ACH-000295,0.29437573957687
ACH-000296,0.019156933764014655
ACH-000302,0.1452350452553332
ACH-000304,0.06170633323013575
ACH-000307,0.1385746711391101
ACH-000308,0.1103813217793814
ACH-000310,0.18398894526509565
ACH-000311,0.1733765906563476
ACH-000312,0.2502407121011926
ACH-000315,0.2722468180142137
ACH-000316,0.23073994288768698
ACH-000317,0.22754194076283346
ACH-000318,0.12401363704084495
